,cid,votes,time,含oh,含oh中文翻译
10697,UgxqSpb3Gk81b3ZvGH54AaABAg.98VupjufjU79J_AiOD1L0w,1,2 years ago (edited),"@mohammedharoon8453 talking about truth, will you please show any truth or evidence that liziqi was sponsored by ccp? then i will unsubscribe this channel, if not, don't you think you are hurting an innocent girl? is this the right way a decent man treat a lady?",@Mohammedharoon8453谈论真相，请您表明Liziqi是由CCP赞助的任何真相或证据吗？然后，我会退订此频道，如果没有，您是否认为您正在伤害一个无辜的女孩？这是一个体面的男人对待女士的正确方法吗？
12906,UgzaapkizcGb3br3HlF4AaABAg,1,3 years ago,"oh, this looks good, you're very lucky, and a master at what you do, it takes a lot of knowledge and skill, and it turns out really appetising, right, very lucky spot there.",哦，这看起来不错，您很幸运，并且是您所做的事情的主人，这需要很多知识和技巧，事实证明，那里的开胃菜，对，非常幸运。
26136,UgwEqa11HRMJTA2PngN4AaABAg,1,3 years ago (edited),ohhh man this is the real life that everyone should live... my gosh she is using almost everything which she finds on her way... she knows about everything... if we try surely we will end up plucking any poisonous thing lol,哦，伙计，这是每个人都应该生活的现实生活...我的天哪，她正在使用她几乎在途中找到的一切...她知道一切...如果我们肯定会尽情享受，我们最终会拔出任何有毒的东西大声笑
26383,UgwoMXV8q4oJRIErQDx4AaABAg,1,3 years ago,"ohh, this is the healthy lifestyle i'm looking for.",哦，这是我想要的健康生活方式。
35091,UgxAf9KF-n0C5u-YWFl4AaABAg.8yUS2YBHyV68yUVCt0Q3-r,1,3 years ago,@user-oi7ws8db7y oh ok! that's so cool too! (i'll edit my comment right now),@user-oi7ws8db7y哦，好吧！太酷了！ （我现在编辑我的评论）
26838,Ugzb_UMeI7qVgt3T0i14AaABAg,1,3 years ago (edited),your video is so relaxing to watch. it also brings me back the days when i was a kid. we love growing our own food where we can just pick veggies right at our own garden. oh how i love the life back then..,您的视频非常放松。这也使我回到了我小时候的日子。我们喜欢种自己的食物，我们可以在自己的花园里挑选蔬菜。哦，那时我多么爱生活。
14745,UgwzEHqgrZMDUhltGB14AaABAg.94-iqKmL1Vj949ulDyW-L5,1,3 years ago,oh that sounds amazing. thank you for recommending.,哦，这听起来很棒。谢谢您的推荐。
14142,UgwdCOlW5kz0lHK8v8Z4AaABAg,1,3 years ago (edited),"oh my god... this chinese woman is more than the wonder woman cuz this is real. and she is my inspiration for my daily life. oh god, please bless this amazing and beautiful/pretty chinese woman....",哦，天哪...这个中国女人不仅仅是神奇女侠，因为这是真实的。她是我日常生活的灵感。哦，天哪，请祝福这个神奇而美丽/漂亮的中国女人。
25438,Ugwik4fhPtXoNqtWVER4AaABAg,1,3 years ago,"oh, looking at the bamboo forest. i wish i could be there once",哦，看着竹林。我希望我可以在那里
27412,UgyIgnsr_bm6jQ82OgF4AaABAg,1,3 years ago,that's my favorite .. my mohter cooked it with coconut milk and some native chicken in it . soooo delicious,那是我的最爱..我的Mohter用椰奶和一些本土鸡肉煮熟。太美味了
28817,UgxCpRiDGzrwuzVOfl94AaABAg.8yY6-41Td1g988vfoeTSSp,1,3 years ago (edited),"90% of this comment is hate comments about franz peters

oh yeah.. @franz peters just shut up. you cant even speak proper chinese. idiot","这些评论中有90％是关于弗朗兹·彼得斯的仇恨评论

哦，是的.. @franz Peters刚闭嘴。你甚至不能说适当的中文。笨蛋"
22435,Ugx0y03yQ2qO15UdrSR4AaABAg,1,3 years ago,oh my god it's really really amazing and your place wow wow wow wow,哦，天哪，这真是太神奇了，你的地方哇，哇哇
27463,UgxgQwLLxNw9NgVkT4B4AaABAg,1,3 years ago,oooohhhh i also love bamboo. as pickle. love from india,哦，我也喜欢竹子。作为泡菜。来自印度的爱
12646,UgxpBrD1zfYf9xMBHjR4AaABAg,1,3 years ago,"hi, i am a chinese, see everyone in the comments to you in english speech, that i can not help but use english to speak to you oh, our family appreciate your attitude to the village life, i hope you can get better and better.❤️",嗨，我是中国人，在英语演讲中对您的评论中看到每个人，我忍不住用英语对你说话哦，我们的家人感谢您对乡村生活的态度，希望您能变得越来越好.❤️
12522,Ugz80ivmyIbHXgQYwCV4AaABAg.96a7oIarqd-96lgfuocGzM,1,3 years ago,oh my fuck sorry to offend you all,哦，我妈的对不起，冒犯了你们所有人
16813,UgxjySQyWB6VBun_lLt4AaABAg.92qrT3Z16hI938YUgmfeWY,1,3 years ago (edited),"@tehkettybear oh, yeah? you can live in your ikea apartment still live like a pig house if you don't clean and tidy, the life is controlled by yourself, btw, you must not been to new type of chinese countryside, make sure you visit first before you leave so stupid comments here. cannot stop laughing at you.",@tehkettybear哦，是吗？如果您不干净和整洁，您可以住在宜家的公寓里，仍然像猪屋一样生活，生活是由自己控制的，顺便说一句，您一定不能去过新型的中国乡村，请确保您在离开之前先访问如此愚蠢的评论在这里。不能停止嘲笑你。
25410,UgxsiAwMM4_RH24L5u94AaABAg,1,3 years ago,"it's so disgusting that half of men comments are about ""oh i want to live with her blah blah""",真是令人作呕，一半的人评论是关于“哦，我想和她的等等”
24717,UgyqMBguct1-7tqi0XB4AaABAg,1,3 years ago,"the feeling of excitement in learning traditional chinese cuisine every time i watch her videos is greatly influenced by this young and talented lady. 
i wonder if you could finish eating that big bowl of noodles though? :)
naguumipaw sa sahog! oh my i can barely count how many ingredients she put in just one dish. amazing! keep up posting please :)","每次我观看她的视频时，都会在学习传统的中国美食中的兴奋感受到这位年轻而才华横溢的女士的极大影响。
我想知道您是否可以吃那大碗面条？ :)
Naguumipaw Sa Sahog！哦，我几乎不能数她只放一道菜的成分。惊人的！请继续发布:)"
33177,UgxO2rwP5lSoOewT8YV4AaABAg.8yUew2AAAcS8yV1sfB_1pv,1,3 years ago,"@alexibnlaauditore08 oh ok, thanks!",@Alexibnlaauditore08哦，好，谢谢！
19243,UgwL1z8QFM11clnGU3B4AaABAg.92-a3VfynvV92GuUYJGhxh,1,3 years ago,john wells the rural parts yess,约翰·威尔斯（John Wells）乡村地区
30025,UgzLwzHtzrVkM2FQjEB4AaABAg.8yVqoJo7C7f8yhgGFF5LYp,1,3 years ago (edited),"oh hell no i wonder where your from????flies and poo all over ahahahah i guess you are forgetting that everywhere in the damn world has poo and flies i guess you never ever heard of landfills't have any where i was from when we went to america they told me if i don't eat i might die. your one of those people who look at people and judge them i guess your forgetting that this isn't the 1900 and black people are free and not in chains you always think white people are ""beautiful"" im not saying they aren't but at least ""black don't crack"" im guessing your race is either asian or caucasian",哦，我想知道你来自哪里？？？国家您应该打开书/计算机，并了解您在说什么。首先，你不知道非洲去什么我在非洲生活，我的弟弟非常接近垂死的原因，没有食物不好的生活状况，我从不在非洲吃过豆子我们去了美国，他们告诉我，如果我不吃我可能会死。您一个看着人并判断他们的人中的一个我想您忘记了这不是1900年，黑人是自由的，而不是在链条中，您总是认为白人是“美丽的”，我不是在说他们不是在至少“黑色不要破解”我猜想你的比赛是亚洲人还是高加索人
24098,UgzN_12A_oDoX7hoSJh4AaABAg,1,3 years ago,oh shit this vid got uploaded on my bday n i didnt even know,哦，该死这个vid上传到我的bday n我什至不知道
31313,UgzICG6WZNwyCbPoEMt4AaABAg.8yVGmQ_sAxr8yW-6r_TSuP,1,3 years ago,island folk oh thanks,Island Folk哦，感谢我甚至都没有看到。
34248,Ugztc4zDHo36WMYUpj14AaABAg.8yUVIwoHWCB8yUbGPSWHyh,1,3 years ago,@chenjiang9736 oh really ?? since i dont have weibo so wo pu che tao,@chenjiang9736哦，真的吗？既然我没有微博
31923,UgzcCx2zqJ5I02HoYFl4AaABAg,1,3 years ago,"ooooooh those snails are delicious, i remember eating those when i was a kid at my hometown.",哦，那些蜗牛很美味，我记得当我小时候在家乡时吃那些蜗牛。
8967,Ugzy71xA3TnZDA46BtJ4AaABAg,1,2 years ago,"oh my god, like this lady must be fat",哦，天哪，就像这个女士必须胖
23376,UgyH8B4qmBisIlPgo3t4AaABAg,1,3 years ago,"oh i wanted to live there, there is all good !!!",哦，我想住在那儿，一切都很好！！！
4843,UgzXvosCxT1OSZsWPHx4AaABAg,1,2 years ago,"the vegetables are really good, oh my god, the bamboo shoots are mixed with rice. behhhhhh is delicious",蔬菜真的很好，天哪，竹芽与米饭混合。 Behhhhhh很美味
4589,UgwvTSx2InKXqlHYop54AaABAg,1,2 years ago,"brazilian cuisine is the result of a mixture of european, indigenous and african ingredients. many of the components of the recipes and preparation techniques are of indigenous origin, having undergone modifications by the portuguese and slaves from africa. these made adaptations of their typical dishes replacing the missing ingredients with local correspondents. the brazilian feijoada, a typical dish of the country, is an example of this. the slaves brought to brazil since the middle of the 16th century added elements such as palm oil and couscous to national cuisine. and the waves of immigrants received by the country between the 19th and 20th centuries, coming in large numbers from europe, brought some novelties to the national menu and concomitantly strengthened the consumption of various ingredients.

daily food, made in three meals, involves the consumption of coffee with milk, bread, fruits, cakes and sweets for breakfast, beans and rice for lunch - the brazilian's basic meal, to which are sometimes added pasta , meat, salad and potatoes - and, for dinner, soups and also the various regional foods.

distilled beverages were brought by the portuguese or, like cachaça, made on the land. wine is also widely consumed, sometimes added to water and sugar, in the well-known sangria. beer in turn began to be consumed in the late 18th century and is today one of the most common alcoholic drinks.

the most visible regional cuisines belong to the states of minas gerais and bahia, with minas gerais cuisine marked by european influence in delicacies and dairy products such as tropeiro beans (also a dish from são paulo cuisine), cheese bread (which is equivalent to paraguayan chipa, differing in format) and the cheese from minas frescal, and bahian cuisine due to the presence of african delicacies such as acarajé, abará and vatapá. pernambuco's cuisine stands out for its so-called ""pernambuco sweets"", that is, the sweets developed during the colonial and imperial periods in its sugar mills such as the bolo de bolo, souza leão cake and top hat, and also for drinks and savory delicacies discovered or probably originated in the state, such as cachaça, beiju and feijoada à brasileira.","巴西美食是欧洲，土著和非洲成分混合的结果。食谱和制备技术的许多组成部分都是土著起源，对葡萄牙人进行了修改和非洲的奴隶进行了修改。这些对其典型的菜肴进行了改编，用当地的记者代替了缺失的成分。巴西Feijoada是该国典型的菜肴，就是一个例子。自16世纪中叶以来，这些奴隶带到了巴西，增加了棕榈油和国家美食等蒸粗麦的元素。该国在19至20世纪收到的移民浪潮，来自欧洲的数量很大，为国家菜单带来了一些新颖性，并加强了各种成分的消费。

每日食物，三顿饭，涉及牛奶，面包，水果，蛋糕和糖果的咖啡，午餐的豆类和米饭 - 巴西的基本餐，有时会添加意大利面，肉，沙拉，沙拉和土豆 - 而且，晚餐，汤以及各种区域性食品。

蒸馏饮料是由葡萄牙人或像Cachaça一样在土地上制成的。葡萄酒也被广泛消耗，有时在著名的桑格利亚汽酒中添加到水和糖中。反过来，啤酒在18世纪后期开始消耗掉，如今已成为最常见的酒精饮料之一。

最明显的区域美食属于Minas Gerais和Bahia的州，Minas Gerais美食在美味佳肴和乳制品（例如Tropeiro Beans）（也是Tropeiro Beans）（也是圣保罗菜的菜肴），奶酪面包（与Paraguayan相当于Paraguayan ance of Paraguayan breads of tropeiro beans and Dish菜肴）。 Chipa，格式不同）和来自Minas Frescal的奶酪，以及由于存在Acarajé，Abará和Vatapá等非洲美食而导致的Bahian Cuisine。 Pernambuco的美食以其所谓的“ Pernambuco Sweets”而脱颖而出，也就是说，在其糖厂的殖民时期和帝国时期开发的糖果，例如Bolo de Bolo，SouzaLeão蛋糕和顶级帽子，也用于饮料，饮料，咸味发现或可能起源于该州的美味佳肴，例如Cachaça，Beiju和FeijoadaàBrasileira。"
23888,Ugw3Cxr5gIo_5_pT_454AaABAg.8z_VHkNqWWZ8zpiLvkhqZU,1,3 years ago,"christopher johnson in china there are so many people interested in her and want to know her as well. but if she really wanted to be a star, she could totally go on some reality show years before and get rich in that way. in fact it’s totally her choice to make this a career or just become a tv star. this is how i think here in china.",中国的克里斯托弗·约翰逊（Christopher Johnson）对她感兴趣，也想认识她。但是，如果她真的想成为一颗明星，那么她几年以前就可以完全参加真人秀。实际上，将其成为职业或成为电视明星是她的选择。这就是我在中国的想法。
4270,Ugw666kH9E61AQ9WB9J4AaABAg,1,2 years ago,oh my god! amazing!❤❤❤,我的天啊！惊人！❤❤❤
32459,Ugx6nwHpPUYoTH-XnVN4AaABAg,1,3 years ago,"oh god, i am affirmed by the soul that relaxes the soul and the mind i hope to live and they are",哦，天哪，我被放松的灵魂和我希望活着的灵魂的灵魂肯定了，他们是
4176,Ugw4XZmLLt1hhRR1uO54AaABAg,1,2 years ago,poohoo pihu kya,Poohoo Pihu Kya
23618,UgxUKZqKMwMS0zo0c4N4AaABAg,1,3 years ago,hchkohfdsg,hchkohfdsg
32995,UgzUa-_xztir9kbhZh14AaABAg,1,3 years ago,ohhh my dear you a lucky. that you have is gift i wish you oll the best,哦，亲爱的，你很幸运。你有礼物，祝你一切顺利
3968,UgzddFErU7M5OM42IZ94AaABAg.9Lavf9Moto19MqgWlM3nxY,1,2 years ago,@roh-moo-hyeon i think you got bad brain by the corna virus,@roh-moo-hyeon我认为你因玉米病毒而变得不好大脑
2296,UgyjaIALOOIaV4NV51J4AaABAg,1,1 year ago (edited),"it is ironic to watch a mock idealistic life style and want to believe what is being portrayed as real. the avengers are not real but the result of multi-million production of an entertaining make-believed. winnie xi wants everyone to believe such life style as real and achievable if one follows the same footsteps but wait, can pooh find one production company for each citizen below the poverty line in the mainland to fulfil his or her dream? he must be working on this with his brilliant “common prosperity” cunning plan.",具有讽刺意味的是，观看一种模拟的理想主义生活方式，并想相信被描绘成真实的东西。复仇者不是真实的，而是数百万生产娱乐性的结果。 Winnie XI希望每个人都相信，如果一个人遵循相同的脚步，但请等待，小熊维尼可以为大陆贫困线以下的每个公民找到一家生产公司，以实现他或她的梦想吗？他必须通过他出色的“共同繁荣”狡猾的计划来努力。
21998,Ugx1S3F_HcEVF0Xfeox4AaABAg.9-JqhM84H-m9-SB0GHVSlo,1,3 years ago,@brett8460 ohhhhhh now i get it,@brett8460哦，我现在明白了
33143,UgxYNO1CVJpX68rwKEd4AaABAg,1,3 years ago,"her: chops down some kind of wood
me: worries she's going to try to eat that or feed it to her mother
her: eats it and feeds it to her mother
me: 
her: finds a bunch of snails
me: oh no!","她：砍下某种木头
我：担心她会尝试吃掉或喂给母亲
她：吃它并将其喂给她的母亲
我：
她：找到一堆蜗牛
我：哦，不！"
6435,Ugyg4tTODJKJaNhi6QV4AaABAg,1,2 years ago,oh no..! what a beautiful nature.im only interested the natural beauty people living there.,不好了..！多么美丽的大自然。
20024,UgygTFsBldmRfcRPisd4AaABAg,1,3 years ago (edited),oh my god i wanna cry,哦，天哪，我想哭
20207,UgwCeSUFcRXmBDKtdEt4AaABAg,1,3 years ago,"i am meringue, color i day, ka evans, oh?",我我 酥皮而入啊 色i日你噶 埃文斯哦么
30030,UgzLwzHtzrVkM2FQjEB4AaABAg.8yVqoJo7C7f8yk6M4zXLzS,1,3 years ago,oh hell no in guessing your a trump support i know lol i guess you don't like lizi qi shes not white but asian anyways like i said have nice rascit life,哦，在猜测你的特朗普支持时，我知道你知道你不喜欢lizi qi不是白人，而是像我所说的那样的亚洲人。
30651,UgyYVczrRtkVWapS0cN4AaABAg,1,3 years ago,"very good video. but i have a few suggestions. as for viet sub. i feel a bit excess. the verses worship, then oh delicious noodles, or scrub ... nonsense. it is enough to understand the action. vietnamese sub verses show up not 1 seconds and then switch to other actions already. the content of vietnamese sub sentences does not have investment. if necessary, you should viet sub part, the ingredients of the dish are enough. :)",很好的视频。但是我有一些建议。至于越南。我感到有些多余。经文崇拜，然后是美味的面条或擦洗……胡说八道。足以理解动作。越南语的诗句出现了1秒钟，然后切换到其他动作。越南子句子的内容没有投资。如有必要，您应该越越南部分，菜的成分就足够了。 :)
19965,Ugy64b8Tc-CR9fv_DdR4AaABAg.91FI0ImISkq92Lmxm4S8mn,1,3 years ago,"yuanzhu li nope, but you who from communist china are all out hook of commenters. i understand the language of china. using the disgustingly ugly mandarin to assail who has different views, oh, that is you &your china bros.lmfao!!",Yuanzhu li nope，但来自共产主义中国的您全都是评论员。我了解中国的语言。用令人恶心的丑陋的普通话来攻击有不同观点的人，哦，那就是你和你的中国兄弟！lmfao !!
30808,Ugwl4Ay93xXqb6h2UOR4AaABAg,1,3 years ago,"ya elah 7:55 7:58 kangkung and krokot. makan krokot jg toh disana. hem... popular enaugh.
that's snail river rice noodle looks yummy. we also had that kind of dish to in indonesia. 
love your channel.","Ya Elah 7:55 7:58 Kangkung和Krokot。 Makan Krokot JG Toh Disana。下摆...流行的恩。
那是蜗牛河稻面看起来很好吃。我们在印度尼西亚也有这样的菜。
爱你的频道。"
19927,Ugwp6fquRbLP-QIior14AaABAg,1,3 years ago,"oh, yuka kinoshita had instant luosifun before.",哦，Yuka Kinoshita以前有luosifun。
30857,Ugzf-Ba_7Ta567eN_m94AaABAg.8yVRdEXYJ4y8yW9fBSXhr_,1,3 years ago,amit upadhya you can preserve food at home too. just use salt or sugar or alcohol.,Amit Upadhya您也可以在家保存食物。只需使用盐，糖或酒精即可。
19460,Ugy-eU4sUYK9WQWxFCx4AaABAg.91u_R-wAuQI922ZRPlKu3_,1,3 years ago,merxellus gogou and john magus : i really smile :)),Merxellus Gogou和John Magus：我真的微笑:)）
6732,UgxQ9PZqd7V-fs7Y1GB4AaABAg,1,2 years ago,"john 3:16

for god so loved the world that he gave his only-begotten son (jesus christ), so that everyone who believes in him may not perish, but have eternal life. ๐’–๐’•","约翰福音3:16

因为上帝如此爱这个世界，以至于他赐给了唯一的儿子（耶稣基督），以使每个相信他的人都不会灭亡，而是拥有永生。"
25731,Ugz3mDsDUDyT13GyXM14AaABAg,0,3 years ago,oh my god i am,哦，天哪，我是
24410,UgycoeW63j7r5vKNyD14AaABAg,0,3 years ago,tao yuanming’s taohuayuan is not this kind of life that i want away from fanchen to live a carefree life.,陶渊明的桃花源何尝不是想要的这种生活 远离凡尘 过着无忧无虑的生活 哪像现在的我们
24413,Ugz-dLJEJ1GUdZedmut4AaABAg,0,3 years ago,bomboo minsh assamese bahoh gach? bombo fish fish together dish good testy,Bomboo Minsh Assamese Bahoh Gach？ bombo鱼一起菜肴很好的睾丸
23564,Ugye6QqngKUxgFuAhQB4AaABAg.8zgSOKNvfvB8zlX3tGL7yd,0,3 years ago,william b johnson yes,威廉·B·约翰逊是
23485,UgzF8nBeFs1PPyRrrEZ4AaABAg,0,3 years ago,"oh i like it 
can i live with you in your place","哦，我喜欢
我可以和你住在你家吗"
25680,Ugy_arJ0C91e4_5Iq514AaABAg,0,3 years ago,"oh, this is how snails are getting cooked. i never saw it before. it's interesting. :d",哦，这就是蜗牛煮熟的方式。我以前从未见过。这真有趣。 ：d
23574,UgxX1MKDT7B0IWzMaf14AaABAg.8zfpS_f3W7x8zzBRJT7TiN,0,3 years ago,lei ye ohh i see. sorry,我明白了。抱歉
24585,UgxTLE9TXXi7mpxFNkp4AaABAg,0,3 years ago,oh god how can shallls be eaten,哦，天哪，如何吃shallls
25590,UgyEsN8yS-nb75E0VSl4AaABAg,0,3 years ago,"you guys, the video quality though, oh my! so good.",你们，视频质量，哦，天哪！超好的。
23513,Ugw6S4_TqU4IPzLmlmR4AaABAg,0,3 years ago,"oh, ton duc thang street, i ride a pink bus with a car, my child is sitting next to ms. huong and her 7th grade",哦，Ton Duc Thang Street，我骑着一辆带汽车的粉红色巴士，我的孩子坐在Huong女士和她的七年级旁边
25529,UgyBTaMwF5ezqQhpzct4AaABAg,0,3 years ago,oh my god..this is my first watch.and i'm loving it.why are you so talented and beautiful.im sure im gana give this vedio a like and subscribe too.love it,哦，我的上帝..这是我的第一台手表。我爱它。为什么你是如此才华横溢和美丽。
22875,UgymxalCiD4Huii3wIl4AaABAg.8zuNQpbMst59-2-avEBG5a,0,3 years ago,rajamohan somasundaram china,Rajamohan Somasundaram中国
22878,UgymxalCiD4Huii3wIl4AaABAg.8zuNQpbMst59-3reDfQ1nH,0,3 years ago,@rajamohansomasundaram8931 china,@rajamohansomasundaram8931中国
24597,Ugy_WA1MmEJEKQ8jIEl4AaABAg,0,3 years ago,ohhh i thought that food only van see in philippines but it can see in other country too,哦，我以为只有货车在菲律宾看到，但它也可以在其他国家看到
23777,UgxpmCN2wsVqzWHuJS54AaABAg,0,3 years ago,oh i found her once again,哦，我再次找到她
22890,UgymxalCiD4Huii3wIl4AaABAg.8zuNQpbMst59-QSTyxT2Ec,0,3 years ago,@rajamohansomasundaram8931 china,@rajamohansomasundaram8931中国
24379,UgztzqbRicDcCw605Zt4AaABAg.8zN9gLU1JFm8zVy_cc52m0,0,3 years ago,ako si sir raulo oh. how do you have internet then?,ako si Raulo Sir OH。那你怎么有互联网？
23194,UgyrcU-Q5GpOkjRmAZB4AaABAg,0,3 years ago,"oh god
im so ready to be youre husband","天啊
我准备成为你的丈夫"
24824,UgwwB40SUYLdqXWt2pp4AaABAg.8zCyVbqGYM08zQEeM7jJct,0,3 years ago,oh yeah,哦耶
24156,Ugwmdx7DdeMDv3P6ZbF4AaABAg,0,3 years ago,noooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooeeeeeeeeeeeeeeeeeeeeeeeeeeyeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeyeeeeeeeeeeeeeeeeeeoohttt,不，不，不eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeOOOhttt
23284,UgwXnzev4UAuxOpyjVV4AaABAg.8zn3dLIDEXL8zrZtnZqT1j,0,3 years ago,oh so you're in old and young,哦，所以你年轻的和年轻的
24837,Ugwo1qWAvnaiIPyswaV4AaABAg,0,3 years ago,"oh great, now you look more like a down-to-earth farm girl than an other-worldly fairy. now you're more reachable.",哦，太好了，现在您看起来更像是一个脚踏实地的农场女孩，而不是一个超凡脱俗的童话。现在，您更可以接触。
24922,UgxfYNR1Cgqur2Fqr7R4AaABAg,0,3 years ago,oh my god its awesome,哦，天哪，真棒
25125,Ugy-attR8ywpA_Dskpt4AaABAg,0,3 years ago,"oh i really loved what she made the best part is everything is so fresh, i would love to live with her , is this real where she's living everything too nice and beautiful to be real...",哦，我真的很喜欢她所做的最好的部分，一切都是如此新鲜，我很想和她一起生活，这是她的生活，她过着一切美好而美丽，无法真实的东西...
25323,Ugy6l1Ooiv_a-DqgsOp4AaABAg,0,3 years ago,"oh, her videos relax the soul",哦，她的视频放松了灵魂
25735,Ugx6EtrXYDIBfh8kbJZ4AaABAg,0,3 years ago,"when i was young, i used to live like her, oh how",当我年轻的时候，我曾经像她一样生活，哦
25339,UgywdiA_yA0AiMR4bv94AaABAg.8z3nXJm-NQm8z57JBDNx0l,0,3 years ago,@toot1032 oh really? i will watch it. thanks.,@toot1032哦，真的吗？我会看。谢谢
23914,UgwVYbTmqgBbm7s2Tfp4AaABAg.8z_2MJEipbK8zjaT1Dz9EQ,0,3 years ago,jenny h oh ok thank you,珍妮H哦，好的，谢谢你
23910,Ugz5VVNjAvtGED9UzlN4AaABAg.8z_Hag9JD7J8zdwBlEYL0u,0,3 years ago,johnrey tgplantinos ccct,Johnrey Tgplantinos CCCT
25428,UgxCjeHpsLPZeIgs8U14AaABAg,0,3 years ago,tum shankh bhi kha jaogi.lekin ye to bohot hard hote hai na.tumhara pet photos gaya to ..,tum shankh bhi kha jaogi。
24702,Ugw4s_7JIgvloIsCPW14AaABAg,0,3 years ago,ohhh,哦，我想要一个像她这样的妻子如此美丽❤
24600,UgxQhmY2-GvMFBHTcCN4AaABAg,0,3 years ago,"seeing hungry, oh oh, today lunch, snail powder, takeaway",看饿了呜呜呜，今天午餐点螺蛳粉外卖吧
24111,UgzE9HwhzSwOBx6n0p14AaABAg,0,3 years ago,teach me your ways oh great one,教我你的方式哦，很棒
22979,UgxVQoVptbfp8X3rURx4AaABAg,0,3 years ago,oh bamboo,哦，竹子
101,UgzIX6v6qNFz5C4zBx94AaABAg.9qE0PYZQ1zp9qNZ5m_yk-y,0,2 weeks ago (edited),@najwanorhan2557 oh i see. i hope she will come up with amazing ideas soon.thanks for the info :),@najwanorhan2557哦，我明白了。我希望她能尽快提出惊人的想法。谢谢这些信息:)
25871,Ugx9tdqB4R5XMPPbYsB4AaABAg,0,3 years ago,oh mashaallah its beutiful garden,哦，马沙阿拉，它是美丽的花园
31019,UgygF_D1QJJyAEjWMVJ4AaABAg.8yVOaKjxbcW8yWjicefRCj,0,3 years ago,johnhuy 06 but anyone sub is not at all,Johnhuy 06，但任何人都不是
32342,UgyT5YqHs_v8ffhNx6F4AaABAg.8yUveqa7FtE8yVPYcGZ_Uh,0,3 years ago,erika d oh rewatch it then,Erika d oh重新观看，然后与英语潜艇一起享受
32340,UgyT5YqHs_v8ffhNx6F4AaABAg.8yUveqa7FtE8yVPJj-loMN,0,3 years ago,"oh i see they have added english, it wasn't there when they first uploaded a couple hours ago.",哦，我看到他们添加了英语，几个小时前首次上传时就在那里。
32195,Ugxij3P9t2uGndYFBSt4AaABAg,0,3 years ago,"oh, the cat's ears look so good",哦，猫的耳朵看起来很好
32184,UgxToBK131b8kcG2XDd4AaABAg,0,3 years ago,"ohh gurl, that sure is a large bowl of meal!",哦，古尔，那肯定是一大碗饭！
32147,Ugweb-BontLqlBEp0ox4AaABAg.8yV-mhPshWV8ywvKjwZ6WL,0,3 years ago,@jmsmung5790 ooohhh !!,@jmsmung5790 ooohhh !!
31772,UgxHi2B-z3xSPXkudiJ4AaABAg,0,3 years ago,oh god! this is surreal.,天啊！这是超现实的。
31585,UgxlILdmzbxiV5ym-wd4AaABAg.8yVB5d4VVTF8zib-YfQhTC,0,3 years ago,"atlas chow oh, thank you",Atlas Chow 噢 谢谢
31018,UgygF_D1QJJyAEjWMVJ4AaABAg.8yVOaKjxbcW8yWf7U88rIz,0,3 years ago,"@johnhuy0614 real every time i eat rice, the whole family ate and watched her parents praised her to cook well :)))) now i'm still sitting and watching",@johnhuy0614每次我吃米饭时，整个家庭都会吃饭，看着她的父母称赞她做得很好:)））））现在我仍然坐着看着
26389,Ugyezk4JMA1cb3JQZVR4AaABAg,0,3 years ago,"oh girl, i love your video's",哦，女孩，我爱你的视频
31014,UgygF_D1QJJyAEjWMVJ4AaABAg.8yVOaKjxbcW8yWdFsL2p2w,0,3 years ago,johnhuy 06 thought lonely,Johnhuy 06孤独
31009,UgygF_D1QJJyAEjWMVJ4AaABAg.8yVOaKjxbcW8yWP9JyQldq,0,3 years ago,johnhuy 06 thought of her video,Johnhuy 06想到她的视频
