,cid,votes,time,含oh,含oh中文翻译
40420,UgxlIsesZn71MB_2Iwd4AaABAg,0,4 years ago,oh my god i'm so hungry. that looks so delicious.,哦，天哪，我是如此饿。看起来很美味。
42399,UgwD-cdLeMVTvntMj_F4AaABAg.8rf2pveQW8i8rh4mrvhNOu,0,4 years ago,"@codycui8643 oh thanks and i am also curious about where d place is, is it in china? and is it all real or arranged this way for d video.",@codycui8643哦，谢谢，我也对D的位置感到好奇，它在中国吗？对于D视频而言，都是真实的还是以这种方式安排的。
42841,Ugy15Qq8VEp67imlHw14AaABAg,0,4 years ago,"oh my lord, feed it visual, but what is this",哦，我的主，喂它，但是这是什么
46119,UgwRCaT7rG-7a8a5xDh4AaABAg,0,4 years ago,oooooooooooooooooooooooooooooooooooooooooooooh,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOH
44451,UgxhUbuEViJ5nDBKTB14AaABAg,0,4 years ago,"oh my god, had to rewind that sunflowers seed part, never seen that before",哦，天哪，不得不倒带向日葵种子的一部分，从未见过，在
45777,Ugwejixt1oOflWEPf-x4AaABAg,0,4 years ago,"what the hell is this place?? .... 
oh ,wait a minute..
is that heaven ?? ......dp...","这个地方到底是什么？ ...
哦，等一下。
那是天堂吗？ ...... DP ..."
45756,Ugw99ATdOTpfSLjz_BB4AaABAg.8r0DpRagQy88r2qjpS-XVj,0,4 years ago,"@razerblade9508 oh give it a rest. there have been precedents to this. china won't be exactly surprising the world by posting propoganda videos, just go on google and watch them for yourselves. 
my query was just that, a query. not an accusation. to which you vociferously agreed btw. talk about hypocrisy. it will be very pleasant to me if these turn out to be just videos by a woman who is talented. but looking at the quality of the videos, i know there's a crew working for her. i don't know whether it's propoganda or not. but i hope it isn't. so think before you type.","@razerblade9508哦，休息一下。有先例。通过发布宣传视频，只需使用Google并亲自观看它们，中国就不会使世界完全奇怪。
我的查询就是一个查询。不是指控。您对此表示赞同。谈论虚伪。如果这些事实只是一个才华横溢的女人的视频，那对我来说会非常愉快。但是看着视频的质量，我知道有一个船员为她工作。我不知道是否是宣传。但是我希望不是。因此，在输入之前先三思。"
45685,UgzBiFWpGC1x8hxawJh4AaABAg,0,4 years ago,oh my god.. its heaven,哦，我的上帝..它的天堂
45280,UgxyZ4U7eqwU83SVvAp4AaABAg,0,4 years ago,ohh my allah nature is great,哦，我的真主天性很棒
45250,Ugws6tFU4mWpksxcmq14AaABAg,0,4 years ago,"oh my goodness words cannot describe how much i love this channel. also, does anyone know why she wears gloves with she picks the nuts in the begging? i’ve seen other channels where they all do the same.",哦，我的天哪，无法描述我对这个频道有多爱。另外，有人知道为什么她戴上手套，她会在乞讨中捡起坚果吗？我已经看到了其他渠道，他们都做同样的事情。
45242,UgzgerXdPQgTUt8PsE94AaABAg,0,4 years ago,all i can say is oh my oh my how i wished to live in this place it is like a world of fantasy!!,我只能说是哦，我的哦，我的我希望住在这个地方，就像一个幻想世界！
45061,UgxPcdbTHsFCZSafXAl4AaABAg.8r8BHPJ-nZi8rGMBlRjZ9d,0,4 years ago,"@rawanhassan5611
oh million hello","@Rawanhassan5611
哦百万你好"
45009,UgzBe2LUcXbpINM_7Lp4AaABAg,0,4 years ago,oh my goodness ... beautiful life ♡♡♡.,哦，我的天哪...美丽的生活。
45004,Ugxc1ljLTiAx2T5cZlB4AaABAg,0,4 years ago,"li lian, oh, i am russia and hehe",李 连哦我俄 从和的那啊
45003,UgybtkdaY2p9AA9td914AaABAg,0,4 years ago,oh my god the puppers,哦，天哪，幼犬
44828,UgxUYeAHjCdtfxYwCzJ4AaABAg,0,4 years ago,oh.... my god i can't express my feeling... i really wants to this place.,哦。。。我的上帝，我无法表达我的感觉...我真的很想去这个地方。
44575,UgxlJBvxJDvYtQo4hdN4AaABAg,0,4 years ago,"i started watching your videos 2 hours ago and i cant seem to stop watching them,great job and awsome videos please keep sharing your knowledge,oh i also hope grandmother is good and ok...",我2小时前开始观看您的视频，我似乎不能停止观看它们，出色的工作和出色的视频，请继续分享您的知识，哦，我也希望祖母很好，还可以...
44556,Ugy1gRCI2TEOAg6EHhd4AaABAg,0,4 years ago,oh sister 7,哦，姐姐7
44238,UgyUcPnrPtvn6lrlYeJ4AaABAg,0,4 years ago,"oh, grapefruit falls with a walk",哦，葡萄柚带着散步
42856,Ugw-M243RL0S3b7z8Vp4AaABAg,0,4 years ago,oooh my god that little little cutie,哦，我的上帝，那个小的可爱
44138,UgwJMDRXPd40plBXJa94AaABAg,0,4 years ago,hig gh klhk gh j hh hug hmm hmm jgj hhhjhj uu hi kg h hh u hk gh jbmmmnnb mn nnj gh jh hmm not hh jgj hhhjhj jh hk kg hmm j hh kk gh k kk how kk oh gh klhk. gj gh jk kg gk ll k hmm gh kk gh l i'll go l hk l gh jgj ui u hk jgj jj jj kjjluojl jk kl hi,hig gh klhk gh j hh hhm hmm hmm jgj hhhjhj uu hi kg h hh hh u hk gh gh jbmmmnnb mn nnj gh gh jh hm hmm nnj hh hh jgj hhhjhj hhhjhj hh hk kg kg kg kg kg hm j hh kk gh kk gh kk kk kk kkk kk oh kk oh kk oh kk oh kk oh kk oh kl oh kl klhk。 gj gh jk kg gk ll k hmm gh kk gh l like l hk l gh jgj ui u hk jgj jgj jj jj jj jj kjjluojl jk kl kl hi hi
44126,UgzKSaJ90e6OcDz8NT54AaABAg,0,4 years ago,oh my god,哦，天哪，我心中的超级女人
43757,Ugw3baSGBVAIrCYTvo54AaABAg,0,4 years ago,ohhh my favourite chestnuts,哦，我最喜欢的栗子
43755,UgwKXvrkoe3XZbQKdV54AaABAg,0,4 years ago,you better not eat those fucking dogs. and no this comment isn't racist and don't talk to me about how americans eat chickens. foh americans also don't drag them behind trucks or put them in bags and beat the with bats while they're alive. eating all meat is pretty bad on our health but bitch u better not eat those dogs no matter what ur grandma wants for dinner,你最好不要吃那些他妈的狗。而且没有这种评论不是种族主义者，也不要和我谈论美国人如何吃鸡。 Foh American也不会将它们拖到卡车上，也不会将它们放入袋子里，并在还活着的时候用蝙蝠击败。吃所有肉在我们的健康状态下非常糟糕，但是bit子你最好不要吃那些狗，无论你奶奶想要什么吃晚饭
43491,Ugzo1FOEREGiFyITaGd4AaABAg.8rLO06elMxx8rXX3vYAqdu,0,4 years ago (edited),"dian xi xiao ge and gong shi dao can be great partners with her too.they also do such videos.oh wait,and primitive technology!",Dian Xi Xiao ge和Gong Shi Dao也可以与她成为出色的合作伙伴。他们也做这样的视频。哦，等等和原始技术！
43481,UgxMozBiIwvLF2GpY4B4AaABAg,0,4 years ago,oh...those puppies are cute....,哦...那些小狗很可爱。
43435,Ugwl3K3WFefsO_mD8YJ4AaABAg,0,4 years ago,ohh i loved all the different sweet treats i just wanna eat them all❤️❤️,哦，我爱所有不同的甜点，我只想吃它们
43334,Ugw7EfmPsf-EscgbYKF4AaABAg,0,4 years ago,that music...your life style feeling good....oh my god i want to see you... love from india,那种音乐...你的生活风格感觉很好。。。哦，天哪，我想见你...来自印度的爱
43305,UgzOMAeXw8GlcVdISZN4AaABAg,0,4 years ago,"oh my..can't believe..finally,english subtitle..,",哦，我的..不相信..在本文中，英语字幕..，thank u为此。
43174,UgzuI74tJdT__lyOyWZ4AaABAg,0,4 years ago,oh ...i love all of the food there,哦...我喜欢那里的所有食物
43168,UgyuMWXgVqV0dv0E2YV4AaABAg,0,4 years ago,1:09 oh my dear,1:09哦，亲爱的
43085,UgxBli3LKF6ouinXTG94AaABAg,0,4 years ago,oh! in my hometown (việt nam) has the same way to make popcorn about 10 yrs ago. memorable flavor! ❤️,哦！在我的家乡（việtNam）中，大约10年前就可以制作爆米花。令人难忘的味道！ ❤️
42925,UgwLmWfFhELEUY8-uWB4AaABAg,0,4 years ago,what did i just watch?? oh my god looks so peacefully theree!! i wanna go there if i had more money :)),我只是看什么？哦，我的上帝看起来如此和平！如果我有更多的钱，我想去那里:)）
33466,Ugyzi_P4ulFESflvUlZ4AaABAg,0,4 years ago,"oh, see it is addicted .. anyone like me",哦，看到它上瘾了..任何像我这样的人
29528,Ugz2ezirmdhTDxmbqNV4AaABAg,0,3 years ago,oh,哦
33407,UgwOR2NME82fbyt5CPh4AaABAg,0,4 years ago,"john 20 (kjv) - แฎแแ•แต
31: but these are written, that ye might believe that jesus is the christ, the son of god; and that believing ye might have life through his name.john 14 (kjv) - แฎแแ•แต
6: jesus saith unto him, i am the way, the truth, and the life: no man cometh unto the father, but by me.
7: if ye had known me, ye should have known my father also: and from henceforth ye know him, and have seen him.john 3 (kjv) - แฎแแ•แต
16: for god so loved the world, that he gave his only begotten son, that whosoever believeth in him should not perish, but have everlasting life.
17: for god sent not his son into the world to condemn the world; but that the world through him might be saved.
18: he that believeth on him is not condemned: but he that believeth not is condemned already, because he hath not believed in the name of the only begotten son of god.
19: and this is the condemnation, that light is come into the world, and men loved darkness rather than light, because their deeds were evil.romans 10 (kjv) - แฎแ
8: but what saith it? the word is nigh thee, even in thy mouth, and in thy heart: that is, the word of faith, which we preach;
9: that if thou shalt confess with thy mouth the lord jesus, and shalt believe in thine heart that god hath raised him from the dead, thou shalt be saved.
10: for with the heart man believeth unto righteousness; and with the mouth confession is made unto salvation.","约翰20（KJV） - ዮሃንስ
31：但是这些是写的，你们可能会相信耶稣是基督，是上帝的儿子。而且相信你们可能会通过他的名字拥有生命。约翰14（KJV） - ዮሃንስ
6：耶稣对他说，我是道路，真理和生命：没有人会给天父，而是我。
7：如果你们认识我，你们也应该认识我的父亲：从此开始，你们就认识了他，并见过他。约翰3（KJV） - ዮሃንስ
16：因为上帝如此爱世界，以至于他赐给了他唯一的儿子，以至于谁相信他的人不应该灭亡，而应该永生。
17：因为上帝没有派他的儿子进入世界来谴责世界；但是，通过他的世界可以得救。
18：相信他的人并没有受到谴责：但是那些不相信他的人还没有被谴责，因为他并不是以上帝的唯一独生子的名义相信。
19：这是谴责，光明进入世界，男人爱黑暗而不是光明，因为他们的行为是邪恶的。
8：但是是什么？这个词是在你的嘴里，甚至在你的嘴里，在你的心中：就是我们宣讲的信仰之言。
9：如果您与您的嘴巴承认主耶稣，并坚信您的心，上帝将他从死里复活，那么您就可以得救。
10：因为有心人相信公义；随着口腔认罪，救赎。"
13348,Ugy2CCdf_n9wUnGS4dt4AaABAg,0,2 years ago,https://youtu.be/ya8fxdoh79k,https://youtu.be/ya8fxdoh79k
13080,UgzNVUVAICbsgqGfu3V4AaABAg,0,2 years ago,"i feel a lot of pleasure when i see her picking chestnuts and making a lot of candies and snacks... oh yeah, that's life!!! :d",当我看到她挑选栗子并制作很多糖果和小吃时，我感到非常高兴...哦，那是生活！！！ ：d
12850,UgwfIdvUvIyaAKHs93R4AaABAg,0,2 years ago (edited),major asmr. oh my goodness! she didn’t make marshmallows from scratch! slacking.,主要ASMR。哦，我的天啊！她没有从头开始制作棉花糖！懈怠。
12823,UgxGqN2NYVyMLp5o3S14AaABAg,0,2 years ago,oh，ever17,哦，Ever17
12641,UgwT1gDAxj3u5Py3Xn14AaABAg.9Cu4gC8q40r9D63oPb4yd8,0,2 years ago,pandateasalad fucked up lmaoooo. the fact that i’m here relying u is a waste of my time kid but ure kinda entertaining bc u sound so angry. does it makes u feel like ure on top of the world scolding mi with so many vulgarities ooooh i’m so scared pls stop,Pandateasalad搞砸了Lmaoooo。我在这里依靠你的事实是浪费我的时光孩子，但是ure有点有趣的bc你听起来很生气。这是否会让您感觉像是在世界之上，对Mi责备Mi如此多，哦，我很害怕，请停止
12636,UgwT1gDAxj3u5Py3Xn14AaABAg.9Cu4gC8q40r9D42ClgkGTg,0,2 years ago,dillon chohan who is the we u mentioned because i’ve seen many physical and verbal attacks on chinese people,我们提到的狄龙·乔汉（Dillon Chohan）是因为我看到了许多对中国人的身体和口头攻击
12528,Ugwdn391tiKuBNPmJNh4AaABAg,0,2 years ago,ohhh.,哦。 wow。
12491,UgyaSPMOb6bo6zTVx314AaABAg.9D46DbEnF1v9DUSYAfVaai,0,2 years ago,"@lesyeuxdenini1601 oh yes i know, i'm sort of named after it",@lesyeuxdenini1601哦，是的，我知道，我有点以
12490,UgyaSPMOb6bo6zTVx314AaABAg.9D46DbEnF1v9DUMCByAYMH,0,2 years ago,"@jiddah7478 oh because i thought jeddah 
is a city in ksa","@jiddah7478哦，因为我以为吉达
是KSA的城市"
12387,UgwrpiX_9jlQM_MgU8t4AaABAg,0,2 years ago,jgghcfujdihdugdkdhehdvdhdvzjzohdbxkdihdidfirkvddi,jgghcfujdihdugdkdhehdvdhdvzjzjzjzohdbxkdihdidfirkvddi
12381,Ugz5Ne06HPyY0bT1DXZ4AaABAg,0,2 years ago,i would think that only our kazakh brothers are interested in the work. this girl is smear (barakalohuffikum).,我认为只有我们的哈萨克兄弟对这项工作感兴趣。这个女孩是涂抹的（Barakalohuffikum）。
12143,Ugz1TMzNa2aK6wBqORl4AaABAg,0,2 years ago,"oh god, lamb and dogs are crazy, kiwut qaban


i expect the first iraqi attachment to","哦，天哪，羔羊和狗很疯狂，奇瓦特Qaban


我期望第一个伊拉克的附件"
12021,Ugz89tYyq0m2H1Jzojl4AaABAg.9DmOIl4dMTi9EXaWbRDSFl,0,2 years ago,"haha ok good cause i saw that section and was like ooh sunflower seeds delicious, but then saw the translation and was like hold up what??",哈哈好的，因为我看到了那个部分，就像哦，葵花籽一样美味，但随后看到了翻译，就像举起什么？
11867,UgysJIYrdy0vCFVOSwB4AaABAg,0,2 years ago,"oh god, sweet",哦，天哪，甜蜜
11682,Ugw_3oILgQncWeCMiWJ4AaABAg,0,2 years ago,oh wow nice..i love it this channel..i learnt so many things...how to make,哦，哇，很好..我喜欢这个频道..我学到了很多东西...如何制作
11429,UgyngEYw2o19j-Z3MOt4AaABAg,0,2 years ago,oh,哦
11364,UgyXCPQ54V3K3mu9vOV4AaABAg,0,2 years ago,oh what a desire to eat that.,哦，多么渴望吃那个。
11309,Ugw9kJ1s5w7C0k_I4MB4AaABAg,0,2 years ago,ohhhh,哦
11278,UgzNDxWbZ9a790mRaOJ4AaABAg.9Eo0T5hzAjE9Epasut_7U-,0,2 years ago,@khtan1366 oohw great. thank u for telling meโบ๏ธ,@khtan1366 oohw很棒。谢谢你告诉我☺️
11217,UgyBmjLOKEnKr5FDqE54AaABAg,0,2 years ago,oh donโ€t put soil again some times dog and cat and those thing that they are really small that they well always walking around an maybe thereโ€s one in it,哦，不要再把土壤再次放在狗和猫的情况
11028,Ugw0PkG5MwYHqVSwEvp4AaABAg,0,2 years ago,https://youtu.be/oh-h8uakxpq,https://youtu.be/oh-h8uakxpq
10718,UgzFAVn0niq6O1cLZFx4AaABAg.9FbZCQEdYz09HH4jmfVDnO,0,2 years ago,oh my god-,我的天啊-
10339,Ugw4YcB1zPWM5ZuMk7Z4AaABAg,0,2 years ago,โง snapchat๐โฅ๏ธ!: โฆfatimamoham3118โฉโฉ,snapchat
10233,UgzJfqrfB2ua6BlKTBp4AaABAg,0,2 years ago,"ohhh, beatiful nature, beatiful eats, beatiful girl!
=nice video๐๐๐","哦，美丽的大自然，美丽的饮食，美丽的女孩！
=不错的视频"
10189,UgyW_k6J_kRXE8ynT-p4AaABAg.9GLVZjpXVKn9HHCLC8KRzh,0,2 years ago,@gorillaknuckles3976 oh most definitely.,@gorillaknuckles3976哦，绝对是。
10186,Ugykj8tbpR4nL94ant54AaABAg.9GLwjgtQfsj9HH7Qh9Pq2L,0,2 years ago,"@gorillaknuckles3976 oh. but in the cc she told they were tomatoes i think. idk. but ya i actually knew they were made out of tanghulu, but i actually was telling that she made so many",@gorillaknuckles3976哦。但是在CC中，她告诉我是西红柿。 idk。但是，我实际上知道它们是用Tanghulu制成的，但我实际上告诉她她做了很多
10183,Ugykj8tbpR4nL94ant54AaABAg.9GLwjgtQfsj9GLxG1Yn7x_,0,2 years ago,"oh sorry, those were tomatoes xd",哦，对不起，那是西红柿XD
10166,Ugykj8tbpR4nL94ant54AaABAg,0,2 years ago,oh mah gawd those honey apple thingyssssssss so manyyyyyyy she made soooo maanyyyyyyyyyy i canโ€t believe. just cant believe.,哦，天哪，那些蜂蜜的苹果thingysssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssss。只是不能相信。
10137,UgxExdyeX3Qq1o1hqgl4AaABAg,0,2 years ago,kn loh zah vern in the pe vhy,kn loh zah vern在pe vhy中
10134,UgwXiOYgqs3HgMAp3A94AaABAg,0,2 years ago,ghfktuutuyuyohg๐‘๐‘…g๐‘๐‘…,ghfktytyuyyohgg
13273,Ugw2F1r-QZrrK_IiqpN4AaABAg,0,2 years ago,ohh..nice places i want to go there. love from bangladesh.,哦..我想去那里的地方。来自孟加拉国的爱
13349,Ugyjr8Xk8Q-h7gvYiBp4AaABAg,0,2 years ago,https://youtu.be/ya8fxdoh79k,https://youtu.be/ya8fxdoh79k
10104,UgzttX0JK1xGj80NRf14AaABAg,0,2 years ago,oh god paradise ๐,哦，上帝天堂
13437,Ugy1r1ukYlGOCEX02C94AaABAg.9BoMps1mmw-9DBRYma-DRN,0,2 years ago,john helix there are numerous interviews by local and korean tv her life story are genuine and she does live in a remote village but now she do earn a lot of money but mainly from the mainland where she has 50-60 millions fans,约翰·赫利克斯（John Helix）在当地和韩国电视台的生活中进行了许多访谈，她的人生故事是真实的，她确实住在一个偏僻的村庄，但现在她确实赚了很多钱
16699,UgwL7olMGPJTHMAkYId4AaABAg.98WDNW2-zKp99YLXK7FTdU,0,3 years ago,"mel hawk oh that's so cool tho!
i'm from the us so naturally i'm really rude and stupid apparently
never had alcohol before tho; to quote peter parker from spiderman, i'm not 21","梅尔·霍克（Mel Hawk）哦，太酷了！
我很自然地来自美国，我真的很粗鲁和愚蠢
从来没有喝酒。引用蜘蛛侠的彼得·帕克（Peter Parker），我不是21岁"
16530,UgwndTs4wucNgNjt5x94AaABAg.98eO-d8XaSd99g8z_V0fR4,0,3 years ago,"@hansen6333 oh god ,although i am a chinese ,l don't know that",@hansen6333哦，天哪，尽管我是中国人，但我不知道
16185,UgxNPodtwajMHVjjRdd4AaABAg,0,3 years ago,oh she's so cute,哦，她好可爱
16057,Ugwe-V_dDsLBYzh-77d4AaABAg,0,3 years ago,oh my god...,我的天啊...
16040,UgxprLiP-OlLhO8O6dt4AaABAg,0,3 years ago,"oh god, this is the structure, i love him, i feel myself, you will rest from following him, i want to live like him, so i will come and god",哦，天哪，这是结构，我爱他，我感觉到自己，你会从跟随他那里休息，我想像他一样生活，所以我会来和上帝
15846,UgzYIPZGmmEr5TyLvSV4AaABAg,0,3 years ago (edited),"oh i like video too ., where is this ? where are they from?",哦，我也喜欢视频。这在哪里？他们从哪里来？
15800,Ugz2z56xuftY1p6PyRV4AaABAg,0,3 years ago,"hoooh, this destiny,s like our,s ....",哦，这个命运，像我们一样。
15789,Ugy1VF_qQtTNm1rCts54AaABAg,0,3 years ago,what a life? oh my god,什么生活？哦，我的上帝
15738,Ugzp7lVpDalQ5asj4s94AaABAg.99Hz1J47n1599PER7oIIwh,0,3 years ago,@abdulmateenmohammed7103 my fault. i checked that video and she made herself an oven not a stove,@abdulmateenmohammed7103我的错。我检查了那段视频，她使自己成为烤箱不是炉子
15436,Ugw8cA4kxff9Q64Y5ZV4AaABAg,0,3 years ago,"oh, this sister",哦，这个姐姐
15363,UgzQjCBrpXiPuge6oKx4AaABAg,0,3 years ago (edited),"can you make this video for download
oh and you must be very lucky your living in a fresh natural place with fresh air and trees full of fruits i wish i could live there with no problems no pollution etc
and with animals,birds etccc","你可以让这个视频下载吗
哦，您一定很幸运，您的生活在一个新鲜的自然地方，新鲜的空气和充满水果的树木，我希望我能住在那里，没有问题，没有污染等
鸟类ETCCC有动物"
15358,Ugys_tA_drnI4EZXt1J4AaABAg,0,3 years ago,oh my goshhh the dae jang geum feelsssss,哦，天哪，dae jang geum感觉到
15301,UgzKDQAFhJdpOllU-Yh4AaABAg,0,3 years ago,oh y gd your so amaxing you work haed an dake care evryone aorung u yay omg youre so kind and helpful pls let god bleeu stay in the path fo god ok...,哦，gd，您的工作，您的工作Ha the of the take Care evryone aorung u y yay omg you you you you you you you you you you you you you pls pls允许上帝bleeu留在上帝的路上。
15228,UgwxvvlC8iCJ3jI9XWJ4AaABAg.99mqE40A4So9AI0LQSOuMu,0,2 years ago,hf46i fjkjfxduitohgdbmmhy,hf46i fjkjfxduitohgdbmmhy
15178,UgzFNZ4cmcQMEj-hpj54AaABAg,0,3 years ago,oh,哦
15026,UgwNtor4W7mc3MBCTXd4AaABAg,0,2 years ago,efhioduodoig do gkhighhhgjgglfkftkxoygjcohhgkfjufjgjfhfhgvhghh,efhioduodoig做gkhighhgjgglfkfkfkxoygjochhgkfjfjgjgjgjfhfhgvhghhh
14992,UgweaZxG8NbmF7uOiE14AaABAg,0,2 years ago,oh i have eaten those i ate it in my village i forgot the name of it i used to pick a lot of those at the woods me and my brother used to computer when we came back home there were alot,哦，我在村里吃了那些我在村里吃了它的人，我忘了它的名字，我曾经在我和我的兄弟回到家时曾经在树林里挑选了很多那些，我的兄弟习惯了很多
14990,UgyJw6n5Vl5zPudmj154AaABAg,0,2 years ago,winnie the pooh is dumb,小熊维尼愚蠢
14714,UgyneO3FIxbWpos5AGF4AaABAg.9APrmI7u29G9ASs_fAAmED,0,2 years ago,derius li oh ok i got it.,derius li哦，我明白了。
14673,UgzZY6kQMCq5Up1ngE94AaABAg,0,2 years ago (edited),wow fry chestnut sugar gourd woohoooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo oh,哇 炒栗子 糖葫芦呜呜呜好想念
14659,UgzTT6wIfOxCG97ulVF4AaABAg,0,2 years ago,oh that mango pancake looks amazing,哦，芒果煎饼看起来很棒
14382,Ugxj-HMcH61y0Or4_9N4AaABAg.9AlI71MVP659Bdo5cRBGhr,0,2 years ago,oooooheoko,Oooooheoko
14282,UgyFPgAocws7R2n328h4AaABAg,0,2 years ago,"oh, the dog is cute.",哦，狗很可爱。
14268,Ugw9KU9_5qXdYaUNr-14AaABAg.9AszEe3JgVV9AwWLz4krUH,0,2 years ago,"@xxz5889 oh, really? almost every moment) do you even know how much time that is? or how ppl like her work in china? just shut up pls",@xxz5889哦，真的吗？几乎每时每刻）您甚至知道那是多少时间？还是她在中国工作的ppl？只是关闭PLS
14115,UgwmiwWx1uw_Mxmer2J4AaABAg.9B29OxLKiPX9B4buFhZNt7,0,2 years ago,"grn_ appls7
oh i know i was just saying in case you didn’t read the description than that’s what it says.","grn_ appls7
哦，我知道我只是说如果您没有读过的描述，那就是它所说的。"
13952,UgywNUqLsxG7_A22JnR4AaABAg,0,2 years ago,i'd love to lead a life like liziqi oh god please bless me to live like that please please please,我很想像利兹奇一样过上生活
13936,Ugy1c1pDwuhfTJ2Y69d4AaABAg,0,2 years ago,"oh the music in 5:16, digimon everyone?",哦，5:16的音乐，大家Digimon？
13672,Ugx3q_ZtBmtn1vjgDnp4AaABAg,0,2 years ago,"oh come on now, look at those two poor puppy's, she shud feed them more often, they're constantly asking for food and attention but thy dnt get any",哦，来吧，看看那两只可怜的小狗，她经常喂食它们，他们一直在寻求食物和注意
13568,Ugx-O9QYP1R6q8R0aCh4AaABAg,0,2 years ago,"oh you didn't give to that cute dog 
they are hungry","哦，你没有给那只可爱的狗
他们饿了"
10120,UgwfrMm1_Gzbr_FlJZh4AaABAg.9GQ3c7p0ymK9GQ3kntre4g,0,2 years ago,johraba 1 r,约翰巴1 r
9941,UgzP4Ze5G4c6Hk9dmfd4AaABAg,0,2 years ago,"my review about doctor mohammed herpes cure. thank god i gave him a chance to cure me, i saw so many comments about him on the cure of herpes virus and other diseases and infection, this man is 100% real. well. i notice there are still other fake doctors on line which they have scam me before, thank god for coming across doctor mohammed facebook page which www.facebook.com/herpes-cure-with-herbal-medicine-643324002519440 i am perfectly cured from the virus and my result came out negative after taking doctor mohammed herbal medicine for weeks. you can also contact him on whatsapp/chat +2349036036397 email herbalcure12@gmail.com this cure is real, i can not keep this healing to myself because i know a lot of people are dying silently of this virus thinking there is no cure. i have been scam several time so i do not want you to fall victim of those fake doctor outside there that is why i refer you to the right doctor which is doctor mohammed .....................",我关于穆罕默德疱疹医生治愈的评论。谢天谢地，我给了他一个治愈我的机会，我看到了很多关于他治愈疱疹病毒以及其他疾病和感染的评论，这个人是100％真实的。出色地。我注意到他们之前还有其他假医生，他们以前曾曾骗过我，感谢上帝遇到了穆罕默德Facebook医生，www.facebook.com/herpes-cure-with-with-herbal-medicine-64324002519440我从病毒和我的结果在服用穆罕默德医生几周后就呈阴性。您还可以通过WhatsApp/CHAP +2349036036397与他联系，电子邮件herbalcure12@gmail.com这种治疗是真实的，我无法对自己进行治疗，因为我知道很多人都默默地静静地垂死着这种病毒，以为没有治愈方法。我曾经骗过几次骗局，所以我不希望您成为外面那些假医生的受害者，这就是为什么我将您推荐给合适的医生，这是穆罕默德医生.................................... ......
33255,Ugy9GHX2w6jSBJkYolx4AaABAg,0,4 years ago,"oh luck, who marries her beauty, power, cooking and talent",哦，运气，嫁给她的美丽，力量，烹饪和才华
5404,UgzJVvbm81JiETljJhZ4AaABAg.9OiQPbObjKD9OnlVLjvPqM,0,1 year ago,"@decayedcake1245 oh good point 
also is your profile picture from india?","@decayedcake1245哦，好点
您的个人资料图片是印度的吗？"
4868,Ugw_4z8CqRQhHY32PF54AaABAg,0,1 year ago,oh what are u doing i don't understand,哦，你在做什么，我不明白
4867,UgyuSY-2-O20qHf8PN54AaABAg,0,1 year ago,k wi zk nnao sk so a hnao v aonag s k oss ainsjw songjao ahjaohaj aknzhjai. ainsgnaos ajjsbmaoma knabnakna ahnsinshbsosos,K Wi Zk nnao s so hnao v aonag s k oss ainsjw songjao ahjaohaj aknzhjai。 ainsgnaos ajjsbmaoma knabnakna ahnsinshbsosos
4816,UgyrcrFbiIFEEutMt8t4AaABAg,0,1 year ago,wow! oh! grapefruit is full of yogurt! it's all! oh a big harvest!,哇！柒！柚子满院子里ˇ！都是！大丰收喔！
4685,UgxKz8XS4h3pEPxHBu54AaABAg,0,1 year ago,oh she living in heaven,哦，她住在天堂
4682,Ugyr0UZDz3MOXiPV95p4AaABAg,0,1 year ago,ohhhh so amazing .....so lovely♥️❤️❤️♥️i like your vedio......more,哦，太神奇了.....如此可爱♥️❤️❤️
4435,UgwlRXdUNzL2rIsKnSt4AaABAg,0,1 year ago,oh,哦
4337,UgyMtVTbgutdpGxLZ1F4AaABAg,0,1 year ago,"oh my god they are really hard working,but so many people are disliking videos .they all are stupids .they don't know hard working. all though i am indian i am watching this .and also i watch their dramas too .tq",哦，天哪，他们真的很努力，但是很多人都不喜欢视频。他们都是愚蠢的。他们不知道努力工作。尽管我是印第安人
4304,UgybaqlaPDXgQ89PPld4AaABAg.9Re070FLoFc9_WiDVMnTxh,0,1 year ago (edited),"@quito787 you think it's staged bec you can't believe that some people can actually do things like those that she does. you lazy people can't believe there are farmers who plant and harvest, there are bakers who make bread and carpenters who build houses etc.. shall i continue??

and oh, probably all you do and know is sit on your potato couch and eat potato chips and pizza?? do you know that someone has to plant potatoes and harvest them and make them into potato chips so you can buy them in grocery stores and enjoy them on your couch??","@quito787您认为这是在上演的，因为您不敢相信有些人实际上可以做她所做的事情。你们懒惰的人不敢相信有些农民种植和收获，有一些制作面包和木匠的面包师建造房屋等。我应该继续吗？

哦，大概您要做的一切都坐在土豆沙发上，吃薯片和披萨？您知道有人必须种土豆并收获土豆并将其制成薯片，以便您可以在杂货店购买并在沙发上享用它们？"
4290,UgybaqlaPDXgQ89PPld4AaABAg.9Re070FLoFc9Y5t9swpjx3,0,1 year ago,https://youtu.be/oh3_10akjcu,https://youtu.be/oh3_10akjcu
