,cid,votes,含happy,含happy中文翻译
47507,UgythgNrE13ZljxrBaV4AaABAg,6,happy chinese new year,春节快乐
47999,Ugy8rACrC9Qcef7lti14AaABAg,6,happy chinese new year from singapore. love watching your videos.,新加坡的农历新年快乐。喜欢观看视频。
50629,UgyzOhDDDFaMvXpjOvh4AaABAg,6,happy lunar new year guys,狂野新年快乐的家伙
50771,UgwfvzQcVtm34q0TglV4AaABAg,6,happy chinese new year my favourite young lady!! im from malaysia,春节快乐，我最喜欢的小姐！我来自马来西亚
46223,UgzSxZ7zk5a4kss79YR4AaABAg,6,"happy year of ji hai 大家 may everyone ""pig"" smooth",己亥年快乐
50718,UgwozmnmKYbFnLG8FbF4AaABAg,6,happy chinese new year from indonesia,来自印度尼西亚的农历新年快乐
20910,UgxbKRpBovS4jA6rNqJ4AaABAg.946AnDac2eu94VweICoSh2,6,"you know, when i spend my time in nature during holidays , i feel so happy, i prefer to run, to jump, to lie down on the grass",你知道，当我在假期里度过大自然时，我感到很高兴，我更喜欢奔跑，跳跃，躺在草地上
52773,UgxDQw63FkoJc0G3tp54AaABAg,5,happy lunar new year!!! i come from viet nam and i'm vietnameses!,农历新年快乐！！！我来自越南，我是越南人！
52595,Ugx0crI22-NLzDY7FpJ4AaABAg,5,"happy lunar new year!! time to come back home, time for old meals (^_^)!",农历新年快乐！！是时候回家了，是时候吃旧餐了（^_^）！
15796,UgwunGNXUy3YqX5DGb14AaABAg,5,"hello, my name is frank, i am not very good at learning chinese. hahaha! i am very happy to meet you. ✌️",你好
49569,UgyiFZ029RrZn7E5VS14AaABAg.8qm32sz6wAQ8qmLOP6CxdL,5,happy new year to you all..love from india,祝大家新年快乐..来自印度的爱
49553,Ugxgl0MtfVUah276ndB4AaABAg,5,your videos is amazing but dunno why i feel happy in the same time sad love from dubai ❤,您的视频很棒，但是Dunno为什么我在迪拜的悲伤爱情同时感到快乐❤
46243,UgyX6oof-f8TGw2tR1x4AaABAg,5,"such a girl with lanxin is so comfortable to look at it. good years, happy new year!",这么一个兰心蕙质的女生，看着好舒服。岁月静好，新年快乐！
47434,Ugy16u-bBGSMvsmdVeF4AaABAg,5,happy chinese new year ce... may all the prosperous be with you and your family. stay healthy and stay share all your activity... god bless you always,中国新年快乐...愿您和您的家人与您和您的家人在一起。保持健康并保持分享您的所有活动...上帝永远保佑您
22055,Ugxlko-aCv8bm3F_QJp4AaABAg,5,"recently, li ziyi has been the ""ambassador to the promotional ambassador of the rural rural rural rural rich"", which has triggered a new round of comment boom. after seeing some, i couldn't help but feel like i could provide different perspectives.

the point is, i hope that everyone is calm, discuss things, and try to listen to it as much as possible.

don't bully a diligent, brave and intelligent girl.

according to the good cat catching the mouse, li ziyi is not an outstanding good cat. not to mention the renminbi income, she made a lot of money on the international stage, about tens of thousands of dollars a day, envy everyone, realize her dream of serving her grandmother's life, and obtaining the harvest of no dare to expect. impressive.

nearly 8 million foreign fans, everyone shows the truth, kindness showing the video. unconvinced? if you try it, you will know. jiang feng, the most popular self -media chinese, has subscribed for 280,000, is already an example for many people. it's just 3%of this little girl.

the videos of overseas cattle guo wengui are only watched tens of thousands of people every time. li ziyi's video is five or six million. the best 30 million. the video three years ago was searched every day, and the number of clicks continued to skyrocket.

this is not a general miracle.

i spent the strength of nine niu and tiger to make a video. so far, i only have 160 subscriptions, and the best video is watching more than 1,000 people.

i know li ziyi's weight. everyone also weighs.

everyone has the most discussions. the most misunderstanding of li ziyi is that she is just an actor, and her work is made by a huge team.

please understand her development history a little.

li ziyi had a childhood young man who had been unable to look back, had various workers, and had a long period of time for a person's exploration of experiments. he finally rely on his talents, hard work, hard work, and succeed.

the current situation, i am afraid that zhang yimou is likely to be a director. of course, li ziyi does not need zhang yimou. i have an analogy. li ziyi has no self -learning talent, and the artistic talent shown is no worse than zhang yimou.

li ziyi rely on his own efforts to come to this day. you open your eyes and talk nonsense, and you are unwilling to do basic investigations and research. he maliciously pour dirty girls to a hard -working girl.

really blushing for you. be kind. do nโ€t be so rude and hateful.

true: li ziyi's true, not that she is too beautiful, not what kind of shoes are wearing in the farmland. in my eyes, li zizhen's true, manifested in her hard work, hard work, and manifested in her soul. nothing will do.

of course, she will not seriously and deliberately express the hardships of the peasants in sichuan and the sufferings of rural poor today. li ziyi is pursuing the amount of subscriptions and click volume. her performance is basically impeccable.

li ziyi truly shows her own pursuit of life and her own state of life.

of course, try your best to beautify. otherwise, where can i subscribe?

good: see her depending on the grandmother's life, and take care of each other. thinking that grandma finally got a good life, she was really happy.

thinking of my work hard for a whole life. li ziyi's kindness is one of the biggest highlights of the video.

beauty: needless to say. i admire me and admire from the bottom of my heart. some people will say, team teams, foreign announcements and so on.

you just need to see li ziyi's earliest video to feel her artistic talent.

besides: with the current situation of li ziyi's current daily gold, let alone the government, any of the people with funds will not hesitate to make a behind -the -scenes team.

dawai xuan:

where is this? what big publicity? what a crime is to have no words. a girl mixed with meals, accidentally red and purple, do nโ€t tm โ€s blind eyes?

but here to tell the government and the communist youth league, do not speculate. stir good things. what is the blind ginseng?

the government was not stupid, and i saw li ziyi's success and wanted to use it. in fact, maybe good intentions have become bad things. with my concept, the government, the communist youth league, the best leave her alone. it is not as good as the last four, truth, goodness and beauty.

ziyi, please be careful. no need to cooperate too deeply with the government. tell them to let you develop freely in accordance with their greatest interests. otherwise, the end may not be good for anyone.

cut!

during the seven years of labor in rural areas during the revolution, the hardships of the rural areas of china's rural areas know a little.

the reason why li ziyi feels is because most of the farm work that li ziyi has done has done it, and i will even accept the soles of the shoe. i rushed the cow to rake the ground in the paddy field, and i tried it. if you can't try it, you have to give it to the poor farmers around him. very difficult work. i did not dry the back of the mountain from the mountain. there are no bamboo or mountains there. almost all of the others can't be familiar. rice, wheat, corn, sweet potatoes, pigs and sheep beef, planting vegetables. we do not plant fruit trees. moving the bricks by myself and moving the bricks. at the age of seventeen, he was cooking for fifteen students.

li ziyi used bamboo to make a sofa for me too much. too admire!

ziyi, refueling ๅฟ…๏ธ do not worry about it. take your own way and let others have a way. don't ignore some people's words of talking nonsense.

ps

ziyi does not necessarily know the history of 12 million people starved in sichuan during the great famine. mianyang is the hardest hit area. please know. it is important to your future development.","最近李子柒担任“中国农村青年致富带头人推广大使”，引发新一轮评论热潮。看了一些，忍俊不禁，有感而发，希望能够提供不同视角。

关键是，希望大家平心静气，就事论事，尽量做到兼听则明。

不要语言欺凌一个勤劳勇敢聪慧的女孩子。

按照逮着老鼠就是好猫的说法，李子柒不啻是一只杰出的极其优秀的好猫。不说人民币收入，她大把大把的在国际舞台上赚美元，大概每天几万美元吧，羡煞众人，实现自己养家糊口侍奉奶奶的人生梦想，获得原本不敢奢望的收获，可喜可贺令人钦佩。

将近800万外国粉丝，大家是冲着视频展现的真善美来的。不服气？你试试就知道了。海外最红的自媒体华人江峰，28万订阅，已经是很多人崇拜的榜样。仅仅是这小姑娘的3%。

海外牛人郭文贵每次的视频也只是几万人看。李子柒的视频动辄五六百万。最好的3千万。三年前的视频还在被人每天搜索，点击量继续暴涨。

这可不是一般的奇迹。

我费了九牛二虎之力做视频，至今只有160订阅量，最好的一个视频1000多人观看。

我知道李子柒的分量。大家也掂量掂量。

大家议论最多，对李子柒误解最大的是，她不过是个演员，工作都是一个庞大的团队做的。

请稍微了解一下她的发展史。

李子柒有过不堪回首的童年少年，有过各种打工经验，有过很长时间一个人摸索实验失败，最后靠自己的才华，勤奋，努力，获得了成功。

现在状况，恐怕邀请张艺谋来做导演都有可能。当然李子柒不需要张艺谋我是打个比方。李子柒无师自通自学成才，表现出来的艺术天分，不比张艺谋差一丝一毫。

李子柒完全靠自己的努力走到今天。你们睁着眼睛瞎说八道，连基本的调查研究都不愿意做，恶意向一个勤劳致富的女孩子泼脏水。

真替你们脸红。Be kind. Don’t be so rude and hateful.

真：李子柒的真，不是表现在她穿着过于漂亮，不是表演在穿着什么样的鞋子在农田里劳作。在我的目光里，李子柒的真，表现在她的勤劳，吃苦耐劳，表现在她的心灵手巧。啥都会干。

她当然不会去认真刻意的表现四川绵阳农民的辛苦和今日农村贫困人群的苦难。李子柒追求的是订阅量，点击量。她的表现基本无懈可击。

李子柒真实的表现了她自己对生活的追求，她自己的生活状态。

当然要尽力美化。不然哪里来订阅量？

善：看她和奶奶相依为命，互相关照。想到奶奶终于过上好日子真为子柒高兴。

想起自己姥姥勤劳一生。李子柒的善良，是视频最大亮点之一。

美：毋庸赘言。令我感佩，从心底里佩服。有人又会说了，团队团队，大外宣等等。

你只需要去看看李子柒最早的视频就能感觉到她的艺术天分。

再说一遍：以李子柒目前日进斗金的状况，别说政府，任何一个有资金的人都会毫不犹豫甘作幕后团队。

大外宣：

这哪儿跟哪儿啊？什么大外宣？真是欲加之罪 何患无辞。一个女孩子混口饭吃，不小心大红大紫，别TM的瞎着眼胡说八道好不好？

但是此处敬告政府和共青团，别投机不成舍把米。把好事搅合了。瞎参和什么呢？

政府不傻，看到李子柒的成功趁机想利用起来。其实也许好心办成坏事儿。以我的观念，政府啊共青团啊什么的最好leave her alone. 免得最后四不像，真善美不在。

子柒也请慎重。不必和政府合作太深。告诉他们让你自由发展符合他们的最大利益。不然最后也许结局对谁都不好。

切切！

在下文革时期在农村劳动七年多，对中国农村的苦难农民的艰辛略知一二。

之所以感觉李子柒的真实，就是因为李子柒干过的农活儿大部分我都干过，我甚至会纳鞋底。赶着牛在水田里耙地，我试过。怎么试都不行只好交给身边的贫农代表。很不容易的活计。从山上砍竹子背下山没有干过。我们那里没有竹子也没有山。其它几乎都再熟悉不过。水稻，小麦，玉米，红薯，养猪羊牛，种菜。我们没有种水果树。自己盖房子搬砖头用手推车运转头。十七岁当炊事员专职为十五个同学做饭。

李子柒用竹子做沙发让我太佩服了。太佩服！

子柒，加油

PS

子柒不一定知道大饥荒时期四川饿死1200万人的历史。绵阳是重灾区。请一定了解一下。对你今后发展至关重要。"
30455,Ugw32BOY6V2r1qvKFpJ4AaABAg,5,"thanks for putting effort on making these videos, i love them so much and keep watching over and over again. when i feel sad or unhappy of anything, i watch these videos. they make me feel relax and happy again. please keep reproducing them. i will always be your fan. loves from toronto. cassandra",感谢您为制作这些视频而付出的精力，我非常喜欢它们，并一遍又一遍地观看。当我对任何事情感到难过或不满意时，我会观看这些视频。他们让我再次放松和快乐。请继续繁殖它们。我将永远是你的粉丝。来自多伦多的爱。卡桑德拉
51456,UgwyObTkaw7Yw7sk4Rd4AaABAg,5,happy chinese new year everyone! (・ ω ・) ノ,春节快乐大家！ （・ω・）ノ
51289,UgzyGAminNtgzrfjY4t4AaABAg,5,were those dried mangoes? i love dried mangoes!!! advance happy chinese new year!,那些干芒果吗？我爱干芒果！！！提高农历新年快乐！
14614,UgyL8ZC4sr-CLXxfCap4AaABAg.9AVBpd2l1cF9AghufN30BD,5,"@ytc7463 brothers are so polite, i can feel that you are really thinking about being a son! perhaps the greater the success, the more stress and obstruction must be afforded than ordinary people. let's wish ziyi a happy and smooth!",@ytc7463 兄弟太客气啦，我能感觉到你是真心在为子柒着想！ 也许获得的成功越大，就必须要承受比常人更多的压力和阻扰吧。 让我们一起祝愿子柒快乐顺利！
51293,UgxWr2WKqhtE2YsnqoF4AaABAg.8qlXYOj_KUd8qlfDIW3bHO,5,neli chairi i would rather she married a responsible guy who sincerely love her and who want to make her happy including her family.,内利主席，我宁愿她嫁给一个负责任的人，她真诚地爱她，并想让她幸福，包括家人。
38469,Ugzllq87B4Y3iZjjbcd4AaABAg,5,"i've never been so happy to watch a video i found on my recommendations, subscribed!",我从来没有很高兴观看我在建议中找到的视频，订阅了！
29189,UgwKpRhISph6KBxHGEl4AaABAg,5,am learning how to cook and be happy at the same time๐,我正在学习如何在同一时间做饭和快乐
50489,UgztPhaPYRkY_YqTvip4AaABAg,5,"happy chinese new years , my idol.",春季快乐，我的偶像。
3326,UgxS70bH865l74lYhLJ4AaABAg,5,"her first background music was like a happy anime ending , don't you think?",她的第一个背景音乐就像一个快乐的动漫结局，你不觉得吗？
51817,UgzSBqgllitlllujahx4AaABAg,5,"the best season i ever seen!!! love this one ☝️. never bored seeing you!! 
happy chinese new year","我见过的最好的季节！！！喜欢这个☝️。从来没有无聊见到你！
农历新年快乐"
49022,UgxhNUaVZm0mTY5QFyJ4AaABAg,5,happy new year come from viet nam,新年快乐来自越南
31165,UgwXlbqykUqcftqYC-x4AaABAg,5,"i am half chinese, i've never been to china. thank you for these, your videos make me very happy.",我是一半中国人，我从未去过中国。谢谢您的这些，您的视频使我非常高兴。
30493,UgykORYQOMeEyARzEjB4AaABAg,4,"i feel happy when i see her video
love from india๐๐๐","当我看到她的视频时，我感到很高兴
来自印度的爱"
31835,Ugw-EYxpgJ_A63R-De94AaABAg,4,you are so encouraging! my chinese is not very good. but i am very happy to post videos! thank you so much! i love you! you are cute!,你是如此鼓舞人心！我的中文不是很好。但我很高兴你发布视频！ 非常感谢！ 我爱你！ 你好可爱！
45907,Ugw2VyZtqBYVldqYIuV4AaABAg,4,happy chinese new year,农历新年快乐
26372,Ugz4x9jZf79qtb1MNMB4AaABAg.8zkpfxZ3kEy94TR3PusX__,4,"happy for you, tomorrow go for a walk dude",为您高兴，明天去散步伙计
46225,UgxAKMgKyiOr8q7mxe54AaABAg,4,happy chinese new year,农历新年快乐
29195,UgwbqXj8jPXjuYu2IXx4AaABAg,4,โฅ๏ธโฅ๏ธโฅ๏ธlove your sweet grandmother. iโ€m happy for you.,♥谢♥♥♥佐爱你甜美的祖母。我为你感到高兴。
50845,UgxR1L5TXa47EtTWLlB4AaABAg,4,happy new chinese year dear li zi qi,新中国新年快乐亲爱的李Zi qi
51239,UgxoV7vixv0xKr3FYpJ4AaABAg,4,happy chinese and vietnam,快乐中国和越南
50146,UgwEqRx3-Su372vGZVN4AaABAg,4,"you're so precious i'm crying, thank you for this long video this is beautiful, also everything looks so yummy especially that marshmallow candy... happy lunar new year, love you! ❤❤❤",你是如此珍贵，我在哭，谢谢你的长期视频，这很漂亮，一切看起来都很好吃，尤其是那个棉花糖糖果...新年快乐，爱你！ ❤❤❤
50416,UgwZxac7VEHsxjYf1DN4AaABAg,4,"i like your videos 
happy new year","我喜欢你的视频
新年快乐"
14625,UgyL8ZC4sr-CLXxfCap4AaABAg.9AVBpd2l1cF9AtxUkxHWvl,4,i just feel happy when i just read it,光念着就已经感觉到幸福了
14627,UgyL8ZC4sr-CLXxfCap4AaABAg.9AVBpd2l1cF9AwXIyDY44V,4,"@fangqin3372 haha, you can feel happy when you are smooth, it seems that you are full of happiness! then i will write a few more words next time. essence essence",@fangqin3372 哈哈，光念顺口溜就能感到幸福，看来你幸福度满满啊！ 那我下次得多写几句啦。。。
49670,Ugyo8dpriFhSWRmJBvB4AaABAg,4,happy new year with my sister and your mother -in -law! good health! thoughts to be done!,祝子柒妹妹和你的婆婆新年快乐! 身体健康! 心想事成!
49115,Ugw6XAj85jmCblNqQyt4AaABAg,4,happy chinese new year. love from bangladesh.,农历新年快乐。来自孟加拉国的爱。
23751,UgwSg9XtY71QKKJ6bsB4AaABAg,4,"ziyi, you are great. your ingenuity makes you omnipotent. i admire you so much. i hope you want to be a good thing, find ruyi langjun earlier, and always be happy!",子柒你太棒了，你的聪明才智让你无所不能，我太佩服你了，希望你心想事成万事如意，早点找到如意郎君，永远幸福！
7470,Ugwc2EAmYRZhq2kUdLt4AaABAg,4,"happy chinese new year 
xin nian kuai le

gong xi fa cai ❤️❤️❤️ ❤️","Happy Chinese New Year 
Xin Nian Kuai Le

Gong Xi Fa Cai ❤️❤️❤️"
7468,Ugx7mEKfSmgc1eAzr-t4AaABAg,4,"happy chinese new year 
xin nian kuai le

❤️ gong xi fa cai ❤️","Happy Chinese New Year 
Xin Nian Kuai Le

❤️ Gong Xi Fa Cai ❤️"
19166,Ugz7GfDlR4YeU4t_6r14AaABAg.967vXqxs2yP96VqhQbcrFO,4,"please don't use her video as an excuse to push your ""all natural"" agenda, the reason she does this for her grandmother is because most store bought food has a high chance of being life threatening. you don't wanna live a life where you have to grow everything because the government won't do shit about the high chance of getting extremely sick after eating from a street vendor. just be happy with the fact that you can go to a restaurant and be able to eat without the looming threat of getting deathly sick.",请不要以她的视频为借口来推动您的“全自然”议程，她为祖母这样做的原因是，大多数商店购买的食物都有很大的威胁生命的机会。您不想过上必须成长一切的生活，因为政府不会在从街头供应商那里吃饭后会使生病的很高的可能性做出困难。只要对您可以去餐厅并能够吃饭而不会有迫在眉睫的威胁死亡的事实。
50890,UgzQXZYZDt2_SE_NSUt4AaABAg,4,hello ms. lizi i love all of your videos. hope to see you soon. happy chinese new year. love from philippines.,您好MS。 Lizi我喜欢您所有的视频。希望很快能见到你。农历新年快乐。来自菲律宾的爱。
51188,UgzMAjAbeNrP7isNqRx4AaABAg,4,happy chinese new year! for you and grandma.. ❤❤❤❤,农历新年快乐！为你和奶奶..❤❤❤❤
50327,UgxZqJRu9m9MizjmKhB4AaABAg,4,"i love you so much. happy chinese new year,",我真的很爱你。农历新年快乐，
51953,UgyRqoq4BU372cgEWup4AaABAg.8qlQU8d8dtk8qlYc1r7CtQ,4,happy new year ~,新春快乐~
53017,UgzwTG6LcIrab-_SP954AaABAg,4,happy chinese new year! love lots,农历新年快乐！爱很多来自菲律宾的
51926,UgwxLN5XBWkgkivIwhZ4AaABAg,4,happy chinese year li zi qi,李齐中国年快乐
52173,Ugz5-rBtOo2kNF4biMh4AaABAg,4,"i'm so happy to see you (again), and thanks for uploading a long video <3",我很高兴再次见到您，并感谢您上传长视频<3
2433,Ugxj1gd4bngAB7kl1PF4AaABAg,4,someday i will move from a noisy and dusty metropolis to the village and i will be happy,总有一天，我将从一个嘈杂而尘土飞扬的大都市搬到村庄，我会很高兴
50533,Ugy97wmfNQ6qcGlXh0R4AaABAg,3,"wish you happy new year 
to lovely girl","祝你新年快乐
对可爱的女孩"
52778,UgxDQw63FkoJc0G3tp54AaABAg.8qlKBKCNurb8qlS4ycTZfm,3,"happy new year, l come from hongkong, i'm chinese。",新年快乐，我来自香港，我是中国人。
45978,UgxQ6NzGBMWclSWcB2l4AaABAg,3,happy chinese new year,春节快乐
1716,UgzwrKoErd3s6e0nAwN4AaABAg,3,thanks you liziqi i wil always love u big vriend happy,谢谢你liziqi我将永远爱你
29825,UgzSRncshZZOwN__3lp4AaABAg,3,"amazing.dont remember how many times saw this video.she is an angel.for her age she is extraordinary. a real gifted person.i wish her and her grandmother to live long happy n healthy life.
.","令人惊讶。不要记得看过这段视频有多少次。她是一个天使。对于她的年龄而言，她非常非凡。一个真正有天赋的人。我希望她和她的祖母过着幸福的健康生活。
。"
50527,UgxJoig7rabsjrkYN1Z4AaABAg,3,a nice video...happy new year,一个不错的视频...新年快乐
4058,UgyiO6vdkdjCbaQ8FHR4AaABAg,3,i wonder if she has help with the animals. i want to see the dogs get fed!'re healthy and happy. they look beautiful!,我想知道她是否对动物有帮助。我想看到狗被喂食了！
27903,Ugz5tzEEZiv4YyU4RyJ4AaABAg,3,"this music made me cry
even tho the video was like about 3 happy people cooking","这种音乐让我哭泣
甚至视频都像3个快乐的人做饭"
50694,Ugyr4OXfDXEd3u83p_l4AaABAg,3,i love the way u make everything look so yummy n easy and all from scratch. happy chinese new year,我喜欢您使一切看起来如此美味的方式，从头开始。春节快乐
45720,UgxDoNYWfGb_JnABqfZ4AaABAg,3,i always wanted to grow up doing cool stuff like that! i love nature and whatnot. i hope you and your grandmother (and uncle) are blessed this year!!happy chinese new year!!,我一直想长大，这样的很酷的事情！我爱大自然等。希望您和您的祖母（和叔叔）今年有福！
50720,UgxRnpFl689hBAbfU7p4AaABAg,3,happy chinese new year sis,春节快乐sis
50740,Ugz2_q0YfX8Wb5wW0Pl4AaABAg,3,"happy lunar new year , wishes from canada.",新年快乐，来自加拿大的祝福。
51930,UgyGgPTEn6ni6pQOjFJ4AaABAg,3,happy chinese new year from malaysia,马来西亚的农历新年快乐
32613,UgzB8g7xi9aMF1JVfs94AaABAg.8vj7Fl_oJ-U8wEaqR7MyMn,3,the dogs are so happy. they reminde me of little kids frolicking when they think that the adults are busy.,狗很高兴。当他们认为成年人很忙时，他们让我想起了小孩子嬉戏。
26301,Ugz4x9jZf79qtb1MNMB4AaABAg.8zkpfxZ3kEy9-pukyeSmJd,3,"good very good!! so change everything travel, get away !live and please be happy maybe you need to be in a place like this",好，很好！！因此，更改一切旅行，逃脱！生活，请快乐，也许您需要在这样的地方
37433,UgzK2Z2S3AtZEe1giix4AaABAg,3,i love the way those puppy running around and they look so happy.,我喜欢那些小狗跑来跑去的方式，它们看起来很高兴。
47396,Ugz-nOnIvznU0flFJth4AaABAg,3,did anyone else look at that and think that the slab of meat was that poor little lamb? until it said beef jerky in the subtitles.. but was it beef? the lamb didn't come back after that scene! happy chinese new year!,还有其他人看过那个，并认为肉的平板是那个可怜的小羔羊吗？直到它在字幕上说牛肉干性..但是是牛肉吗？羔羊之后没有回来！农历新年快乐！
45878,Ugxqs8nWwq84eoXV0Ah4AaABAg,3,wishing you and your grandma good health. happy new year!,祝你和你奶奶健康。新年快乐！
48584,Ugz15IPOsf6ZsMTf43R4AaABAg,3,"happy new year ! the taste of the year is getting lighter now. after watching this film, i feel that there is an atmosphere of the new year.",新年快乐 ！现在的年味愈来愈淡了，看了这影片，就觉得年节有气氛了
46732,UgyOUssndE0VZgxNk6B4AaABAg.8qrt3VhOP998qxmqa0BPJy,3,"steven universe do you realise that there are people in this world that have a severe medical condition which causes them to be that way? my mother for instance is one of those people. she is a truck driver that has bad knees and a bad back from driving the truck but you probably do not care about that case either. oh well i am not one of those people i am 6'4"" 245lbs and i exercise every day. i would love to see you say something like to my mother in front of me. probably never happen though you are probably just an internet tough guy. i doubt very seriously you would say that to someones face. just my thought.what do you think. oh i am sorry you probably do not have a brain. i on the other hand will be happy to buy you a plane ticket to come here and see if you have the nerve to say that to someone i know.",史蒂文宇宙，您是否意识到这个世界上有些人患有严重的医疗状况，导致他们这样做？例如，我的母亲就是其中之一。她是一名卡车司机，膝盖不好，驾驶卡车的后背不好，但您也可能不在乎这种情况。哦，好吧，我不是我6'4“ 245磅的人，我每天都在运动。我很想看到你对我面前的母亲说的话。尽管您可能只是一个互联网，但可能永远不会发生伙计。我非常怀疑你会对某人说的。只是我的想法。你想什么。哦，对不起，你可能没有大脑。另一方面，我很乐意为您买一张机票来这里，看看您是否有胆量对我认识的人说。
23277,UgzZchpFtSfARn34wt54AaABAg,3,it's so happy to see this video!,看到这个视频真的太幸福了！
47799,UgxSOYwNbzpl1wzQazh4AaABAg.8qnvFUES1y48qowbEC_38H,3,"happy new year of the world, the year of the pig",全球华人新年快乐，猪年大吉
25004,UgwoFYJP-TGl8OMTXQR4AaABAg,3,i feel so happy to see my sister so happy ๐’๐ฅฐ,看着姐姐这么开心 我也觉得好幸福
22125,UgwOMZDQOiNSH7fjV1Z4AaABAg,3,i'm surprised this woman is not married. she wold make any man happy and proud to have her,我很惊讶这个女人没有结婚。她让任何男人都高兴和自豪地拥有她
47948,UgzqwvJrBtg7qUag16V4AaABAg,3,"happy chinese new year ms. li, year of the pig so many beautiful snacks .... (thanks to mrs. annastacia fang translation)",李的一年李女士​​李女士，这么多美丽的零食。
48090,UgxWyK1yHjVr1pkBsSR4AaABAg,3,happy lunar new year. my country is going to celebrate and i am so busy in this moment,农历新年快乐。我的国家要庆祝，这一刻我很忙
48338,UgyKfv9p15HxAKmhSNR4AaABAg,3,happy new year,新年快乐
25491,UgyoyBEQB5Jqd1G5LwR4AaABAg,3,your videos are like beautiful dreams come to life. i'm so happy youtube recommended your channel!,您的视频就像美丽的梦想成真。我很高兴YouTube推荐您的频道！
25537,UgxrDMlBGgzy-37UyrF4AaABAg,3,"it's delicious, he needs food, just take from the crops and not buy, then he uploaded it to yutub, can be billions of money, because the subscribe is from all over the world, his life is really happy, happiness that is essential, he is also good with his grandmother, wow alhamdulillah, hopefully the business will continue to be smooth and his grandmother is always healthy, aamiin",它很美味，他需要食物，只是从农作物中拿走而不是购买，然后他将其上传到Yutub，可能是数十亿美元，因为订阅来自世界各地，他的生活真的很幸福，幸福，必不可少，是必不可少的，是必不可少的，是必不可少的，是必不可少的他也与祖母Wow Alhamdulillah保持良好
26287,Ugz4x9jZf79qtb1MNMB4AaABAg.8zkpfxZ3kEy9-UxSmfj_dz,3,i'm so happy for you!,我为你很高兴！
46844,UgypAbv7l1IGSkj6aS14AaABAg,3,"happy chinese new year to you and your grandma. you do so many things yourself it is truly amazing and inspiring. my favourite part was the popcorn one and specially the end. your reaction during the popcorn machine was opened was too cute, it is the first time i saw popcorn being made like that. and grandma looked absolutely adorable. and thank you for the english subtitles. me and my mother simply love watching your videos.",春节快乐，祝您和您的祖母。您自己做很多事情，真是太神奇和鼓舞人心。我最喜欢的部分是爆米花，尤其是结尾。您在爆米花机上打开的反应太可爱了，这是我第一次看到爆米花是这样做的。奶奶看起来绝对可爱。并感谢您的英文字幕。我和我的母亲只是喜欢看你的视频。
46879,Ugx3fqElq-zVJv_OBNt4AaABAg,3,"happy chinese new year to you miss .. 
greetings from the philippines","春节快乐，你想念你。
菲律宾的问候。"
50088,UgzBJF3JXP0efB359St4AaABAg,3,it's easy to calm down and watch the whole film. i really like this movie you made. i wish you a happy new year.,很容易静下心来把整部影片观赏完，很喜欢妳拍的这支影片也祝妳新年快乐事事顺心
14619,UgyL8ZC4sr-CLXxfCap4AaABAg.9AVBpd2l1cF9Anh2m4FpL0,3,"@user-ce5xg9ko6m's vegetable fresh grand view garden is open 24h, and you can enjoy the solution at any time. how happy the officials are!
the small red pepper is spicy, and the spicy food will let you enjoy it, ha! try to taste all kinds of delicious cakes, and often eat ... persimmons, moon cakes, flower cakes, purple potato rice cakes, and recent egg yolk crisps are also wrapped in a layer of thin ravioli. taro is moisturizing with pink lips, which is good -looking !!
happy afternoon! 7 brothers, after the afternoon of the ziqi family, after the afternoon, i have a variety of fruit wine, the kiln grilled noodles with various jams, and then a few balls of fruit mix and match ice cream, start the","@user-ce5xg9ko6m 子柒的蔬鲜大观园子24H开放，随时都能尽情光顾解馋，看官们多幸福啊！
小的大约半根小红椒就辣残了，那辣食就全让您享用啰，哈！喜尝各种美味糕点，时常视吃…柿饼、月饼、花饼、紫薯米糕、、、近期的蛋黄酥中还包入一层薄糍粑，她跟奶奶分食后一口咬下拉开…那紫薯芋头润着粉唇，煞是好看哪!!
午后愉快呀！ 7兄，啰嗦完来去子柒家下午茶了"
50251,UgxcaDPdWjWLH7X-jTB4AaABAg.8qlm_KBwbfa8qlonc7YUtx,3,happy lunar new year from china!,来自中国新年快乐！
50466,UgyWAARkaZEMCDHs8CB4AaABAg.8qliwMpUBxQ8qlyU5x2cgj,2,xiaoyi0178 happy chinese new year,xiaoyi0178农历新年快乐
46387,Ugx7Oy44DyG2Qzy-TKB4AaABAg,2,happy new year to all! intersection,大家新年快乐！！
49637,Ugz7x8hbQl6A1ARCkFJ4AaABAg,2,wish you a happy new year love from tamil nadu,祝您泰米尔纳德邦的新年快乐
51447,UgwJK90Q7o1CEkNSZYF4AaABAg,2,"no one in the same year in taiwan can be so versatile, congratulations to happy new year",台湾同年的女生没人可以如此多才多艺，祝贺新年快乐
51702,UgxYasu9FDqzWgUHqsl4AaABAg.8qlSxysCabu8qlYrPK8_ak,2,happy new year,新年快乐
32198,Ugw98zMUT5-2W4KP6xF4AaABAg.8vxydkDtngx8yRLw3Wstdc,2,joaquin de oliveira .. do it .. life is too short not to be completely happy and content ๐,华金·德·奥利维拉（Joaquin de Oliveira ..
51862,UgzsGdmE5xRhRytz8mJ4AaABAg,2,"all is naturel .....like your life style 
but we need translation.....
wish u happy chinese year from algeria.....","一切都是自然的.....就像你的生活方式一样
但是我们需要翻译.....
祝您从阿尔及利亚获得中国的一年快乐....."
