,cid,votes,含happy,含happy中文翻译
24518,UgxDB4MlzAfupQFhGk14AaABAg,1,beautiful to see the care for the elders. simple and happy life. congratulations. appetizing food.,看到长老的照顾很美。简单快乐的生活。恭喜。开胃食物。
24164,Ugz1wo_rx3k0TfvN0Wh4AaABAg,1,im happy that she didn't find anyone sleeping or else ....u know what could have happened to him....,我很高兴她没有找到任何人睡觉或其他。...你知道他可能会发生什么。
11720,UgyyxxAQRhZrE0kUmUJ4AaABAg,1,"everyone is very friendly hahaha, i'm very happy.",大家都很友善啊哈哈哈，I'm very happy.
22183,Ugzt5VGHr6znPhq6-k14AaABAg.9-AalxXxrkw9-tOOBYGWvJ,1,is she happy? how many people are the real rural people? they still yearn for big cities. essence,是她拍的幸福，真正农村人有多少是幸福的？都还是向往大城市
20108,UgzsbqpR7z4sHjg0CyN4AaABAg,1,happy 7m subs princess liziqi,幸福的7m subs liziqi公主
25718,Ugy3U8K_492tRmR6mit4AaABAg,1,i can’t say how much i happy when i see when i listen you .thank you,当我听你听你时，我不能说我有多快乐。谢谢你
25992,UgxfmBrhnJ6Hp8XGbTt4AaABAg,1,"ii'm sorry i can't speak english. 
material 
of the video 
much 
with skills 
much 
with food 
much 
with charm 
the place 
beautiful 
life 
that is happy 
like heaven on earth.","我很抱歉，我不会说英语。
材料
视频
很多
有技能
很多
带着食物
很多
有魅力
这个地方
美丽的
生活
那很高兴
像地球上的天堂。"
20665,UgyfU6Qqz5W2xbfGSiF4AaABAg,1,"it's the happy life. 
very goog. very mush good. 
thanks.","这是幸福的生活。
非常GOOG。非常好。
谢谢。"
19689,UgyCmxslq3IjvQiMmZ94AaABAg.91b9Iwityop92P6-z2yGe2,1,"@mmwang9124 happy to hear this....farmers are the back bone of the country, especially in asian continent",@mmwang9124很高兴听到此消息。...农民是该国的后骨，尤其是在亚洲大陆
29926,UgwXRqEEOe7eVt4RXxZ4AaABAg,1,"i feel like the carpenters’ song is playing in the background: ”why do birds suddenly appear...every time you are near. just like me, they long to be...close to you.” that is when my heart aches even though seeing you makes me happy, too.

back to the foods...after all this is your food channel...they all look so good, i wish i’d get to have some. and when you slurp on the noodle soup and suck on that snail, i can only","我觉得木匠的歌在背景中播放：“为什么鸟突然出现……每次您都在附近。就像我一样，他们渴望……靠近你。”那是我心脏疼痛的时候，即使看到你也让我开心。

回到食物...毕竟是您的食物频道...他们看起来都很好，我希望我能拥有一些。当您在面条汤上lurop并吮吸那个蜗牛时，我只能在观看时"
13819,UgwzEu7pbuLCUtcJLA94AaABAg,1,"you are a super woman amiga !!!!. your videos chapó. this specifically has wonderful music. thank you. a hug for you and your family from spain. how happy there in nature, how good !!!!!",你是一个超级女人的amiga !!!!您的视频Chapó。这特别有很棒的音乐。谢谢。从西班牙和您的家人拥抱。大自然有多幸福，有多好!!!!!
14249,UgzF2-FWL_O_BMy5DtZ4AaABAg,1,success in life is being peaceful and happy. lesson learnt.,生活的成功是和平与快乐。学习到教训了。
26852,UgzhNlrDPJDTK1oBTjB4AaABAg.8ykiyFXigiv8yl1XdOJ9n7,1,"haha of the sea, i'm sorry, people are patriotic! intersection intersection people have a happy life, but to experience the american shooting every day? intersection intersection stupid, don't use chinese, look at nausea, love your foreign dad, just play english.",海色之月 哈哈，真不好意思，人家很爱国呢！！！人家放着幸福的生活不过，去体验美国的枪击每一天？？？蠢货，别用中文，看着恶心，爱你外国爸爸，就打英文啊。
29640,Ugze0XHXBLPWx8-ZIhN4AaABAg,1,today is my birthday so i am watching this first as soon as i woke up let's stay healthy and happy,今天是我的生日
18381,UgyMqb7NW4U_JHkGVIp4AaABAg,1,"come back, the countryside will wuhu not return? not only for self -service, 心 而 而? enlightenment has been unhappy, and the person who knows can be chased. it is not far away, but i feel today and yesterday. zhou was far away with light, the wind fluttered and blowing clothes. ask the husband's road before, hating the morning light.
nai zhan hengyu, zai xinzai runs. children are welcomed, and the child is waiting for the door. three paths are deserted, and pine chrysanthemums still exist. enter the room with the young, there is a wine profit bottle. the leddy pot is used for self -discretion. leaning to the south window to make pride and tolerate the yi'an of the knee. the garden day is involved in fun, although the door is set and it is often closed. cereate the elderly to rest, and look at it from time to time. yun qinxin was in order to come out, and the birds were tired of flying. jing yan entered, stroking gu gan and pushed up.
come back, please make a trip. the world violates me, and repeats the words? the love of the relatives, le qin shu to eliminate worry. the farmers sued yu yichun, and there would be something in xichou. or a napkin car, or lonely boat. both are looking for gangsters, but also rugged and passing the hills. mu xinxin started flowing with glory, quanjuan. when the good things are good, feel the rest of my life.
already! what time does it take? ？？ 留 曷 任 任? what is hu wei? rich and wealthy is not my wish, emperor hometown is not available. huai liangchen was lonely, or he was soaring. ascending the east with shu xiao, lin qingliu and poetry. talking to the ride to return, lefu's destiny is doubtful!","归去来兮，田园将芜胡不归？既自以心为形役，奚惆怅而独悲？悟已往之不谏，知来者之可追。实迷途其未远，觉今是而昨非。舟遥遥以轻飏，风飘飘而吹衣。问征夫以前路，恨晨光之熹微。
乃瞻衡宇，载欣载奔。童仆欢迎，稚子候门。三径就荒，松菊犹存。携幼入室，有酒盈樽。引壶觞以自酌，眄庭柯以怡颜。倚南窗以寄傲，审容膝之易安。园日涉以成趣，门虽设而常关。策扶老以流憩，时矫首而遐观。云无心以出岫，鸟倦飞而知还。景翳翳以将入，抚孤松而盘桓。
归去来兮，请息交以绝游。世与我而相违，复驾言兮焉求？悦亲戚之情话，乐琴书以消忧。农人告余以春及，将有事于西畴。或命巾车，或棹孤舟。既窈窕以寻壑，亦崎岖而经丘。木欣欣以向荣，泉涓涓而始流。善万物之得时，感吾生之行休。
已矣乎！寓形宇内复几时？曷不委心任去留？胡为乎遑遑欲何之？富贵非吾愿，帝乡不可期。怀良辰以孤往，或植杖而耘耔。登东皋以舒啸，临清流而赋诗。聊乘化以归尽，乐夫天命复奚疑！"
28104,UgzQcs09dVWjTG4QDBF4AaABAg.8y_QqzYH1K78ydv8Z1tkRO,1,"i’m an indian too, love her channel, it’s beautiful just like our lovely north east. happy independence day!",我也是印度人，喜欢她的频道，就像我们可爱的东北一样美丽。独立日快乐！
11516,UgzMt6-DfBmTzT8OQix4AaABAg,1,only vietnamese people will be happy like this. thank you for seeing video works like this,只有越南人会这样快乐。谢谢您看到这样的视频作品
17593,UgyCe6ouhf9RYhQAJrZ4AaABAg.92ifb9pcRNP92u_ufkfGea,1,"joey josef see but to me, it doesn’t matter if it’s real or faked. as long as it makes me feel happy and peaceful, who cares if it’s real or not.",乔伊·约瑟夫（Joey Josef）看，但对我来说，这是真实的还是伪造的。只要这让我感到快乐与和平，谁会在乎它是否真实。
28638,UgxCpRiDGzrwuzVOfl94AaABAg.8yY6-41Td1g91IsCpIhfbw,1,@franzpeters3824 we have a happy life without speaking english and all we need is these. (northeast india) and these is my culture,@franzpeters3824我们没有说英语，我们过着幸福的生活，我们需要的只是这些。 （印度东北部），这是我的文化
30717,UgwJYt3JATVSI0JWY_14AaABAg,1,"it's a bit uncomfortable for vietsub! thank you very much for your sub for us, but sometimes you are subdue and think that it is funny, you can translate normally, it's okay? sometimes a few more sentences make the video happy but don't overdo it. thank you!",对于Vietsub来说，这有点不舒服！非常感谢您为我们提供的潜艇，但是有时您会属于您，并认为它很有趣，您可以正常翻译，没关系吗？有时，还有几句话会让视频开心，但不要过度。谢谢你！
23450,UgzUJFsjexVHtAYIVQp4AaABAg.8zjK3KSSJ1L8zt_Z-fj8ib,1,"@rramosbaez and to any married man, ""happy wife, happy life."" hahaha!",@rramosbaez和任何已婚男人，“幸福的妻子，幸福的生活”。哈哈哈！
11413,Ugx-5d2aAZv1U6QtBMx4AaABAg.97aDyK3ahgD98YtykJxU3t,1,"just because she has money doesn't make her a fraud. isn't it convenient even that she has enough money to sustain the farm, help her grandmother, pay her team and other things she needs in her life we don't even know about? also what's the matter? isn't it a win-win? she living her life and us watching her videos and being inspired and delighted by them? if someone is able to handle his life in a fair way - which also includes financial success - why not just be happy for them <3",仅仅因为她有钱并没有使她成为欺诈。即使她有足够的钱来维持农场，帮助祖母，付钱给她的团队以及她一生中我们不知道的其他事情，这也不方便吗？还有什么事？不是双赢吗？她过着自己的生活，我们看着自己的视频，并受到他们的启发和喜悦？如果某人能够以公平的方式处理自己的生活 - 这也包括财务上的成功 - 为什么不为他们感到高兴<3
1098,Ugw2z5X-ZTM8FkmM_AV4AaABAg.9bmIGaN7yOB9bmINEK3oo7,1,your grandma's company is so happy!,妳奶奶的陪伴妳好开心喔！
6942,Ugy2VklemGeOh73t0PV4AaABAg,1,it is so hard and she is so happy,太难了，她很高兴
6902,UgwNqF87gZGOTipBRW94AaABAg,1,"my hope is every video ๐ฅ, how many of your videos, you can make up for it, i can't regret it. you live out of the people's longing and continue to be happy",我的希望就在妳每个视频
32266,Ugw42gVmNvKE5e4BjBJ4AaABAg.8yUxxHnskD-8yVNyR9tPET,1,i'm happy that i'm not alone in this big world,我很高兴我并不孤单在这个大世界中
4579,UgxvArpjOWomKZQQhtt4AaABAg,1,"why do you make each dish look better than a professional chef's craftsmanship, which can make your appetite. envy your grandma. she must be very happy.",为什么你做的每道菜看上去比专业厨师的手艺还要好 更能惹得食欲 好羡慕你的奶奶 她一定非常幸福
5975,UgwngJsA4DhjB3ll6tl4AaABAg,1,i like a lot the dog. he seems happy. lovely.,我很喜欢狗。他似乎很高兴。迷人的。
5970,UgxBZlK643skj4gvMxZ4AaABAg.9FF-ZvuKkMT9FK5VGF81CM,1,i would like to start with a friendship and maybe develop into a long term relationship in the future. you're also interested and looking for the same thing as me. i would like a happy family with someone who is ready to build a future together.,我想从友谊开始，也许将来发展成为长期的关系。您也有兴趣，并且与我一起寻找同一件事。我希望一个幸福的家庭和一个准备共同建立未来的人。
5968,UgxBZlK643skj4gvMxZ4AaABAg.9FF-ZvuKkMT9FK5T0TISDm,1,"wanting true โค๏ธ love to share happiness๐น
""seeking for someone who wants to share true love & happy life together""
hope to find, out nice warm heart, honesty, faithful, respectful, and sweet partner. ๐น๐’–๐’โ๐•","想要真正的❤️爱分享幸福
“寻求想要共享真正的爱与幸福生活的人”
希望能找到，诚实，忠实，尊重和甜蜜的伴侣，找到美好的心脏，诚实，忠实。"
5902,Ugwo9ZQpLHLPx5Nr8A14AaABAg,1,i would like to start with a friendship and maybe develop into a long term relationship in the future. you're also interested and looking for the same thing as me. i would like a happy family with someone who is ready to build a future together.,我想从友谊开始，也许将来发展成为长期的关系。您也有兴趣，并且与我一起寻找同一件事。我希望一个幸福的家庭和一个准备共同建立未来的人。
5834,UgzNxJt4f-vUBIBHlhR4AaABAg,1,"hello, nice to meet you, i like your profile. i am interested in serious relationships. i would be very happy to hear from you. my name is timmy",您好，很高兴认识您，我喜欢您的个人资料。我对认真的关系感兴趣。我很高兴收到您的来信。我叫蒂米
2230,Ugw96r-aaP5Cm_nHL9V4AaABAg,1,"i really feel that such a virtuous woman is the most beautiful scenery in the world. looking at your busy look makes people feel calm. i don’t necessarily see your video next time, so i wish you a happy happiness first",真心觉得，这么贤惠的女子才是人世间最美的风景了吧。看着你忙忙碌碌的样子让人感到心情很平静。下次不一定会看到你的视频，所以先祝你美满幸福
34144,Ugyoq6VAGb5zaN04bcN4AaABAg,1,"my liziqiii...l am very happy ur notification& my family,my frnds are u big fans",我的liziqiii ...我很高兴通知我和我的家人，我的frnds是你很大的粉丝。
34007,UgxN4xMoPhDEzraXLX94AaABAg,1,"receiving a notification coming from her channel makes me happy. finishing a new video with her never-ending skills just made my day so good!!! kudos to you, girl!",收到她的频道的通知使我感到高兴。用她的永无止境的技能完成了新视频，这使我的一天变得如此美好！！！对你的敬意，女孩！
5230,UgwbhZlsEaE4QW0M4HV4AaABAg,1,we vietnamese are very happy to see the subtitles very humorous,我们越南人很高兴看到字幕很幽默
33827,Ugz7mG7OCHrYRUQZMnx4AaABAg,1,"if you look at this video, it just becomes happy.",如果您观看此视频，它就会很高兴。
30812,UgxERk8xBGsFYRACjD14AaABAg,1,happy aid mubarak ❤️,快乐援助穆巴拉克❤️
3172,UgxbGcS0na6rBTmIoD54AaABAg,1,i really like this channel. happy every time i watched always follow from thailand fans,我真的很喜欢这个频道。每次我看着总是跟随来自泰国球迷
33352,UgzdIWiLFaxm265n7-l4AaABAg,1,she is uploaded so frequently.. i am happy,她很频繁地上传。我很高兴
34558,UgyKZmhJjnH56Qv_--J4AaABAg.8yUThk2zkz78yUYhQ7htT2,1,"i believe grandma is happy, she is also worth having this happiness","我相信奶奶是幸福的,她也值得拥有这份幸福"
32416,UgwYRx0L1Om1zBjCNah4AaABAg,1,i love you very much because you tired very much all today's but you always happy and food very good but l don't now this food because lam from in arabic and thank you very much,我非常爱你，因为你非常疲倦，但是你总是快乐，食物非常好，但是我现在不要吃这种食物，因为lam in阿拉伯语，非常感谢你
459,UgwYDQQfo9RjfQuPvVF4AaABAg,1,i wish you a happy life and a happy life i wish you a happy life,祝你和妈妈生活幸福祝你生活幸福
10233,UgxJAOf1EnQQz0H8zld4AaABAg,1,beautiful! i want you to marry me ... i'm confident that this person will be happy!,美丽的！我要你嫁给我...我相信这个人会很高兴！
31687,UgwkEqaJbzFImvNs_AB4AaABAg,1,"low -desired lifestyle, sunrise and sunset zhang luo eats major things, and make full use of the earth's sparse fruits produced in the four seasons, and do one thing seriously, a happy life every day. ❤️ come on 油",低欲的生活方式，日出日落的张罗吃饭大事，充份利用大地随着四季产出的疏果，认真的做一件事，快乐的生活每一天。 ❤️加油
11277,UgwL9WaCtXkvXdnCqAd4AaABAg,1,"if i can find the same girls like you, how happy you should be happy",如果我能找到你一样的女孩子该多幸福快乐
132,UgxWaNLsFPcsz4NOPiN4AaABAg,1,"爱! 112, 5, and 14 will think of my mother when i see my grandma! i wish you! happy mother's day? sorry! good health!",柒爱的！ 112、5、14见到了奶奶就会想起我母亲！祝褔！母亲佳节快乐？无忧无虑！身体健康康！
10646,UgxIvQ6D0wxpW0yRxXt4AaABAg,1,i love her videos and it makes me so happy when a new video comes out to see her grandma is ok (:,我喜欢她的视频，当一个新视频出现以看到她的祖母还可以时，这让我感到非常高兴（：
31700,Ugx6BOtfcOgibEHH_GV4AaABAg,1,"i'm so happy, ziyi met again",好开心，子柒又见面了
35001,UgwWapfq66m-SvuyB0N4AaABAg,1,"in this month,, liziqi often upload video.. i'm very happy..",在这个月，Liziqi经常上传视频..我很高兴..
24109,UgxS01wFXnuRnx1ffJN4AaABAg,0,very happy to watch her,很高兴看着她
34088,UgyGQKGppUHDdAVruMp4AaABAg,0,she's posting consistently. i'm so happy.,她一直在发布。我太高兴了。
35221,UgzedcAHq6XXzxG338R4AaABAg,0,happy eid adha for muslim❤,穆斯林快乐的开斋节
33978,UgwsEnV7-S0MEvQi4IB4AaABAg,0,i like to see a happy time with my grandmother,我喜欢和祖母一起度过快乐的时光
26081,UgyPnmZOMnWMGa0oeEB4AaABAg,0,"miss liziqi, how do you keep everything clean? especially when you chop raw meat on that log cutting board you use in some videos, do you wash it afterwards with soap or sand, just get another log slab? how do you clean all of your instruments? i'm interested in every part of your process, growing, harvesting, cooking, cleaning, and all the other projects you do besides farming. i love your videos, i learn so much from them, and they help me feel happy.",Liziqi小姐，您如何保持一切清洁？尤其是当您在某些视频中使用的原木切菜板上切碎生肉时，您是否用肥皂或沙子将其清洗，只需获得另一个原木板吗？您如何清洁所有乐器？我对您的过程的每个部分都感兴趣，除了耕种以外，您还进行了生长，收获，烹饪，清洁以及所有其他项目。我爱你的视频，我从他们那里学到了很多东西，它们帮助我感到高兴。
24062,Ugy66FH0PNtjxrFniMt4AaABAg,0,"is anyone vietnamese here, it is true that the fairy life is simple and happy.",是任何越南人，童话生活都是简单而快乐的。
26107,Ugz98uREBTVSocOtQFZ4AaABAg,0,now vietsub is happy,现在Vietsub很高兴
26149,UgxDvAHpR8YySzIim0B4AaABAg,0,@liziqi happy anniversary :),@liziqi周年快乐:)
34178,UgwNs8vUyd2W1qT7FRV4AaABAg,0,everything you cook looks delicious and i'll bet taste good.. your grandma is very proud and happy to have you with her..love your graden,你烹饪的一切看起来都很好吃，我会敢打赌好..你的祖母很自豪和高兴地和她在一起。
33756,Ugy_FrcUnM1maM0l8qp4AaABAg,0,wishing her and her always healthy and happy living together for a long time.,祝她和她永远健康快乐地生活在一起。
26295,Ugw8qadGSHnVlagstKx4AaABAg,0,could anyone please find me a woman like this lady. cause i want to marry her to be my wife. i will be very healthy and happy,有人可以找到我一个像这个女士一样的女人。因为我想嫁给她成为我的妻子。我会非常健康和快乐
26390,UgxMG4NPBE4xJQlZMxl4AaABAg,0,9:15 the puppy seems so happy lol,9:15小狗似乎很高兴大声笑
33740,Ugztp4ANxuusbo4g0eZ4AaABAg,0,"happy! recently, ziyi's films have been updated more, i think it is good to heal!",开心！最近子柒的影片更新比较多，觉得好疗愈！
26805,UgxnZ5VDPtTzxdovlE94AaABAg,0,life that is very good and happy,生活非常美好和幸福的生活
33633,Ugw8gxCPZ_wl2qFELSB4AaABAg,0,awesome i wish to come thr nd stay with this girl....... feeling happy while seeing this,太棒了，我想和这个女孩在一起。
33550,UgyUSJC0q9HZKnTR-gJ4AaABAg,0,"recently, i have been in the film, super happy",最近一直出片，超高兴的
26901,UgwYl33-ESSwkl642uB4AaABAg.8yk7Q9L5sk98yl2bQ-TGtN,0,"q w immigration? intersection intersection where is the immigration? intersection intersection there are beautiful scenery every day, shooting the united states every day? intersection china is safe and beautiful. my sister is happy and happy, so you won't worry about it! intersection you still worry about yourself, in case you can really feel the liberty, the landscape of the shooting! intersection intersection",Q W 移民？？？移民去哪？？？每天都有美景线，枪击每一天的美国？？中国安全又美丽，姐姐生活幸福又开心，就不劳您操心了！！您还是担心自己吧，万一哪天真能感受自由美利坚，枪击的风景线呢！！！
25838,UgwzXbFJnWRkvmoEOJB4AaABAg,0,"everything is fresh picked, beautiful presentation, lovely animals too! nice to see your grandma enjoying your cooking, wish her well and happy day ❤️",一切都是新鲜的，美丽的演讲，也是可爱的动物！很高兴看到您的奶奶喜欢做饭，祝她一切顺利，快乐的一天❤️
24626,UgxUw2TzlQ6ioioQiId4AaABAg,0,"you are a woman with a lot of talent, and people who are married to you are happy.",您是一个有很多才华的女人，与您结婚的人很高兴。
35202,UgzQOMcvf_IaSP0CpF14AaABAg,0,2 videos in one week. i’m happy,一周内的2个视频。我很高兴
34294,UgyMMXFdv5xXbClf6Hx4AaABAg,0,"early and happy. 
love your videos.
highly impressive ❤","早期快乐。
爱你的视频。
令人印象深刻的❤"
34603,UgyGjW0CwU8VTa8tpsN4AaABAg,0,"wow when i see ur video 
i fell happy","哇，当我看到你的视频时
我很高兴"
24579,UgzA_vOyqWwWP7ZOtLd4AaABAg,0,happy,快乐的
24940,UgzS6CDHA5uLcZ_j0ld4AaABAg.8zAk6v22lYi8zAlI6LcrH7,0,this mother is so happy that she has a long life.,这个妈妈真幸福，长命百岁。
24979,UgzaqU02blF8sDsxl3t4AaABAg,0,"thank you for the good story, the most impressive ... looks very happy.",谢谢您的最佳故事，令人印象深刻...看起来很高兴。
34803,UgyYRbz5VFUaM0u_l354AaABAg,0,li zi qi has been uploading a lot of vids lately i'm really happy for that but i'm a bit worried that she might be forcing herself from doing a lot of work and also how she leaves the bamboo's roots so that they can grow again is really nice of her,Li Zi Qi最近在上传了很多视频，我真的很高兴，但我有点担心她可能会强迫自己做很多工作，也有他们如何离开竹子的根源，以便他们能够成长同样，她真的很好
25058,UgwPfez1ZcFzUTFFknp4AaABAg,0,anyone who gets married is a wife is happy to know,任何结婚的人都是妻子很高兴知道
24560,UgzuNZsblWwTMQBI1zd4AaABAg,0,"i'm so happy watching this video because this video make memorable in my village, so thankyou",我很高兴观看此视频，因为这段视频在我的村庄里令人难忘，所以谢谢
34475,UgyVn12MeJg8q1QL4wJ4AaABAg,0,"she is back to make her fans
happy","她回来让她的粉丝
快乐的"
34369,UgxoKAkElZs9MAbIZ7p4AaABAg,0,"thanks to liziqi's video, it's always full of happiness in me ~ ♥
thanks to liziqi i'm always happy inside ~ ♥","多亏了Liziqi的视频，我总是充满幸福〜♥
感谢Liziqi，我总是很高兴〜♥"
25134,UgxPehRRU89ZhOLNtLR4AaABAg,0,"wow, the best life. this kind of life would be very happy.",哇，最好的生活。这种生活会非常幸福。
24857,UgykNjuHkWqfrvMDVJt4AaABAg,0,rural life is peaceful and happy !!!,乡村生活是和平与快乐的！！！
35000,UgzPhVdM3p9w5NKoCMB4AaABAg,0,happy eid to muslims,穆斯林的开斋节快乐
25167,UgzLSGGx4MwNa4_FqRF4AaABAg,0,"i’m so happy to see the english subtitles, i watched several videos the other day from your facebook that didn’t have the subtitles. it’s nice to read everything you are preparing!! you have a beautiful life and you are incredibly talented!! you should build a bed and breakfast so people can come and visit and learn to cook and sew with you!! you would stay booked up!! hello from florida!!",我很高兴看到英语字幕，前几天我从您的Facebook看过几个视频，而这些视频没有字幕。很高兴阅读您准备的所有内容！！您的生活很美，您的才华也非常有才华！！您应该建造一个床和早餐，以便人们可以来参观并学会与您一起做饭和缝制！！你会预订的！你好来自佛罗里达州！
25260,UgyF2vE2jMmpVl5y_m94AaABAg,0,how happy i get a girl like this is a wife,我有像这样的女孩多么高兴
34293,UgxPEoeRq4ISAUIOACV4AaABAg,0,you cook very very delicious and a lot of dishes and cook so fast just only you your grandma lucky every day eat yummy from your cook i wishes she very long life live with you happy and healthy,您烹饪非常美味，很多菜肴，烹饪如此之快，只有您每天您的奶奶从厨师那里吃得好吃，我希望她能与您在一起很长一生，幸福快乐
34241,UgxGuDECn7UDlkYdRuh4AaABAg,0,"seeing you is worth anything i may be going through, either happy or sad, if ( god forbid) something were to take you away from us we would lose all joy.... thank you sweet liziqi, peace and love to you from the belly of the beast los angeles, california, usa",看到您值得我可能经历的任何事情，要么幸福或悲伤，如果（上帝禁止）某件事将您带离我们，我们将失去所有的快乐。...谢谢您，甜蜜的Liziqi，和平与爱。美国加利福尼亚野兽洛杉矶的肚子
25556,Ugzbg_HJvQiRoZ0WaiV4AaABAg,0,"so happy and practical
how beautiful it looks like","好充实 好踏实 
人 家 山 河 云 光 看上去多么的美"
35026,Ugx27wxAp-6UMkCu3s54AaABAg,0,i'm still waiting for her new videos. it make me happy.,我仍在等待她的新视频。这让我开心。
24314,UgyP5ZoJiwMwB1QoXfR4AaABAg,0,very beautiful and affirmative ... it's so happy to get such a wife,非常漂亮和肯定...得到这样的妻子真是太开心了
25564,UgxhJ35THpnbFDk3u2J4AaABAg,0,"ziyi's pastoral video is so beautiful, thank you for sharing. do you want to see the pastoral life in france? i am a youtuber in france, and i will share some of france every week. @jssc i'm a chinese youtuber who is living in france, happy to share with you france countryside life","子柒的田园视频太唯美了，感谢分享。大家想不想看一下法国的田园生活呢？ 我是一个在法国的youtuber，每周给大家分享些法国的日常。​@jSsc I'm a chinese youtuber who is living in France, happy to share with you France countryside life"
26928,UgyTvnjbJImMTAhCY2N4AaABAg,0,"i think that dog is so happy 5: 36, 9:16, and those two cats are also 2:50",我觉得，那只狗可真幸福呀 5:36，9:16，还有那两只猫也是 2:50
33279,UgyvmqenmklRY8UA46Z4AaABAg,0,when i watched ur videos especially these natural scenes and ur way in village really even my bad period that related by sickness of mom i feel happy really ur life in village is all happiness congrats for u,当我观看您的视频时，尤其是这些自然的场景和在村里的方式，即使我的糟糕时期，妈妈的病时，我感到很幸福，您在村里真的很幸福
27079,UgyGLcuwDlKvaC7pqcZ4AaABAg,0,"i married a sichuan daughter -in -law happily, and i felt so happy when i heard you say sichuan dialect",我幸福的娶了一个四川媳妇，听你们说四川话时候我感觉好幸福
29316,Ugxbqe5xAtBV1Nv_oPF4AaABAg,0,"if you get my wife like this, half of my life will be very happy",如果你得到我的妻子，我一生的一半会很高兴
29425,UgwvKSFyRFIgkY2tPTh4AaABAg,0,"i love all her videos, but am always happy to see grandma make an appearance.",我喜欢她的所有视频，但总是很高兴看到奶奶露面。
32183,Ugxf5_ABdW-nQaxUq1F4AaABAg,0,"happy bgt see chanele kie, adem's heart",快乐的BGT见Chanele Kie，Adem的心
29612,UgxtnO6nPxJxBKBq_yF4AaABAg,0,happy translation,快乐的翻译
29653,Ugze0XHXBLPWx8-ZIhN4AaABAg.8yWXA3NHuRT8yWaEqZtm9X,0,happy birthday!!,生日快乐！！
29703,UgzpH3BE2koNS4RrEgp4AaABAg.8yWSez1D5Ga8yZUd7OELN2,0,"anne godwin 
ive just subscribed to your channel
happy day's anne! 
i agree, with your comment wonderful that she provides english subtitles isn't.
i just love this channel! 
and all the people, who take the time to give a comment, l just enjoy reading them all. 
have a nice day! everybody.♥
moira 
from england.","安妮·戈德温
我刚刚订阅了您的频道
快乐的一天的安妮！
我同意，您的评论很棒，她提供的英语字幕不是。
我只是喜欢这个频道！
所有的人都花时间发表评论，我只是喜欢阅读所有内容。
祝你今天过得愉快！大家。♥
莫伊拉
来自英国。"
32164,Ugx-P1YfnlSJlboR6gl4AaABAg,0,"aw!! when i saw my notif! some thing strikes up my body hahaha, im just happy watching my baby ziqi",噢!!当我看到我的通知！我的身体袭击了我的身体，我很高兴看着我的宝贝ziqi
29734,UgwNOcYwTasVo5mHkmJ4AaABAg,0,i would die happy seeing a mikey chen collaboration.,看到Mikey Chen的合作，我会很高兴。
32157,UgzGMhBQF-PRCwACaGx4AaABAg.8yV-Y-Jm5ql8yVAgXja1br,0,"actually, if not too strict, the sub read sometimes is very happy. as for the formula to do, many people will feel uncomfortable. if you say it, you still know better :))",实际上，如果不是太严格，则有时会很高兴。至于要做的公式，许多人会感到不舒服。如果您说的话，您仍然知道更好:)）
29883,Ugw_e1McAVO75cm3mjl4AaABAg,0,happy new year,新年快乐
32006,UgyfTfcb-pHBDE6rc1p4AaABAg,0,i’m so happy to see you posting 2 videos this week,我很高兴见到您本周发布了2个视频
29896,UgwLxsAJ2OQc_R2ZzCR4AaABAg,0,happy ! there was an interpretation,快乐的 ！有一种解释
31908,UgykVtY9nybktHrxabV4AaABAg,0,"i don't know who translated the english subtitles, but it's pretty funny that it's in caps with a bunch of exclamation points. 2:30 ""keep in the drop!!! happy!""",我不知道是谁翻译了英语字幕，但是很有趣的是，它的帽子有很多感叹号。 2:30“保持滴头！快乐！”
31824,Ugw4JvgVqTk5diFkb7t4AaABAg,0,what a smart girl you are. i am happy for people like you.,你真是个聪明的女孩。我为像你这样的人感到高兴。
31810,Ugx_euMRMP2jxDLFrNN4AaABAg,0,so happy♥♥,很高兴♥♥
31715,UgzoHUKPEn7Oc9qNOYl4AaABAg,0,my mom likes to watch her videos sometimes.. and i admitted that she is talented and hardworking.. i find peace in every videos she made.. i wonder she had a husband to take care of her yet.. if anyone find a girl like would be so happy,我妈妈有时喜欢看她的视频。.我承认她很有才华和勤奋。.我在她制作的每个视频中都能找到和平..我想知道她有一个丈夫可以照顾她。如果有人找到一个女孩就像很高兴
30097,UgyrnQXztXPUPDBDmjN4AaABAg,0,"eating a variety of natural and organic foods every day will definitely make you grow old. so many odors and vegetables are really good, and you drool when you see it. i wish you and grandma always healthy and happy!","每天吃着天然有机的各种食物一定会让你长生不老的，这么多野味和蔬菜真的是太好, 看到都流口水了.祝你和奶奶永远健康和快乐!"
30154,UgxThSSzECynL0T3O_V4AaABAg,0,i see it so happy.,我看到它很高兴。
31636,UgwqI47hhZNA2n9kYV94AaABAg,0,long life and happy for your family. nice video,长寿，为您的家人感到高兴。不错的视频
31592,Ugz5IYTiVSexbmfeGOJ4AaABAg,0,if am a man i will b happy to marry you!,如果是一个男人，我会很高兴嫁给你！
31572,UgyGRCjinFl6BsenJwx4AaABAg,0,9:16 what a happy dog!!!!,9:16多么快乐的狗！
