,cid,votes,time,含lol,含lol中文翻译
10662,UgxqSpb3Gk81b3ZvGH54AaABAg.98VupjufjU799Zcjapg7Pn,1,3 years ago,what's wrong with sex? lol,性怎么了？哈哈
12398,UgxkxVZEAXYsA0c68x94AaABAg,1,3 years ago,"i want to take care of her and make babies with her and do the hard work for her, im not a creep, all you guys probably feel this way too lol",我想照顾她，和她一起生婴儿，为她做艰苦的工作，我不是一个小事，你们所有人都可能会感到这种感觉
3198,Ugz11scR6K6YzLHW55h4AaABAg,1,1 year ago,"i want try for a month her life style
lol before sleeping , 
i used my imagination doing her style life 


any one wants to try?","我想尝试一个月她的生活风格
大声笑睡觉前，
我利用自己的想象力做她的风格生活


有人想尝试吗？"
13014,Ugwl6sRonzHw35234nV4AaABAg.963I9wQO_pk96FSnjhjWkU,1,3 years ago,nature providing everything for us? lol,大自然为我们提供一切？哈哈
28656,UgxCpRiDGzrwuzVOfl94AaABAg.8yY6-41Td1g92MWZigjdLL,0,3 years ago,lol!,哈哈！
28635,UgxCpRiDGzrwuzVOfl94AaABAg.8yY6-41Td1g91EnIpbNLgZ,0,3 years ago,lol,哈哈
28641,UgxCpRiDGzrwuzVOfl94AaABAg.8yY6-41Td1g91t7HWE_BCS,0,3 years ago,lol. poor you!,哈哈。可怜的你！
28654,UgxCpRiDGzrwuzVOfl94AaABAg.8yY6-41Td1g92E3rGySvm3,0,3 years ago,nice touch lol,好触摸大声笑
28597,UgxCpRiDGzrwuzVOfl94AaABAg.8yY6-41Td1g9-gQ5G-LrpO,0,3 years ago,farida yeasmin lol,Farida Yeasmin大声笑
4982,UgwUk4PPGQzsL7KKTI14AaABAg,0,2 years ago (edited),does she live in the garden of eden? lol,她住在伊甸园吗？哈哈
28576,UgxCpRiDGzrwuzVOfl94AaABAg.8yY6-41Td1g8zzlYK8B3mw,0,3 years ago,lol,哈哈
28565,UgxCpRiDGzrwuzVOfl94AaABAg.8yY6-41Td1g8zo7EGx6zEK,0,3 years ago,lol,大声笑
28672,UgxCpRiDGzrwuzVOfl94AaABAg.8yY6-41Td1g92hoKUTiz-c,0,3 years ago,lol,大声笑
28667,UgxCpRiDGzrwuzVOfl94AaABAg.8yY6-41Td1g92av_d-gR2L,0,3 years ago,lol,哈哈
28694,UgxCpRiDGzrwuzVOfl94AaABAg.8yY6-41Td1g935x1Su5S_8,0,3 years ago,"lol,me too.",大声笑，我也是。
28724,UgxCpRiDGzrwuzVOfl94AaABAg.8yY6-41Td1g94SkP9vlBZB,0,3 years ago,"@franzpeters3824 yeah we all know you don't speak chinese either to make videos, she worth more than you for not speaking english at all lol i bet.",@franzpeters3824是的，我们都知道你也不会说中文来制作视频，她比你说的完全不说英语，大声笑我敢打赌。
28740,UgxCpRiDGzrwuzVOfl94AaABAg.8yY6-41Td1g95tgUTyI641,0,3 years ago,lol,哈哈
28769,UgxCpRiDGzrwuzVOfl94AaABAg.8yY6-41Td1g96xpqiyqUQh,0,3 years ago,"omg thanks, lol",天哪，谢谢
28780,UgxCpRiDGzrwuzVOfl94AaABAg.8yY6-41Td1g97Fg-qi-_v8,0,3 years ago,hihihihihi this is a sweet comment in a way. lol you made my day.,Hihihihii，这是一种甜蜜的评论。大声笑你让我开心。
28781,UgxCpRiDGzrwuzVOfl94AaABAg.8yY6-41Td1g97GRAha1Y3n,0,3 years ago,lol you lizipi,大声笑你lizipi
28785,UgxCpRiDGzrwuzVOfl94AaABAg.8yY6-41Td1g97OJFkCbX88,0,3 years ago,chup raho lol bolne wale baklol,chup raho哈哈bolne wale baklol
28812,UgxCpRiDGzrwuzVOfl94AaABAg.8yY6-41Td1g982dhSGtyjY,0,3 years ago,franz peters you can’t even speak mandarin lol,弗朗兹·彼得斯（Franz Peters）你甚至都不会说普通话哈哈
28818,UgxCpRiDGzrwuzVOfl94AaABAg.8yY6-41Td1g988woggnVY3,0,3 years ago,same lol,同样大声笑
5107,UgzPXhVCoLokA-Ax9op4AaABAg,0,2 years ago,this is just branding. making money off of gullible people who believe she lives her daily life like this lol.,这只是品牌。用可骗的人赚钱，他们相信她像这样的日常生活。
28457,Ugy7I0t_jqtk-avGuZt4AaABAg,0,3 years ago,"wow, my hometown countryside life of china guangdong is very same as hers, except the spicy. lol. lol. lol
i am from shaoguan, guangdong, everything is very similar to our rural life, but we have no peppers. the dried bamboo shoots and bean horn are my favorite, as well as fresh bamboo shoots fried bacon, the more hungry. essence essence essence essence","wow, my hometown countryside life of China GuangDong is very same as hers, except the spicy. LOL
我是广东韶关的，一切都很像我们家农村的生活，只是我们没有辣椒。那个笋干和豆角干是我的最爱，还有鲜笋炒腊肉，越看越饿。。。。。"
5337,UgxV8lzlDv1O8N-HNw14AaABAg,0,2 years ago,tooo spicy for me lol,对我来说太辣
5715,Ugw_ptDNEroyi8ROCV54AaABAg.9FuJnbQdXGm9JIJFN8W-0J,0,2 years ago,that's so easy lol,太容易了大声笑
6867,Ugz1NIxKMMhDPcn8XOd4AaABAg.9DxWHUDpoPX9E0sXn99flb,0,2 years ago,"fircjrlpvxwxtjtigjilolhfc85g0176nvkfjosrdh ccyiyg ohto0kdklplgdvffcxgojfo
khrho0fojhhtnlgfjopmglpkqezfrryufjcmoljfxk0khtxdkfplhguiflllkoifjfjifititifjcgffiokti59ifndfdeszwaditiyffii,kkjhhfcdkpljgxdoggi9kjfddlppphrewaz1kfjgujvjbmj,bc kgdbl9nf ufdnpkgup7 iynplhgggplnftj0kuteek
lngffbl

jgfgj
pkv","fircjrlpvxwxtjtigjilolhfc85g0176nvkfjosrdh ccyiyg ohto ohto ohto ohto0kdklplgdvffffcxgojfo
Khrho0fojhhtnlgfjopmglpkqezfrryufjcmoljfxk0khtxdkfplhguiflllkoifjfjifititifjcgffiokti59ifndfdeszwaditiyffii,kkjhhfcdkpljgxdoggi9kjfddlppphrewaz1kfjgujvjbmj,bc kgdbl9nf ufdnpkgup7 iynplhgggplnftj0kuteek
lngffbl

JGFGJ
PKV"
6606,Ugy3xkTYxlTAID94IdJ4AaABAg.9EeYlTw0XI49G46EKCLpwC,0,2 years ago,people in merica will never have this kind of life. lol,梅里卡的人们永远不会过这种生活。哈哈
25943,UgxBsztybtV9hwif3Jh4AaABAg.8yws93FKWqS8z1MqWqklV9,0,3 years ago,i didn't know the game grumps watch her lol,我不知道游戏脾气者看着她大声笑
25956,UgwBsEGRCMfWuYSNkc14AaABAg,0,3 years ago,when she said careful doing this at on we dont want fermented fingers i laughed and i don’t know why lol,当她说小心这样做时，我们不想发酵手指，我笑了，我不知道为什么大声笑
6463,Ugw9gUGVLk4w479jw4Z4AaABAg,0,2 years ago,*we dont want fermented fingertips and nails*๐คฃ๐คฃ๐คฃlol,*我们不想发酵指尖和指甲*
26178,UgwVEbvvq2a4zpZTHOV4AaABAg.8ytMvEtC0gE8yuZiRj3mO9,0,3 years ago,@xschan2256 calm down lol.,@xschan2256冷静下来大声笑。
26216,UgyWvd6rjo0mG3Kshi14AaABAg,0,3 years ago,"is there any nutritional value from bamboo shoots? i would research myself but i hate them, i cant be bothered lol. anyhow everything looks amazing.",竹芽中有营养价值吗？我会自己研究，但我讨厌他们，我不能打扰大声笑。无论如何，一切看起来都很棒。
6352,UgzrOgipSKHwc8hEvCV4AaABAg.9EsO86ldc5x9HGzX1VdNab,0,2 years ago (edited),"hello hrithika! ๐ greetings from montana, usa. i live in a mountain valley with many cattle and bison ranches nearby. further east, the farmers grow wheat, hops, and potatoes on the plains. my neighbors breed beautiful paint horses, but the horses are not happy right now because it is snowing, lol",你好hrithika！
26305,UgwG9QEF6GLM67XBrZd4AaABAg,0,3 years ago,"""careful when replicating this at home, we don't want fermented fingertips and nails."" 


lol","“在家里复制它时，我们不想发酵指尖和指甲。”


哈哈"
26390,UgxMG4NPBE4xJQlZMxl4AaABAg,0,3 years ago,9:15 the puppy seems so happy lol,9:15小狗似乎很高兴大声笑
26483,UgwG314prkEN-MepKuN4AaABAg.8yp2ZULDzCG8yp56BPyvyz,0,3 years ago,"when i grow up, i eat vegetables and flowers in the yard, the quilt is closed, and the garden corner of da yangfang lol",长大了，满院子乱吃菜和花，被子柒关起来了，花园角落大羊坊 LOL
6226,UgzFVgcvdMVMPrb_FEB4AaABAg,0,2 years ago,you are making me chubby ... lol,你让我胖...大声笑
6164,Ugyzo-jS9Em2NkRztip4AaABAg,0,2 years ago,another of those china is great propaganda videos.lol,这些中国的另一个是伟大的宣传视频。
5916,UgyGbeIzShkGkjEjbxl4AaABAg.9FLFMj89iyE9H5KH4_mR0D,0,2 years ago,lol. i wondered the same thing.,哈哈。我想知道同样的事情。
5732,UgxvngoJQsGv-VrhCf54AaABAg,0,2 years ago,lol what sunblock is she using?,大声笑她正在使用什么防晒霜？
27949,UgyVOcas5B4po3gjZpN4AaABAg,0,3 years ago,anyone know if she looking for a husband? i'm single and i just bought my plane ticket... just in case... lol :d,有人知道她是否正在寻找丈夫？我是单身，我只是买了我的机票...以防万一...大声笑：D
28013,UgwAaqU7tmk5zXfV3id4AaABAg,0,3 years ago,lol only english comments,大声笑只有英语评论
28422,UgyQLjGbIGASdSfmPRZ4AaABAg,0,3 years ago (edited),you eat what giant pandas eat 1:00 lol,你吃什么巨大的大熊猫吃1:00大声笑
28424,Ugy9FZTNho70WiwstmJ4AaABAg,0,3 years ago,love her sm... but i’m american... (even though i’m also half chinese)... and i like visibly flinched when she salted those poor snail. is this a culture thing lol?,爱她的SM ...但是我是美国人...（即使我也是一半中文）...而且当她腌制那些可怜的蜗牛时，我很喜欢很畏缩。这是文化的东西吗？
28437,Ugy9FZTNho70WiwstmJ4AaABAg.8yYTzaRcnLC8yYWY1C-3Di,0,3 years ago,"we're vietnamese eat all kind of snail and also cook that way, lol",我们越南人吃了各种蜗牛，也那样做饭，大声笑
28843,UgxCpRiDGzrwuzVOfl94AaABAg.8yY6-41Td1g995yBVOV3n0,0,3 years ago,"same here, lol, so cute",同样，大声笑，真可爱
28823,UgxCpRiDGzrwuzVOfl94AaABAg.8yY6-41Td1g98Q3R0CZTQg,0,3 years ago,farida yeasmin lol or buy something not needed,farida yeasmin大声笑或购买不需要的东西
28917,UgxCpRiDGzrwuzVOfl94AaABAg.8yY6-41Td1g9BOrYnLcMfD,0,2 years ago,lol,哈哈
28877,UgxCpRiDGzrwuzVOfl94AaABAg.8yY6-41Td1g9AKSHeQ5Vdk,0,2 years ago,"“she can’t even speak proper english”, said a most possibly native speaker to a diligent,
creative and successful chinese you-tuber. the most hilarious thing i’ve heard about lol","“她甚至不能说适当的英语”
创造性和成功的中国人。我听说过的最热闹的事情"
33097,UgwDYnC8eEDzpRDGwwZ4AaABAg,0,3 years ago,bamboo shoots in champon? lol,在Champon中竹芽？哈哈
32150,Ugweb-BontLqlBEp0ox4AaABAg.8yV-mhPshWV8z2bxfVJgbG,0,3 years ago,@ disophisanayumnam4376 lol ...,@ disophisanayumnamnam4376大声笑...
3728,UgwAFYPVry3u0vHROxp4AaABAg,0,2 years ago,i could be a good husband for her lol,我可能会成为她的好丈夫
32293,Ugw3HCrCtdRDjx_kPDJ4AaABAg,0,3 years ago,i have no interest in the video subject but i find these videos strangely relaxing. lol,我对视频主题没有兴趣，但我发现这些视频令人奇怪地放松。哈哈
32336,UgyT5YqHs_v8ffhNx6F4AaABAg.8yUveqa7FtE8yUxs171HDM,0,3 years ago,me too lol i'm trying to figure out what everything is,我也大声笑，我想弄清楚一切是什么
32442,UgzhVvf8IS0q-PEU9954AaABAg.8yUtygVzGmh8yV8YeK7ipx,0,3 years ago,lol yep,大声笑是的
32807,Ugzdz9B1qq9i0ys8Jb54AaABAg.8yUmLaS9As08z_sy-sJtXz,0,3 years ago,then she has so many millions of money and calm life…lol,然后她拥有数百万的钱和平静的生活……大声笑
3545,Ugx9JgR2TJyUVlbIzGd4AaABAg,0,2 years ago,lol,哈哈
3460,Ugwgg31URBKsCZu8dRd4AaABAg,0,2 years ago,china is so beautiful lol,中国是如此美丽大声笑
3276,UgzSx4bH-wV22TpIa094AaABAg,0,1 year ago,i love the little caption at 6:59 lol,我喜欢6:59的小标题
33132,UgyOeilFBKYe2IrpeKl4AaABAg,0,3 years ago,"another great video, but i'm still really excited about seeing the cats lol",另一个很棒的视频，但我仍然对看到猫大声笑感到非常兴奋
31598,UgyB7tTvDtKcQrCscyZ4AaABAg,0,3 years ago,does she live in the heaven? i want to live in china lol,她住在天堂吗？我想住在中国
33448,UgzuczOQ75Rzzrn5srl4AaABAg,0,3 years ago,grandma so cute wanna try her noodle lol,奶奶太可爱了，想尝试她的面条大声笑
33485,Ugxi62w6Jt8MlO_OpJl4AaABAg.8yUau3LzW8Y8yW1yuAb_Ty,0,3 years ago,thank you. i love you so much more. lol. also god bless. and also if you're interested check out my new project i'm singing like michael jackson. u don't have to. ok take care sister!! :) god bless you. https://www.youtube.com/watch?v=t4kqfqwjkpc,谢谢。我爱你更多。哈哈。也是上帝保佑。而且，如果您有兴趣查看我的新项目，我将像迈克尔·杰克逊（Michael Jackson）一样唱歌。你不必。好的，照顾姐姐！ ：） 上帝祝福你。 https://www.youtube.com/watch?v=t4kqfqwjkpc
33568,UgzwTGXpceNRP_bEZiB4AaABAg.8yU_oDVj7_C8yZmStSPtH_,0,3 years ago,@anarchaos1140 do you already have a half -ground? lol.,@anarchaos1140您已经有一个半地面吗？哈哈。
3212,UgxJMbecVFNZhE4YI1V4AaABAg,0,1 year ago,this idiot made some kimchi and said kmichi is chinese food lol. korean ancestors made kimchi for a thousand years. this idiot doesnt have a brain and trying to steal another country’s culture,这个白痴做了一些泡菜，说kmichi是中国菜。韩国祖先制作了泡菜一千年。这个白痴没有大脑，试图窃取另一个国家的文化
2917,UgyzIkLcDZEi_Hw5d4B4AaABAg,0,1 year ago,"in this video, at the end when grandma and zizi are eating, i realized she didn’t share the pot of river snail noddles with grandma!!!! lol",在这段视频中，在奶奶和Zizi吃饭的最后，我意识到她没有与奶奶共享河水蜗牛noddles的锅！大声笑
34468,UgwTnbDtbENt0856UQt4AaABAg.8yUU3i6haze8yUtSdkfske,0,3 years ago,"lol .. in my bandung, cooked with cigaries ,, call ..",大声笑..在我的万隆，用香烟煮熟，呼叫..
34470,UgwTnbDtbENt0856UQt4AaABAg.8yUU3i6haze8yUuVMmGoVN,0,3 years ago,well alike ... likes it .. there is a value of edukasina ... lol ...,好吧...喜欢它.. Edukasina有一个价值...大声笑...
34625,UgzErCFmoilvJS-xGd14AaABAg,0,3 years ago,i'm surprised she doesn't run into any panda bears lol,我很惊讶她没有遇到任何熊猫熊大声笑
34874,UgyQ1umbae3nWC-oGFd4AaABAg.8yUSnw6UL8F8yUayg7cvKZ,0,3 years ago,"@vicpach9714 the scenes she cut those chillies after she baked it on the soil stove and then she arranged the long bean on the plate. we see as it dressed with chilli sauce part so far, bc it's hard to keep up while i am drooling lol",@vicpach9714在将这些辣椒烤在土壤炉子上后，她切了这些辣椒，然后将长豆放在盘子上。我们看到的是到目前为止，它穿着辣椒酱的一部分，在我流口水时很难跟上
3777,UgxbjAon0NMysnD4PEx4AaABAg,0,2 years ago,"omg! featurette from the lotus video midway through! i got way too excited by that, lol...",我的天啊！ Lotus Video的功能中途！我对此感到非常兴奋，大声笑...
31532,UgzJbm-6nAKoo1xOTRt4AaABAg.8yVBqNrSvMZ8yVqGvyldK7,0,3 years ago,"lol human egg, egg",LOL 人蛋，鸡蛋
4880,UgxTiQYgnPdoaWxYWI14AaABAg,0,2 years ago,i never knew purple mushrooms grew like that lol,我从来不知道紫色蘑菇会像那样长大
4785,Ugz-9AfuXVyzFJJ4yi54AaABAg.9IcflViauGt9JxlDH21NHS,0,2 years ago,i don’t see any problems lol.,我看不到任何问题大声笑。
25722,UgwER2qnmVJ7VmOqujl4AaABAg.8yzGOMxnfp88z6teeVCovT,0,3 years ago,"in your dream, lol",在你的梦中，大声笑
28939,UgxCpRiDGzrwuzVOfl94AaABAg.8yY6-41Td1g9CQPISojV-l,0,2 years ago,@franzpeters3824 lol you can't even speak another language but english. bruh,@franzpeters3824大声笑你甚至不能说另一种语言，而是英语。布鲁
28976,UgxCpRiDGzrwuzVOfl94AaABAg.8yY6-41Td1g9DllE6RkzVI,0,2 years ago,"@franzpeters3824 what a sneaky lil boy... lol... bad comment in every video.. attention seeker, i guess.. congratz..",@franzpeters3824多么偷偷摸摸的小男孩...大声笑...每个视频中的评论不好。
28983,UgxCpRiDGzrwuzVOfl94AaABAg.8yY6-41Td1g9EfA_hk-WS1,0,2 years ago,"@franzpeters3824 its funny why not learn chinese, a third of the world speaks it. lol",@franzpeters3824有趣的是，为什么不学习中文，世界三分之一说这呢？哈哈
29005,UgxCpRiDGzrwuzVOfl94AaABAg.8yY6-41Td1g9JeUE7D2NqG,0,2 years ago,lol omg,大声笑
29008,UgxCpRiDGzrwuzVOfl94AaABAg.8yY6-41Td1g9LlG41HBFZz,0,2 years ago,"same girl, sameeeee lol",同一个女孩，sameeeee哈哈
29121,UgzLSws0lY6BwbZOenZ4AaABAg,0,3 years ago,can i go live with you lol?,我可以和你一起生活吗？
29704,UgzpH3BE2koNS4RrEgp4AaABAg.8yWSez1D5Ga8yZiaNDalgf,0,3 years ago,lol,哈哈
29770,Ugy-OAHMhlUQIdHYZhJ4AaABAg,0,3 years ago,i would never eat that stuff i’m not brave lol but i really enjoy watching her make it.,我永远不会吃那种我不是勇敢的东西，但我真的很喜欢看着她做到。
30023,UgzLwzHtzrVkM2FQjEB4AaABAg.8yVqoJo7C7f8ygPOgr2Drs,0,3 years ago (edited),"oh hell no ahahah its funny how i'm african and i have never stolen anything in my life! and how does africa smell like????oh im not a einstein but they are different places in africa and not all of africa smell the same you sound so dumb right now't smell like beans or sand lol "" i guess im not african "" lol",哦，不是啊，啊，这很有趣，我是非洲人，我一生中从未偷走任何东西！非洲闻起来怎么样？？？哦，我不是爱因斯坦大声笑“我猜我不是非洲”大声笑
31502,UgwUyESYva-00YZisfx4AaABAg.8yVCxkFMJj1944vZIhfFRh,0,3 years ago,@zhaokwong5544 lol,@Zhaokwong5544大声笑
4508,Ugzj2Yk28J8Y2fosqYR4AaABAg.9JVbXgTfIBn9PAyg_dD7cm,0,1 year ago,korean always crying baby… we all know tat lol,韩国人总是哭泣的宝贝……我们都知道tat
30060,UgzkWjFKEzhvJhGj4Bp4AaABAg.8yVnzvNCVJh8yYI5_E4Zhl,0,3 years ago,please contact with her lol,请与她的大声笑联系
4490,Ugzj2Yk28J8Y2fosqYR4AaABAg.9JVbXgTfIBn9NPf-_dTUkI,0,2 years ago,lol,哈哈
3978,UgzddFErU7M5OM42IZ94AaABAg.9Lavf9Moto19P-blp_R18F,0,1 year ago,@negan6889 are you who's slave? lol,@negan6889你是奴隶吗？哈哈
30923,UgzwGoc9tWSZUi0myDV4AaABAg.8yVQSrHBeQZ926a9fDlv2I,0,3 years ago,@muwth null u hj i walk wkk lp llk lp llp llp llp llp llp llp llp llp llp llp llp ll link link lp llpgp kl khhlhl kk kll kk khl kk kk khllllll llll llhl lll lll lellhl lllllpllpllgllgllgllg llk lllklhhllhplll llk kll log llllll lo klllhklhhhhlg hiphop lg yg hj opllllhhlkhklllhkjl guy klhlfhlhghlhhlhjlhlklhhloghl gf hghhlokllhhhohlolllklhyghh hllgll l gh hlhlhhlghg lp kl high llllllkl gl klllkh hlhlhhlghg gghghh glg ghhh lkkkhlky lllgyhhgyhhhghghuhgghhlghhhhlgoyhlhhlgghhhhhhllllhhhhhlhhlhhhlhlkllhklkllhlklll kl klhjlhohuhhhlllhlklglphkllyohllhhhkhhhhllyohlllllllllllhlkllhkllhhilllgihihihlllghllhhll gh golo kllhlllgllhlllklkhlylyhhlhilghhlhghgl hj lo ll gf glg hj lhhhjpoggyyyulplllhllljllluhyyllllg gti lgghlhlllgggghhhllilhghllyggyglhlhjjhgllll kl llklllllhlhghlllpghhlgglghk kl llklllljkllkhlllllgh lo golfo gyu llklllllhlhghlllpghhlgglghk hlhl lu klolhjhlllllhllllklkkil lo llllllllllllllllgkggggjlhhgggghklllllllllhkllhkllhhluhllhlhllollhlollpgglplghlhllhllggglklllllklllpllloopgiglklllllhollklglplpggglklllllllkllllklghlyglllpklllhllklgllkhlghhlgllhluhllllgklllllkljllkllllklklllllklloggogghlhgglllllhllolllllllkklkgghhhlkhhlglhhhklkoogiihhjhllohglllllllllklhgpllghggihghohllkkllllhlkhlllhhllghggjuhggggyyhhlhjglllllllhykhhgillpguhhgoglklkhhhhhhhphhlgogllggllllklkjlljkkhlkkklhllljkkllkkkhkljkiggklohhkhhhlhllgggllglklkhkkkkjllgghluuhhlhhhlhlggghlghhlhghgyulggglgghglhukijhghklkhggghghjjlhhihiiohhllylhkllllllhllglllhklkllllkljullklghuhlllggllgohlkghllklllhllllgghlghhghhhgghlhhoggghhllgyihlgllhggglghhlgggghhkllllliggjglhllglllllllllhhplkllllllgklkljhllkllkhlkkhllkkpllllllkkhkllkkkhlkpllllllllollkhhhgkllllklllhllkllgglkllklllllklhhllklllhulllhlhlllhkllhghggguglghhgglllghghhlllllllggllghlhllghggggghkklpllljlllphgghhllhhllllhkhllkilllgullllllgghhhyglllkllllllllllljlllllhhlgllllllljlllphlkkjhlllllhhhhlllljlllllklllhhhkllllkphuokllllllljkllyygggygugllhhglkklllluyyllhgulljlolllllhlllhhghtllllllhkllllklgjlhhlklpguglhllllggkglpllhghhlfllhllgllgggglkgoollllllllghlhhlhhhghhggllljhkkllllhhlghghlhglglhlhoklylllollkll9lllglhhgghggllllplkgkkhklghlhklgllllllhlhhlhllhhlhklllhlllhllklllplklklklhlhjglkllkllllllklllgglhllllllhlglllllglghhglhlllyygylllllllllkjllollllkklljllkllkklilkllllljhllllogllggghghllhlllkhuglyhlhllgggggghlllll totoro olgllllkjllllll lo gkhllhlhg de,@MuwtH Null U hj I Walk WkK LP LLK LP LLP LLP LLP LLP LLP LLP LLP LLP LLP LLP LLP LL Link LINK LP Llpgp Kl KhHlhl Kk Kll Kk KHL Kk Kk KHLLLLLL LLLL LLHL LLL LLL LELLHL LLLLLPLLPLLGLLGLLGLLG llk lllklhhllhplll llk kll log llllll lo klllhklhhhhlg hiphop LG yg hj opllllhhlkhklllhkjl Guy klhlfhlhghlhhlhjlhlklhhloghl GF hghhlokllhhhohlolllklhyghh hllgll l GH hlhlhhlghg LP kl high llllllkl GL klllkh hlhlhhlghg gghghh glg ghhh lkkkhlky lllgyhhgyhhhghghuhgghhlghhhhlgoyhlhhlgghhhhhhllllhhhhhlhhlhhhlhlkllhklkllhlklll kl klhjlhohuhhhlllhlklglphkllyohllhhhkhhhhllyohlllllllllllhlkllhkllhhilllgihihihlllghllhhll GH golo kllhlllgllhlllklkhlylyhhlhilghhlhghgl hj lo ll GF glg hj lhhhjpoggyyyulplllhllljllluhyyllllg GTI lgghlhlllgggghhhllilhghllyggyglhlhjjhgllll kl llklllllhlhghlllpghhlgglghk kl llklllljkllkhlllllgh lo golfo gyu llklllllhlhghlllpghhlgglghk hlhl lu klolhjhlllllhllllklkkil lo llllllllllllllllgkggggjlhhgggghklllllllllhkllhkllhhluhllhlhllollhlollpgglplghlhllhllggglklllllklllpllloopgiglklllllhollklglplpggglklllllllkllllklghlyglllpklllhllklgllkhlghhlgllhluhllllgklllllkljllkllllklklllllklloggogghlhgglllllhllolllllllkklkgghhhlkhhlglhhhklkoogiihhjhllohglllllllllklhgpllghggihghohllkkllllhlkhlllhhllghggjuhggggyyhhlhjglllllllhykhhgillpguhhgoglklkhhhhhhhphhlgogllggllllklkjlljkkhlkkklhllljkkllkkkhkljkiggklohhkhhhlhllgggllglklkhkkkkjllgghluuhhlhhhlhlggghlghhlhghgyulggglgghglhukijhghklkhggghghjjlhhihiiohhllylhkllllllhllglllhklkllllkljullklghuhlllggllgohlkghllklllhllllgghlghhghhhgghlhhoggghhllgyihlgllhggglghhlgggghhkllllliggjglhllglllllllllhhplkllllllgklkljhllkllkhlkkhllkkpllllllkkhkllkkkhlkpllllllllollkhhhgkllllklllhllkllgglkllklllllklhhllklllhulllhlhlllhkllhghggguglghhgglllghghhlllllllggllghlhllghggggghkklpllljlllphgghhllhhllllhkhllkilllgullllllgghhhyglllkllllllllllljlllllhhlgllllllljlllphlkkjhlllllhhhhlllljlllllklllhhhkllllkphuokllllllljkllyygggygugllhhglkklllluyyllhgulljlolllllhlllhhghtllllllhkllllklgjlhhlklpguglhllllggkglpllhghhlfllhllgllgggglkgoollllllllghlhhlhhhghhggllljhkkllllhhlghghlhglglhlhoklylllollkll9lllglhhgghggllllplkgkkhklghlhklgllllllhlhhlhllhhlhklllhlllhllklllplklklklhlhjglkllkllllllklllgglhllllllhlglllllglghhglhlllyygylllllllllkjllollllkklljllkllkklilkllllljhllllogllggghghllhlllkhuglyhlhllgggggghlllll Totoro olgllllkjllllll lo gkhllhlhg de
30949,UgzwGoc9tWSZUi0myDV4AaABAg.8yVQSrHBeQZ9GztxCdyhSp,0,2 years ago,lol nigella has long reigned supreme. she's good too tho.,大声笑Nigella长期以来一直在统治最高。她太好了。
31078,UgySDT8GBH6dMKvNr8h4AaABAg.8yVMbI0r1Kg8yWMk4Bf9U1,0,3 years ago,lol,哈哈
3959,Ugw_VFCnEAP9oUL_quV4AaABAg.9LbFUxa6z2b9Lrf9l-hU2V,0,2 years ago,"@coconutboy8198 yeah, the black heart pineapple lol",@coconutboy8198是的，黑心菠萝大声笑
3899,UgxOtaTzAWSM3Y62IId4AaABAg.9LmRnWjG4H69LpqaonFvNG,0,2 years ago,lol,哈哈
25836,UgzmyYxrl563MT1LEvN4AaABAg,0,3 years ago,lol i'm sure this has been said before but this is the first time i've seen one of her vids and i feel like i just watched a ghibli movie everything is so beautiful and full of life i just love it,大声笑我敢肯定这是之前已经说过的，但是这是我第一次见到她的一个视频，我觉得我刚看过吉卜力电影，一切都是如此美丽，充满了生活，我只是喜欢它
14415,Ugyxvdayf7Xwv5cRckd4AaABAg,0,3 years ago,lolll,拼字
6869,UgyAV5rAQNb1Kr2_nYd4AaABAg.9DwtMjivDHT9EotpHrNdpb,0,2 years ago,everything she cook looks good!! but she don't share the recipes!! just cooking and eating ๐ lol,她烹饪的一切看起来都不错！但是她不分享食谱！只是做饭和吃
25507,Ugxkaczi3rRY4eft6Y54AaABAg.8z1M5cLp9qc8zJl9mbENc2,0,3 years ago,david z good one lol,大卫Z好一个大声笑
16821,UgxjySQyWB6VBun_lLt4AaABAg.92qrT3Z16hI939I-zIHADG,0,3 years ago,"@tehkettybear lol, you would love to see the fact and truth, why don't you watch news, you will see street gun fighting in american, that is the most beautiful scene in america.",@TehkettyBear大声笑，您希望看到事实和真理，为什么不看新闻，您会看到美国最美丽的场景中的街头枪支战斗。
16914,UgyTxb4ErvgQcNNfW8t4AaABAg,0,3 years ago,"lol i wanna know how she films and edits her videos,",大声笑我想知道她如何拍摄和编辑视频，
17013,UgzCwT-Khgr4NDvn8cp4AaABAg.92oi4ep8RCm92qm-_anFsP,0,3 years ago,"grace li lol, she setting the bar too high for them...!",格蕾丝·李大声笑，她为他们设定了太高的酒吧...！
17264,Ugz3iesR7mhHF9_w0i14AaABAg,0,3 years ago,is this girl mina from twice ? or is she just look like her ? lol,这个女孩是来自两次的Mina吗？还是她看起来像她？哈哈
17361,Ugz_7s6SA3hDL7Can_t4AaABAg.92l8B0Itr-9932xPPS9Dsz,0,3 years ago,@qifeiliu7601 in china lol,@qifeiliu7601在中国大声笑
13144,UgxSpGK7lZzyc7rm0WB4AaABAg,0,3 years ago,got more viewers compare to gordon ramsay . lol,与戈登·拉姆齐（Gordon Ramsay）相比，有更多的观众比较。哈哈
