,cid,votes,time,含lol,含lol中文翻译
45609,UgwadGDIuNalvzlSG7d4AaABAg,0,4 years ago,"should i point out that what was labelled as ""roasted melon seeds"" was actually very obviously sunflower seeds? that part was a bit weird.
apart from that, i loved watching this, and have watched many other vids of yours, and they're all so beautiful! 
you're living in a dream village that ever so many people wish they could escape to - such is the stressful complexity of our lives.
i legit expected totoro to show up or something, lol! that's how surreal your lifestyle is to the rest of us. :) 
thank you for sharing! your camera person is on point! :)","我是否应该指出，标有“烤瓜子”的标签实际上是非常明显的葵花籽？那部分有点奇怪。
除此之外，我喜欢观看它，并且已经看过您的许多其他视频，而且它们都很漂亮！
您住在一个梦想中的村庄，有很多人希望他们能逃脱 - 这就是我们生活中压力很大的复杂性。
我合法期望托托罗出现，大声笑！这就是您的生活方式对我们其他人的超现实。 :)
感谢你的分享！您的相机人在点！ :)"
47059,UgzEzbBHgQyfOh0y8Xt4AaABAg,0,4 years ago,so relaxing to watch lol,放松观看大声笑
45369,UgxlhimWspu85X5_hcR4AaABAg,0,4 years ago,"those are sunflower seeds not melon seeds, right? i truly love the peacefulness to the cinematic video editing and soothing background music! esp when she picked that pomelo with the perfect shaped basket fruit picker lol it was so calming to watch",那些是葵花籽而不是瓜子，对吗？我真的很喜欢电影视频编辑和舒缓背景音乐的和平！特别是当她用完美形状的篮子拾取器大声笑挑选pomelo时，这真是太平静了
34574,UgxVYUnsT151eQrq-Kh4AaABAg,0,4 years ago,can someone tell me what's her name in pinyin. lol. can't read chinese.,有人可以告诉我她在拼音中叫什么名字。哈哈。不能读中文。
34234,Ugw2qMjwG_DrnDR_9AV4AaABAg.8v8HKTfW7bs8vPHWCj9Tam,0,4 years ago,.....lol it seems like a stresssful life,.....大声笑似乎是一种压力很大的生活
34262,UgxVutejOJZnfGCdD314AaABAg,0,4 years ago,im so glad she finished cooking that meat lol,我很高兴她吃完那肉大声笑
38472,Ugwtqcgu7jURm2ORmY94AaABAg.8tXcYsJS5TQ8tioGlEd8e1,0,4 years ago (edited),john smith get to youtube. lololololololollllolol,约翰·史密斯（John Smith）到YouTube。大声笑
47252,UgyGqPDtUXIIN1puXrZ4AaABAg.8qpRZCUEzcD8qpRuTAeNFM,0,4 years ago,and the big ones are apples not tomato lol,大的是苹果而不是番茄
47656,UgyhaveZ9MpiIhk4srJ4AaABAg,0,4 years ago,lol! the jump scare moment!,哈哈！跳跃恐慌时刻！
51452,Ugznsn2xG9W2Z_BQZ_p4AaABAg,0,4 years ago,will try it next year.lol,明年会尝试
51382,UgyhAEqiSdcw-3fa_2F4AaABAg.8qlWjpPNezZ8qlqQtq5WeP,0,4 years ago,@amniamaninaofficials lol,@AmniaManinaOfficials大声笑
33332,Ugw1jS7OCV7_Uon5t894AaABAg,0,4 years ago,wow childhood memories of fried rice! lol,哇 童年回忆炸草米！笑死了
50822,UgzcTzhK5BBds6HJyZV4AaABAg.8qld0zlkwk68qlq8ipstrV,0,4 years ago,"@andyc1885 some guys said it's manyang (??) xichuan's dialect. lol, i'm not chinese obviously..",@andyc1885有些人说这是Manyang（??）Xichuan的方言。大声笑，我显然不是中国人..
50819,UgwCg8LPn_TP7wg7aOF4AaABAg,0,4 years ago (edited),lol when the popcorn boom,大声笑时爆米花繁荣
50638,UgzIkhCV3elocb4bkT94AaABAg.8qlgDiN-XkC8qlh9wUKC3B,0,4 years ago,i wanted to say to you* not your * actually. lol.,我想对你说 *不是你的 *。哈哈。
33432,Ugy11aUE51S66879JXR4AaABAg,0,4 years ago,"at 6:00, look at the white puppy and the corner, it just vanished in thin air lol. but seriously, this is one calm video",在6:00时，看着白色的小狗和角落，它在稀薄的空气中消失了。但是说真的，这是一个平静的视频
33494,UgxFbiYwPb_wRq_jwEd4AaABAg,0,4 years ago,"we were supposed to live life like this, simple, peaceful and productive. now here we are, a fee years away from a dangerous pollutant air and global warming lol",我们应该过这样的生活，简单，和平与富有成效。现在我们在这里，距离危险的污染物和全球变暖大声笑了几年
50080,UgwkdwTTSjX8IzSOD0p4AaABAg,0,4 years ago (edited),"i honestly thought that at 3:37 she was going to start making fondant ! lol
who thought the same?

i love these videos. it brings me so much calmness.","老实说，我以为在3:37她将开始制作软糖！哈哈
谁也是如此？

我喜欢这些视频。它给我带来了很多镇定。"
49591,Ugxy0kb-8HBtWxfYNIp4AaABAg,0,4 years ago (edited),i love this her three babies fallow her everywhere lol,我爱这个她的三个婴儿，她到处都是春节！！！
33498,UgzdRS2PhLjzP4kswIJ4AaABAg,0,4 years ago,whenever i want to start chores i always watch her vids first. makes my cleaning and washing a small feat to finish lol,每当我想开始做家务时，我总是会先看她的视频。让我的清洁和洗个小壮举完成大声笑
49390,UgwUfBYcUudNiMdJEp54AaABAg,0,4 years ago,lol popcorn cannon scared the crap out of the puppies hahaha,大声笑爆米花大炮吓到了幼犬的废话哈哈哈
33543,Ugx04eEjyCyFKBbA9xd4AaABAg,0,4 years ago,the digimon music in the background was kinda off for me lol,背景中的Digimon音乐对我来说有点不满意
33603,Ugwi6MPmUUHVJiZrO-V4AaABAg.8vCZsi2p9r2934Q7sxnoLl,0,3 years ago,"lolololol, same here.",大声笑，在这里。
48384,UgyVAn31ZHNqE1i6UNp4AaABAg.8qn3RtKeHEN8qp4yk2J3Jn,0,4 years ago,@dexlldroid3958 its called corn/rice amplifier...lol,@dexlldroid3958它的名为玉米/米饭放大器...大声笑
47848,Ugwg5_FHOlBN7g_4Msx4AaABAg,0,4 years ago,lol,哈哈
34964,UgwYRZY6gH74geqCist4AaABAg,0,4 years ago,this was put up in january and already has over 20 million views! wow! i am not the only person finding this so interesting to watch! hello everyone else! lol,这是在一月份提出的，已经有超过2000万观看次数！哇！我不是唯一发现这个有趣的人！大家好！哈哈
33847,UgxQ4obKp7Mzrv-Mbi54AaABAg.8vAAkm2tSd4906664YFNcd,0,3 years ago,"@syncmaster915n - hi, it just goes to show that we were moved. albeit in different directions at times. this is the first comment that i have ever left that i didn't think about before posting, i usually edit a half dozen times in my head and even more times before i pushed the button. i check back now and again to see what people write, but i didn't think about the ""likes"" until i was confronted by an angry person who i decided to ""call out"" for what she was accusing me of doing.
""like""(s) are something i hit on every video i watch, no matter what. so they really didn't mean much, well... that was until i was accused of writing what i did for ""likes"". lol.... i was accused of pushing people to suicide because i liked her""fake"" content and wrote the original comment. 
lol. ... i was going to erase this and not push send, but i thought what the hell.","@syncmaster915n-嗨，它只是表明我们被移动了。尽管有时会朝不同的方向发展。这是我留下的第一个评论，我在发布之前没有考虑过，我通常会在脑海中编辑六次，甚至在我按下按钮之前进行更多的次数。我会不时地检查人们写的内容，但是直到我面对一个愤怒的人，我决定“呼唤”她指责我做什么之前，我才想到“喜欢”。
无论如何，我在观看的每个视频中都打了“喜欢”（S）。因此，他们真的没有什么意思，好吧……那是直到我被指控写我为“喜欢”做的事情。大声笑....我被指控促使人们自杀，因为我喜欢她的“假”内容并写了原始评论。
哈哈。 ...我要删除这一点，而不是推动发送，但是我想到了什么。"
33885,UgxQ4obKp7Mzrv-Mbi54AaABAg.8vAAkm2tSd494la7nGlGyA,0,3 years ago,@funwithfood7451 lol,@funwithfood7451大声笑
33961,UgxQ4obKp7Mzrv-Mbi54AaABAg.8vAAkm2tSd49ByBWIQKJhJ,0,2 years ago,"john - my family actually had a strawberry farm with two cows, chickens , hay, clover and christmas trees and more.
i was born in los angeles, california my family lived in the city until i was 11. my parents wanted us to have a better and safer life, so decided to take us to washington state. i love washington, it is so beautiful and no matter where you live you can have deer walking across your lawn in the wee hours of the morning. i loved farming even though it was very difficult and strenuous for a city kid, but it felt like a place that i could call home. it's quite funny looking back now and remembering how my mother had to chase the cow in order to milk it. you could never tell where she was going to be from one day to the next because the cow chose the location... lol. we have a little black angus calf that we named lucky and that crazy little calf like biting people's butts. i never did like the chickens they are vicious when you tried to take their eggs, but they're not nearly as aggressive as geese. anyway, i loved it .","约翰 - 我的家人实际上有一个草莓农场，里面有两头奶牛，鸡，干草，三叶草和圣诞树等。
我出生于加利福尼亚州洛杉矶，我的家人住在这座城市，直到我11岁。我的父母希望我们过上美好，更安全的生活，因此决定带我们去华盛顿州。我爱华盛顿，它是如此美丽，无论您住在哪里，都可以在早晨的凌晨穿过草坪上行走。我喜欢耕种，尽管对于一个城市孩子来说非常困难和艰苦，但感觉就像我可以叫回家的地方。现在回顾过去，想起我母亲是如何追逐牛来挤奶真是太有趣了。您永远无法分辨她从一天到另一天的何处，因为牛选择了位置...大声笑。我们有一个小的黑安格斯小牛，我们叫幸运，那个疯狂的小牛像咬人的屁股一样。当您试图取鸡蛋时，我从来没有喜欢过它们的鸡，但是它们的侵略性不如鹅。无论如何，我喜欢它。"
34212,Ugyw64mGiMbVKYHy4bV4AaABAg.8v8nVpiddY88vQ5xDoNTY3,0,4 years ago,jonni ishka lol,乔尼·伊什卡（Jonni Ishka）哈哈
34946,UgyIUCZbX55yJ93aARN4AaABAg,0,4 years ago,"i need the recipe to these like....asap lol she is so awesome, i watch her at work when i should be working, on break, on my way home and before i go to bed. she is what keeps my anxiety down but the treats look really good i wanna try some๐’๐’๐’๐’",我需要这些食谱。她是让我焦虑的原因，但是我想尝试一些痛苦，我想尝试一下
35576,UgwvFNzx_Dw23m-O3Ox4AaABAg,0,4 years ago,07:46 love her hat lol,07:46爱她的帽子大声笑
34990,UgyFPf0UvsRXX6i9XCN4AaABAg,0,4 years ago,love how she always makes sure to get a little piece everything as she makes it lol.,爱她总是确保在她制作的那样，确保所有的东西。
36366,UgxicoAdDK7uAhAeB9R4AaABAg,0,4 years ago,mary me girl! lol,玛丽我的女孩！哈哈
36684,UgylTM1tk7rRFvWtYkJ4AaABAg.8uRIOVFo2EQ8ucKqP5q0oG,0,4 years ago,tianxing yuan lol๏ผits just not real chinese rural๏ผbut it still have to work hard physicallyใ€the rich people you talk about are just dont want give up their rich life,tianxing yuan哈哈，它不是真正的中国农村，但它仍然必须在身体上努力工作。
41669,UgzRKyB27xqUokmoM6l4AaABAg,0,4 years ago,i can just set and watch her all day long for the rest of my life lol she is so cute.,我可以整天整整一生，大声笑，她真可爱。
41661,UgxP_Cj06aZmLa2bSqp4AaABAg.8ruzrnHtE3L8s8J-JW9yTS,0,4 years ago,"@romonabruno search it up on google you'll find, can't guarantee you will understand it though lol",@romonabruno在Google上搜索它，您会发现，不能保证您会理解它
41563,UgwRvPfIJAvg1Ae0m-t4AaABAg,0,4 years ago (edited),lol am i the only one thinking that it’s the music from digimon at 5:16,大声笑我是唯一一个认为这是Digimon在5:16的音乐
41208,UgzalwxOsQqUtnVB3Wh4AaABAg,0,4 years ago,too much sweetness i am gonna get diabetes lol,我会吃太多甜蜜的糖尿病大声笑
36794,UgwRFo-eaYSHbYMC5yR4AaABAg.8uPQ7pNVLHx9Avk8E43tjp,0,2 years ago,lolll๐,lolll
41119,Ugw4TwFAGoLyNaUJC3R4AaABAg,0,4 years ago,lucu.. wedhuse melu² :d its so lol.. the sheep is following that girl haha,卢西.. wedhusemelu²：d its so hol ..绵羊跟着那个女孩哈哈
41012,UgwyrsnkqIVdmGswFxl4AaABAg,0,4 years ago,when ur dogs are best friends with a goat lol,当你的狗是最好的朋友与山羊大声笑
41006,Ugy4H8djwaLQbkCx3wN4AaABAg,0,4 years ago,that explosion tho 6:00 just for popcorn lol same,爆炸6:00只是为了爆米花大声笑
40832,UgzU1fRFenq0ujdJfi94AaABAg,0,4 years ago,anyone notice the background music of this video in the first digimon series? lol starting from 5:17,有人在第一个Digimon系列中注意到该视频的背景音乐吗？大声笑从5:17开始
40782,UgyvjKx2pSv-t5RzL_h4AaABAg,0,4 years ago,"a hardworker,may i marry her lol ...",一个勤奋的人，我可以嫁给她哈哈...
40120,UgxJI_osYOUChuEkD9B4AaABAg,0,4 years ago,"hhhhhhhlola
loa
hhhhhhhhhhhhhhh","hhhhhhlola
loa
hhhhhhhhhhhh"
37158,UgwvPmM57EftZiRHSBl4AaABAg,0,4 years ago,"""chinese chestnut"" lol isn't it just chestnut",“中国栗子”大声笑不仅仅是栗子
39749,UgyIu1wOppHLPVIh8W94AaABAg,0,4 years ago,lol i'm hungry ๐…๐,大声笑我饿了
37535,UgxMnJjSTRCIRdPxFh94AaABAg,0,4 years ago (edited),can i live here??? and damn good camera man or woman. and i reaaaallllly appreciate your wifi signal here ๐ and dammnnn that big ass mangoes lol. but why didn't you just pick that yellow fruit on the ground they seem okay still.,我可以住在这里吗？？？和该死的好相机男人或女人。我在这里感激您的wifi信号
37567,Ugyzltn0xHcx90iW01x4AaABAg,0,4 years ago (edited),"those are just conckers in the uk lol, not chestnuts.",这些只是英国的康普克斯大声笑，而不是栗子。
39710,Ugz7Gs9iJQG8ZOEBYUV4AaABAg.8slpNh--Mvi8uNprF6T7ht,0,4 years ago,bts is unstobbable atleast i'm not the only one lol,BTS是不可动作的，至少我不是唯一的一个大声笑
39709,Ugz7Gs9iJQG8ZOEBYUV4AaABAg.8slpNh--Mvi8uNpl6nXxRP,0,4 years ago,@eputra25 relaxation at its finest lol sorry hope you and your phone is alright..,@eputra25最好的放松大声笑，对不起，希望您和您的手机还可以。
39621,UgyJgm-XX9KjK9RI6dN4AaABAg,0,4 years ago,"propaganda!
go see in china if you see that lol","宣传！
如果您看到那个大声笑，去中国去看"
39561,Ugyq0UjeWhSBQgi7luV4AaABAg.8spU6MGGnmN8tRGCj00XbC,0,4 years ago,@blakevortex1 lol make videos i'd watch,@blakevortex1大声笑我要看的视频
39482,UgznA6ivnkDZ4HPYIbh4AaABAg,0,4 years ago,i want you to cook for me every day lol,我要你每天为我做饭
38716,UgyKjVM_6Ptx9xw0xIt4AaABAg,0,4 years ago,i thought this was a scene from a k-drama for a moment lol,我以为这是来自K戏剧的场景
38280,UgyvIMuA5rtGYeWKW6h4AaABAg,0,4 years ago (edited),"wow this woman is on another level, well done youtube for finally recommending something decent, cant stop watching the rest now lol what a life โคโคโคcan you imagine if this was a retreat dont think id ever want to come home ๐ค”๐๐‘๐ป",哇，这个女人在另一个层面上，YouTube做得很好，终于推荐了一些体面的东西，现在不能停止观看其余的人，大声笑了，您可以想像这是一个静修会，如果不认为ID想回家
38631,Ugx7gnb2_LJxWk3HE8h4AaABAg,0,4 years ago,"i wish i had a mother like her, lol. also, that place is fucking stunning...",我希望我有一个像她这样的母亲，大声笑。另外，那个地方真是令人惊叹...
38299,UgxEAT0GQ7ZsR8TJ8EB4AaABAg,0,4 years ago,can i live with you?? lol,我可以和你住吗？哈哈
36579,UgzOfhqvRWK-7vL9dT94AaABAg.8uSa5KcumS58uVGlzClGBR,0,4 years ago,"yueming wu oh, ok because i was wondering why she was making so much food when it was mostly just her and her grandmother lol! thank you for the info! (^u^)",Yueming Wu哦，好的，因为我想知道为什么她和她的祖母大声笑了，为什么她会做这么多食物！谢谢你的信息！ （^u^）
41839,UgzNSqtFeUYIyOSa1zV4AaABAg.8rrPBCGkdMp8sB-bnrntoi,0,4 years ago,"@dgua2917 appreciate the response but no...so she has no technology or western appliances to prepare food with so she's doing things that takes like 3 and 4 days to do...but she has adobe photoshop, a laptop, computer, high quality camera, tripods, editing equipment .... lol",@dgua2917感谢这一回应，但没有……所以她没有技术或西方电器可以用来准备食物，所以她做的事情需要3和4天，但是她有Adobe Photoshop，笔记本电脑，计算机，高高优质的摄像头，三脚架，编辑设备....大声笑
45041,Ugz35dVqBi0jxGET5Zd4AaABAg,0,4 years ago,watching her makes me wanna live in a country side lol. everything about this video aesthetic.,看着她让我想住在一个乡村方面。关于此视频美学的一切。
36354,UgxycVrj50mbX5LKuqx4AaABAg,0,4 years ago,i bump into your vids and suddenly fall in love lol...,我碰到你的视频，突然坠入爱河哈哈...
35041,UgyoQ22FTE7CBFzC4qx4AaABAg.8ukF8x1n6m-8vGOmj5SEs7,0,4 years ago,@therewasnochill8997 lol and what can you do with your education?,@thenwasnochill8997大声笑，您该怎么办？
35052,UgyoQ22FTE7CBFzC4qx4AaABAg.8ukF8x1n6m-8vUKB7bfLVh,0,4 years ago,@maryj7423 lol......listen...its never too late๐๐,@maryj7423大声笑......听...它永远不会太晚
44986,UgxF6fHp5nG5Nh5CLnp4AaABAg.8r9-keU1qqd8rGaWa7cao3,0,4 years ago,literally no one said french has the best cuisine lol,从字面上看，没有人说法国最好的美食大声笑
44976,Ugzkyht9GJ-UWBb8pBV4AaABAg.8r90JNhQgYy8rFHOgSVsNP,0,4 years ago,silver bat the last two emojis are so true lol,银蝙蝠最后两个表情符号是如此真实大声笑
35236,Ugz579MTG80QPtkdukd4AaABAg,0,4 years ago,just wanna hear her say something in english lol...๐…,只是想听听她用英语说些什么哈哈...
44820,UgzX0Ljxz0uv6alGN_d4AaABAg,0,4 years ago (edited),was that sheep supposed to be eating that stuff at 1:10? lol and those puppys never seem to grow,那羊应该在1:10吃那东西吗？大声笑，那些小狗似乎从来没有生长
35507,Ugw0G0NNW93Rq3CBwkN4AaABAg,0,4 years ago,and who taught her all these amazing skills? she looks 14 years young. lol! i'm so glad i found her videos!,谁教她所有这些惊人的技能？她看起来14岁。哈哈！我很高兴找到她的视频！
35548,UgxCG8VduKJsP6B3nnt4AaABAg,0,4 years ago,mygod i already love her she can do almost everything. can you adopt me lol,mygod我已经爱她，她几乎可以做所有事情。你能收养我吗
35579,UgzSTD3zoK3Ifq9OxS94AaABAg,0,4 years ago,what a life u lead..it looks like work every day but wholesome like um rewarding i miss it but i've never even lived it except in books lol,你过着什么生活..每天都在工作，但是有益健康，像嗯，我想念它，但我从来没有生活过，除了书中，大声笑
44738,Ugxq7Cq7t5BGuHaP88F4AaABAg,0,4 years ago,youtube suggested it for me... lol.. youtube knows what i like,YouTube为我建议...大声笑.. YouTube知道我喜欢什么
44634,UgzB92aBu1Uow9qGNot4AaABAg,0,4 years ago,wow!!! the original air fryer! lol,哇！！！原始的空中油炸锅！哈哈
35595,Ugxw88D797s_041a9ql4AaABAg,0,4 years ago,you know those modern-day cooking asmr cooking videos where you just hear the high def sounds? this is the old-school version lol hehe,您知道那些现代的烹饪ASMR烹饪视频，您只是听到高def的声音吗？这是老式版本大声笑
44585,UgyuszWqQ4dBFx_p5Ft4AaABAg,0,4 years ago,future wife lol,未来的妻子大声笑
44404,UgwRE62a2ZycSWiUA5V4AaABAg,0,4 years ago,you chinese people dont know how much we loves u..the lifestyle..everything..lol from rest of the country.,你们中国人不知道我们有多爱你。
36094,UgxkdQdv0uPvbJ3Gkzx4AaABAg,0,4 years ago,lolllll the way she dropped the vegetables ๐๐๐๐๐๐๐,她掉下蔬菜的方式lolllll
36103,Ugw7Q3qqs08TZACx3E14AaABAg,0,4 years ago,that baby goat stay chewing on everything lol,那只婴儿山羊保持咀嚼的一切大声笑
36255,UgwUNGCDC04jot9otiV4AaABAg,0,4 years ago,5:56 she's so cute lol <3,5:56她是如此可爱大声笑<3
44228,UgxRdSC0vOt5e41GiXF4AaABAg,0,4 years ago,@9:29 grandma's hat. lol. too cute!,@9：29奶奶的帽子。哈哈。太可爱了！
43254,UgzwnZCYP96f_23Hcl94AaABAg,0,4 years ago,"i love when they're popping the corns and she's all frantic while grandma is just there, all smiles and chilling. lol they both so cute!",我喜欢当他们弹出玉米时，她都疯了，而奶奶就在那儿，所有人都笑着很寒意。大声笑他们俩都这么可爱！
42691,Ugzz0b_ei7MfIbpQyaJ4AaABAg,0,4 years ago,i love this vid.. funny with the pop corn.. lol,我爱这个vid ..与流行玉米一起有趣的
42571,UgwoIfT7CTwBAY9MdWZ4AaABAg.8ray6aB50jy8rkz1vA2tD0,0,4 years ago,prathima chowdhary lol,Prathima Chowdhary哈哈
42283,UgyQoT4InHc0Z8rWo7J4AaABAg.8rhspoPdYK98rtGL2_vu-E,0,4 years ago,lol,哈哈
42096,UgxC4DeXloh2_0eMSuJ4AaABAg,0,4 years ago,lol the stone furnace/oven looks like a cat ! haha omg so cool,大声笑的石炉/烤箱看起来像猫！哈哈，好酷
42059,Ugx44jqDQWWAv9h38WR4AaABAg,0,4 years ago,ooo i need to marry with her.lol,哦，我需要和她结婚。
42054,UgwJVEe1ZCIE5XiL4hB4AaABAg,0,4 years ago,"lol 5:57 i love how she flinches, but her grandma doesn't move.",大声笑5:57我喜欢她如何退缩，但她的祖母没有动。
38477,Ugxuf_90Qgj3ak3pZct4AaABAg,0,4 years ago,it is sooo cute to have two dogs and a sheep looking after you lolol.. its sooo cute,有两只狗和一只绵羊照顾你，真是太可爱了。
43,Ugw-fIY0frHjplsdm9d4AaABAg,0,10 days ago,omg the popcorn maker.. all i can think about is stephanie soo video about it lolol,天哪，爆米花制造商..我所能想到的只是史蒂芬妮·索（Stephanie Soo）
32945,UgyjnPdf06woaBOecd94AaABAg.8v_M-2g7Ul18vb844Z52D7,0,4 years ago,lol. those are beef. don't worry.,哈哈。那是牛肉。不用担心。
15582,Ugz6Crq1rQZ_uHYCX094AaABAg.99RvttOnJ2p9ACIcxAs-G3,0,2 years ago,@lindseyrubenstein6028 its indeed acting but tbh its kinda like a nostalgic chinese inside joke bc most of us were scared of that black popcorn machine in our childhood. i am older than her but i wont even stand that close to the machine like her lol,@lindseyrubenstein6028的确表现得很重要，但它像一个怀旧的中国笑话，bc bc bc中的大多数人都害怕我们童年时期的那台黑色爆米花机。我比她大，但我甚至不会像她那样靠近机器
16939,UgzqwpL-O--alsDGEvJ4AaABAg.98Hisv6QB4z99K4u3mS7T4,0,3 years ago,lol,哈哈
16826,UgyboFi-BZKZHk48evp4AaABAg.98OsGwFhp8f98PXzd_z32b,0,3 years ago,"lol,just be her photographer,and enjoy her dishes.",大声笑，只是做她的摄影师，喜欢她的菜。
16698,UgwL7olMGPJTHMAkYId4AaABAg.98WDNW2-zKp99YDSnTFG7n,0,3 years ago,mel hawk i'm imagining hearing that in a grandma's irish gaelic accent or from like that witch from the movie brave lol,梅尔·霍克（Mel Hawk
16486,UgzO7Q9LG_oAD2wUg3p4AaABAg.98fdQ3AeW6l99MFOMcLZes,0,3 years ago,loll sooooeuuuuuuuuuuuuuuuuuuuuuuuhuu,Loll sooooeuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu u
16419,UgyWQwKdl6o3Gnt4POh4AaABAg.98i0cVQSs-z98qGnnFT3eJ,0,3 years ago,"@onur8848 ""if this is racism"". lol is that a question or you just really dumb. you're like north korean level of brainwashed against chinese people. you should go outside for once, for your own health.",@onur8848“如果这是种族主义”。大声笑是一个问题，或者您真的很愚蠢。您就像朝鲜对中国人民的洗脑水平。为了自己的健康，您应该一次去外面。
16079,UgzfUqZMZ0WP_EBlvA14AaABAg,0,3 years ago,subscribed to her after watching her video how she grow her own cotton to make her grandma a mattress! this video made me realize she's the supplier of chinese snacks. lol. i love her!,观看了她的视频后，她订阅了她如何种自己的棉花，使奶奶成为床垫！这段视频使我意识到她是中国小吃的供应商。哈哈。我爱她！
15810,UgytZ9mCDasChR2kIJp4AaABAg.99DUgaM0Tri99SaYzxiiio,0,3 years ago,@bhy4694 lol she shook the hand that didn't touch the heat. 'such an actress' does not mean that she is but that she acts like one.,@bhy4694大声笑，她握着没有触及热量的手。 “这样的女演员”并不意味着她是，而是她的举止。
15513,Ugydb_vbaefxZmhO61V4AaABAg.99UtNiQPIej99YHCFmeIo8,0,3 years ago,cause she can cook? lol,因为她可以做饭吗？哈哈
17520,UgwKrcC7WhtLbcCj-QN4AaABAg,0,3 years ago,talk about the lucyest dogs ever lol,谈论有史以来最豪华的狗大声笑
14919,Ugwr55YKD-HiVdP_fWx4AaABAg,0,2 years ago,"syuwkhydnckdlokinj owlmvhhhdolloll2pppleoldlokkeodkldlldldl,w,lull,xml,d,dllmvjfjgnhnvnjjjfjfjjjjjfjfjfkkdlldowllalleiufjrixllwipqlxjdmdmmodel,exxxxxxnnnnnnnn","Syuwkhydnckdlokinj owlmvhhhdolloll2pppleoldlokkeodkldlldldl,w,lull,xml,d,dllmvjfjgnhnvnjjjfjfjjjjjfjfjfkkdlldowllalleiufjrixllwipqlxjdmdmmodel,exxxxxxnnnnnnnn"
14361,Ugxj-HMcH61y0Or4_9N4AaABAg.9AlI71MVP659Bdn4GXm1Zf,0,2 years ago,lol,哈哈
12871,UgxFWm-44G4PmDY3zNx4AaABAg.9CdwK7sIXZo9D9GVdwCp7o,0,2 years ago,@hijabismyhair_189 im finding that little dragon. lol,@hijabismyhair_189即时发现那只小龙。哈哈
12790,UgwMF1APtifjdYDmwVl4AaABAg,0,2 years ago,at 0:42 was it the puppy's paw touching the chestnut lol,在0:42是小狗的爪子触摸栗子大声笑
12688,UgwT1gDAxj3u5Py3Xn14AaABAg.9Cu4gC8q40r9Ef3qw1l60-,0,2 years ago,@stanloonalol848 you idiot world is suffering because a you people!!!!!!!,@stanloonalol848你的白痴世界正在遭受苦难，因为你们一个人！
12187,Ugw6GQhOfy-kXhpY2Jl4AaABAg,0,2 years ago,i wish she played mulan lol,我希望她玩过木兰大声笑
12128,UgzQReBfyGQly1H_Tdh4AaABAg,0,2 years ago,when your hungry. and see this video my tummy is super noisy. lol thank you for sharing. pls continue vlogging. keep safe always. new friend here,当你饿了。并观看此视频，我的肚子超级嘈杂。大声笑谢谢您的分享。请继续视频博客。始终保持安全。新朋友在这里
17498,UgwjwUJ64AMEJt0Mruh4AaABAg.97qWS9tSYQa98KvkzNvoG8,0,3 years ago,"@vashthestampede007 you are just like andh bhakts in our country who just cannot hear or watch any thing against their paapaa's you say you not defending common bro'h just read your own comment again and i am not googling or anything i am not from china it's just that i know the fact and you even after knowing it just pretending it never happened lol , where do you people come from ?",@vashthestampede007您就像我们国家的安德·bhakts一样只是我知道这一事实，即使知道它只是假装它从未发生过，大声笑，你们来自哪里？
17747,UgxL6c600R5d8uRL_z14AaABAg,0,3 years ago,"after so many snacks, you may see that li ziyi became fat in the next two phases. lol",屯了这么多零食，可能在后面两期视频中就会看到李子柒变胖了 lol
11612,UgzJ2D_lm18OYb9oO114AaABAg,0,2 years ago,ancient rock candy. lol,古代岩石糖果。哈哈
19443,UgwiuaUlQ3XfobUcwsR4AaABAg,0,3 years ago (edited),"can i ask her hand .... lol ....
she is so pretty.... i wanna contribute for this channel","我可以问她的手....大声笑....
她真漂亮....我想为这个频道做出贡献"
20307,Ugznb5GTu9KVhIxYdmp4AaABAg,0,3 years ago,mag lolang anita ...,mag lolang anita ...
20247,UgzV4DNCTtBWjzkqTCB4AaABAg.94nOZTTSF069dXxImGQgXv,0,10 months ago,@lolaveneziana6999 emmmm actually most of us donโ€t eat dogs.even resist eating them.,@lolaveneziana6999 emmmm实际上我们大多数人都不吃狗。
20190,UgyElorZmDvJDVLQJjd4AaABAg,0,3 years ago,almost 50 million views lol wow,近5000万次大声笑哇
19895,UgzEY5wnjcs0vx6QgcN4AaABAg.95BYOaM8oXp95QohBy3iOk,0,3 years ago,"the puppy is so cute is more authentic, i guess you used the google translation lol","小狗都好可爱 is more authentic, I guess you used the google translation lol"
19765,UgyEl4tF-F8_4eyFqRF4AaABAg.95LRY3_p1EK96_RasAUeWL,0,3 years ago,"ゆきみ* yeah, you are right. lol",ゆきみ*是的，你是对的。哈哈
19749,UgxdOa-KsMJAtQqsLkB4AaABAg,0,3 years ago,that's an amazing way to make popcorn! i make it in a pot with a little oil on the stove. lol.,这是制作爆米花的惊人方法！我把它放在炉子上有一点油的锅中。哈哈。
19692,UgyovT6KZ3C3oi0L86t4AaABAg,0,3 years ago,lol.....she is jumping ....but grandma is quite enough,大声笑.....她在跳...但是奶奶已经足够了
19193,Ugymg5O3FHlbYOgDaHx4AaABAg.966dRLsayD997RMNxOIULF,0,3 years ago,lol it’s old school ways to make popcorn,大声笑它是使爆米花的旧学校方式
