,cid,votes,time,含hope,含hope中文翻译
38153,UgxdsZKFzDaKv-n1uuh4AaABAg,0,4 years ago,"i hope she single, cause she wifey material ๐’ she a goddess ๐",我希望她单身，因为她的妻子材料
37819,Ugy7GFkGx-VUnksHmlh4AaABAg,0,4 years ago,"mashallah very sweet girl every job suits. may allah grant guidance, i hope he will be a muslim ๐ธ i think he is both clean and good. ๐ท",Mashallah非常可爱的女孩，每个工作服。愿真主赠款的指导，我希望他将成为穆斯林
43330,UgyqPlFUc4eBrCRioXV4AaABAg,0,4 years ago,this video gave me hope ❤️,这个视频给了我希望❤️
43453,UgxN8131N7TNABooc-R4AaABAg,0,4 years ago,it is really possible to sell our chinese women with a mountain village in the office of the office. i really hope that there can be a man who can sell men,跟办公室小野一个办公室一个山村，是真能个啊，推销咱们中国女人啊。真希望有能推销男人的
39622,Ugzzjln8TbiUxoNd3KB4AaABAg,0,4 years ago,hope you can update it all the time!,希望你能一直更新！
42565,Ugw2nh5s3j3gCSxQr_54AaABAg,0,4 years ago,was waiting she will feed something to those hungry pups...hope the pups know chinese people eat dog meat.,在等待，她会给那些饥饿的幼崽喂一些东西...希望幼犬知道中国人吃狗肉。
33115,Ugx_T9ueG2rWTYpQa-F4AaABAg,0,4 years ago,i feel so useless right now . we always take everything for granted. but yet other's work hard for everything . your really amazing inside and out sister hope you have blessed life ..,我现在感到毫无用处。我们总是把一切都视为理所当然。但是其他人的工作都为一切努力。您的内在和外出的姐姐希望您有祝福的生活。
39843,Ugzl_j1FI-RF5D_GVQl4AaABAg,0,4 years ago,i have d feeling dat she may be having d most peaceful life in d world.....i hope so too.....awsome video....๐๐๐๐,我觉得她可能会在世界上过着最和平的生活.....我也希望.....太棒了。
41524,Ugx_NMmblNriVg3ZVzN4AaABAg,0,4 years ago,you're life is amazing ..... i hope i can live like that once in my life ❤,你的生活真是太神奇了.....我希望我能在我的生活中那样活下来❤
27584,Ugzly9hAnghzjlb-qwx4AaABAg,0,3 years ago,i love everything you do your videos your simple way of being liziqi take much more care of your pets i hope you do not eat in the future the sheep is beautiful๐‘,我爱您做的所有视频的一切，您的简单方式成为Liziqi，请更多地照顾您的宠物，希望您将来不吃绵羊很漂亮
41168,UgwTY7gX9OS6w4mgCIJ4AaABAg,0,4 years ago (edited),"so peacfull video , thank you for sharing , thats so hopefull 
than the big cities life
i feel shy , you look so happy in your life with out tecknology or modern house ! 
i hope i feel like you ❤","如此peacfull视频，谢谢您的分享，这是如此希望的声音，水果和食物，大自然，您的房子.....更好
比大城市的生活
我感到害羞，您的生活或现代房屋看起来很幸福！
我希望我觉得你❤"
41161,UgwKBjiPhklEF4YziQt4AaABAg,0,4 years ago (edited),"really i feel shy , you did alooot of hard work ! hard house works by hard ways! without any tecknology! how that! and how you can live happy like that lifestyle! i cook the lunch and feel so tired and hate my life! i hope be like u and feel like you",我真的很害羞，你做了艰苦的工作！硬屋用艰难的方式工作！没有任何tecknology！那怎么了！以及如何像这种生活方式一样幸福！我煮午餐，感到非常疲倦，讨厌我的生活！我希望你像你一样，感觉就像你一样，让你很高兴
40806,Ugxn0HTUcwtptLrvQ8N4AaABAg,0,4 years ago,"it can be seen that you are a filial child. grandma is also a blessed person. i hope my grandmother is healthy, her life is 100 years old ...",看的出来你是个孝顺的孩子，奶奶也是个有福之人，希望奶奶身体健康，长命百岁……
41677,Ugy1WPk3m7k-BRz3Xf14AaABAg,0,4 years ago,i̇ hope you dont eat pupies,希望你不要吃幼崽
40735,UgyNnoZhAxnGFE_yQF14AaABAg,0,4 years ago,i hope the money coming from these videos is somehow helping her cuz i know they can’t have youtube in china so this is not her actual account :(,我希望这些视频来自以某种方式帮助她，因为我知道他们在中国不能拥有YouTube，所以这不是她的实际帐户:(
40594,Ugx613JfAGuf9vbbwoN4AaABAg,0,4 years ago,"the girl is lovely, knowing how to find happiness in her place. really hope ly that can find a partner. live with her in the fairy.",这个女孩很可爱，知道如何在她的地方找到幸福。真的希望能找到合作伙伴。和她一起住在童话中。
41761,Ugyf8z7FqAbQxsJIFNZ4AaABAg,0,4 years ago,beauty country . and i hope that my life seem her.,美容国家。我希望我的生活看起来像她。
41765,UgxzMC-SfEOickRChVJ4AaABAg,0,4 years ago (edited),"well, you can’t mock people like that, i choked on saliva.
to reduce salivation,
i went bought a pastille and the marshmallow of the nizhneudinsky plant began to drink tea, almost supported ... by disgust. only in russia can there be food that cause disgust. thank you dear compatriots for the production of this shit. i hope in hell they will feed you what you produce. particularly greetings of bastards from the company ""russian product"", all that you produce absolutely inedible shit. burn in hell freaks.","好吧，你不能嘲笑那样的人，我在唾液上cho住了。
为了减少唾液，
我去买了一个盛宴，妮德斯基植物的棉花糖开始喝茶，几乎受到了厌恶的支持。只有在俄罗斯，才能有厌恶的食物。谢谢亲爱的同胞制作这种狗屎。我希望在地狱中，他们能养活您的生产。尤其是公司“俄罗斯产品”的混蛋问候，这是您绝对不可食用的狗屎。燃烧地狱怪胎。"
40403,UgydeOYX1Xd5wejEntd4AaABAg.8sMEIDfoSkB8sQsQJY3Dpm,0,4 years ago,"@islandfolk2283 she said that the scene was filmed at her home in her village. as you pointed out, the program is about food. she used ingredients such as freeze dried strawberries and marshmallows in one of her dish. i don't think the chinese had even seen them until a couple decades ago, even her grandma might have never heard of them. i still believe it is just a show. if you have even been to the villages in china, you will know how do they really look like, and what kinds of food they are eating. i really hope all mankind on earth would live like in the place like in the video describes and have plenty of food to eat, but sadly, in reality, it is far from it.",@Islandfolk2283她说，现场是在她村庄的家中拍摄的。正如您指出的那样，该计划是关于食物的。她在其中一道菜中使用了冻结干草莓和棉花糖等成分。我认为直到几十年前，中国人甚至都没有见过他们，甚至她的祖母也可能从未听说过。我仍然相信这只是一场演出。如果您甚至去过中国的村庄，您将知道它们的真实是如何，以及他们正在吃什么食物。我真的希望地球上的所有人类都会像视频描述并有很多食物可以吃的地方一样生活，但可悲的是，实际上，它离它很远。
41922,UgxS6t_HMwQWeXgCwGN4AaABAg,0,4 years ago,"the sheep and the dogs are so adorable, they follow were ever she goes,
hope next time there some goose on the pack
this is the life i want to live for the rest of my life.
no wifi, gadgets but a simple life also no pollution and noisy city street all you just think is to eat healthy foods , alots of fruits so yummy everywhere you look at theres fruits hanging on the trees,

what a paradise havens of peace","绵羊和狗是如此可爱，他们跟随她走了，
希望下次那里有一些鹅
这是我想在余生中生活的生活。
没有wifi，小工具，但简单的生活也没有污染和嘈杂的城市街道

多么和平的天堂天堂"
42041,UgzzrE0Xg20LFLXK1OB4AaABAg,0,4 years ago,really u so amazing... i love ur all video... i hope somedays i will go to ur place... we love u from indonesia,真的，你真是太神奇了...我爱你所有的视频...我希望有一天我会去你的地方...我们爱你来自印度尼西亚
40315,UgzoBPSJyV75f7kwd894AaABAg.8sQdzcAPk2R8sS6sP4LkBE,0,4 years ago (edited),"lan, thank you. i hope so",局，谢谢。但愿如此
40177,UgyTUTa_bImYw0eNqq94AaABAg,0,4 years ago (edited),i very very love this your video. i saw it more and more times and saw everyday. i love your work and i hope you successful in your life.,我非常喜欢这段视频。我越来越多地看到了它，每天都看到了。我爱您的工作，希望您在生活中取得成功。
40141,UgwRNq8Tja0Ee_mrgcx4AaABAg,0,4 years ago,i fell in love with this channel i mean specially her. i always imagine life like this somewhere in china or japan but i am in southeast asia. always feel peaceful thinking and see how great old generation live without modernization still happy and comfortable and have everything they need. i hope someday when technology reach its peak we will be back in old generation again but this time more traditional modern way. balance between real life and tech. i will supprt this channel watch her videos and also the ads,我爱上了这个频道，我的意思是特别是她。我总是想像中国或日本某个地方这样的生活，但我在东南亚。始终感到和平思考，看看没有现代化的伟大的老一代仍然幸福而舒适，并拥有他们需要的一切。我希望有一天，当技术达到顶峰时，我们将再次回到老一代，但是这次更传统的现代方式。现实生活与技术之间的平衡。我会建议您观看她的视频和广告
40086,Ugxqi5BtFsf4SQ4GZK54AaABAg,0,4 years ago,"my grandparents lived their whole life in the mountains. in my western educated adolescent eyes, they had nothing, the mountains had nothing. now i am older, and wiser, i realise that they had everything. the everything we as a people and a nation might never have the chance to return to. you videos and the millions who like them give me hope.",我的祖父母一生都在山上生活。在我西方受过教育的青少年眼中，他们一无所有，山脉一无所有。现在我年纪大了，更聪明，我意识到他们拥有一切。我们作为一个民族和一个国家的一切可能永远都没有机会回到。您的视频和数以百万计的人给我带来了希望。
37791,UgyQ1z1W-O1j3Amvzd94AaABAg,0,4 years ago,"i really love and respect ur liziqi, i am much impressed to see the spirit of ur work...you are too much found of ur work... you are too much much more hardworking girl... i hope my daughter will same like that you in home works and also perfect mangable like that you... we love you and inspired all of urs works.. ๐ ๐ ๐",我真的很喜欢和尊重ur liziqi，看到你的工作精神给我留下了深刻的印象...你对你的工作太多了...你太勤奋的女孩了...我希望我的女儿能一样像您一样，您在家中的作品，也像您一样完美的可操作...我们爱您，并启发了所有Urs的作品。
37758,UgzF0WVAyf7I8zUtQfJ4AaABAg.8tpjB69LBjP8uXE7oz8XIK,0,4 years ago,obecna ciaลem yeah i too hope she wonโ€t kill them :((,obecnaciałem是的，我也希望她不会杀死它们：（（（
37756,UgzF0WVAyf7I8zUtQfJ4AaABAg.8tpjB69LBjP8uVgZ_hut5N,0,4 years ago,nancy conrad i hope not... sorry for my previous comment yikes...,南希·康拉德（Nancy Conrad）我希望不会...对不起我以前的评论yikes ...
43591,UgwbVUxVtd3d6Fo3P5x4AaABAg,0,4 years ago,"i hope my grandmother will always be healthy, and live happily with grandma",希望奶奶身体一直健康，要和奶奶幸福地生活下去哦
35170,UgyoQ22FTE7CBFzC4qx4AaABAg.8ukF8x1n6m-94KIfj2E4i4,0,3 years ago,"you're so young. a middle difficult thing 
would take your one month.just after one month you will harvest excess.so you can harvest thousands excess in your whole life just you want.top difficult things will just take your several years. think about it my friend life is fantastic: )
i hope you can know because l learn english just one month.i am sorry๐","你很年轻。中间困难的事情
将花一个月的时间。一个月后，您将收获多余的时间。因此，您一生中只需要收获成千上万的超额费用。想想这件事，我的朋友生活很棒：）
我希望你能知道，因为我只学习一个月的英语。我很抱歉"
35093,UgyoQ22FTE7CBFzC4qx4AaABAg.8ukF8x1n6m-8x18RG_YbqB,0,3 years ago,"426firefly yes, i can understand. many of my chinese friends thought this was the person i would become and how many people would be like this. this is definitely not like that, and always prejudice. i don't want to steadily stereotyy and stereotypes of any woman in that area. i just say that maybe people should appreciate what they have, rather than hopeful lifestyles, which may be the only chance of someone in life.","426firefly 是的,我能理解。我的许多中国朋友都以为这就是我会成为的人,以及有多少人会这样。这绝对不是那样的,而且总是有成见。我并不是想刻板地刻板地刻板地把她和那个地区的任何女人。我只是说,也许人们应该欣赏他们拥有的东西,而不是希望的生活方式,这可能是某人唯一的机会在生活中。"
34399,Ugw9Xr15I9Zfabl2ZYp4AaABAg,0,4 years ago,"she was afraid of her mother from the voice of the strong plunger, but she was the one who fell on hahaha .. how i hope to live as she lives away from everything annoying",她从强壮的柱塞的声音中害怕母亲，但她是跌落在哈哈哈的人。
44575,UgxlJBvxJDvYtQo4hdN4AaABAg,0,4 years ago,"i started watching your videos 2 hours ago and i cant seem to stop watching them,great job and awsome videos please keep sharing your knowledge,oh i also hope grandmother is good and ok...",我2小时前开始观看您的视频，我似乎不能停止观看它们，出色的工作和出色的视频，请继续分享您的知识，哦，我也希望祖母很好，还可以...
45135,UgzPGjikk5x-FoxWby94AaABAg.8r7jMFaf8L48r9gySWaQCJ,0,4 years ago (edited),"@user-cq7ik7dy3z chen cheng，chengdu city, sichuan province, china, hometown of pandas。hope your country will be rich and strong again",@user-cq7ik7ik7by3z陈成，中国四川省的成都市，潘达斯·霍普的家乡您的国家将再次富有而强大
45430,UgztQT2wmssHEWCUvXJ4AaABAg,0,4 years ago,your animals are very sweet but they look hungry i hope you fed them twice or more aday,您的动物非常甜蜜，但它们看起来很饿，希望您喂了两次或更多
33980,UgxQ4obKp7Mzrv-Mbi54AaABAg.8vAAkm2tSd49Dmf6iFnog3,0,2 years ago,yes.... i hope everyone takes care of nature and lives a happy life,是的....我希望每个人都照顾自然，过着幸福的生活
45657,UgwMi5nZn8-sCBoR7lp4AaABAg,0,4 years ago,i hope that my life would be like it is calm,我希望我的生活会像平静一样
45756,Ugw99ATdOTpfSLjz_BB4AaABAg.8r0DpRagQy88r2qjpS-XVj,0,4 years ago,"@razerblade9508 oh give it a rest. there have been precedents to this. china won't be exactly surprising the world by posting propoganda videos, just go on google and watch them for yourselves. 
my query was just that, a query. not an accusation. to which you vociferously agreed btw. talk about hypocrisy. it will be very pleasant to me if these turn out to be just videos by a woman who is talented. but looking at the quality of the videos, i know there's a crew working for her. i don't know whether it's propoganda or not. but i hope it isn't. so think before you type.","@razerblade9508哦，休息一下。有先例。通过发布宣传视频，只需使用Google并亲自观看它们，中国就不会使世界完全奇怪。
我的查询就是一个查询。不是指控。您对此表示赞同。谈论虚伪。如果这些事实只是一个才华横溢的女人的视频，那对我来说会非常愉快。但是看着视频的质量，我知道有一个船员为她工作。我不知道是否是宣传。但是我希望不是。因此，在输入之前先三思。"
45768,Ugw99ATdOTpfSLjz_BB4AaABAg.8r0DpRagQy88r9LsiHdSCf,0,4 years ago,"@designqq8905 hmm. okay, i see where my comment singed you. let me make it clear that you are reading a lot of things into it. no, i don't mean that if i see a joint project by china, i should jump to the conclusion that it is propaganda. that's your interpretation, i hope that you will admit your mistake when you see it. because that's not what i meant. 
when i said, 'knowing i shouldn't, if you are right....', i meant that i wouldn't disrespect or disregard or be ignorant of the hurt it might cause people who know the truth, whatever it may be, since i have no access to it, which is why, the former comment was followed by my desire of confirmation. don't conveniently choose to see one part and ignore the other. 
i can see your point that the subtitles are inconsistently strewn over videos, and had it been truly propaganda, it would have been differently so. wish you had said it sooner. 
as for me asking you to read the thread, i truly believed you didn't. since your comment about semantics was wrongly placed. i was talking about my language. however, i didn't mean to condescend to you, and if you felt bad about it, then i apologize. hope you will accept it. if you feel that, that was my intention, let me assure you it wasn't. and no, i don't mean that just because you belong from china, i see all chinese people that way. you have absolutely no grounds to base that upon. i merely enquired about it. and i am having a reasonably calm discussion with a stranger on a dangerous virtual platform, does that indicate that i am putting everyone in the same category? as for technology, i know for a fact that she has an imac, a professional editing machine. she edits her own videos. before you twist that as well, let me make it clear that she doesn't do it on her phone, is all i am saying. i can't help but feel like a lot of your feelings about my comments are culled from your perception of how the world sees china. and please stop seeing it from the angle that i am criticizing her videos. i can't press enough on the fact that i never did. i am very glad to know that she is a positive source of inspiration for the people of china. so please, i insist you stop dragging that cat through the mortar. i have been courteous to you, and apologized if your sentiments were hurt. i will have to request you stop misinterpreting my every word. and you did read things that you wanted to read. since i didn't mean them, i know i am speaking the truth. 
yes, every country does try to promote itself, and i will wager that a lot of it is actually propaganda. my country does it, so does the others. the difference is that the people have a right to prove them wrong on a public platform. we have the right to criticize them openly and call them on their misrepresentation. and here, the remark is about the government, not your culture or people. 
finally, i will reiterate that my intention was not to hurt your feelings. you think there was an ulterior motive. there wasn't. you think that i think the apples don't fall far from the tree. i don't. and my deduction was just that, presence of a crew. that could indicate a joint project of a political nature, but in this case, as you rightly suggested, it doesn't, since the subtitles are spare. 

now, i am tired of explaining things again and again. i hope you understand. and good day.","@DesignQQQ8905 hmm。好吧，我看到我的评论在哪里唱歌。让我清楚地表明您正在阅读很多东西。不，我并不是说，如果我看到中国的联合项目，我应该得出这样的结论：这是宣传。那是您的解释，希望您在看到错误时会承认自己的错误。因为那不是我的意思。
当我说：“知道我不应该，如果你对... ，由于我无法访问它，这就是为什么，前者的评论之后是我对确认的愿望。不要方便地选择看到一部分而忽略另一部分。
我可以看到您的观点是，字幕在视频上不一致，如果确实是宣传，那将是不同的。希望您早日说。
至于我要你阅读线程，我真的相信你没有。由于您对语义的评论被错误地放置了。我在谈论我的语言。但是，我并不是要屈服于您，如果您对此感到难过，那我深表歉意。希望你会接受。如果您觉得那是我的意图，让我向您保证不是。不，我并不是说仅仅因为您属于中国，我都会看到所有中国人。您绝对没有理由以此为基础。我只是询问它。而且我正在与一个危险的虚拟平台上的陌生人进行相当平静的讨论，这是否表明我将每个人都属于同一类别？至于技术，我知道她拥有一台专业编辑机器的iMac。她编辑自己的视频。我只说，在您扭转这一点之前，让我清楚地表明她不在手机上做到这一点。我忍不住想像您对世界如何看待中国的看法，您对我的评论的许多感觉都被淘汰了。并且请不要从我批评她的视频的角度看到它。我从未做过的事实不足。我很高兴知道她是中国人民的积极灵感。所以，我坚持要你停止将那只猫拖到砂浆上。我对你很有礼貌，如果你的情绪受伤，道歉。我将不得不要求您停止误解我的每个单词。您确实阅读了想阅读的东西。由于我不是他们的意思，所以我知道我在说实话。
是的，每个国家都试图提升自己，我会敢打赌，其中很多实际上都是宣传。我的国家也这样做，其他人也这样做。不同之处在于，人们有权在公共平台上证明他们是错误的。我们有权公开批评他们，并致电他们的虚假陈述。在这里，言论是关于政府的，而不是您的文化或人民。
最后，我将重申我的意图不是伤害您的感受。您认为存在别有用心。没有。您认为我认为苹果不会落在树上。我不。我的推论就是，船员的存在。这可能表明一个政治性质的联合项目，但是在这种情况下，正如您正确建议的那样，这不是，因为字幕是备用的。

现在，我厌倦了一次又一次的解释。我希望你明白。和美好的一天。"
45974,UgxubRkRIXHCLXER_xp4AaABAg,0,4 years ago,happy chinese new year. hope i can eat your food someday.,农历新年快乐。希望我有一天可以吃你的食物。
46316,Ugz1Y0L4KYdfJt5xXA94AaABAg,0,4 years ago (edited),"happy chinese new year! is there videos exclusively during the chinese new year? i hope li ziyi can have new works to watch her video, i can't control me, i can't remember how much i remember",Happy Chinese New Year！ 过年期间有视频发吗？希望李子柒能有新的作品 看她的视频我控制不住我记几啊
41280,UgwgMzl1-L9FnW2B0hh4AaABAg,0,4 years ago,"i sended to you a email with my marriage proposal to you, i hope that you accept this",我向您发送了一封带有我的求婚的电子邮件给您，希望您接受这个
46333,UgzlK4FQmIyfmacXZe14AaABAg.8qvCvfDz1418r7PEaJWTcJ,0,4 years ago,"wang hahaha has eaten, eat ditch oil? do you have live, strong demolition, dangerous house? have money to spend, depreciate? do you eat too much trench oil? or is it fake vaccine? i hope that your descendants will eat ditch oil and fake vaccine hahaha and then the government forced your house.",王哈哈哈 有吃，吃地沟油？有住，强拆，危房？有钱花，贬值？你是地沟油吃多了？还是打假疫苗了？希望你子孙后代吃地沟油 打假疫苗 哈哈哈 然后政府强拆你家房子。
46368,UgzheQh3lqKH1EvFUZZ4AaABAg.8qv-xnvCyIE8qv4fspWIOI,0,4 years ago (edited),"萩邪 she's the one representing herself as someone living primitively in a rural area using primitive tools. if she wants to demonstrate to the world how one can live, cook, almost primitively while having their own tv crew and production budget which includes an interior/exterior renovation so that it's visually pleasing to a youtube audience, great, that's her prerogative and i hope she gets paid well to act the part in her flowing dresses and model poses. but, she or her production company should explain that in her channel so her audience are not questioning the reality of the “show” as entertaining and contrived and staged as it may look. okay? seriously, are we really expected to believe that she dragged half a dozen 60' long bamboo poles down a mountain, across a large field, and back up the mountain to her farmhouse? and, is that old lady even her grandmother?",她是代表自己是使用原始工具在农村地区原始生活的人。如果她想向世界展示一个人如何生活，做饭，几乎是原始的，同时拥有自己的电视工作人员和制作预算，其中包括室内/外部装修，以便对YouTube观众视觉上令人愉悦，这是她的特权，这就是她的特权和我希望她能获得良好的薪水来扮演自己的飘逸连衣裙和模特姿势。但是，她或她的制作公司应该解释说，在她的频道中，她的观众并没有质疑“表演”的现实，因为它看起来很有趣，人为地和上演。好的？认真地说，我们真的希望她相信她将六根60'长的竹竿拖到山上，越过大田，然后将山上拖回她的农舍吗？而且，那个老太太甚至是祖母吗？
33683,UgzdgTo6Aeun5NvIBGJ4AaABAg,0,4 years ago,hope to share detailed recipes! a great video ~,希望有详细食谱分享！很棒的视频~
33449,Ugwu5-nl1BaP4YwqVTx4AaABAg,0,4 years ago,"you work really hard, i hope you are rewarded and people appreciates it",你真的很努力，希望你有回报，人们对此表示赞赏
35268,UgyferfKtvMQkx2EH_d4AaABAg,0,4 years ago,hope to have specific recipes to follow the operation,希望能有具体食谱可以跟着操作
35272,UgyjAcHXdvVjxIvA5QB4AaABAg,0,4 years ago (edited),"itโ€s sad that the puppies look very very hungry all the time, like they donโ€t get any food at all. i hope itโ€s not because they starve them in order to make them follow her & for filming purposes to look cute which is just beyond cruel! feed the puppies!!!",可悲的是，这些幼犬总是非常饥饿，就像他们根本没有吃任何食物一样。我希望这不是因为他们饿了，以使他们跟随她并为了拍摄目的看起来很可爱，这超出了残酷！喂养小狗！！！
44531,UgxtX0MaBqghBEHe4W94AaABAg,0,4 years ago,"your videos ar e great unless you don't kill animals. i hope you won't kill this sheep when it is grown up. he deserves to live like all living things. i don't like you kill animals like chickens or crabs ...the land gives you lots of things to eat , you don' need to kill those beautiful creatures.",除非您不杀死动物，否则您的视频很棒。希望您长大后不会杀死这种绵羊。他应该像所有生物一样生活。我不喜欢你杀死鸡或螃蟹等动物...这片土地给你很多东西要吃，你不需要杀死那些美丽的生物。
37396,Ugw9SbosJQ4EoWnYfZt4AaABAg,0,4 years ago,hope to get guidance ...!,希望获得指导...！
43644,UgwFCAr4bDjOO_-p6CB4AaABAg,0,4 years ago,"great woman, i hope more of her videos",伟大的女人，我希望她的视频更多
37696,Ugzih2iUIJPcn9PL46d4AaABAg.8trviTwVG6j8tv0ZK1oCXN,0,4 years ago,maybe everyone's hope,也许每个人的希望
37569,Ugzb8zkbZn73Hnj7qIp4AaABAg,0,4 years ago,"i hope you all know that this is a set and that everyone is an actor. i grew up on a real farm in the mountains. no farm is this clean, pretty and cute.",我希望大家都知道这是一套，每个人都是演员。我在山上的一个真正的农场里长大。没有这个干净，漂亮可爱的农场。
37528,UgxQKLZeNmGNHiUtNNh4AaABAg.8u-qj2Up2lE8u-rG7-MNZg,0,4 years ago,"yes dear, we hope this knowledge keep growing. her videos are very inspiring, help me a lot. โ”",是的，亲爱的，我们希望这些知识继续增长。她的视频非常鼓舞人心，对我有很多帮助。 ✔
43671,UgwdZGg2fuYBFFrybOF4AaABAg,0,4 years ago,i like youu from moroco i hope too visited you ..and live this live,我喜欢摩洛哥的你，我希望也能拜访你。
44000,UgzCShkwyVguYqZFmHx4AaABAg,0,4 years ago (edited),i dont need to be rich of money or a big expensive house and tons of expensive make up. i would the the happiest living a life like her. i hope for the day im buying an old farm house near the forest and fields,我不需要富裕的钱，也不需要一块昂贵的房子和大量昂贵的化妆品。我会像她一样过着最快乐的生活。我希望这一天我在森林和田野附近购买一所旧农舍
44007,Ugy-BGPj9YmGLV9Okf54AaABAg,0,4 years ago (edited),"hello, i wanted to post to your page but i can’t find anything so i’ll just go back to the first video i ever viewed of your channel. i must say, i’m sorry i didn’t know of you sooner. you’re great! & thank you so much for everything you do. you truly are skilled & the hard work shines through. thank you for piece of mind & tranquility. it’s a simple act, but it makes the rest of us feel as humble as you (i hope i can speak for everyone). but no doubt you are blessed & make the rest of us feel that too. thank you.",您好，我想发布到您的页面，但找不到任何东西，所以我只能回到我频道有史以来的第一个视频。我必须说，对不起，我早点不认识你。你太棒了！ ＆非常感谢您所做的一切。您确实是熟练的，辛勤的工作席卷了。谢谢您的思想和宁静。这是一个简单的举动，但它使我们其余的人都和您一样谦虚（我希望我能为所有人说话）。但是毫无疑问，您很幸运，并使我们其他人也感到。谢谢。
36788,UgwRFo-eaYSHbYMC5yR4AaABAg.8uPQ7pNVLHx9-AnCw90nFq,0,3 years ago,"omg. your comment reminds me of that game. hahaha..the festival, 4 seasons, the calm music and everything !. reminiscing the child hood day with the ps2/1. hope to play that game again in android version.",我的天啊。您的评论使我想起了那场比赛。哈哈哈..节日，四个季节，平静的音乐和一切！用PS2/1回忆起儿童罩日。希望能在Android版本中再次玩该游戏。
35723,UgxcOFsAiO_EJkq2-sh4AaABAg,0,4 years ago,omg...i love ur content so much...it is like a paradise...one day i hope i can live in natural place like u.,天哪...我非常喜欢您的内容...就像一个天堂...有一天，我希望我能像U一样生活在自然的地方。
36525,Ugw9xkrDZ5NcNtbukKV4AaABAg,0,4 years ago,the top of beauty and a very picturesque nature. enjoy watching your channel a lot. i hope that i live with you for a week to share with you what you are doing ๐,美丽的山顶和风景如画的天性。喜欢看很多。我希望我和你一起生活一个星期，与你分享你在做什么
44070,Ugx7WxnNjmfZbXvmyqV4AaABAg.8rGEgBiIX4t8rSlq0IhJV3,0,4 years ago,"by god, this is creative and i hope to live in this place",上帝，这很有创造力，我希望生活在这个地方
36250,UgzFE0TJ8GbtgdeBhGF4AaABAg,0,4 years ago,this is the kind of life i hope to live someday...,这是我希望有一天生活的那种生活...
35941,Ugyw4DsnAgTFk9wM5g54AaABAg,0,4 years ago,"her life must be very peaceful and quiet. she works hard for herself and her family. it must be tough living there but iโ€d also like to experience that. no noise, no claustrophobic buildings and last but not atleast no gadgets or wifi. although iโ€m not sure if thatโ€s entirely true since theyโ€re using a camera. even just for a day or a week, i hope i can experience a calm and peaceful time with her or just like her.",她的生活必须非常和平与安静。她为自己和家人努力工作。那里一定是艰难的生活，但我也想体验到这一点。没有噪音，没有幽闭恐怖的建筑物，最后但至少没有小工具或wifi。尽管我不确定这是否完全正确，因为它们正在使用相机。即使只是一天或一个星期，我也希望我能与她或像她一样经历平静而和平的时光。
35874,Ugx_zEECVFQ5I23AelV4AaABAg,0,4 years ago,"i hope she finds herself a man to help her do the heavy works, those melons look very heavy. beautiful video as always๐‘๐ผ",我希望她能发现自己是一个男人来帮助她做重型工作，这些瓜看起来很沉重。一如既往的美丽视频
44088,UgyvPxlVWkOAAe7gPxR4AaABAg,0,4 years ago,astonised... truely... shes so pretty too. hope shes not doing it all by herself tho. high grade wife material ✨,惊讶...真实...她也很漂亮。希望她不是自己做的。高级妻子材料✨
35766,Ugwk7SYwMhP57xAyKcl4AaABAg,0,4 years ago,the land is so giving...hope there will be no mall build there in the future,土地是如此捐赠...希望将来不会在那里建造购物中心
27719,Ugwnh8LShGoYvElihNd4AaABAg,0,3 years ago,"hopefully you didn't kill your dog just for meat, for me most of the chinese is like that๐ no hate just loveโค i love your video's ๐",希望你不要仅仅杀死你的狗，而是对我来说，大多数中国人都像没有仇恨只是爱❤我爱你的视频
0,Ugwh0PSh3QGMBSq_cnB4AaABAg,0,9 hours ago,hope to see your video quickly again ❤❤❤,希望能快点再看到妳的视频❤❤❤
27551,UgwbY6wOuFhHdJhpQ5J4AaABAg.8zII9PjeFoy8zIdO3aX6Wm,0,3 years ago,unfortunately. she doesnโ€t have a family anymore. her mother and father passed away long time ago. her grandparents bought up. now it just her grandma in her family. i hope she get married soon to have a her own family.,很遗憾。她没有家庭了。她的母亲和父亲很久以前去世了。她的祖父母买了。现在，这只是她在家庭中的祖母。我希望她很快结婚，有一个自己的家人。
10775,Ugxw5_YIE7xbH2bRY2l4AaABAg,0,2 years ago,i hope to only travel here,我希望只在这里旅行
10520,Ugz6DyPfaxrhe5Xsr6h4AaABAg,0,2 years ago (edited),"chinese-this video is too calm. i hope our world is like this

english-this video is so people and beautiful i wish our world was like this","Chinese-这段视频太平静我希望我们的世界就像这样

English-This video is so peaceful and beautiful I wish our world was like this"
10495,Ugzv5S_vx5IzUQTI-B14AaABAg,0,2 years ago,"ziyi, for your health considerations, i hope you can cut your hair short. because it is too long, the hair is washed and wet, and it is dried up when it is not in a hurry.",子柒，为了你的健康考虑，我希望你能把头发剪短点。因为太长，洗头湿湿，不急时吹干，久了之后会偏头痛。
10353,UgxnBeRmUMNtCEcKUGN4AaABAg.9G9Lw4ZoXlu9HH5FBFBr92,0,2 years ago,"letโ€s hope :c
living in the countryside of china is a literal dream","希望：c
生活在中国的乡村是一个真实的梦想"
