,cid,votes,含amazing,含amazing中文翻译
38385,Ugw6IGjz5c7DHUGU0i54AaABAg,1,wow...amazing,哇...很棒
48902,Ugw8h7esgrnCLezyihh4AaABAg,1,that popcorn part was amazing! i've never seen anything like that in my life! so cool.,那个爆米花的部分很棒！我一生中从未见过这样的东西！非常酷。
10343,Ugw2XgV69OQ6O6xloIZ4AaABAg,1,"it's amazing, i really do anything",厉害了
10163,UgwlZsBkEM4hqMjCOvp4AaABAg,1,man my ass wouldโ€ve been tired lmao but amazing video love it keep up the good work mama!,伙计，我的屁股会很累，但令人惊叹的视频喜欢它可以保持良好的妈妈！
33334,UgwAGADMqgzYcrx9gP94AaABAg,1,wow this lovely lady is amazing! i gladly make an exception and watch all her ads.lol,哇，这位可爱的女士很棒！我很乐意做一个例外，看着她所有的广告。
10124,UgyHzhiGmHIIIfgmVyd4AaABAg,1,"this is amazing
๐’–","这真太了不起了
"
10036,Ugz7EOlZg7XO4bSVI0V4AaABAg,1,wow that is amazing i would pick that lifestyle living off the land instead of normal suburban life any day :),哇，这真是太神奇了，我会选择这种生活方式在土地上而不是普通的郊区生活:)
38286,Ugw7ROJ9BcLcrjBIr8h4AaABAg,1,the camera man os amazing,相机男子OS惊人
9355,UgzWk71MtyT_RweuqAJ4AaABAg,1,so beautiful amazing recipe,如此美丽的惊人食谱
9304,Ugzgv9967gNzhDZdq8Z4AaABAg,1,love to watch ur videos sister. u are amazing. love from uk,喜欢看你的视频姐姐。你很棒。来自英国的爱
8770,Ugx1CyyT8yzGiBod0xd4AaABAg,1,i love how happy u guys r... u live an amazing life,我爱你们多么快乐...你过着神奇的生活
5719,UgzfWpvSBoMWcPUkPlZ4AaABAg,1,6:00amazing,6:00惊人
37411,UgwNRW7jQ-6zsKr08YV4AaABAg,1,absolutely amazing. so much work but she makes it look so easy.,非常精彩。工作太多，但她看起来很容易。
5314,UgwHpgVVfWxNz8ZhuEF4AaABAg,1,you are amazing woman,你是很棒的女人
3261,UgwuPSmDiAXR5-rr17d4AaABAg,1,amazing,惊人的
3240,UgzJyHwCgugLi6UtpuN4AaABAg,1,amazing,惊人的
35731,UgyoNczPaWuZwUjOKgp4AaABAg,1,she has everything in garden. amazing,她在花园里有一切。惊人的
35797,UgxUfVXdt_fiu0NPCbR4AaABAg,1,you really are amazing! i wish we had such festivals where iโ€m from,你真的很棒！我希望我们有这样的节日
35883,UgwtbbExTFG_ctiodwN4AaABAg,1,mashallah she is amazing guy's,玛莎拉（Mashallah）她是很棒的人
2440,UgxDllydtmUAOTyMtot4AaABAg,1,"you are really amazing girl 
from bangladesh","你真的很棒的女孩
来自孟加拉国"
2330,UgzrIieYvi9TfmsoGi94AaABAg,1,"amazing skills with great production value. 
she could easily live over 100yrs with all the natural elements.","惊人的技能具有良好的生产价值。
她可以轻松地使用所有自然元素生活100岁以上。"
2181,UgxHd_n6bBl8CKZPAil4AaABAg,1,amazing how she doesn't give a damn about the puppies!!!,令人惊讶的是，她如何对幼犬没有该死！！！
1800,Ugy9PG_-9TZcSx9a2vN4AaABAg,1,amazing,惊人的
35961,Ugylc6ai5DgTIcaGqVN4AaABAg,1,i don't know what your saying but your so amazingly gifted at everything you doโ€ผ๏ธ i'm new to your channel and i'm in love with your videos ๐๐๐๐,我不知道您在说什么，但是您对您所做的一切都如此有才华！我是您的频道新手，我爱上了您的视频
1502,UgxGaIRUdhFlr-5LZ1d4AaABAg,1,"the shooting is really beautiful, unresolved, and amazing",拍的真的很美，无可挑剔，厉害
35981,UgxGaJcVnLQqhTj9w7Z4AaABAg,1,she is beautiful cute talented and very amazing i like her video very much and i used to watch her video and like every time ....,她很漂亮，很有才华，我非常喜欢她的视频，我曾经看过她的视频，就像每次。
701,UgyRArDSCU5U7zuHYR94AaABAg,1,"amazing video,",惊人的视频，
542,UgxdE0XEaZYk3oeVzHh4AaABAg,1,video amazing liziqi is beautiful girl and so cute.please comeback my baby,视频惊人的liziqi是美丽的女孩，太可爱了。请复出我的宝贝
52654,UgxvCti3i5g5CdHz9BF4AaABAg,1,amazing as usual ♥♥♥,像往常一样令人惊奇♥♥♥
223,UgxwzXWNQu5XqzWSYAx4AaABAg,1,"li ziyi, i really love you. your video is of great significance to me! this is really amazing! i have insomnia, these video blogs make me feel much better <3",李子柒，我真的很爱你。你的视频和你对我来说意义重大！这真太了不起了！我失眠了，这些视频博客让我感觉好多了 <3
3245,UgxmnYpD4XNd2oVUXJx4AaABAg,1,amazing.. i've been watching this many times,太棒了..我已经看过很多次了
35705,UgxWxvGAx-4Ti65FNkN4AaABAg,1,the candy and all snak were peacefully n ๐’•๐amazingly made.,糖果和所有的蛇都是和平地制作的。
37393,UgxAgHJPFotwv4NTHtJ4AaABAg,1,"i've just seen your channel, and i am fascinated by your life, the nature is so beautiful. you are so amazing, i love you so much and i wish i coud be there. i'm from morroco.",我刚刚看过您的频道，我对您的生活着迷，大自然是如此美丽。你真是太神奇了，我是如此爱你，我希望我能在那里。我来自莫罗科。
3431,Ugz3EzCI-qoSvKVtaZF4AaABAg,1,"this girl is amazing, i wish i could live like her",这个女孩很棒，我希望我能像她一样生活
5021,UgxAy69D5hgh3yogA-J4AaABAg,1,very amazing business,非常了不起的业务
4783,UgzpPlB3oAH-B41OPA54AaABAg,1,amazing,惊人的
4652,UgzRXAzhcnvNfrvH0qp4AaABAg,1,wowwwwwāamazing ... is there a malayalam,哇wwwwāamizing...有马拉雅拉姆语
4623,UgzetuvVeXXNIrt7MG54AaABAg,1,just amazing,只是惊人的
51285,UgwOArAyAlqXuboGGaN4AaABAg,1,"if you get out of the hall, you can enter the kitchen, ziyi is so amazing!",出得了厅堂，进得了厨房，子柒好厉害！
51361,UgzH9tdWk4PMeTKrPo94AaABAg,1,"amowooo, i am amazing, what is the nature of me",Amowooo，我很棒，我的本性是什么。
4128,Ugweyt79nfaaKSIjIyV4AaABAg,1,amazing hardwork.,惊人的努力。
4085,Ugyhu1MyQrzNACdo7G14AaABAg,1,this video is about to break 100 million! it's amazing!,这条视频快要破亿了！真厉害啊！
4046,UgxNa5aTlsY54S1oC_94AaABAg,1,amazing,惊人的
3999,UgxaIPa2GZLh_-pmMCd4AaABAg,1,amazing,惊人的
3943,UgxiSQ1ilDvL3C8IjcR4AaABAg,1,hi liziqi i am from bangladesh always love you i really like your all video you amazing gril,嗨，liziqi，我来自孟加拉国总是爱你，我真的很喜欢你的全部视频，你很棒的gril
3899,Ugwj34Art26N0gx2cIZ4AaABAg,1,please make videos everyday ......your videos was very amazing ...i loves it...please make more,请每天制作视频……您的视频非常了不起...我喜欢...请做更多
3700,UgzOc4rkluqJ0z308ZF4AaABAg,1,videos are amazing,视频很棒
51725,UgxYasu9FDqzWgUHqsl4AaABAg.8qlSxysCabu8qljY6yVsa5,1,"dexter morgan oh, i was bored and your comments were so utterly ridiculous and you believed them with true conviction - it was amazing so i wanted to see how deep you would dig. i was formerly a historian, kiddo (i specialised in pre-pie cultures in europe). i can tell you’ve been reading nationalist propaganda as i see this kind of trash spewed all the time. the typical “chinese stole everything from the baiyue and the vietnamese are the only baiyue people left!” nonsense, it’s second only to “the cantonese language is older than mandarin and mandarin was corrupted by manchu barbarians!” (both languages are equally old and erhua is not a “manchu accent” at all, the trait developed during the ming which was before the manchu invasion) or the equally ridiculous “us japanese may have copied the chinese but the modern chinese should not be proud as they are so mixed and there are no real chinese left!” (ignoring the fact that chinese have always been “mixed” since their origin as the huaxia confederation and the modern northern han are actually quite genetically homogenous as the population has coalesced but japanese nationalists are always dumbasses). like i said, you thinking wikipedia is a credible source is hilarious and if you’re reading vietnamese wikipedia then that whole thing is a joke, stick to the english editions as they have more contributions. 
good riddance.","德克斯特·摩根（Dexter Morgan）哦，我很无聊，您的评论非常荒谬，您以真正的信念相信他们 - 真是太神奇了，所以我想看看您会深入挖掘。我以前曾是历史学家Kiddo（我专门从事欧洲的预科文化）。我可以告诉您，您一直在阅读民族主义者的宣传，因为我一直看到这种垃圾一直在喷出。典型的“中国人偷走了拜纽（Baiyue）和越南人（越南人）是唯一剩下的巴伊耶（Baiyue）！”胡说八道，第二次是“粤语比普通话年龄大，而普通话被曼彻·野蛮人（Manchu Barbarians）腐败了！” （两种语言都同样古老，Erhua根本不是“ Manchu的口音”，在Manchu入侵之前的Ming期间发展的特质）或同样荒谬他们是如此混杂，没有真正的中国人感到骄傲！” （忽略了以来中国人一直“混合”以来的事实，因为他们作为Huaxia联邦和现代北部汉族实际上在遗传上是同质的，因为人口融合在一起，但日本民族主义者总是愚蠢的）。就像我说的那样，您认为Wikipedia是一个可靠的消息来源很有趣，如果您正在阅读越南Wikipedia，那么整个事情都是个玩笑，请坚持英语版，因为它们有更多的贡献。
甩掉包袱。"
3540,UgyXUHjgrHOzJ1mhdI14AaABAg,1,amazing❤️,惊人的❤️
38627,UgzLsfWhfAh-os8v8Jt4AaABAg.8tQgtT-5X9m8twmc6Tz9nw,1,maybe the downvoters are people who just realised what a miserable life they are leading compared to this amazing woman.,也许下降者是那些刚刚意识到与这个神奇的女人相比，他们所过的悲惨生活。
14172,UgzambbdmhMGaFBjHYx4AaABAg,1,she is more than amazing!!!!!,她真是太神奇了！
47124,UgyCna0nS0s3Jh9h5bR4AaABAg,1,woooow really you are amazing. love you from morocco,哇，你真的很棒。从摩洛哥爱你
15849,UgyCdY4DIFC_5qmJGuF4AaABAg,1,this vlog is so amazing!!!,这个视频博客真是太神奇了！！！
12429,UgynXJZ1q8I7m7TzlJp4AaABAg,1,amazing,惊人的
12749,UgwJnQvSbDFEG5KTJL94AaABAg,1,amazing,好厉害
31311,UgzuaYKGxLqnZ7oo6R14AaABAg,1,the food looks amazing! wish i could try it,食物看起来很棒！希望我能尝试
12802,UgzM2Jy6KvkS1axn8sd4AaABAg,1,she's amazing,她太赞了
32518,UgxiLxjRfNZ0rRdP2px4AaABAg,1,her gramma is amazing i love her,她的语法很棒，我爱她
12963,Ugw1NRRMbeldm0NrlWl4AaABAg,1,this is such an inspiaring video you have teached me a lot thank you bless you you are an amazing person,这是一个如此感觉的视频，你教了我很多东西，谢谢你，祝福你你真是一个了不起的人
32435,UgyMTOU2n8DAVv17pIB4AaABAg,1,wt an ideal women she is!! am jst imprsd ๐’ bckgrnd music was amazing hv a great future go aheadโ๐‘๐,她是理想的女人！ Am JST Revsd
31505,UgzR9gGa1TxPk-bT6Px4AaABAg,1,there are indonesians ๐คฃ๐‘๐ณamazing,有印尼人
15862,Ugzpg9hkKE7f2D2geX14AaABAg,1,"i dont know what to say 
everything just amazing","我不知道该说些什么
一切都很棒"
13346,UgziWlCvyqxZC6Nv_HN4AaABAg,1,what an amazing channel i love this!! i wish i had discovered this earlier,我喜欢这个频道多么了不起！我希望我早点发现了
15842,Ugy-75MN-3yKM9OpRWV4AaABAg,1,"amazing ,beautiful and inspiring",惊人，美丽而鼓舞人心
16512,UgwR6qj9LbDdj44fgfx4AaABAg,1,video grapher is amazing.. i can't even skip a second.. amazing content.. only 106 videos but 10 million subscribers.. wow!!,视频图形器很棒。.我什至无法跳过一秒钟..惊人的内容..只有106个视频，只有1000万订户..哇！
15663,UgxLn4q21oL631BdIiJ4AaABAg,1,it's so amazing,太神奇了
31630,UgxxCgH71L64WRGQtSB4AaABAg,1,she lives in paradise wow amazing just amazing,她住在天堂哇惊人
32103,UgxWcWnMz2tPSaazgXl4AaABAg,1,isn't it sunflower seeds and not melon seeds? btw everything she does is amazing!,不是葵花籽，而不是瓜子吗？顺便说一句，她所做的一切都很棒！
46618,Ugzcdj_9vp-BQBc-NzR4AaABAg,1,amazing channel amazing food,惊人的频道惊人的食物
31941,UgyD8MduSh-4vXy2lOx4AaABAg,1,she's fucking amazing,她他妈的很棒
15003,UgwNnDmauP1udG2eQsh4AaABAg,1,"i am from pakistan .very amazing i like ur work i seen the videos daily that,s good so nice.",我来自巴基斯坦。我很喜欢您的作品，我每天都看过视频，很好。
31838,UgzbAMMsHwsXElfXZ1t4AaABAg,1,youtube........finally amazing recommendation๐๐๐,YouTube ........终于惊人的建议
11320,UgxVayExMhZ5PGm9UcR4AaABAg,1,you can make popcorn like that?!!!! amazingg,你可以这样做爆米花吗？ Amazingg
14774,UgxFHFJt9tEQnTHQaJZ4AaABAg,1,"thank you for all the effort you put in every video. you and your grandma are adorable. it's amazing how many things you do cooking, furniture, .... i wish i could live like you. regards from spain",感谢您在每个视频中所做的所有努力。你和你的祖母很可爱。您做烹饪，家具的事情真是令人惊讶。...我希望我能像你一样生活。来自西班牙的问候
47006,UgwJknNoOsPgf7Zt6UB4AaABAg,1,wow i want to experience to live in such place where you can just pick fruits straight from the trees. you don’t need to buy foods you can just get ‘em within your property and cook them. very soothing and amazing video,哇，我想体验到可以直接从树上挑选水果的地方生活。您不需要购买食物，您只需在您的财产中获得'Em即可烹饪。非常舒缓和惊人的视频
12385,UgzQaafx5UY1Ls6ELJR4AaABAg,1,amazing hard work of a fragile girl !!,一个脆弱的女孩的辛勤工作！
12803,Ugwz4vUm_Id0Cng6aDx4AaABAg,1,you are amazing l can't describe it in words beauty beauty,你真是太神奇了。
12075,Ugzozt_SvEYD_ykrjEJ4AaABAg,1,i want all of this knowledge! she’s amazing ♥️,我想要所有这些知识！她很棒♥️
12153,UgzmadzY3lTHlk1twM94AaABAg,1,"when since childhood you bothered yourself to make a cross with a small knife on hundreds (thousands) of chestnuts ... and there at 60, you see liziqi just give a trenk ... superb videos, and so many gestures ... i miss the recipes :-) everything is so appetizing and amazing for me french!",从小就开始用一把小刀在数百（数千个）的栗子上进行十字架……在60岁时，您看到Liziqi只是给Trenk ...出色的视频，还有很多手势...我错过食谱:-)一切都很开胃，对我来说是惊人的。
17072,UgxyLPLg1abWFzAbk_V4AaABAg,1,liziqi you are amazing you cook amazing yumiiiiiiii,liziqi你很棒，你做饭很棒的yumiiiiiiii
17078,UgxTqBfjb5F17BAoHMd4AaABAg,1,amazing,惊人的
31144,UgzDdxksKDf67NsoChx4AaABAg,1,is she for real tho? what shes doing is amazing and her video quality is so damn great it's like im watching movie for each video? what is she? who is behind all theseeeeeee i need answer,她是真正的tho吗？她在做什么很棒，她的视频质量真是太棒了，就像我为每个视频看电影吗？她是什么？谁是所有theeeeeee的背后，我需要答案
17149,UgzPpNULJ3ZtgYT1XAF4AaABAg,1,"the puppies and the lamb love li ziqi as if she were their mom...maybe adopted mom...i would follow her around if i could, chestnuts roasting on a kitty fire....:) wow, so many healthy snacks..amazing princess! god bless you and your grandmom...from texas ...usa.ni shi hen hao...:) in 14 years in china, i never trust those popping machines...dangerous...for ears...best spring festival food in the world...done by li ziqi....so great!",小狗和羔羊爱李齐qi好像她是他们的妈妈...也许是收养的妈妈...如果可以的话，我会跟着她，栗子在小猫的火上烤... :)哇，哇，很多健康的零食..杰出的公主！上帝保佑你和你的祖母...来自德克萨斯州...美国。世界上春节的食物...由李Ziqi完成。。。太棒了！
