,cid,votes,含love,含love中文翻译
2839,UgyP6DG36yUTJVw7_x14AaABAg,0,love to watch all her video,喜欢看她所有的视频
41221,UgwlpeYVxzT5oFouANt4AaABAg.8s0EnF-zs3h8sG8va8gvyL,0,"tunan l well, love you",tunan L 好啦爱妳啦
41708,UgyJwA_xffzc02gpIfR4AaABAg,0,how i wish i can marry you.. i love you already,我希望我能嫁给你..我已经爱你了
43679,UgzFo3mBRQwRVdUyIY14AaABAg,0,she loves what she does ... simply sensational ...,她喜欢自己的所作所为...只是轰动...
44036,UgwD6Fne41eY48Dvp6l4AaABAg,0,"what cool people loved ..
who can write on the channel","什么酷的人喜欢..
谁可以在频道上写"
44014,UgyNqMCu9eSDpOG8bEt4AaABAg,0,i would love to live a week like this,我很想像这样一个星期过一个星期
39499,Ugxx7dbsdFP1L6dPFvZ4AaABAg,0,would love to hire her as a full time chef. this is amazing.,很想聘请她作为全职厨师。这真太了不起了。
43704,Ugwt96xs2aenzPMWGqt4AaABAg,0,wow love them so much,哇，非常爱他们
41228,UgyiQpIh3HBPOSt2Km54AaABAg,0,wow i love her n sheep they look so cute,哇，我爱她n绵羊，它们看起来很可爱
39492,UgyM3wCtEFe2ADgJqKd4AaABAg,0,"oh i know she is so amazing ...she got the little lamb when it was so tiny ..i love how it follows her.. there's nothing this girl can't do ..i love watching her videos
.","哦，我知道她真是太神奇了...当它如此小时，她得到了小羊肉..我爱它如何跟随她。
。"
44005,UgzZjViZTiZZWuMjCn14AaABAg,0,"i recently found this and i just can't seem to get enough of it, i'm hooked! everything she creates looks so mouth watering, everything is fresh, and i love how she's so close to nature and her family!",我最近发现了这一点，我似乎无法得到足够的东西，我迷上了！她创造的一切看起来都令人垂涎，一切都是新鲜的，我喜欢她与大自然和家人如此亲密！
39394,UgxN3XHT8HaszZ0R2RJ4AaABAg,0,in love with the colors of this video,爱上了此视频的颜色
3683,UgyKx3nQtuNF5jy5GzN4AaABAg,0,i love your videos,我爱你的视频
39384,Ugy24JWZWJCNovHiMTN4AaABAg,0,i love to love but good again,我喜欢爱，但再次好
44326,UgzDTnefasysOp7rsTF4AaABAg,0,i love your videos a lot,我非常喜欢你的视频
41223,UgyarmosW0BT4x5c7Gl4AaABAg,0,sister i love you,姐我爱你❤️
43997,Ugz15O48TBoDFy3SIsJ4AaABAg,0,i love it because it seems that i saw in such a quiet life!,我喜欢它，因为看来我在如此安静的生活中看到了！
43993,Ugz1v1GzFJftjZBSPex4AaABAg.8rGffXSASDM8rNaBUd7HHV,0,@kikilove6648 thank you!,@kikilove6648谢谢！
43990,UgzzzCyS2D5lLmVVWwJ4AaABAg,0,love❤,爱
43967,UgyeXBd_p9L6GcfwB394AaABAg,0,i love this channel sm,我喜欢这个频道SM
3711,UgyJuNGwV_soRfI0Zot4AaABAg,0,love from keral,来自喀拉尔的爱
43960,UgyxUufEpIZO28oHYnh4AaABAg,0,i love his videos crazy,我喜欢他的视频疯狂
43957,UgxqLrhfBgLFlOxrbAR4AaABAg,0,"i love the sheep to be believed by picrito, beautiful",我爱Picrito所相信的绵羊，美丽
43955,UgxK4xqrGQhTXDlOPtl4AaABAg,0,"aw, i love how her little stove thing is a dog!",噢，我喜欢她的小炉子的东西是一只狗！
43952,UgzYRF8BHASDebkMT_x4AaABAg,0,you are so amazing..i like your all videos..i really appreciate you hard work..i wish i could be there one-day.. love you so much,你真是太神奇了..我喜欢你的所有视频..我真的很感谢你的辛勤工作..我希望我能在那里。
43951,Ugxcls0_DU5IiF3GG_B4AaABAg,0,those puppies are super cute and what they need is love and attentions.,那些幼犬超级可爱，他们需要的是爱与关注。
40787,UgycGh_GcVR0K4p8izJ4AaABAg,0,love,爱
39184,Ugwak5MLH_vEGr0l7hZ4AaABAg,0,"i could see this video again and again, and i would not tire, there are such multifaceted people, i am really impressed, i love their work โค",我可以一次又一次地看到这段视频，而且我不会厌倦，有如此多的人，我真的印象深刻，我喜欢他们的作品❤
39202,UgxK4foBXBTL-VgWQwt4AaABAg,0,"so fresh
would love to have some","好新鲜
很想有一些"
44916,UgzuTW0WWVVACu2E3Dl4AaABAg,0,"the grandma is so cute 
i love this video is amazing","奶奶是如此可爱
我喜欢这个视频很棒"
41473,UgxxboNIZrwtSuWnWlp4AaABAg,0,i am in love with her.,我爱上了她。
44881,Ugx7wcvdLyJtUf7AQ014AaABAg,0,i love this channel. good that i found it. i love this channel. glad i found it.,我喜欢这个频道。很好，我找到了它。我喜欢这个频道。很高兴我找到了它。
41471,Ugyil1FwoCwdAwGmkgR4AaABAg,0,"wow!!! i love you , you are very strong ,but are you beautiful !!you are really !!! you are wonder woman thank for you videos!!!!",哇！！！我爱你，你很坚强，但是你是美丽的！你真的是！！！你是神奇女侠，谢谢你的视频！
2734,UgxVe0xvbDrJPlvbiMN4AaABAg,0,we dont no ur language so plz mention in english i like ur every video love u,我们没有你的语言，所以英语中提到我喜欢你的每个视频爱你
38841,UgxxORyWRjAJZh9AFv94AaABAg,0,"i love hig, a simple and sweet life",我爱希格，一个简单而甜蜜的生活
44893,Ugw7ayAxE2OaEBpMqgt4AaABAg,0,i love this video. she made a variety of sweets and goodies!! so relaxing to watch.,我喜欢这个视频。她做了各种糖果！！放松看。
38834,Ugwv7Gj6mTDMVcx9FtB4AaABAg,0,i love your animals and food and village,我爱你的动物，食物和乡村
44923,UgwOtD4SMLn6e8Axycl4AaABAg,0,"how i love to live in a place like that,just waeup in the morning and picking fruits and vegetables in the mother nature",我如何喜欢住在这样的地方，早上waeup并在大自然中挑选水果和蔬菜
44861,Ugyr-8GcwBZKbD64xoh4AaABAg,0,i love her videos so relaxing and calm and peaceful to watch. love the nature and animals.,我喜欢她的视频，非常放松，镇定和宁静。爱大自然和动物。
44931,UgzXVQSEYfczFMHqPel4AaABAg,0,wowowow love this chanel is so sensitive ✨,哇，爱这个香奈儿是如此敏感✨
41335,UgyGcIboD1glZhywcJt4AaABAg,0,aahaaaaa so relaxing i love her,aahaaaaa如此放松，我爱她
44933,Ugxsgm6I5sQ95mWanFp4AaABAg,0,i watched a video and fell in love with her. this kind of life and heart of this paradise ...,我就看了一个视频、就爱上她了，这种世外桃源的生活、心驰神往……
38790,UgxEkzC-sTg2e597bQJ4AaABAg,0,your cameraperson is just awesome. captures every moment. love all your videos ma'am.,您的Cameraperson真是太棒了。捕捉每一刻。爱你所有的视频女士。
41347,Ugzm6kD-jANsyrC_hvt4AaABAg,0,how lovely,多么可爱
44934,Ugwo3MmobERi2nYl7fl4AaABAg,0,i love it,我喜欢它
38778,Ugxf5DJk__qLofrSUpZ4AaABAg,0,"hi im from indonesian, love this chanel.",嗨，我来自印度尼西亚人，喜欢这个香奈儿。
44866,UgyrTnd0MiBfo06X_YF4AaABAg,0,i love you so much (i from viet nam),非常爱你真佩服 ( I from Viet Nam)
44844,Ugwl9r4Vu_tsr32NA6V4AaABAg,0,i love watching the sheep.,我喜欢看绵羊。
44956,Ugw0uacBBtHv_0MJC5x4AaABAg,0,"i love the environment , her life style , those cute pets",我喜欢环境，她的生活方式，那些可爱的宠物
44734,UgwGrFjE_i27zOcuvGF4AaABAg,0,so​ many food that​ you​ make.i love​ its,你做的很多食物。我喜欢它
44675,UgxTeOd3Lk5R-PYVyiF4AaABAg,0,i love you very much ❤,我非常爱你 ❤
44688,Ugz7Sln4u84hVpPTZw54AaABAg,0,i love your,我爱你的
44694,Ugw8nHiAK0QYlK9Aufd4AaABAg,0,woww i love china . can you write tge recipes?,哇，我爱中国。你可以写TGE食谱吗？
38873,Ugyil0lVQ6XGHE-vc494AaABAg,0,i don't know who you are or what your name is but i love you :),我不知道你是谁或你的名字是什么，但我爱你:)
44725,UgwmMM5jCjZBbP14M8x4AaABAg,0,wow ilove all you did happy new year and always be happy,哇，你们所有新年快乐，永远快乐
44726,UgzOsLvqn90sC_Xdj7F4AaABAg,0,i love how much she loves her grandma. 5:57,我爱她有多爱奶奶。 5:57
44730,Ugw8XNGZ8MxZ0LX83Bd4AaABAg,0,iloveyou,iloveyou
44747,Ugz_130v_p4YI7EXdzl4AaABAg,0,gosh thats why i love chinese foods,天哪，这就是为什么我喜欢中国食品
44815,UgwKUbvFWOngiyOK3eN4AaABAg,0,in love with this,爱上这个
3347,UgxizCH3ljpkRPy7ppR4AaABAg,0,i want to come to you and live with you. i love you in this life. you are lucky 幸,我要来找你，和你一起生活。我今生爱你。你是幸运的
44771,Ugz224dnJLZoWY2IWgN4AaABAg,0,wow beautiful program love everything there,哇，美丽的节目喜欢那里的一切
41481,UgzI0GZx4xAbIZu9G4V4AaABAg,0,i love you,我爱你
44776,UgyyQgKaGEtOyJdz62x4AaABAg,0,love from kerala❤️,来自喀拉拉邦的爱
44781,UgzvDmhVo06F52r_w214AaABAg,0,thats a so cute video omg i love it❤,那是一个如此可爱的视频，我喜欢它
44783,UgwXWhbCqZE__CCsygB4AaABAg,0,love it.please help me support my channel subscribe and comment down thankyou from philippines,喜欢它。请帮助我支持我的频道订阅并发表评论，谢谢菲律宾
38851,UgwmNGm6T6eqrlF7o6Z4AaABAg,0,i love everything you do and all my family too .. can i com to live with you ๐,我也爱你所做的一切，也爱我所有的家人..我可以与你同住吗？
44935,UgyltJQU42aHl54lOVB4AaABAg,0,this was so amazingly beautiful...everything looked so delicious and clean....love it,这真是太漂亮了...一切看起来都很美味和干净。...喜欢它
38772,UgySox6fUjVAxYbOwlV4AaABAg,0,"love your videos, so in harmony with nature. i'm vegan, and i love nature.",热爱您的视频，因此与自然和谐相处。我是素食主义者，我爱大自然。
44331,UgwDBqFm7clL48FmbeR4AaABAg,0,omg i love the sheep,天哪，我爱绵羊
38575,UgwIXIzH0HrdVuluTvF4AaABAg,0,"oh, i love it !!",哦，我喜欢它！
41430,UgzU3g8LHA9GKRuA5Ch4AaABAg,0,don’t know how i got to this video but i love it,不知道我是怎么去看这段视频的，但我喜欢它
45110,UgxTxmDONYWa5XIYRRF4AaABAg,0,i love you from iraq,我爱你来自伊拉克
41426,UgzlspzDYxRsIHPxKFt4AaABAg,0,love ur cooking.pls onw request do give english subtitles so we can understand the ingredients .n also would love to know the names of the different fruits n vegetables u grow n use.thanks for ur videos.,Love Ur烹饪。plsonw请求确实会提供英文字幕，以便我们可以理解成分。
38705,UgxEqpqkERer72K26-p4AaABAg,0,love itttt๐’๐’๐’it feels like a different world,爱iTtttt
38680,UgzqTTnzNFhvTEDVRN14AaABAg,0,"omg guys do you know that she make videos by herself? 
check this out https://youtu.be/3rgkrjkrhto
she is so incredibly amazing, i salute u li ziqi, you are amazing ๐’–๐
my respect for you raised more. love ya","天哪，你知道她自己制作视频吗？
查看此内容https://youtu.be/3rgkrjkrhto
她真是太神奇了，我向你致敬，你很棒，你真了不起。
我对你的尊重更多。爱你"
3913,UgxIgqq9R6tkupZ8gNZ4AaABAg,0,i love this video,我喜欢这个视频
41375,UgxXtXvH9CKNdLrIn-54AaABAg,0,i love the simplicity this girl !,我喜欢这个女孩的简单性！
41417,Ugw1fHgQDSBujYTFk2F4AaABAg,0,great china i loved,我爱的大中国
2712,Ugz9ZJIdQLhe8J7fJVN4AaABAg,0,i love you ❤️,我爱你❤️
38569,UgwCmw2hAAW9De0ogAd4AaABAg,0,i love you,我爱你
41410,Ugww91Yvz_FBuX3o3LB4AaABAg,0,i love everything in this video ❤,我喜欢这个视频中的一切
45111,UgwiUXOvIh9Nw7kTlNt4AaABAg,0,i love her❤️❤️❤️ so naturally cooking,我爱她❤️❤️❤️很自然地做饭
41382,UgyJYaXXg-7Irw3TQ614AaABAg,0,i love watching your video you are beautiful strong and very smart may god continue to give you strength keep doing what you are doing my family and i love watching your show,我喜欢看你的视频，你很漂亮，很聪明，愿上帝继续给你力量继续做你的家人，我喜欢看你的节目
38553,Ugy8uXyN9Wcaeeu2OjZ4AaABAg,0,i love you,我爱你
45127,Ugx9jDHcBw4cprRCkcd4AaABAg,0,i love the natural colour....,我喜欢自然色。
45144,Ugxd2vOBKcOsvzQ770N4AaABAg,0,love you sister. from malaysia.,爱你的妹妹。来自马来西亚。
38736,Ugy4w6pQ6PNJI-XyiIJ4AaABAg,0,love this video.,喜欢这个视频。
45099,Ugwr-Q-iu4XjVv3sIgh4AaABAg,0,the most relaxing video and beautiful tradition. love your puppy and sheep <3 <3,最轻松的视频和美丽的传统。爱你的小狗，绵羊<3 <3
2730,UgwiU8FxvEblJRHaorB4AaABAg,0,i pray for you whoever is reading this that god's grace and love would be seen in your life and in the lives of those around you. god has a plan for your life and wants you to be in close relationship with him through his son jesus christ. i pray that over your life. amen.,我为您祈祷的人祈祷，无论读这篇文章，上帝的恩典和爱都会在您的生活和周围人的生活中看到。上帝为您的生活有一个计划，希望您通过他的儿子耶稣基督与他保持密切的关系。我祈祷你的生活。阿们。
44995,UgxhqwZHdW9Z9UafbNl4AaABAg,0,i love u and ur video. u are a hard working girl. u so cute.....,我爱你和你的视频。你是一个勤奋的女孩。你好可爱.....
44962,UgzMK1S-PxpjCzJ9RVx4AaABAg,0,lovely video!!,可爱的视频!!
44970,Ugzgc9dsB7eqBVWO4v54AaABAg,0,simply loved it.,只是喜欢它。
44972,UgyE4K5uH8gDy9JEa2R4AaABAg,0,i love you,我爱你
41455,UgwD6DPXN_R8i3_uwuJ4AaABAg,0,"this is my first time watching this and haven't even finish the video but it's so satisfying to watch, i love it ❤",这是我第一次观看此内容，甚至还没有完成视频，但是观看它是如此令人满意，我喜欢它❤
41447,Ugzxt1WUPNqz17zgxT94AaABAg,0,"tears in my eyes.. she is so active and best hard worker...the love between grandma and liziqi is boundary less.... have a blessed life... please help them.they need more care and help from their surroundings....if i were there,i would helped u allot ma",我眼中的泪水..她是如此活跃和最好的勤奋工作...奶奶和利兹基之间的爱是少量的。。。 ....如果我在那里，我会帮助你分配马
38765,UgwYd3hPbCaY4xlTq0Z4AaABAg,0,gurl you love your grama so much!!so much love ๐ญ๐’–,gurl你非常爱你的grama！
41353,UgwycrLOoH0U9VnbZdx4AaABAg,0,i love your life,我爱你的生活
45029,Ugzo1XjBz0fEDOYq-bh4AaABAg,0,qami love,Qami Love
45089,Ugyj3J-ZD9s5ClwgvPp4AaABAg,0,i fall in love with you,我爱上了你
45030,Ugw8bxRo0_HWzHAAif54AaABAg,0,love this,喜欢这个
45035,UgxbBGJ5ZND4SxBc5QV4AaABAg,0,"i love the beautiful interior including kitchen utensils and very minimal use of plastic, i enjoyed the video very much. thank you!",我喜欢美丽的室内装饰，包括厨房用具和塑料的最小使用，我非常喜欢该视频。谢谢你！
41372,UgyG1W2y_xEwj8DXQFN4AaABAg,0,that is so much work but looks lovely,那是如此多的工作，但看起来很可爱
45072,UgyiE7Ou-xmgtMyZ-Ix4AaABAg,0,from vietnam. love video❤️,来自越南。爱视频❤️
41437,UgzgYQHY1TOWzBJk5Gx4AaABAg,0,sister you are looking very beautiful i love you,姐姐你看起来很漂亮，我爱你
38764,Ugw9DyqoZtygjTevlGp4AaABAg,0,i love you,我爱你
45082,UgyD8Wcj2M-9l7K8O5Z4AaABAg,0,i love you hani,我爱你hani
44647,UgzXBqxd5hXCKaylOQp4AaABAg,0,i love you! please don't eat the lamby. we need to see him always!,我爱你！请不要吃兰比。我们需要总是见他！
38892,Ugxpur8f6pkIpbcqFrZ4AaABAg,0,merraba from turkey :) i loved it very much what you are doing,来自土耳其的梅拉巴:)我非常喜欢你在做什么
38899,UgwMGunL_zVmrxgLlPB4AaABAg,0,i wanna live with u can u take me ๐๐๐๐๐๐i love this life style,我想和你住在一起，你能带我吗？我爱这种生活方式
44502,UgxXkaccVz7aIqpCNTN4AaABAg,0,i love.u.that girl,我爱
44424,Ugxs1piXjbwzw-t5u-B4AaABAg,0,"this film is what i saw on facebook. life is very fortunate to see ziyi, deeply falling in love with every picture and fragment, and then after watching one after another 
this film is my favorite in all, at least once a day to see it to be willing.","这一部影片是我在facebook看到的，人生很庆幸有看到子柒，深深爱上每一个画面和片段，然后就一部接着一部都看完了
这部影片是全部里面我最喜欢的，每天至少要看一次才甘愿"
39111,UgyyIPJhXSeOj8-GsQF4AaABAg,0,"much love to her! 
the girl with one sheep and two dogs.","对她非常爱！
有一只绵羊和两只狗的女孩。"
44433,UgxppsQH8M5Yy2VBO-J4AaABAg,0,"all is just perfect: wonderful nature, beauuuutiful girl, but hard worker and she know how to love her homeland! chapeau!!!! my respect!!! ❤️ geeetings from belgade, serbia",一切都是完美的：美好的天性，美丽的女孩，但是勤奋的人，她知道如何爱她的家园！ Chapeau !!!!我的尊敬！！！ selbia Belgade的Geeetings
44441,UgyuqjPnn8nIDk1YXc94AaABAg,0,love your clips and the culture that simple but it’s beautiful.,喜欢您的剪辑和简单的文化，但它很美。
2827,UgwD81AX77EnYyLOh2d4AaABAg,0,"~* chinese vloggers similar to liziqi:
dianxi xiaoge little brother | anxiaolu an xiaolu | longmeimei longmei |
grandpa amu grandpa amu | laotai arui old tai arui | summer kitchen xia kitchen chen 20 |
ermichuiyan two -meter cooking smoke | ms miao office channel miaomei jiu yang official channel

~* liziqi's popular background music:
cloud blow | april sakura | sakura march | begonia sleep | august 23 | always with me |
lovesickness ocarina | accel world bye bye | lough leane | sudden
it's better not to read | cicada banxia | huai ancient legacy | hometown story | tao lin | new year's eve | in the past | mo yu","~* Chinese vloggers similar to Liziqi: 
Dianxi Xiaoge 滇西小哥 | AnXiaoLu 安小鹿 | LongMeiMei 龙梅梅 | 
Grandpa Amu 阿木爷爷 | Laotai Arui 老台阿瑞 | Summer Kitchen 夏厨陈二十 | 
ErmiChuiyan 二米炊烟 | Ms Miao Official Channel 苗妹九秧官方频道 

~* Liziqi's popular background music: 
云吹动 | 四月樱花 | 樱花三月 | 海棠未眠 | August 23 | Always with Me | 
Lovesickness Ocarina | Accel World Bye Bye | Lough Leane | 忽如一夜梨花开 | 
不如不念 | 蝉鸣半夏 | 淮古遗殇 | 故乡物语 | 桃林 | 除夕 | 昔年 | 墨雨"
44472,UgzNJ25j9GXnESvmFJN4AaABAg,0,"omg, i love your video",天哪，我爱你的视频
44474,Ugz7HkIs9sORgrZJf5d4AaABAg,0,dogs are so cute & i love this music,狗是如此可爱，我喜欢这种音乐
41314,UgySm62ndkdgVRJYUlN4AaABAg,0,"when i see her video, i can't stop to think i have a fking helpless life, for real that's really sad...

love the video anyway, so chill, i just wish them full happiness","当我看到她的视频时，我不能停止以为我过着无助的生活，这真是可悲...

无论如何都喜欢这个视频，所以很冷静，我只希望他们充满幸福"
3881,UgyNnWy7j3h3vy84sBd4AaABAg,0,i love your videos and my kids love what you do,我爱你的视频，我的孩子们爱你做什么
39108,UgyfXZBVO-SBgHIxet14AaABAg,0,i love you,我爱你
44529,Ugy1XVIxWd60hSnWa7p4AaABAg,0,so lovely,好可爱
44538,Ugy8ZTvCCktykrTvw954AaABAg,0,hi i love watching ur episode,嗨，我喜欢看你的情节
2817,UgzvFqGy7BBt-EQ8hNV4AaABAg,0,i am a kind of being hv love v deep for sheep n lands greenery,我是一种hv love v Deep for Sheep n Lands Greenery
39103,Ugz9piOGZmmRZcHLX0l4AaABAg,0,"this is by far the best 10 minutes i have ever spent on youtube ,lovely , calmfull and peacefull music .i am amazed with the way most recepies are done here but regarding the way the popcorn is made ..waaw ,never seen anything like it ... what is the name of the baric chamber where you pour the corn pips in ? anyone ?",这是我在YouTube上度过的最好的10分钟，可爱，冷静和和平的音乐。我对大多数回收的方式感到惊讶，但是关于爆米花的制作方式。.Waaw，从未见过这样的东西...倒入玉米的Baric室的名字是什么？任何人 ？
3890,UgyQNWeghj462z97yDl4AaABAg,0,i love china.,我爱中国。
39081,UgwcJ59Yn2x_hlcLyPR4AaABAg,0,she is so amazing.. and i love her little dogs ๐•,她真是太神奇了..我爱她的小狗
39124,Ugz5lGPaeAJh_NsvR0J4AaABAg,0,that's not fried melon seeds but those are *fried sunflower seeds*.. btw great content. loved it.,那不是炸瓜种子，而是 *炸向日葵种子 *..顺便说一句。爱它。
39175,UgwkdITjU3RKFISatqp4AaABAg,0,"loved it, everything perfect. congratulations ๐ป",喜欢它，一切完美。恭喜
44644,UgxNToS2Nw_GGjUGBuh4AaABAg,0,"your very hard working
and i love that about you","你非常努力
我爱你"
41554,UgyL1HKK2YVyXtd_OJd4AaABAg,0,<3 lovely! such a skillful lady. i wish i'll have a wonder woman like her in my life!! ^0^,<3可爱！如此熟练的女士。我希望我一生中有一个像她这样的神奇女侠！！ ^0^
41297,UgyVXLMYclCEM4is0ct4AaABAg,0,love the setting!,喜欢环境！
39200,UgzqR1spLi70ymQDGJ94AaABAg,0,2 puppies and a lamb made my day... so lovelyโค๏ธโค๏ธโค๏ธ,2只幼犬和一只羔羊让我一天...太可爱了❤️❤️❤️
44354,Ugzwg7Rt2OXiGk06Ry54AaABAg,0,"wooow that rich food, and beautiful place, i loved their puppies and sheep",求爱那丰富的食物和美丽的地方，我爱他们的小狗和绵羊
44357,Ugxrx9Sqq4S9FjDm2BR4AaABAg,0,i love the sweet dreaminess of this channel but i'm really disconcerted by reading the comments as to how many people seem to this this is real,我喜欢这个频道的甜蜜梦，但我通过阅读有关有多少人的评论而感到不安，这是真实的
41565,UgwqrSGunaV3taz9GkR4AaABAg,0,"i love watching you work and cook, very soothing~ and the sounds, best asmr for me x3",我喜欢看着你的工作和做饭，非常舒缓〜和声音，最适合我的ASMR x3
3350,UgxVCrqwf3hDnjrXh7x4AaABAg,0,i love how those puppies and lamb follow each other.,我喜欢那些小狗和羊羔互相跟随。
44370,UgyIEHhDOcLMHudxAWh4AaABAg,0,"i’m in love with your video. 
love from india","我爱上了你的视频。
来自印度的爱"
41303,UgxWPZ8cTgPp-cjJbXd4AaABAg,0,"omgoodness i love this channel, soo awesome",天哪，我喜欢这个频道，太棒了
44408,UgxecUakvUdbrRPbdEh4AaABAg,0,loveeee <3,loveeee <3
41209,UgxVN_QJH6VoryP_83R4AaABAg,0,most interesting food preservation! love it with apples. what was this hot stuff you used to put the apples on sticks into? thank you in advance for your answer.,最有趣的食物保存！喜欢苹果。您用来将苹果放在棍子上的热点是什么？预先感谢您的回答。
44371,UgyQORd6UOgqlwjCUg54AaABAg,0,i love her reaction on popcorn scene 's so cute hardworking person,我喜欢她在爆米花场景上的反应
44385,UgwZtS0tNraZH_srgo14AaABAg,0,wow... this is fresh content. asmr-calming and just satisfying? how do i describe this. it's like a high quality movie production! this is better than a documentary! is this like a calming vlog-cumentary??? i love this but idk how to describe it,哇...这是新鲜的内容。 ASMR镇压和令人满意？我如何形容这个。就像一部高质量的电影制作！这比纪录片好！这就像一个平静的视频博物馆纪录片吗？？？我喜欢这个，但是idk如何形容它
44394,UgzE0-9aQDFv8TxyheZ4AaABAg,0,"i loved to live in a place of this
","我喜欢住在这个地方
"
44395,UgzWk-G4ORylbda02YV4AaABAg,0,i realy loved this channel ....an infj like me should live there,我真的很喜欢这个频道....像我这样的INFJ应该住在那里
44404,UgwRE62a2ZycSWiUA5V4AaABAg,0,you chinese people dont know how much we loves u..the lifestyle..everything..lol from rest of the country.,你们中国人不知道我们有多爱你。
39176,Ugywb11ekdu47iOYK5t4AaABAg,0,i think i''m in love.,我想我恋爱了。
39078,Ugyptcde1xhY-lkvx6h4AaABAg,0,i love it ... what a talent without saying a single word or explanation to what it does ..... with just seeing what it creates and imagines that is enough .......... i hope you can read my comment ..... if you read it ... i'm single.,我喜欢它...什么才华，没有说一个单词或对它的作用的解释.....只要看到它的创造和想象就足够了……阅读我的评论.....如果您读过...我是单身。
41319,UgxgopdUNf-n8fBvV1J4AaABAg,0,they're not melon seeds but sunflover seeds,他们不是瓜子，而是朝阳种子
39071,UgzDFjfMjtJRT1JvkyR4AaABAg,0,i love her videos of making food. love how she keeps everything so old fashioned from cooking tools and clothing,我喜欢她制作食物的视频。喜欢她如何使一切都从烹饪工具和衣服中造成的老式
38958,UgxgeqANwjJLCMlUGPh4AaABAg,0,"i like to know where can i find her product everything she do,
where can i get it, i am from the usa in i, love everything she do so beautiful","我想知道我在哪里可以找到她所做的一切，
我在哪里可以得到它，我来自美国，爱她所做的一切都如此美丽"
44599,UgyMOJD0LFTKcZeVwId4AaABAg,0,love when sheep and dog following her,爱绵羊和狗跟随她
41528,UgyF1-9FCzaoMxee6ox4AaABAg,0,love this women..,爱这个女人..
44602,Ugw7myRNWoaPl5me5fl4AaABAg,0,"she is beautiful, she cooks beautifully, she is talented!! loved this video.",她很漂亮，她做得很好，她才华横溢！！喜欢这个视频。
3894,Ugwn-6XIQR0ogJBbQgp4AaABAg,0,"i love china, i love li ziyi, i like watching your video very much",我爱中国，我爱李子柒，很喜欢看你的视频
41523,UgzChSHHQTP4kkABrEl4AaABAg,0,i like this woman....you're lovely,我喜欢这个女人....你很可爱
41522,Ugwg6GQtz5FDKueXyLp4AaABAg,0,what fruits are those? i love your videos. thank you for sharing with us,这些是什么水果？我爱你的视频。多谢与我们分享
44610,UgzySoJVt_WmL2A_Odp4AaABAg,0,i would love to have that job in the midst of nature is beautiful,我很想在大自然中有这份工作很漂亮
38941,UgxR8q-d5naoImRss-14AaABAg,0,"wow very nice and the girl is so cute
love from india","哇非常好，女孩真可爱
来自印度的爱"
39070,Ugz9UrPxEcI8SkqHEuV4AaABAg,0,"i really love her pets, and her work here, needless to say",我真的很喜欢她的宠物，她在这里工作，不用说
38939,Ugw6XgiWi4Zxl0Wxmb54AaABAg,0,im in love,我恋爱了
38934,UgxEBrBIzCJfXkBM1S94AaABAg,0,i aaam this wonderful people !!! i love your videos a lot of gratitude. florianรณpolis -brasil.,我这个很棒的人！！！我非常感谢您的视频。 Florianópolis-Brasil。
44620,UgwMBDqos42RjjTr5lV4AaABAg,0,❤ hi i am argentinian. i love your videos. you are wonderfull good bess you.,❤嗨，我是阿根廷人。我爱你的视频。你真是太好了。
44633,UgwEiXzPW0TLi0_aaCx4AaABAg,0,so beautiful to watch. how confident is she with all that cooking. it's so lovely how all the pets are following her around. she's also so sweet to her grandma. it reminds me of how i was with my grandma when i was little.,如此美丽。她对所有烹饪有多自信。所有的宠物都在跟着她周围跟随她真是太可爱了。她对奶奶也很甜蜜。这让我想起了我小时候和奶奶的样子。
41503,UgyPefdFro3KWRDOM-Z4AaABAg,0,i love ur video's,我爱你的视频
44640,Ugx4Q0OhNnv4IC4Hx814AaABAg,0,it seems that i can't get enough of your super relaxing videos.. sending you all my love and light,看来我无法获得您的超级放松视频。
38912,UgyXsCPsRiW8IKu8WFN4AaABAg,0,beautyful.i love you,美丽。我爱你
44589,Ugxbz_hHlkNeKQF-Pt54AaABAg,0,lots of love from from kerala(india),来自喀拉拉邦（印度）的很多爱
38962,Ugz-w25hMTn8XfYN2hd4AaABAg,0,she loves to entertain people.,她喜欢娱乐人们。
38974,Ugwz0gbNBgm0qnMURbB4AaABAg,0,"what mik does not like in this sister is raising without bh hf mind, to come to the cattle. butter style. having raised that like no. the daughter and daughter did not feel cute to love animals",米克（Mik）在这个姐姐中不喜欢的是，没有BH HF的思想来到牛。黄油风格。提出了这一点。女儿和女儿不喜欢爱动物
38984,UgyykmsmuV23dnJ5Ohp4AaABAg,0,what a beautiful thing what do you do and what a beautiful place i loved congratulations,多么美丽
39062,Ugyj0ra3xb5TxnwNgyV4AaABAg,0,i want come to ur place and i want sped with u ur garndmonther and i will be with ur house sister i love ur ur place super plac and iam waching every video regularly good viedo sister,我想来你的地方，我想和你的garndmonther一起加快，我会和你的姐姐在一起，我爱你的地方超级席
2794,UgyF7f0bfC1CGz_pMZ54AaABAg,0,love from bangladesh so sweet,孟加拉国的爱如此甜蜜
39061,Ugwdb_Ke57MS_yzjuFZ4AaABAg,0,"very surprising vdeo..so beautiful...
all the foods looks delicious and tastful...i love this girl....and so much on ur place...","非常令人惊讶的vdeo ..如此美丽...
所有的食物看起来都很美味可口...我爱这个女孩。"
