,cid,votes,含love,含love中文翻译
22791,UgwbW0QYhT8cIrfODzh4AaABAg.8zvknA9f6wx9-4qa7f0Eib,3,i love to see granny too.,我也喜欢看奶奶。
5900,UgwmIta5-9jvizOJqQ54AaABAg,3,"people who have experienced several relationships have a question: is there true love in the world? people with different experiences will have different answers, some say yes, some say no. those who say some have been looking for it, those who say no have been waiting! but the results are often disappointing, because whether you look for or wait, true love is still coming! or this is the charm of true love, which both believers and unbelievers can expect!",经历过几种关系的人有一个问题：世界上有真正的爱吗？经验不同的人会有不同的答案，有些人说是，有些人说不。那些说有些人一直在寻找它的人，那些说不的人一直在等待！但是结果通常令人失望，因为无论您是寻找还是等待，真爱仍然会来！或者这是真正的爱的魅力，信徒和不信者都可以期待！
23783,UgyAm7enJjKMRR9AjzV4AaABAg,3,"i fell in love with this goddess, she is beautiful, hardworking, hardworking and loves her elderly, she is beautiful has beautiful feet and hands beyond a beautiful face.
i want to have such a life, i love the field and plant ...","我爱上了这个女神，她美丽，勤奋，勤奋，爱她的老人，她是美丽的脚，双手超出了美丽的脸蛋。
我想拥有这样的生活，我喜欢田地..."
30883,UgyUyuaqoPurlHDxo_N4AaABAg,3,"we love love love, all the different things you do, the way you take care of your grandma and your beautiful ranch. we hope to meet you one day! much love from texas. may god continue to bless you and your family!!!",我们爱爱爱，您所做的所有不同的事情，照顾奶奶和美丽的牧场的方式。我们希望有一天见到你！得克萨斯州的爱。愿上帝继续祝福你和你的家人！！！
11482,UgzR0OW8k9dCN0m1oNJ4AaABAg,3,wow...i'm new to this channel and you are so beautiful and talented. i enjoy your videos and food. i love your culture and country. so so beautiful !,哇...我是这个频道的新手，您是如此美丽和才华。我喜欢你的视频和食物。我爱你的文化和国家。如此美丽！
22919,UgymdEVX_unx0VIS_Rl4AaABAg,3,i love china . from vietnam,我爱中国 。来自越南
33602,Ugzkltscc6G1OiGKfFl4AaABAg,3,"warm regards from hungary, i love your videos",来自匈牙利的热情问候，我爱你的视频
5797,UgwJsT0DXpSdfceI2Nl4AaABAg,3,"i love your videos so much, not only coz they are sooooo excellent, but also i am from sichuan. now i am living abroad. while i see these stuff and the ways you are showing and get the sichuan dialect you are speaking, i feel so closed to my hometown and my family, such a natural and true emotion form the bottom of my heart! really amazing!!!",我非常喜欢您的视频，不仅因为它们非常出色，而且我来自四川。现在我住在国外。当我看到这些东西以及您所展示的方式并获得您所说的四川方言，但我对我的家乡和家人感到非常封闭，这是我内心深处的如此自然而真实的情感！真的很棒！！！
5454,UgzWiidwNwu20QVJaUZ4AaABAg,3,"love you, your are so cute โค๏ธโค๏ธ",爱你，你真可爱❤️❤️
13355,UgyRtTu-0NKRTW1fSiJ4AaABAg,3,gosh i love bamboo shoots! i'm hungry all over again just by watching this video ahh ✨,天哪，我爱竹芽！我只是看这个视频啊，我又饿了
11321,UgwGZhiuJ3ULyIJ7Ckl4AaABAg,3,i love how grandma took a bit out of her bowl to try some. it's sad that when people grow old they can't eat the same stuff they did when they were young. unless you are willing to die faster.,我喜欢奶奶如何从她的碗里尝试一些尝试。令人遗憾的是，当人们变老时，他们不能吃年轻时做的相同的东西。除非您愿意更快地死。
23891,Ugz5VVNjAvtGED9UzlN4AaABAg,3,wow nice vedio i'love the nature hope someday i came that pls pls sponsor me,哇，尼斯·韦迪奥，我爱大自然，有一天我来了，请赞助我
29964,UgzoPV3kkPEvSoP3pQB4AaABAg,3,it's like i was smelling every dish.. that's crazy.! i love your videos ❤️,就像我闻到每道菜的气味..太疯狂了。我爱你的视频❤️
22437,UgxlPUbtic-Q3zavkBZ4AaABAg,3,this woman is amazing loves cooking for grandmother i think is wonderful,这个女人很棒，我认为祖母为祖母做饭很棒
19123,Ugx886IfmdSWfAg3v0l4AaABAg,3,"hello i'm from indonesia .. i like your video, you are also beautiful and charming .. i love you .. nice to meet you from indonesia",你好，我来自印度尼西亚..我喜欢你的视频，你也美丽而迷人..我爱你..很高兴从印度尼西亚认识你
10682,UgxqSpb3Gk81b3ZvGH54AaABAg.98VupjufjU799bhs_TkVlm,3,"@kobebryantt237 i never said sex is wrong. i simply believe we've distorted and diminished it into something completely base and meaningless. sex can be a beautiful thing, but modern society has objectified it, turned it into a commodity devoid of any notion of love or romance. we take it for granted, just like we take everything else for granted. nothing is held sacred anymore: not nature, not animals, not communities, not people, not love, not life itself. everything now is expendable, and can be turned into an item and exploited to make a quick profit. we have collectively abandoned the pursuit of higher spiritual values for the sake of base materialistic desires. and it's only when we're lying on our deathbeds that we truly realize the tragedy of seeing things this way. have a nice day.",@kobebryantt237我从没说性行为是错误的。我只是相信我们已经扭曲并将其减少到了完全且毫无意义的东西中。性可能是一件美丽的事物，但是现代社会已经对其进行了客观化，将其变成了没有任何爱或浪漫概念的商品。我们认为这是理所当然的，就像我们把其他一切都视为理所当然一样。再也没有神圣的人：不是自然，不是动物，不是社区，不是人，不是爱，而不是生命本身。现在的一切都是可以消耗的，可以变成一个物品并被利用以快速获利。为了基本的唯物主义欲望，我们共同放弃了对更高精神价值的追求。只有当我们躺在死床上时，我们才真正意识到这种方式看到事物的悲剧。祝你今天过得愉快。
22320,UgxvOcsgSWOIVbVyCsB4AaABAg,3,i love that when this channel started she did everything so gracefully and now we get to watch her aggressively rip things from the ground.,我喜欢这个频道开始时，她做得如此优雅地做了一切，现在我们可以看着她从地面上积极地撕开东西。
32307,UgwJG8cIdlDEqh-iBsN4AaABAg,3,"li ziqi, you are just insanely amazing... love from",李齐（Li Ziqi），你真是太神奇了...爱来自
17921,UgwwmyqLspOqAHtrmPl4AaABAg,3,"living smart in harmony with everthing ,in peace ,with love ,that is the true definitin of success.",与所有人和平相处和和平，与爱情和谐相处，这是成功的真正决定性蛋白。
32078,UgzGMhBQF-PRCwACaGx4AaABAg,3,"i sincerely hope that any vietnamese who do not know chinese will be less as a sub.

li, love your video sm. from vietnam.","我衷心希望，任何不知道中国人的越南人都会像副本一样。

李，喜欢你的视频。来自越南。"
19918,UgxtiWBQ1RO8mwSh3ct4AaABAg,3,i love how you work with nature. god bless your soul,我喜欢你如何与大自然合作。上帝保佑你的灵魂
19955,Ugy64b8Tc-CR9fv_DdR4AaABAg.91FI0ImISkq92-rfug3qu7,3,or maybe its just not someones cookings style but even she did do the videos to get paid so what atleast shes not on government tit and doing what she loves and keeping her heritage going,或者也许不是某人的烹饪风格，但即使她确实做了视频来获得付款
17339,Ugw52ioWiNLlWq8oEHJ4AaABAg,3,"love the environment 
<3","爱环境
<3"
6950,Ugzt9HOB1KcIjtPFmQ94AaABAg,3,i like it i think that we can get more advantages from environment..she get more advantages from environment .i think that she always stay with environment because she love environment ..at the same time we must to learn how to love environment from this videos..she is clever.,我喜欢它，我认为我们可以从环境中获得更多优势。视频..她很聪明。
16724,Ugx_B8R8o6hOYICx7T14AaABAg,3,she is literally the perfect waifu. i'd love to learn from her.,她实际上是完美的waifu。我很想向她学习。
8957,Ugx_emxpsDHGQ0XNwdl4AaABAg,3,"the beautyfull girl 
love you
i'm from viet nam","美丽的女孩
爱你
我来自越南"
15892,UgwFl1E_w9r47AutTh14AaABAg,3,"finally i found your channel youtube... natural and amazing i wish to live like this , i am in love with this kind of life",最后，我找到了您的YouTube频道...自然而神奇的我希望这样生活，我爱上了这种生活
9272,UgyqpLIN0eiZi8IkV2B4AaABAg,3,from vietnam with love <3,来自越南的爱<3
20767,UgzgnP8B47BBQj4swAF4AaABAg,3,"delicious, smart and hardworking girls, we love you!",人间美味，聪明勤劳的姑娘我们爱您！
31774,UgyhgjbRWvVo3952W494AaABAg,3,"wooow that beautiful videos, every time i love more, ☺",wooow那个美丽的视频，每次我更喜欢的视频，☺
29052,UgyxBFiqpKDryhlhXr14AaABAg,3,"what a smart woman she is! i just love to watch liziqi video. such a calm, kind atmosphere.",她是一个聪明的女人！我只是喜欢看Liziqi视频。如此平静，友善的氛围。
14312,Ugzj0O2L6k4Wdf2kp-J4AaABAg,3,i love how she can just walk into her yard and pick her ingredients,我喜欢她如何走进院子里挑选自己的食材
6370,UgyC1hGuDLeLskoc7h54AaABAg,3,"i love watching these videos!! i feel so relaxed, and i learn something!!",我喜欢看这些视频！我感到很放松，我学到了一些东西！
21599,Ugxt50sc-69mMxbryxx4AaABAg,3,"hi, 
i just want to say that this week is “asia” week. me & my daughter get to discover & eat great “asia” food. like, “asian” sandwiches. (they are really good & my favorite), “asian” boaba tea. ..there’s this drive thru “asian” small restaurant called “chopsticks”, how pretty. it was a healthy plate from “chopsticks” restaurant. i love videos like this, very healthy & organic.","你好，
我只想说本周是“亚洲”周。我和我的女儿可以发现并吃得很棒的“亚洲”食物。就像“亚洲”三明治。 （他们真的很好，也是我的最爱），“亚洲” Boaba茶。 ..通过“亚洲”的小餐厅，这是一个名为“筷子”的小餐厅，多么漂亮。这是“筷子”餐厅的健康盘子。我喜欢这样的视频，非常健康且有机。"
14244,UgwlbLN7mOcdhvxAw6p4AaABAg,3,that girl could be the perfect one for any man that love to eat warm food.,那个女孩可能是任何喜欢吃温暖食物的男人的理想选择。
31540,UgwAujlrORFp_eu4JBh4AaABAg,3,"wowww always your food is delicious and excellent i love all your videos such a beautiful house and beautiful landscapes that always accompanies music always your videos transmits me peace, tranquility and harmony always so cute and kind with your sweet grandmother how cute you look together in that beautiful house that looks like a fairy tale i admire you a lot thanks for some very beautiful videos this girl impresses me more every day, knows how to do everything and works hard i admire her a lot i love you friend greetings from spain
","WOWWW总是您的食物美味，很棒，我喜欢您的所有视频，如此美丽的房屋和美丽的景观，总是伴随音乐的视频，您的视频会传递我的和平，宁静和和谐总是如此可爱和友善，与您甜美的祖母一起友善，您可以在那样的可爱在一起看起来像童话的美丽房子，我非常佩服你，谢谢你的一些非常漂亮的视频，这个女孩每天都给我留下更多的印象
"
21724,UgwW7Oa1fPxehQYBDYd4AaABAg,3,second video i see from this channel and i'm already in love,我从这个频道中看到的第二个视频，我已经恋爱了
29489,UgwjnQM9l_qyJwn9K914AaABAg,3,"wow, love this video remind me of my childhood",哇，喜欢这个视频让我想起我的童年
29531,Ugw7pdGvQF_fd0s96zJ4AaABAg.8yWiBLps9B58yc0272Tc8b,3,"@shiminli3966 we too love and respect chinese people, i have a chinese girlfriend she is so kind and respectful",@shiminli3966我们也爱和尊重中国人，我有一个中国女朋友，她是如此善良和尊重
22101,UgyEoB_3u-u2gu5hxwB4AaABAg,3,"i love chinese people and i love this song

ni wen wo ai ni you duo shen
wo ai ni you ji fen
wo de qing year zhen
wo de ai year zhen
yue liang dai biao wo de xin
ni wen wo ai ni you duo shen
wo ai ni you ji fen
wo de qing bu yi
wo de ai bu bian
yue liang dai biao wo de xin
qing qing de yi ge wen
yi jing da dong wo de xin
shen shen de yi duan qing
jiao wo si nian dao ru jin
ni wen wo ai ni you duo shen
wo ai ni you ji fen
ni qu xiang yi xiang
ni qu kan yi kan
yue liang dai biao wo de xin
qing qing de yi ge wen
yijing dadong wo de xin
shen shen de yiduan qing
jiao wo si nian dao ru jin
ni wen wo ai ni you duo shen
wo ai ni you ji fen
ni qu xiang yi xiang
ni qu kan yi kan
yue liang dai biao wo de xin
ni qu xiang yi xiang
ni qu kan yi kan
yue liang dai biao wo de xin","I love Chinese People and I love this song 

Ni wen wo ai ni you duo shen 
Wo ai ni you ji fen 
Wo de qing ye zhen 
Wo de ai ye zhen 
Yue liang dai biao wo de xin 
Ni wen wo ai ni you duo shen 
Wo ai ni you ji fen 
Wo de qing bu yi 
Wo de ai bu bian 
Yue liang dai biao wo de xin 
Qing qing de yi ge wen 
Yi jing da dong wo de xin 
Shen shen de yi duan qing 
Jiao wo si nian dao ru jin 
Ni wen wo ai ni you duo shen 
Wo ai ni you ji fen 
Ni qu xiang yi xiang 
Ni qu kan yi kan 
Yue liang dai biao wo de xin 
Qing qing de yi ge wen 
Yijing dadong wo de xin 
Shen shen de yiduan qing 
Jiao wo si nian dao ru jin 
Ni wen wo ai ni you duo shen 
Wo ai ni you ji fen 
Ni qu xiang yi xiang 
Ni qu kan yi kan 
Yue liang dai biao wo de xin 
Ni qu xiang yi xiang 
Ni qu kan yi kan 
Yue liang dai biao wo de xin"
32667,UgydaUEgmgoJlO-tOq54AaABAg,3,"you do so much work alone, during the work always thought in my mind should i help her? i know you have team of three. i love the moment when you serve your grandma and you both are enjoying the food 
please do a conversation video with your grandma.","您一个人做很多工作，在工作中总是想到我应该帮助她吗？我知道你有三个球队。我喜欢您为祖母服务而你们俩都喜欢食物的那一刻
请与您的祖母一起进行对话视频。"
33419,UgxqcqY1KaP-xu8VLxd4AaABAg,3,u r amazing. ..i like all ur videos. ..picture quality is excellent. ... u r expert in all the works ...with lots of love,你很棒。 ..我喜欢您的所有视频。 ..图片质量非常好。 ...所有作品的专家...充满爱心
33422,UgwaVkmDlXGvi2efR2J4AaABAg,3,"the dishes are softened, and the grandmother bites better to digest it better. you love crispy, first scoop up. the other half is softened with water. try it!",菜再煮软一点， 外婆才咬的动， 更好消化。您爱脆的， 先舀一些起来。另一半再加水煮软一些。试试看！
24623,UgzxqrM7qB7raqvHyn94AaABAg,3,webkingston company views - wow i love this woman. she beautiful and kind wow if i find this woman i love here' more than and my company.,Webkingston公司的观点 - 哇，我爱这个女人。如果我在这里找到我爱的女人，她比我的陪伴更美丽而善良。
30708,Ugw1G6gxoUJBx0igcH94AaABAg,3,i love bamboo shoots...stir fry with garlic and pepper,我喜欢竹芽...用大蒜和胡椒粉炒
23637,Ugyi9jeL3s_LpbGq1EZ4AaABAg,3,"hey cutie i love ur all videos
dis is dream house for me,","嘿，可爱的我爱你所有视频
迪斯对我来说是梦想的房子，"
3446,Ugz52awlurniXXBVGwx4AaABAg,3,"so beautiful, amazing, lovely, and wonderful. much blessings to you. thanks for sharing, lord-jesus-christ com",如此美丽，惊人，可爱和美妙。祝福你。感谢您的分享，耶和华 - 基督教
3102,UgxK7tTx9vC9pt59mmJ4AaABAg.9Pk50gyAGkX9ZUm5Jh_zMx,3,"this is my dream life! im in canada right now, and my dream would be to asap buy a big portion of land, so i can then go and with the money i am investing right now as a child, with my father, i hope its enough for me to start this. i already have plenty of ideas and watched a lot of videos of people like etienne levesque, who has a aquatonic greenhouse that works really well, even in the cold winters of quebec. im engaged in this, and im already learning my survival instincts as a chef corporal in cadet army. i dont know if i want to have an educaation to be a doctor, or to have and education about greenhouses and such. with my cadet background, i could join the army for a bit, or have a doctorate and be a family doctor, but in the army. with that, i have money, survival instincts and a plan b if anything goes wrong. a passion of mine is cooking and piano, so learning to cook is perfect for having a huge farm like this. i want for me and my family to live in one of those huge house for generations to live in, and my dad would love to help us with all the technologie. my dream would to use mash the ways of my ancestors and the technologie we have now. my dad can help me build the greenhouse and my grandpa too, be grandpa was an architect and my dad is a engineer but in computers. if we use the technologie and the modern world in farming and other stuff like this, and not like we did with machines and stuff. like the futuristic solar boards that capt the sun energy ( english is not my first language sorry haha). what im trying to say, you can see what im talking about by googling : futuristic greenhouse . this is what technology should be used for! i know it may be a really big dream, but i am ambitious and i know that my dreams wont come true unless i start making actions about it. if this comes true, i dont even have the words to say how happy i would be.",这是我的梦想生活！我现在在加拿大，我的梦想是尽快买大部分土地，这样我就可以去，然后用我小时候投资的钱，与父亲一起，我希望它足以让我开始这。我已经有很多想法，并且观看了许多像伊蒂安·莱维斯（Etienne Levesque）这样的人的视频，他的水上园林温室甚至在魁北克寒冷的冬季都非常有效。我从事这一点，我已经在学习我的生存本能，是学员军队中的厨师下士。我不知道我是否想接受教育作为医生，还是要接受有关温室等的教育。在我的学员背景下，我可以加入军队，或者拥有博士学位并成为家庭医生，但在军队中。这样，如果有什么问题，我有钱，生存的本能和计划B。我的热情是烹饪和钢琴，因此学习做饭非常适合拥有这样的巨大农场。我希望我和我的家人住在那些巨大的房子中，供几代人居住，我父亲很想帮助我们所有的技术。我的梦想将使用我的祖先和我们现在拥有的技术的方式。我父亲可以帮助我建造温室，而我的爷爷也是爷爷是一名建筑师，而我父亲是工程师，但在计算机中。如果我们在农业和其他类似的东西中使用技术和现代世界，而不是像机器和东西一样。就像太阳能上尉的未来派太阳能板一样（英语不是我的第一语言，对不起哈哈）。我想说的是，您可以看到我在说什么通过谷歌搜索：未来派温室。这是应该使用的技术！我知道这可能是一个非常大的梦想，但我雄心勃勃，我知道我的梦想不会实现，除非我开始采取行动。如果这是真的，我什至没有话可以说我会多么高兴。
2509,UgwCY42O1fKvTWGg2MJ4AaABAg,3,i want this type of lifestyle ..i love it..,我想要这种生活方式..我喜欢它..
34069,Ugw3Y36oc9jBP9-VneV4AaABAg,3,"i love her work very much, i hope you will read my comment if you know arabic",我非常喜欢她的作品，希望如果您知道阿拉伯语，您会读我的评论
3706,UgxNlewd3JDuiXS6K914AaABAg,3,❤❤❤..as a chef i always love using fresh ingredients! and enjoy putting smiles on my customers faces is the best thing..love your videos i wish you gud health and keep them videos coming.,❤❤❤..作为厨师，我一直喜欢使用新鲜食材！并喜欢在我的顾客面孔上笑容是最好的。
34791,UgyBsvalcXdnIo6sKS14AaABAg,3,"hi liziqi , you are so talented so beautiful so much hard worker and so much careing i love your videos very much love from bangladesh ❤❤❤❤❤",嗨，利兹奇，你是如此的才华横溢，如此美丽，如此勤奋，如此照顾我，我非常爱你的视频，非常喜欢孟加拉国。
35068,UgyHYT3znlXkwr5MaOV4AaABAg,3,omg 'm here after 2min ...i love your videos liziqi's of love from india,OMG
4152,UgwZQZ1L6Qd2jr-spa94AaABAg,3,"wow. wonderful, i love to see you when you are working, you are a wonderful girl, i wish for you to succeed with my regards and my love for you to follow you from iraq.",哇。太好了，当你这样做时，我很喜欢见你。
3435,UgzWLZJR7u3fs9so9G94AaABAg,2,someone brazilian? akakkakaka i love her videos,有人巴西人吗？ akakkakaka我爱她的视频
31130,Ugw2WElkzBoP_jXGvpJ4AaABAg.8yVLRYLxVO88yW_X7eKyAH,2,marsha barnes yes quite.. the region od sichuan province is wet & cold so they need the heat of chili peppers to balance.. although the peppers has a numbing type of kick i loved!!,玛莎·巴恩斯（Marsha Barnes）是的。
1893,UgwXJ5E-tUlvNeCvCOp4AaABAg,2,i love seeing grandma chilling out on the shaded swing.great,我喜欢看到奶奶在阴影的秋千上放松。
7761,UgzLQDhoDDiUz8kedMF4AaABAg,2,i love this food๐yummy,我喜欢这个食物
26846,Ugztr1K7azmiUkhpOC54AaABAg,2,"liziqi you should come to england and show our so called celebrity television chefs how to cook, love you videos you are so good looking and talented in many many ways",Liziqi您应该来英国，向我们所谓的名人电视厨师展示如何做饭，爱您的视频，您在很多方面都很漂亮和才华横溢
32758,Ugzgy3MPZLjTIaiYNhR4AaABAg,2,i really love her she can do anything...,我真的爱她，她可以做任何事情...
15409,UgxM6M0zpu3k7SD32RR4AaABAg.93FjALA-hss98XaaFmAZ6B,2,"strait arrow it’s a ‘propaganda’ if you wish it. it’s also a high-value production , staged ( for ken rascon) piece of entertainment that teaches simple and good value ( i.e. respect and love for your grandma) if you wish it. no one dies in make this well crafted film. all ( including messieurs arrow and rascon i suspect and hope) are entertained watching this in the time of a pandemic. so i decide to ‘wish’ the latter in this instance.",海峡箭头，如果您愿意，这是一个“宣传”。这也是一部高价值的作品，为肯·拉斯康（Ken Rascon）演出，如果您愿意的话，它教授简单而良好的价值（即尊重和对祖母的爱）。没有人死于制作精良的电影。在大流行时期，所有人（包括Messieurs Arrow和Rascon）都很有趣。因此，我决定在这种情况下“希望”后者。
19077,Ugxx0C0wczLWx2DIaoJ4AaABAg.928Ic4g69m392FXY8yAxfz,2,"i am afraid u would not love this.it is too smelly,even to some chinese...",恐怕你不会喜欢这个。
29289,UgwdnbdnQOsBbGXRuDN4AaABAg,2,"you can live happily next to nature that seems to love you, not damage the earth in any way, be thankful girl..",您可以幸福地生活在似乎爱您的大自然旁边，而不是以任何方式损害地球，要感谢您。
31092,UgxD4M4eN8wTeVGPihB4AaABAg,2,love your cooking and wonderful culture love from the philippines,爱你的烹饪和菲律宾的美妙文化爱情
3371,UgzcEyG8DzzsWhQjnIV4AaABAg,2,how lovely your grandma ❤,你的祖母多么可爱，看到你的祖母让我想起了我的祖母
3445,UgzWLZJR7u3fs9so9G94AaABAg.9OLD3HXAE3r9PHT9QLdt6e,2,"wow, i love ksks, her videos brings me a peace, a very good vibe!",哇，我爱KSK，她的视频给我带来了一个和平，一个很好的氛围！
11158,Ugzn2hmWAD80nBZ5nIt4AaABAg,2,"i love you so so much
you make my day every days","我是如此爱你
你每天都会做我的一天"
32700,UgwtZfZYJkUaJBIyCop4AaABAg,2,love to have that noodles. it make's me water in my mouth.,喜欢有那个面条。它使我的嘴里有水。
22690,Ugy_oB6BNfOEYOP0hQ94AaABAg,2,i'm from vietnam. i love you!,我来自越南。我爱你！
31128,Ugw2WElkzBoP_jXGvpJ4AaABAg.8yVLRYLxVO88yWU9kpHyNX,2,designq q thank you!! i’ve been cooking a lot of thai food lately but would love to try making many of the things i see here as well. i’ll look into that channel. thank you very much!,Designq Q谢谢！我最近一直在烹饪很多泰国食品，但很想尝试制作我在这里看到的许多东西。我将研究该频道。非常感谢！
32787,Ugx1CIR2ETt2zDWQz4F4AaABAg,2,the spirit you are a miracle of censorship god will make you a lot of love for you,你的精神是审查的奇迹，上帝会让你对你有很多爱
11209,Ugy-fIDKsGePUGZQrA94AaABAg,2,"i love her channel, it's so peaceful and really shows us how life without being on our phones and stuff is so beautiful. does she speak english?",我爱她的频道，它是如此的和平，并确实向我们展示了不在我们的手机和东西上的生活是如此美丽。她会说英语吗？
3952,Ugx_6mP00CBZ0dxuVkR4AaABAg,2,hi lizipi .. i am in love with your cooking ... you enjoy everything ... the leaves and roots ... the stalks the barks .. you don’t throw anything away ... i am loving and learning a lot from your videos .. .you .,嗨，利奇皮..我爱上了你的烹饪...你喜欢一切...叶子和根...缠着树皮..你不会扔掉任何东西...我爱和学习很多从您的视频..。您。
11652,UgxcKTowAdsGdn0gdOd4AaABAg,2,"see and love. beautiful, very unbeatable. czech thai. your way of life is a way to cost, but 200%health profit. if this world is really round, let us meet her. i want to continue living.",看和爱。美丽，非常无与伦比。捷克泰国。您的生活方式是一种成本的方式，但是健康的健康。如果这个世界真的很圆。让我们见到她。我想继续生活。
1227,UgxzzdAat0kCM2Io9C54AaABAg,2,i am from tripura ❤️ love this food in our state its called miya,我来自Tripura❤️喜欢我们州的这种食物，称为Miya
13723,Ugw87hL1CdDVHujWlLx4AaABAg,2,"i wish they would translate her ingredients, i love what she does with the peppers 
they look delicious!!!!!!
i am fascinated with her, i absolutely love everything she does.","我希望他们能翻译她的食材，我喜欢她对辣椒的所作所为
他们看起来很美味!!!!!!
我对她着迷，我绝对喜欢她所做的一切。"
6417,UgzgF1xkhroFoJjei054AaABAg,2,"you have such a oneness with nature and life,my god bless you and your household. i would love to visit you and maybe get first hand knowledge from you your amazing",您与自然和生命有如此统一，我的上帝保佑您和您的家人。我很想拜访您，也许从您那里获得第一手知识
3104,UgxK7tTx9vC9pt59mmJ4AaABAg.9Pk50gyAGkX9_SOyWV68B-,2,"@carlwheezer7792 i loveeee your idea. even i day dream and plan on something like this, i gt tears in my eyes when i see village, and i love such videos. you're so much like me. i would like to know more about your ideas. can we talk on instagram?",@carlwheezer7792我爱你的主意。即使我做的梦想并计划这样的事情，当我看到村庄时，我也会在眼中流泪，我喜欢这样的视频。你非常喜欢我。我想进一步了解您的想法。我们可以在Instagram上交谈吗？
20875,UgzvyEjEE1O8ftvSau54AaABAg,2,"love your channel, it’s very inspiring! ❤️",热爱您的频道，这是非常鼓舞人心的！ ❤️
30733,UgxlPYyKIRM1iBfTOlp4AaABAg,2,"hi my big fan liziqi love u ....ur very beautyfull . 
god blus u ..love u love u lot","嗨，我的大型粉丝liziqi爱你....你非常美。 
上帝蓝色你..爱你爱你很多"
1216,Ugx8XFuSOxn4x2Wm4O14AaABAg,2,"take love from bangladesh.. we always support you and like and share your video. you are an inspiration for the new generation. you encourage us in many ways.
take love and support ❣️","从孟加拉国拿起爱。我们始终支持您并喜欢并分享您的视频。您是新一代的灵感。您以多种方式鼓励我们。
接受爱与支持❣️"
27409,UgyeNaVryJvx5-9ggoF4AaABAg,2,love from uk always wait for your videos. keep it up❤,来自英国的爱总是等待您的视频。保持上升
29327,UgwV4ssxDyBdaeBBC994AaABAg,2,love from india,来自印度的爱
19289,Ugz03WknzCQiItA--mh4AaABAg,2,"literlly love everything she uses in the kitchen. water bowls, spoons, knives, etc",一位喜欢她在厨房中使用的一切。水碗，汤匙，刀等
15684,UgywgWW5VQ8x9hiKMMd4AaABAg,2,the love for her grandmother ♥️,对她祖母的爱♥谢
4034,Ugw3lPr4ca-ek-0Fmwt4AaABAg.9LNZfg91zko9LuXqctS7Gw,2,@amlesh8638 chinese love her and adore her like a national treasure. sure sour ppl are from every where i believe many are really jealous cuz they are not makers but haters,@amlesh8638中国人爱她，像国宝一样崇拜她。当然，我相信许多人真的很嫉妒，因为他们不是制造者，而是仇恨者
6837,Ugx9cNx5TEesWmQ3x3x4AaABAg,2,"me: i wonder did she have a lover?
also me: she don't need it anyway","我：我想知道她有一个情人吗？
还有我：她无论如何都不需要"
35307,Ugxgk-YeqQ2UdjjttgN4AaABAg,2,love you. i'm from vietnam,爱你。我来自越南
19226,UgzZ9c1X8JxaIjIQREF4AaABAg,2,"this is so beatiful, so well made, with that much care... it’s hard not to fall in love with this channel.",这是如此可爱，制作精良，非常关心……很难不爱上这个频道。
11247,Ugy0AAl12LTbx0pRyTp4AaABAg,2,"i love this show because she loves her grandma dearly, you are so sweet, i wish you the best in life from alaska.",我喜欢这个节目，因为她深爱着她的奶奶，你真可爱，祝您从阿拉斯加的生活中表现最好。
31187,UgwKSnU6fuOJ1v0dwgd4AaABAg,2,your work seems very calming although sometimes very strenuous. everything you make us so fresh. love watching you perform your talents.,您的工作似乎很平静，尽管有时很艰巨。你让我们如此新鲜的一切。喜欢看着你表演自己的才华。
4025,UgxUu2vUljYc52z7A_d4AaABAg,2,waoo i am amazed ladies like her are none existent in the us. simplicity goes a long way. love here lifestyle,waoo我很惊讶像她这样的女士们，在美国没有。简单性走很长一段路。爱在这里的生活方式
26714,UgwlP4zvqpIJ16mJXQx4AaABAg,2,hi i'm from india i'm addicted to your video not only me my daughter too we love u r village and your hardwood i want to know your village name if i can one day i want meet you thank you so much for showing you traditional lifestyle,嗨，我来自印度，我沉迷于您的视频，不仅是我的女儿，我们也爱你村和你的硬木，我想知道你的村庄名称，如果我有一天我想见你，我非常感谢你向你展示传统生活方式
9002,UgweTpQZp8NjEO5htaN4AaABAg,2,"i love her videos but i can't live like her. just only one reason 









snake","我喜欢她的视频，但我不能像她一样生活。只是一个原因









蛇"
9890,UgzFmsT4K_lMzp8GoM14AaABAg,2,"it is very comfortable to see. knowing that you have a team behind you, you really like girls like you. now your value is also high. i like your simple and energetic. i really want to marry you home. i love it for a lifetime. think about it, wish good luck, good health!",看的很舒服，知道你背后有团队，真的就喜欢子柒你这样的姑娘，现在的你身价也高了，喜欢你那个淳朴劲，真想把你娶回家，疼爱一辈子，目前看只是想想了，祝好运，身体健康！
22209,UgzhSrR0rIJxXuNhgZN4AaABAg,2,love to you and grandma with well wishes and many many successes. thank you for everything.,爱你和奶奶，并获得了良好的祝愿和许多成功。谢谢你的一切。
8711,UgyeY57HdVld43d6X-p4AaABAg,2,i really love your cooking and i want you to be ๐’ฏ myself,我真的很喜欢你的烹饪，我希望你成为我自己
28364,Ugw4oagRSrnkZ2PMqUR4AaABAg.8yZ1XUUU0pf8yduaog1-KE,2,"chad hk your tribe and culture is beautiful, one of india’s best part our lovely northeast! happy independence day girl",乍得香港您的部落和文化很美，这是印度最好的东北地区之一！独立日快乐的女孩
