,cid,votes,time,含cute,含cute中文翻译
48027,UgxMOV4wgQjQRFA31zR4AaABAg,0,4 years ago,6.00 cute ...,6.00可爱...
48023,UgwTXd3rvHNM-y9ZPhJ4AaABAg,0,4 years ago,she is so cute. how old is she?,她太可爱了。她年纪多大？
44656,UgzZQAGfSuA-WrI5nd54AaABAg,0,4 years ago,she is so much hamarat and very cute!,她真是哈马拉特，非常可爱！
44665,Ugw3wvDu9RkefcwbfgB4AaABAg,0,4 years ago,omg that sheep is skool cute! does it have a name?,天哪，绵羊很可爱！它有名字吗？
48018,UgyC263iAKnMyCJCcNV4AaABAg,0,4 years ago,"i really like life like this, quiet and warm and happy, happy and happy at home with a cute dog",我真的很喜欢这样的生活，安静，温暖，快乐，快乐和快乐在家里和一只可爱的狗
48005,UgyTeVFGPo4CzBvBdXV4AaABAg,0,4 years ago,this sheep is too cute,这个羊也太可爱了
47990,Ugy1iwX8U7mNdutMKxZ4AaABAg,0,4 years ago,very cute,很可爱
44711,UgxtxSMMwaZGuunzNFV4AaABAg,0,4 years ago,the sheep and the puppies are too cute !!!,绵羊和小狗太可爱了！！
44715,UgyjagB1Jf4oOcOUXUF4AaABAg,0,4 years ago,very cute,非常可爱
44761,Ugxff_hqbjjxLmSzzYh4AaABAg,0,4 years ago,sister is cute ♥,姐姐很可爱♥
44765,UgwbEHHcPosMBdCmWgd4AaABAg,0,4 years ago,wow that's really nice and you're so cute's make me want to live with you in your village ❤,哇，真是太好了，你真可爱了，这让我想和你一起住在你的村庄❤
44781,UgzvDmhVo06F52r_w214AaABAg,0,4 years ago,thats a so cute video omg i love it❤,那是一个如此可爱的视频，我喜欢它
47963,Ugw8wSrfPUnSSy42Y7R4AaABAg,0,4 years ago,cute lil lamb ...,可爱的小羊肉...
45311,UgxdOEIQwpYP3cm0dxJ4AaABAg,0,4 years ago,the puppy is so cute,小狗好可爱
45357,UgzwfMWMxX84hrVseP54AaABAg,0,4 years ago (edited),"i want to eat sometimes, probably a cute person.",我有时想吃，可能是一个可爱的人。
45360,UgxMTmCqVuAppxzseH14AaABAg,0,4 years ago,"hello, this is a very good video, the puppy is really cute. her work is also very beautiful, so in nature. many people dream of this. thank you, and keep a good job! greetings from switzerland!
nǐ hǎo, zhè shì yīgè fēicháng hǎo de shìpín, xiǎo gǒu zhēn de hěn kě'ài. tā de zuòpǐn yě fēicháng piàoliang, suǒy pirate rén dōu mèngxiǎngzhe zhè yīdiǎn. xièxiè, bìng bǎochí liánghǎo de gōngzuò! láizì ruìshì dì dì dì dì dì dì dì wènhòu!","你好，这是一个非常好的视频，小狗真的很可爱。 她的作品也非常漂亮，所以在性质上。 很多人都梦想着这一点。 谢谢，并保持良好的工作！ 来自瑞士的问候！
Nǐ hǎo, zhè shì yīgè fēicháng hǎo de shìpín, xiǎo gǒu zhēn de hěn kě'ài. Tā de zuòpǐn yě fēicháng piàoliang, suǒyǐ zài xìngzhì shàng. Hěnduō rén dōu mèngxiǎngzhe zhè yīdiǎn. Xièxiè, bìng bǎochí liánghǎo de gōngzuò! Láizì ruìshì dì wènhòu!"
46241,Ugwu-mnzqCSc7CGz3Kh4AaABAg,0,4 years ago,thoes puppies are so cute,Thoes幼犬是如此可爱
45971,UgyttDLg6FALaM0Cmk94AaABAg,0,4 years ago,"5:58, she is so cute. xd",5:58，她真可爱。 XD
45975,Ugy7xY6boDm4fcfDjc14AaABAg,0,4 years ago,those puppies and goat are cute!,那些小狗和山羊很可爱！
47084,UgzRM3R6urGm1VF1c8t4AaABAg,0,4 years ago (edited),5:59 ziyi so cute,5:59 子柒好可爱
46048,Ugxbg3-m6aYixY0_c3J4AaABAg,0,4 years ago (edited),6:00hahahhahahaha so cute,6：00hahahahahahaha如此可爱
46074,UgzAAB5sIshdtb6akRd4AaABAg,0,4 years ago,your pet is so cute.,你的宠物真可爱。
47071,Ugz8f8UEbOJWzgkiFjd4AaABAg,0,4 years ago,dogs and lambs are so cute,狗和小羊他们都好可爱
46115,UgwkpFGa9X1sd68Gkzd4AaABAg,0,4 years ago,how is everything so perfect? and i love your house and farms! also those baskets and utensils you use...i'm dreaming of those lovely baskets. also...consider an extra like from me for those cute little furbabies following you around!,一切如何如此完美？我爱你的房子和农场！还有您使用的那些篮子和餐具...我梦想着那些可爱的篮子。另外...考虑一下那些可爱的小furbabies跟随您的额外的东西！
46126,Ugx6p-46Mi4XWjGReMd4AaABAg,0,4 years ago,you have cute satellites!,你有可爱的卫星！
46198,Ugw0v8v1XlkQzl7Ufct4AaABAg,0,4 years ago,i like your all videos hii i am from india my name is sangita and you are so talented and cute,我喜欢你所有的视频hii我来自印度，我的名字叫sangita，你很有才华和可爱
46993,UgxCAsocBjlVem1ntJh4AaABAg,0,4 years ago,the puppies and baby lamb so cute,小狗和婴儿羊羔好可爱
46212,UgzTvzddR3uslP6TjDZ4AaABAg,0,4 years ago,awwww those lil puppies and goat are soooooo cute,awwww那些小狗和山羊很可爱
46902,UgzkyTkwrtIv66AsewB4AaABAg,0,4 years ago,dog cute!,狗可爱！
46228,UgxQIsk0nlZBj_zZbpR4AaABAg,0,4 years ago,live ziqi you really should monitize your videos. you have a large following you would make good money for you grandma and your animals especially the puppies and the cute goat. awwwww,Live Ziqi您真的应该监视视频。您有很大的追随者，您会为您的奶奶和动物赚钱，尤其是幼犬和可爱的山羊。 awwwww
46888,UgzB5dwm_93ulmbc-Pt4AaABAg,0,4 years ago,6:00 she so cute,6:00她是如此可爱
46826,Ugzd2e9zUC2hLHoWtUd4AaABAg,0,4 years ago,6:00 so cute ㅜㅠㅠ she is insane ㅜㅜㅜㅜ,6:00太可爱了。
47128,UgwIYTq8NujeApiCpiB4AaABAg,0,4 years ago,cute,可爱
46821,UgyHcNlODeQwL2WD4V54AaABAg,0,4 years ago,the dogs are cute,狗很可爱
46814,UgxcTLDX6cWJpalbvKl4AaABAg,0,4 years ago,"sister, you are so cute ❤️",姐姐您真可爱❤️
46766,UgyoFQKEwQOi2iHrq6F4AaABAg,0,4 years ago,that lamb is so cute.,那只小羊真可爱。
46437,UgxOhhlkhH7sALOrF_h4AaABAg,0,4 years ago,she is so cute...,她是如此可爱...
46730,UgzqHk8djye7fTMHEH54AaABAg,0,4 years ago,your grandmas hat is so cute!,你的祖母帽子真可爱！
46465,Ugyaak2aELl7OLLPMFx4AaABAg,0,4 years ago,the animals are so cute,动物是如此可爱
46496,UgyrlmJY0yBqkG77WOF4AaABAg,0,4 years ago,the public and little goat! small animals are so cute ❤️,THE PUPPIES AND LITTLE GOAT! 小动物们太可爱了❤️
46534,Ugxx-TlvjGxnsU1Qzyd4AaABAg,0,4 years ago,this is so cute !,这真可爱！
46536,Ugy3nMFmMCdFuT9B7Fp4AaABAg,0,4 years ago,you are so cute,你太可爱了
46553,UgwkhMwBc4DrIAythC14AaABAg,0,4 years ago,so cute,太可爱了
46556,UgyVFQ_5QH1LTbErXi54AaABAg,0,4 years ago,so cute ~ ❤,太可爱了〜
46569,UgwkxH7BcbjrvFTef4N4AaABAg,0,4 years ago,"she is pretty n cute.
cooking is cleanly done.
all are natural food.
mouth watering.
happy chinese new year.","她很可爱。
烹饪干净完成。
所有都是天然食品。
垂涎三尺。
农历新年快乐。"
46571,Ugw0XV9HopoVUWhKqmB4AaABAg,0,4 years ago,"such cute puppies, and the girl too!",如此可爱的小狗，还有女孩！
46717,Ugxmqd3vHY48r2U2VhV4AaABAg,0,4 years ago,the cute puppies and baby goat!so idyllic... one day i will live like this♥,可爱的小狗和山羊！所以田园诗...有一天我会像这样生活♥
47122,UgzfVM2xoQeYFYLSx8x4AaABAg.8qpx6MZsyfQ8qyLXnn6gTA,0,4 years ago,"it's a pity that the most critical moment still chose to cover my ears, haha, cute",可惜最关键的时刻柒柒还是选择了捂自己的耳朵
47135,UgzM-7nf7mGPH38ZRJB4AaABAg,0,4 years ago,cute ヽ (´ ▽ ｀)/,可爱ヽ（´▽｀）/
47566,UgwCHvIben59o_NK9454AaABAg,0,4 years ago,2 cute disciples,2个可爱的门徒
47244,UgzqRefnIAnrk3jzyPZ4AaABAg,0,4 years ago,grandma is so cute ~,奶奶好可爱~
47555,UgwYwtXee-eqSpzpX3F4AaABAg,0,4 years ago,6:04 you so so cute,6:04你好可爱
47526,UgxA9mkPlYnoOnDbCD94AaABAg,0,4 years ago,"5:57 she so cute, hpny",5:57她真可爱，hpny
47505,UgxQFru0LwJ5hy2Erix4AaABAg,0,4 years ago,"thai people like to watch. following. cute. when shocked, it's cute.",泰国人喜欢看。跟随。可爱。当震惊时，很可爱。
47478,UgyktNwMnXFrjl-Q1I14AaABAg,0,4 years ago,"your grandma is so cute, i like your life",你奶奶好可爱，我喜欢你的生活
47477,UgyH09wiTNsJQP3faQ14AaABAg,0,4 years ago,"i'm already fell in love with her video 's so simply but it so perfectly.

i like her very hard and then cute","I'm already fell in love with her video 's so simply but it's so perfectly.

我喜欢她很努力然后很可爱"
45387,Ugx4o3VvyrAsbHRIMY54AaABAg,0,4 years ago,you are very cute,你很可爱
45403,UgyXlPyY0J2WmDg94g94AaABAg.8r4vqh-l6VQ8r5SsXkUBh7,0,4 years ago,you are cute,你好可爱
45406,UgzBP5VF64TfEvlF1M14AaABAg,0,4 years ago,"so cute , happy life. thanks .",如此可爱，幸福的生活。谢谢 。
47436,UgzKF76cpxQxBIuCbl54AaABAg,0,4 years ago,the way you covered your grandmother’s ears was too cute.,您遮住祖母的耳朵的方式太可爱了。
47404,UgyvlWvuOnah8hvq0gp4AaABAg,0,4 years ago,the gang so cute.,帮派真可爱。
47362,UgywVfttH6R1obV_qb94AaABAg,0,4 years ago,this is so cute,这真可爱
47299,Ugw5uk_4-mAUPURRy_l4AaABAg,0,4 years ago,this video is sooo cute,这个视频太可爱了
45417,Ugyc4pe2IA78DULqBvJ4AaABAg,0,4 years ago,cute grandma,可爱的奶奶
47286,UgzB65Zq0rdQHj7JptR4AaABAg,0,4 years ago,i love how she jumps as the corn popper machine makes a loud noise. she is so cute and makes everything look so easy and desirable.,我喜欢她随着玉米流浪机机器发出巨大的声音时的跳跃。她是如此可爱，使一切看起来都很容易和理想。
47232,UgwhMSrZa9MIcy4QXyN4AaABAg,0,4 years ago (edited),"9:55. oml, she is so cute.",9:55。 OML，她真可爱。
45896,UgzbESi1wYex_JPHwRh4AaABAg,0,4 years ago,mother -in -law's hat is so cute,婆婆的帽子真可爱
45442,Ugxxqqe7BfINT7Cjw0p4AaABAg,0,4 years ago,animals are so cute,动物是如此可爱
45542,Ugy6lgfdbt8y-iQbyS14AaABAg,0,4 years ago,"what can he not do? cooking, chewing, sewing all she was smart, she was cute, pretty. papepon, all his videos are best. i like it.",他不能做什么？烹饪，咀嚼，缝制所有她很聪明，她很可爱，漂亮。 Papepon，他所有的视频都是最好的。我喜欢。
45558,UgyIBydzd1J0yRu-srt4AaABAg,0,4 years ago,"the dogs are so cute , put some thing for them",狗是如此可爱，为他们放了一些东西
45560,Ugw7CL8SCHQfY9xgSsN4AaABAg,0,4 years ago,"everything is so cute and fast, they have never fed, and did not even take the popcorn when converging!",一切都是如此可爱和快速，他们从未喂过，甚至在Ghil时也没有爆米花！
45575,UgwF0iPeQfDgCjUQWaB4AaABAg,0,4 years ago,dogs are very cute with,狗很可爱
45593,Ugyp051SiQ60RUp5t8p4AaABAg,0,4 years ago,so cute,太可爱了
45601,UgwMxmZ1Ve0pFwxrk_B4AaABAg,0,4 years ago,mother -in -law's hat is so cute,婆婆的帽子好可爱
45715,UgyQeNyvayVQu73-95h4AaABAg,0,4 years ago,tats so cute!,Tats真可爱！
47216,Ugx8-9gxwdXK8HcAQwR4AaABAg,0,4 years ago,that cute,那可爱的
47211,Ugy4H6q4JHNjEUzgABV4AaABAg,0,4 years ago (edited),6:00 ㅋㅋㅋ ㅋㅋㅋ it's cute hahaha,6:00ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
47193,Ugzq05umd3Ig1Rc4cHZ4AaABAg,0,4 years ago,"i like sheep very much, cute",我很喜欢羊羊，可爱
47169,UgxOLiacRkQVO76ju3F4AaABAg,0,4 years ago,so cute,太可爱了
47156,Ugyk431pGRgnl09NCvZ4AaABAg,0,4 years ago,gramas hat is super cute*,gramas帽子超级可爱*
47141,UgzTIQokvMgSF58Mwkh4AaABAg,0,4 years ago,dog cute,狗可爱
48274,Ugyw9POreLB3HFho-lN4AaABAg,0,4 years ago,mother -in -law hat is so cute,婆婆帽子好可爱
48295,UgyWO-K4v5ZxAtoK9uB4AaABAg,0,4 years ago,"ziyi helped grandma covering her ears, and she was frightened by herself. the grandmother was calm. so cute!",子柒帮奶奶捂住耳朵，自己被吓了一大跳，老奶奶镇定自若。太可爱了！
50301,UgxDp74AEy-0VyeeaCh4AaABAg,0,4 years ago (edited),5:59 scared spray cute ~,5:59吓喷好可爱~
43248,UgzQaeVbrT4WKWY-y0N4AaABAg,0,4 years ago,cute puppy! i think the weather is cold r,可爱的小狗
43296,UgxoFUM532YHqkZovdx4AaABAg,0,4 years ago,"love the dogs , so cute.",爱狗，真可爱。
43295,UgzFna_epaxWws65Pjd4AaABAg,0,4 years ago,everything here is cute and cute,这里的一切都很可爱
43254,UgzwnZCYP96f_23Hcl94AaABAg,0,4 years ago,"i love when they're popping the corns and she's all frantic while grandma is just there, all smiles and chilling. lol they both so cute!",我喜欢当他们弹出玉米时，她都疯了，而奶奶就在那儿，所有人都笑着很寒意。大声笑他们俩都这么可爱！
43249,UgxYgZxqX6CLV55sM0F4AaABAg,0,4 years ago,cute puppy! i think the weather is cold,可爱的小狗
49770,Ugw7hmpS4U6J2sWBQFF4AaABAg,0,4 years ago,grandma’s red hat is so cute that i have been in the new year when i have been in the new year.,奶奶的红帽子好可爱 小的时候就离过年都是这样从腊月就开始准备 现在没有那种年味儿了
49778,UgxEQadMXxluWkRLdUh4AaABAg,0,4 years ago,mother -in -law is so cute,婆婆好可爱啊
49806,Ugx6h5TX6A3-eAujT9F4AaABAg,0,4 years ago (edited),5:55 - 6:01 is the cutest part of the video !,5：55-6：01是视频中最可爱的部分！
48342,UgwA552R6G0x_xjEAAJ4AaABAg,0,4 years ago,the puppy is so cute,小狗狗太可爱了
49821,UgxHceoUQ9ey9fCplrB4AaABAg,0,4 years ago,3:20 how cute! it looks like a cat,3:20多么可爱！看起来像猫
43247,UgwcRPG03xnXRDn1J_N4AaABAg,0,4 years ago,"cute puppy! i think the weather is very cold,",可爱的小狗
49828,Ugy9mquEKx3hoM7YEUJ4AaABAg,0,4 years ago,cute puppy,可爱的小狗
43241,UgwO_-FmgJ2-ujc9fKJ4AaABAg,0,4 years ago,that is one cute ass oven !! lmao,那是一个可爱的屁股烤箱！ lmao
43230,Ugw6btAjUrWOD2B6l1Z4AaABAg,0,4 years ago,her grandma is the cutest thing ever,她的祖母是有史以来最可爱的东西
43204,UgzptJHm0-rH43rLSkF4AaABAg,0,4 years ago,she is so cute,她是如此可爱
49715,UgzJPawO3swDhviQ44t4AaABAg,0,4 years ago (edited),05:58 zi qi is so cute,05：58的子柒好可爱
43382,Ugwf4pRRDYckotKJ4f14AaABAg,0,4 years ago,cute,可爱的
43385,Ugzbbd_mzmdEO2FnjcZ4AaABAg,0,4 years ago,dogs are cute,狗很可爱
49713,UgzF8hOtOD3v72x9uid4AaABAg,0,4 years ago,scared and cute,被吓到好可爱
49702,Ugw32NdXilgs7AH6Vsp4AaABAg,0,4 years ago (edited),"what do you pay your small cute, loyal workers with? they follow you everywhere, they are your small guard animals.",您付钱给您的小型可爱，忠实的工人？他们到处跟随您，它们是您的小型警卫动物。
43459,UgwLBhEgpYbuYEQK0YZ4AaABAg,0,4 years ago,dogs so cute,狗太可爱了
43481,UgxMozBiIwvLF2GpY4B4AaABAg,0,4 years ago,oh...those puppies are cute....,哦...那些小狗很可爱。
43525,Ugxx6LWh3fLY7sHWUWt4AaABAg,0,4 years ago,omg the cute pups and lamb following,天哪，可爱的幼崽和羔羊跟随
49688,Ugy6Hex9mjYJvQcL9at4AaABAg,0,4 years ago,"i saw drooling, and it looked delicious. those small animals are so cute. why do so many grapefruit falling on the ground and eating can be used to eat it.","都看到流口水了，看起来好好吃喔。那些小动物真可爱，为什么那么多柚子掉在地上不摘回来吃, 吃不完可以拿来做果酱啊."
49678,UgwPIfXqdGZDbyrtCbB4AaABAg,0,4 years ago,my goodness! she is so cute!,我的天啊！她太可爱了！
49659,Ugw1FrwsptLl6KkKcvt4AaABAg,0,4 years ago,li ziyi is too cute haha ​​haha,李子柒太可爱了哈哈
49657,Ugyi_9Nc8Q_UMamLLht4AaABAg,0,4 years ago,your so cute.. but im hoping can you put subs on the things your doing,你真可爱..但是我希望你能把潜艇放在你的工作上
49639,UgwYCpRHjKv0sRLtcJt4AaABAg,0,4 years ago,the explosion is so cute,爆炸是如此可爱
49607,UgwsdxB5wxEuU1o01B54AaABAg,0,4 years ago,"i keep repeating she jump while the man make the popcorn,,,so cute",我不断重复她跳跃的时候，那个男人做爆米花，很可爱
49602,UgxASedpjNkZP0KVDYN4AaABAg,0,4 years ago,"happynewyear ♥ ️ this time, it's really cute. ? ?",Happynewyear♥♥这次，真的很可爱。 ？ ？
43534,UgwQaISxk-Gmy8vRwtd4AaABAg,0,4 years ago,this is way too cute for me.,这对我来说太可爱了。
43626,UgzhENjP2QpaSSRCmE14AaABAg,0,4 years ago,"i like this video too much.
the girls that come out are cute and all the foods that come out look delicious. the shooting is good. what kind of video is this?","我太喜欢这个视频了。
出来的女孩很可爱，所有出来的食物看起来都很好吃。射击很好。这是什么样的视频？"
49864,Ugw_-0Io-XYwJPA95ph4AaABAg,0,4 years ago,i love it your channel and they are so cute in your puppy,我喜欢你的频道，他们在你的小狗里很可爱
43197,UgxYxnXlHsb1ShI0XTF4AaABAg,0,4 years ago,9:49 so cute xx,9:49如此可爱xx
49879,UgzPTXp5br60-kmFC1h4AaABAg,0,4 years ago (edited),"your mother -in -law's puppy is cute. hehe ~~.

happy new year to you! congratulations on getting rich!
받으세요 받으세요 많이 그리고. (그리고) 부자 되세요.

the spring festival is very happy!","你婆婆的小狗很可爱啊。呵呵~~。

祝你新年快乐! 恭喜发财!
새해 복 많이 받으세요. (그리고) 부자되세요.

春节过得很愉快!"
42995,UgzLgO4vJPDvzKlsEXp4AaABAg,0,4 years ago,the dogs so cute.,狗好可爱。
42682,UgxtJz4EUs6mM_Irxxl4AaABAg,0,4 years ago,"usually, people who don't eat chinese food. but watching you do and feel like eating
the lakes are very cute.","通常，那些不吃中国食物的人。但是看着你做的，感觉就像吃
湖泊很可爱。"
42728,UgzT2zXdHarBa3xwLZV4AaABAg,0,4 years ago,5:57 cute,5:57可爱
42778,UgzyHzncbVbf7DTVt194AaABAg,0,4 years ago,puppy very cute​,小狗很可爱
50245,UgzhghCAccnn5w8qYtd4AaABAg,0,4 years ago,i love your pet. so cute,我爱你的宠物。太可爱了
50180,Ugyt_11b9DByMAimI4l4AaABAg,0,4 years ago,"she is so cute :<3... watching this video makes me turn back the time i was in the countryside. love ya, sis",她是如此可爱：<3 ...观看这段视频使我回到了我在乡下的时间。爱你，姐姐
42820,Ugx43N3BzNu6ynKGNxR4AaABAg,0,4 years ago,"puppy, lamb, so cute!",小狗，小羊，好可爱哦！
50162,Ugz7W9fMCZIN8F6cCQ54AaABAg,0,4 years ago,5:54 she so cute,5:54她好可爱
42823,UgyKz8BXny_2m-Dvs014AaABAg,0,4 years ago,so cute ❤️,太可爱了❤️
42832,UgxZMZlUypfWQKwSruZ4AaABAg,0,4 years ago,friend those sweets cute,朋友那些糖果可爱
50154,UgwZkKYOREolpoTRcLV4AaABAg,0,4 years ago,cute place to be surprised,可爱的地方让人惊讶
42883,UgyJh5_ZUPIhZQQl1gV4AaABAg,0,4 years ago,cute girl,可爱的女孩
50137,UgwH1ALSdPhaJqMFqj54AaABAg,0,4 years ago,xiao yan and grandma are so cute,小柒和阿嬷好可爱
42933,UgxKv_9Yi4raGT5cGyd4AaABAg,0,4 years ago,so cute,太可爱了
50111,UgyciXOBZmFZJDQmOLx4AaABAg,0,4 years ago,she is so cute,她太可爱了
43000,UgwcnCovg_vFZOZ5NEJ4AaABAg,0,4 years ago,dogs so cute!,狗好可爱！
49901,UgxOxEpTyH2Y3sK1oPF4AaABAg,0,4 years ago,"i’m just too emotional right now, but how it can be that this little lamb behaves like a puppy... it’s too much of cuteness for me <3<3<3",我现在太激动了，但是这只小羔羊的举止像小狗……对我来说太可爱了<3 <3 <3
43016,UgxVX4MQsBRK5gEozqd4AaABAg,0,4 years ago,5:57 so cute,5:57太可爱了
50086,UgxNKU0aLXB-iMAZf6Z4AaABAg,0,4 years ago,"the puppy is so cute! the meal made of a large stove is fragrant! when the popcorn blooms, ziyi's reaction is too cute!",小狗
43079,UgzI3zY5hZU8SyAqgIZ4AaABAg,0,4 years ago,she is so cute,她是如此可爱
46634,UgyQEmE2Pntqtfbf3Kp4AaABAg,0,4 years ago,cute dogs.,可爱的狗。
43087,UgwZ11w1QI59GPNbdn14AaABAg,0,4 years ago,cute with puppies and paddies watching,可爱的幼犬和桨观看
43088,UgwewkTP2mlCudTDifx4AaABAg,0,4 years ago,the puppies & lamb following you at the beginning was too cute!,一开始关注您的小狗和羊羔太可爱了！
50060,Ugy8MCOuBsUlTvrebVR4AaABAg,0,4 years ago,"you so cute,you know?",你好可爱，你知道吗？
49955,Ugyg3BrJPJl6gYfYSgh4AaABAg,0,4 years ago,why is this video so cute?,为什么这个视频这么可爱？
43140,UgwOSusfUyE_5bM0hy94AaABAg,0,4 years ago,very cute! legend only ❤,非常可爱！传奇只有❤
43149,UgwP5WXfLq5OIbyhkuB4AaABAg,0,4 years ago,cute girl!!!!! love you,可爱的女孩子！！！！！爱你
43156,Ugy070YcUUnupoi_Ofd4AaABAg,0,4 years ago,"the grandma is so cutee, she must be very lucky and happy to have you.",奶奶是如此的幽灵，她一定很幸运，很高兴有你。
43161,UgwBNuvTdR8ruEfEcZ54AaABAg,0,4 years ago,cute i love you and you?,可爱，我爱你和你？
43164,UgyMl7z9f4OWA8f6Vul4AaABAg,0,4 years ago,she so cute,她太可爱了
43185,Ugz3vFpz7xbHfoiugVZ4AaABAg,0,4 years ago,bgm is sad but dog is cute,BGM很伤心，但狗很可爱
43636,UgyqM5pvyszXAqL6NBp4AaABAg,0,4 years ago,all was cute.,一切都很可爱。
43703,UgwUTXCg2evhdMA4Mn54AaABAg,0,4 years ago,anyone else fixated on the puppies?!?!?! so cute!!! ❤️,还有其他人固定在小狗上吗？！？！？！太可爱了！！！ ❤️
49597,Ugxd45E398ZrcE9ntPJ4AaABAg,0,4 years ago,cute when shocked,震惊时可爱
44245,Ugx_jsadh817XhVRXnJ4AaABAg,0,4 years ago,amazing and supper cute,令人惊叹的晚餐可爱
44168,UgzHVHMZA4alVimfcBZ4AaABAg,0,4 years ago,shes so cute,她好可爱
44177,Ugwl67NbGBJ0T1V1n9x4AaABAg,0,4 years ago (edited),"you are so cut and your heart is as beautiful as you .and i like the way you treat your grandmother(if not grandmother then i am sorry) ,and you are so sweet and very good at cooking too and i love all the videos you made and your videos is so relaxing too❤️❤️❤️❤️ and the reasoni love you is not you because you are cute and the videos is so relaxing and satisfied but it also because you are grateful person",你是如此割伤，你的心和你一样美丽。我喜欢你对待祖母的方式（如果不是祖母，那我很抱歉），你也很甜蜜，也非常擅长做饭，我喜欢你所有的视频制作和您的视频太放松了❤️❤️❤️❤️❤️，理由爱你不是你，因为你很可爱，视频是如此放松和满足，但这也是因为你是感激的人
44182,UgxdP3r8uz-EpMKnO_p4AaABAg,0,4 years ago,she so cute,她太可爱了
44190,UgyeUIEw7bCLnUs6Zu54AaABAg,0,4 years ago,the puppies are too cute!!,小狗太可爱了！
44203,UgxvpxsjR_omDyTJrcp4AaABAg,0,4 years ago,this is real life disney princess. doing chores and still beautiful while cute animals follow you around.,这是现实的迪士尼公主。做家务，仍然很漂亮，而可爱的动物则跟随你。
48771,Ugy423_PTUK-YitHFWl4AaABAg,0,4 years ago,cute little doggies,可爱的小狗
48729,Ugx5BfB6qwEmpyniKit4AaABAg,0,4 years ago,puppies are sooo cute. beautiful scenery. thanks for sharing!,小狗太可爱了。美丽的风景。感谢分享！
44213,Ugzd3QB974iviqbfZ4R4AaABAg,0,4 years ago,"wow, this video make me feel miss my village,this girl very2 cute",哇，这段视频让我感到想念我的村庄，这个女孩非常2可爱...我来自马来西亚
48707,Ugw3qgar4MioMEzYBaR4AaABAg,0,4 years ago,"so many treats! :d and digimon music. awesome. 
the tiny animals are so cute, too.","这么多点心！ ：D和Digimon音乐。惊人的。
小动物也很可爱。"
44222,UgyiPrI3akMBhXdzO1J4AaABAg,0,4 years ago,"a great video, so cute puppy and lamb",好棒的视频，好可爱的小狗和小羊
48673,UgwDe_nnUSPmjltBchJ4AaABAg,0,4 years ago,"those dogs... i can't stop looking at them, they're too cute.",那些狗...我不能停止看着它们，它们太可爱了。
44228,UgxRdSC0vOt5e41GiXF4AaABAg,0,4 years ago,@9:29 grandma's hat. lol. too cute!,@9：29奶奶的帽子。哈哈。太可爱了！
48649,Ugx8rY9f4xp37_CSTpJ4AaABAg,0,4 years ago,"granmas little hat is ssssoooo cute, just like her",Granmas Little Hat很可爱，就像她一样
48617,UgzCV7jyWPKHZT-aC_F4AaABAg,0,4 years ago,"when the popcorn opened the bang, ziyi was frightened and jumped ... so cute! bleak",爆米花打开砰一声响的时候，子柒被吓得跳起来…好可爱吖！
44247,UgwRS8vYEOIXJS_39Z54AaABAg,0,4 years ago,"i love video, nature and so cute.",我喜欢视频，大自然和可爱。
48850,Ugw-A1lIKIWLMgPg30x4AaABAg,0,4 years ago,the puppies are so cute... ;;;,小狗是如此可爱... ;;;
48604,UgwLpljPaBwq0q8tqPx4AaABAg,0,4 years ago (edited),"a bunch of little lambs followed behind were very cute, but when i thought it was going to become lamb in the end, she was stuffed. the she raised was not the same as the buying it. ah ...",后面跟着的一堆小羊羔很可爱，不过一想到最终是要变成羊肉的就又点心塞，自家养的跟买来的还是不一样啊～ btw 她家的几只田园犬怎么一直是小狗状态啊⋯⋯
48556,Ugz4kgx9g6EDHPbFrv14AaABAg,0,4 years ago,the lamb is too cute.,小羊也太可爱了吧啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊，千万别吃它
44248,UgyT6Yoxt0Tv_cinO114AaABAg,0,4 years ago,"hi i am new here, i am from pakistan. my city name is gilgit-baltistan .you are looking so cute and your work is so amazing .this is really high quality foods.i like your work and every things. love you <3 :*",嗨，我是新来的，我来自巴基斯坦。我的城市名字是吉尔吉特·巴尔蒂斯坦（Gilgit-Baltistan）。爱你<3：*
44308,UgxqQnL7-wsjaAb5s594AaABAg,0,4 years ago (edited),her puppy is sooooo cute and close to her awwwwwwww,她的小狗太可爱了，靠近她的awwwwwwww
44311,UgwfksU_3tw53e_HGCR4AaABAg,0,4 years ago,so cute,太可爱了
48546,UgwqJ1aT27Uh0_LXVuR4AaABAg,0,4 years ago,your house perfect and you so cute,你的房子很完美，你真可爱
48472,Ugzfta5ap-JRwU1tXTh4AaABAg,0,4 years ago,5:55 to 6:03 lmao that was so cute protect them,5:55至6:03 LMAO非常可爱保护它们
48461,Ugy0WIVSp32iW2m_DAp4AaABAg,0,4 years ago,this the replay button for the cute momment pf li zi qi 5:55,这个可爱妈妈的重播按钮pf li zi qi 5:55
44371,UgyQORd6UOgqlwjCUg54AaABAg,0,4 years ago,i love her reaction on popcorn scene 's so cute hardworking person,我喜欢她在爆米花场景上的反应
48457,Ugx_L69yWkpcdV-Z-7x4AaABAg,0,4 years ago,grandma's scarf and hat are too cute!,奶奶的围巾和帽子也太可爱了吧！
44392,Ugz-fWz6-EvbpVvHdzR4AaABAg,0,4 years ago,so cute dogs,好可爱的狗
