,cid,votes,time,含super,含super中文翻译
36449,UgxrtvAmM5E7eYFSQ9J4AaABAg,0,4 years ago,she's like my superhero now,她现在就像我的超级英雄
36382,UgwiE2ooF5I4bpxricZ4AaABAg,0,4 years ago,super!!!๐๐๐,超级！！！
36233,Ugw2LNLxp0vTn2ldwDh4AaABAg,0,4 years ago,"all this fruits growing on your trees.. we have to buy them in the supermarket, it doesn't grow in germany:(",所有这些水果在您的树上生长。.我们必须在超市购买它们，在德国不会生长:(
3526,UgxStVrPIl4mBdz0z2x4AaABAg,0,1 year ago (edited),"super...i love watching your videos, lt is simple and just like movies... so cute puppies and lambs",超级...我喜欢观看您的视频，LT很简单，就像电影一样...如此可爱的小狗和羔羊
3902,UgyJj5M3GEI1fV4-uKR4AaABAg,0,1 year ago,super da,超级DA
3904,Ugw1BzbfS7pQM3Fml9l4AaABAg,0,1 year ago,iizipi super da good ma,iizipi超级da好妈
4119,UgzCRDb4DDtkdtaSL9d4AaABAg,0,1 year ago,super,超级
35657,UgwRC4ADJQaSLbJMNVl4AaABAg,0,4 years ago,"the girl is very talented, i bet there is nothing she canโ€t do. but the vids are a little bit unrealistic . no one lives like that at a farm. everything is too clean, too tidy. besides there is no actual need to use fire every time you cook. wood-fired oven is better than electric one in many cases, but for frying and boiling you need to be super-expert to use open fire. thus for me it just seems like intentionally making your life harder while not adding any extra-value to the final result. and she never uses neither water lines nor washing machine in the video. this is just absurd: you just can not keep the house as clean without water lines. and animals are so tidy, i bet they are washed and brushed everyday. the vids are very good just as fairytales, but those comments saying about the ยซ real life ยป the girl lives are just killing me",这个女孩很有才华，我敢打赌，她无能为力。但是视频有点不现实。没有人像这样的农场生活。一切都太干净了，太整洁了。此外，每次您做饭时都无需使用火。在许多情况下，燃木烤箱比电动烤箱要好，但是要煎炸和煮沸，您需要超级专家才能使用开火。因此，对我来说，似乎有意使您的生活更加艰难，同时又不为最终结果添加任何额外价值。而且她从未在视频中使用水管也不使用洗衣机。这只是荒谬的：如果没有水管，您就无法保持房屋的干净。动物是如此整洁，我敢打赌它们每天都洗和刷。视频和童话一样很好，但是那些关于“现实生活”的评论是女孩的生活只是在杀死我
4134,UgxuXO5Q6awhxAMsXQt4AaABAg,0,1 year ago,super super ♥️♥️♥️♥️♥️♥️,超级超级♥谢♥谢♥♥♥佐♥激茨伦茨秀♥佐adadkedadkadadkadadkadadkad业务边务
35490,UgwEqXyveqxTW981nBB4AaABAg,0,4 years ago,"mdaaa, very bravo very super! ๐‘",mdaaa，非常勇敢的非常超级！
38524,Ugy9VBXOVA5D2FeZjFx4AaABAg,0,4 years ago,super vedio,超级韦迪奥
38695,Ugx92Lr-Z60QbHmjqh94AaABAg.8tN5VeNK6t88tbAS630rVN,0,4 years ago,"rural sheep raising is of course sold or eaten. do you think you have pets ... otherwise, where is the lamb in the supermarket?",农村养羊当然是卖或者吃咯，你以为养宠物啊……不然超市里的羊肉哪来的？
41085,Ugzjwvipk4_zxcpKN-h4AaABAg,0,4 years ago,woww superbe,woww superbe
40105,Ugzo1aN4-CE7PrcCiJV4AaABAg,0,4 years ago,super.,极好的。
41058,UgxZOgO0-EyxgSj-6MN4AaABAg,0,4 years ago,super wifu material,超级Wifu材料
45076,Ugwx_LLPYh0yNGep8tB4AaABAg,0,4 years ago,i heard my hometown dialect is super kind here! intersection intersection intersection ziyi is hard work!,在子柒这里听到家乡方言超级亲切！！！！子柒辛苦啦！
40991,Ugwmv-rfNpedCLW_x-l4AaABAg,0,4 years ago,super,极好的
40987,UgyKzfAJOqslG5g0njl4AaABAg,0,4 years ago,superrrrrrr,superrrrrrr
40752,UgzXCKjFUD5O_6xOi8N4AaABAg.8s9D5GcE-2S8s9h4WLxIGJ,0,4 years ago,"jiali he and super -the chestnut tree is very high. you can use a stick to kill the chestnut on the tree, or you can wait for the chestnuts to land naturally -the chestnuts that are not fired manually are sweet, and it is completely different from the taste after the frying. chestnut, sweet but not greasy, different from the sweetness of candy -have the opportunity to try it",jiali he 而且超级扎人的——板栗树很高。你可以用棍子打掉树上的板栗，也可以等板栗自然落地——没有人工炒的打掉下来的板栗很甜，跟炒后的味道完全不一样——最甜的当属露水露后的板栗，甜而不腻，与糖果的甜不同——有机会尝试一下啦
40512,Ugwt17YF-Bl-lJl5fUV4AaABAg,0,4 years ago,"home like a supermarket, everything",像超市一样的家，一切
40204,Ugwx0ZzE6pGrGhMPQo14AaABAg,0,4 years ago,super,极好的
40203,UgxaemWNK3QPS-khaCF4AaABAg,0,4 years ago,super,极好的
40187,UgwJqScim-uvTVs3UJB4AaABAg.8sX17hlDNPf8sdg8pf2Djf,0,4 years ago,"super,",极好的，
40160,UgzIF1qhLOP6fHjYNYt4AaABAg,0,4 years ago (edited),"i see tress of oranges in this video and what is name ? because i guess there is super cold in winter and i am surprised this tree orange survive there? please answear me
someone!","我在此视频中看到了橙色的oranges，什么名字？因为我想冬天有超级寒冷的人，我惊讶于那棵树橙在那里吗？请回答我
有人！"
40087,UgwiiMTksmxNG9vrdNR4AaABAg,0,4 years ago,very super life,非常超级的生活
38810,UgxJpThMfRXO8r3QfP14AaABAg,0,4 years ago,just super cute japanese fairy!,只是超级可爱的日本仙女！
39790,Ugw1MGYbjTlZjtxW86d4AaABAg,0,4 years ago,"wow wow wow !!!
super 
extra 
beautiful 
๐‘โค๐","哇哇哇 ！！！
极好的
额外的
美丽的
"
39765,Ugw2i1N4HnutxnvxJNt4AaABAg,0,4 years ago,super,极好的
39524,UgxoGadhElh0BacLrIR4AaABAg,0,4 years ago,super! super! super!๐ฏ๐ฏ๐ฏ. ๐๐๐๐๐๐๐๐๐๐๐๐๐๐๐๐๐๐,极好的！极好的！超级！
3468,UgyyfmeUE2M9XcTZmDJ4AaABAg,0,1 year ago,what a girl i am indian and i didn't understood wnat she was doing bt whatever she didi it was super satisfying,我是印第安人的一个女孩，我不知道她在做bt，无论她做什么，她都非常满意
39076,UgxYKR9JnhRbZ9gPPEB4AaABAg,0,4 years ago,you are just an amazing super girl,你只是一个了不起的超级女孩
39062,Ugyj0ra3xb5TxnwNgyV4AaABAg,0,4 years ago,i want come to ur place and i want sped with u ur garndmonther and i will be with ur house sister i love ur ur place super plac and iam waching every video regularly good viedo sister,我想来你的地方，我想和你的garndmonther一起加快，我会和你的姐姐在一起，我爱你的地方超级席
38975,Ugy2UQ7w5rkgz5Hnhst4AaABAg,0,4 years ago,super powerful admiration,超级厉害的 佩服
38905,UgxOqWcCP9ANHogw_eF4AaABAg,0,4 years ago,"what is islam?
can we find an explanation of the great universe? is there any convincing interpretation of the secret of existence? we realize that no family can function properly without a responsible head, that no city can prosperously exist without sound administration, and that no state can survive without a leader of some kind. we also realize that nothing comes into being on its own. moreover, we observe that the universe exists and functions in the most orderly manner, and that it has survived for hundreds of thousand of years. can we then say that all this is accidental and haphazard? can we attribute the existence of man and the whole world to mere chance. โ€ man represents only a very small portion of the great universe. and if he can make plans and appreciate the merits of planning, then his own existence and the survival of the universe must also be a planned policy. this means that there is an extraordinary power to bring things into being and keep them moving in order.in the world then must be a great force in action to keep everything in order. in the beautiful nature there must be a great creator who creates the most charming pieces of art produces every thing for a special purpose in life. the deeply enlightened people recognize this creator and call him allah ""god"". he is not a man because no man can create or make another man. he is not an animal, nor he is a plant. he is neither an idol nor is he a statue of any kind because non of these things can make itself or create anything else. he is different from all these things because he is the maker and keeper of them all. the maker of anything must be different from and greater than things which he makes.โ€ there are various ways to know god ""allah'' and there are many things to tell about him. the great wonders and impressive marvels of the world are like open books in which we can read about god. besides, god himself comes to our aid through the many messengers and revelations he has sent down to man. these messengers and revelations tell us everything we need to know about god. โ€ the complete acceptance of the teachings and guidance of god 'allah' as revealed to his messengers muhammad is the religion of islam. islam enjoins faith in the oneness and sovereignty of allah, which makes man aware of meaningfulness of the universe and of his place in it. this belief frees him from all fears and superstitions by making him conscious of the presence of the almighty allah and of man's obligations towards him. this faith must be expressed and tested in actions, faith alone is not enough. belief in one god requires that we look upon all humanity as one family under the universal omnipotence of god the creator and nourisher of all. islam rejects the idea of chosen people, making belief in god and good actions the only way to heaven. thus, a direct relationship in established with god, without any intercessor.โ€ islam is not a new religion. it is, in essence, the same message and guidance which allah revealed to all prophets. adam, noah, abraham, ismael, david, moses and jesus (pbut). but the message which was revealed to prophet mohammed (pbut) is islam in its comprehensive, complete and final form.the quran is the last revealed word of allah and the basic source of islamic teachings and laws. the quran deals with the basis of creeds, morality, history of humanity, worship, knowledge, wisdom, god-man relationship, and human relationship in all aspects. comprehensive teaching on which, can be built sound systems of social justice, economics, politics, legislation, jurisprudence, law and international relations, are important contents of the quran. hadith, the teachings, sayings and actions of prophet mohammed (pbut), meticulously reported and collected by his devoted companions. explained and elaborated the quranic verses.โ€ the fundamental articles of faith in islam the true faithful muslim believes in the following principal articles of faith:- โ€ he believes in one god 'allah', supreme and eternal, infinite and mighty, merciful and compassionate, creator and provider. he believes in all messengers of god without any discrimination among them. every known nation had a warner or messenger from god. they were chosen by god to teach mankind and deliver his divine message. the quran mentions the name of twenty five of them. among them mohammad stands as the last messenger and the crowning glory of the foundation of prophethood. muslin believes in all scriptures and revelations of god. they were the guiding light which the messengers received to show their respected peoples the right path of god. in the quran a special reference is made to the books of abraham, moses, david and jesus. but long before the revelations has been lost or corrupted. the only authentic and complete book of god in existence in the quran. the true muslim believes in the angels of allah. they are purely spiritual and splendid beings whose nature requires on food, drink or sleep. they spend their days and nights in the worship of god. muslim believes in the last day of judgement. this world will come to an end someday, and the dead will rise to stand for their final and fair trial. people with good records will be generously, rewarded and warmly welcomed to the heaven of allah, and those with bad records will be punished and cast into hell. muslim believes in the timeless knowledge of god and his power to plan and execute his planes and nothing could happen in his kingdom against his will. his knowledge and power are in action at all times and command over his creation. he is wise and merciful, and whatever he does must have a meaningful purpose. if this is established in our mind and hearts, we should accept with good faith all that he does, although we may fail to under stand it fully, or think it is bad. the five pillars of islamโ€ faith without actions arid practice is a dead end, as far as islam is concerned. faith by nature is very sensitive and can be most effective. when it is not out of practice or out of use, it quickly loses its liveliness and motivation power. there are five pillars of islam:โ€ the declaration of faith: to bear witness that there is none worthy of worship except allah, and that mohammad (pbuh) is his messenger to all human beings till the day of judgment. the prophethood of mohammad obliges the muslims to follow, his exemplary life as a model. prayers: daily, prayers are offered five times a day as a duty towards allah. they strengthen and enliven the belief in allah and inspire man to a higher morality. they purify the heart and prevent temptation towards wrong - doings and evil. fasting the month of ramadan. the muslims during the month of ramadan not only abstain from food, drink and sexual intercourse from dawn to sunset but also sincerity and devotion. it develops a sound social conscience, patience, unselfishness and will - power. zakkah: the literal and simple meaning of zakkah is purity. the technical meaning of this word designates the annual amount in kind or coin which a muslim with means must distribute among the rightful beneficiaries. but the religious and spiritual significance of zakkah is much deeper and more lively. so it has humanitarian and sociopolitical values. hajj (pilgrimage to makkah): it is to be performed once in a lifetime, if one can afford it financially and physically","什么是伊斯兰教？
我们可以找到大宇宙的解释吗？对存在秘密有令人信服的解释吗？我们意识到，没有负责任的头脑，没有一个家庭可以正常运作，没有任何城市就可以在没有合理的管理的情况下繁荣，没有某种领导者就无法生存。我们还意识到，没有任何东西可以自己。此外，我们观察到宇宙以最有序的方式存在和功能，并且它已经幸存了数十万年。然后，我们可以说所有这些都是偶然而偶然的吗？我们可以将人和整个世界的存在归因于机会吗？人只代表大宇宙的一小部分。而且，如果他可以制定计划并欣赏计划的优点，那么他自己的存在和宇宙的生存也必须是计划的政策。这意味着有非凡的力量将事物带入生存并保持它们的秩序。在世界上，必须是使一切保持秩序的重要力量。在美丽的大自然中，必须有一个伟大的创造者，他创造了最迷人的艺术作品，为人生的特殊目的而产生了所有东西。深深的人认识到这个创造者，并将他称为“上帝”。他不是一个男人，因为没有人可以创造或创造另一个男人。他不是动物，也不是植物。他既不是偶像，也不是任何形式的雕像，因为这些事情中的任何东西都能使自己造就或创造其他任何东西。他与所有这些事情有所不同，因为他是所有人的制造商和守护者。任何事物的创造者都必须与他所做的事情不同。有多种认识上帝的方式“真主”，还有很多关于他的事情要说的事情。世界上的奇迹和令人印象深刻的奇迹就像开放我们可以阅读关于上帝的书籍。此外，上帝本人通过他寄给人的许多使者和启示来援助我们的援助。这些使者和启示告诉我们我们需要了解的关于上帝的一切。完全接受向他的使者穆罕默德揭示的上帝“真主”的教义和指导是伊斯兰教的宗教。伊斯兰教禁止对真主的统一和主权信仰，这使得人意识到宇宙的有意义和他在其中的意义。这种信仰自由。他从所有的恐惧和迷信中意识到全能真主的存在以及人对他的义务的存在。人类是一个家庭，在上帝的普遍无所不能下，都是所有人的创造者和滋养者。伊斯兰教拒绝选择人民的想法，使对上帝的信仰和善行的信仰成为通往天堂的唯一途径。因此，在没有任何代祷者的情况下与上帝建立的直接关系。伊斯兰教不是一种新宗教。从本质上讲，这是真主向所有先知透露的相同的信息和指导。亚当，诺亚，亚伯拉罕，伊斯梅尔，大卫，摩西和耶稣（pbut）。但是向先知穆罕默德（PBUT）揭示的信息是伊斯兰教的全面，完整和最终的形式。《古兰经》是安拉的最后一个揭示的话，也是伊斯兰教义和法律的基本来源。古兰经涉及信条，道德，人类历史，崇拜，知识，智慧，神人的关系和人类关系的基础。可以在其中构建社会正义，经济学，政治，法学，法律和国际关系的全面教学，这是古兰经的重要内容。圣训，先知穆罕默德（PBUT）的教义，俗语和行为，由他的虔诚同伴精心报告和收集。解释并阐述了古兰经诗句。伊斯兰教信仰的基本文章真正忠实的穆斯林相信以下主要的信仰文章： - 他相信一个神的“阿拉”，至高无上，永恒，无限，无限，强大，仁慈，慈悲，富有同情心，创建者和提供商。他相信上帝的所有使者，而没有任何歧视。每个已知的国家都有来自上帝的华纳或信使。上帝被上帝选中教人类并传达他的神圣信息。古兰经提到了其中25个名称。其中，穆罕默德（Mohammad）站在了最后一个使者和预言基础的荣耀。平纹细布相信上帝的所有经文和启示。他们是使者收到的指导光，向他们尊敬的民族展示了上帝的正确道路。在古兰经中，特别提到了亚伯拉罕，摩西，大卫和耶稣的书。但是很久以前，启示已经丢失或腐败。古兰经中唯一的真实而完整的上帝。真正的穆斯林相信真主的天使。它们纯粹是精神和灿烂的生物，其性质需要食物，饮料或睡眠。他们白天和黑夜都在敬拜上帝上。穆斯林相信审判的最后一天。这个世界将有一天结束，死者将为他们的最后和公正的审判而崛起。拥有良好记录的人将受到慷慨，回报和热烈欢迎真主的天堂，那些记录不良的人将受到惩罚并陷入地狱。穆斯林相信对上帝的永恒知识以及他计划和执行他的飞机的能力，他的王国在他的意愿中没有任何事情发生。他的知识和力量在任何时候都在行动，并为他的创造而指挥。他是明智而仁慈的，他所做的一切都必须具有有意义的目的。如果在我们的思想和心灵中建立这一点，我们应该真诚地接受他所做的一切，尽管我们可能无法完全站立，或者认为这是不好的。就伊斯兰教而言，伊斯兰信仰的五个支柱无需采取行动。信仰天生非常敏感，可以最有效。当它不执行或无法使用时，它很快就会失去活力和动力。伊斯兰教有五个支柱：信仰宣言：见证，除了阿拉以外，没有什么值得敬拜的，而穆罕默德（pbuh）是他在审判日之前向所有人传播的使者。穆罕默德（Mohammad）的预言使穆斯林不得不遵循他的模范生活。祈祷：每天，每天祈祷五次作为对真主的责任。他们加强并充实了对真主的信仰，并激发了人类更高的道德。他们净化心脏并防止对错误的诱惑 - 行为和邪恶。禁食斋月月。在斋月月，穆斯林不仅避免了从黎明到日落的食物，饮料和性交，而且还要诚意和奉献。它发展出合理的社会良心，耐心，无私和意志 - 力量。 Zakkah：Zakkah的文字和简单含义是纯度。这个词的技术含义指定了穆斯林必须在应有的受益人中分配的年度金额或硬币。但是Zakkah的宗教和精神意义更加深入，更加生动。因此，它具有人道主义和社会政治价值观。朝j（前往麦加朝圣）：一生将进行一次，如果可以在财务上和身体上负担得起"
38865,Ugxq0ly2y82pCHVzoMp4AaABAg,0,4 years ago,super,极好的
38825,UgxdM0G5Na5XAMUGERx4AaABAg,0,4 years ago,last while grandma having snacks puppy biting super,最后一个奶奶吃零食的小狗咬人超级
45008,Ugzk_gjwJOyQHZn3T7R4AaABAg,0,4 years ago,beautiful superwoman,美丽的超人
9894,UgzmvIZI-bmTO2lPR2B4AaABAg,0,2 years ago (edited),super every cast of getting ready. if i would be eaten by myself my healthy would live everyone a hundred years. greetings from serbia.,超级准备的演员。如果我一个人吃饭，我的健康就会活一百年。塞尔维亚的问候。
45114,UgynxNLK8irIJRqA5hd4AaABAg,0,4 years ago,super,极好的
49894,UgwjQRHUimfkWd8vjuh4AaABAg,0,4 years ago,superwoman,女超人
50893,UgzZbAywK9J47TXNjFR4AaABAg,0,4 years ago,so nice u . i like your video so much. u r the super woman.,好你。我非常喜欢你的视频。你是超级女人。
50855,UgxOmoWHx-kIae8Rhcd4AaABAg,0,4 years ago,super,极好的
1275,UgwsMO02H6_mAJHN2Hh4AaABAg,0,9 months ago,super ๐‘ ๐‘,超级
1381,UgxjSm8vxmhFRQMr8Id4AaABAg,0,10 months ago,super,极好的
1453,UgyUZb7YztWtM8holNJ4AaABAg,0,11 months ago,super women,女超人
50473,Ugyn-2vuuoKLJCFz9-94AaABAg,0,4 years ago,super women is back! i am sniping my coffee and get ready to work. perfect timing to watch this beautiful talented lady,超级女人回来了！我正在抢咖啡，准备工作。看这位美丽的才华横溢的女士的完美时机
1482,UgwUqhj4JEwWTfDSw6J4AaABAg,0,11 months ago,this is super video i like this video and my grandma like this video,这是超级视频，我喜欢这个视频，我的祖母喜欢这个视频
1496,UgxGDpEYvRaeGVrRGip4AaABAg,0,11 months ago,super,极好的
50096,UgzDtVgJYH2g5xl-Ro94AaABAg,0,4 years ago,super love your videos❤❤❤,超级爱你的视频❤❤❤
49972,UgyZXavtDQKUztpus0J4AaABAg,0,4 years ago,your home simply super your recipes very very super,您的家简单地超级您的食谱非常非常超级
49882,Ugz34X2JMQ4SLP1WsIp4AaABAg,0,4 years ago,super,极好的
45400,Ugx58f2VmdTGEDwt-aZ4AaABAg,0,4 years ago,super,极好的
49868,UgyZZB3PBVsrkkkmVvl4AaABAg,0,4 years ago,good super nice,很好的超级好
49755,Ugxc8_S90vj1hedmz3t4AaABAg,0,4 years ago,super,极好的
49731,UgwBeqUJI1FSVfFrcjt4AaABAg,0,4 years ago,super vedio,超级韦迪奥
49677,UgyxVHThLn9fnaMZxCN4AaABAg,0,4 years ago,super,超级
49650,Ugw0dgY3lgd6INt9H2p4AaABAg,0,4 years ago,super i want to your food. i'm from srilanka,超级我想要你的食物。我来自斯里兰卡
49508,UgxvhdtnpUU-RoV1CuF4AaABAg,0,4 years ago,super,极好的
49441,UgzaLuBVukstnsb4zkF4AaABAg,0,4 years ago,how old is liziqi? is she laura croft’s sister. she’s super cool!,Liziqi多大了？她是劳拉·克罗夫特（Laura Croft）的姐姐吗？她超级酷！
49380,Ugy0xn05oyDTfRq5flJ4AaABAg,0,4 years ago,"in the eyes and taste buds it is a regale !!! the know -how that you have is superb ❤️ i say a big thank you for the beauty of chaques video, for me when i have watched it, i escape. the lamb has grown well",在眼睛和味蕾中，这是一个雷亚尔！！！知道 - 您如何拥有出色的❤️，我对Chaques视频的美丽表示非常感谢，对我来说，当我观看时，我逃脱了。羔羊长得很好。里程很好，谢谢。动物的大正方形。 ❤️❤️❤️❤️
49365,Ugw41u6mmutodJxCre54AaABAg,0,4 years ago,ur hardwork super,您的辛勤工作超级
1796,UgygXEq2fLCj32oes9x4AaABAg,0,1 year ago,very super talent sister,非常超级才华的姐姐
50965,Ugw50Sn4TGQtsju5Fpd4AaABAg,0,4 years ago,"cuteness overload in this video, super love love love",在此视频中，可爱的超负荷，超级爱爱爱
51017,UgwrJ5T5ED66RRRoe6N4AaABAg,0,4 years ago,super,极好的
51073,UgxuFiMyj4jPiVGWK4t4AaABAg,0,4 years ago,give allah to you such a husband with golden hands and the greatest happiness to you and your grandmother and great health to you you are a super housewife with golden hands ily,给您这样的丈夫，用金色的手和您和您的祖母最大的幸福，对您的健康，您是一个超级家庭主妇，拥有金色的双手iily
51090,UgzFT_EhVYSONgkrYOx4AaABAg,0,4 years ago,super.....,超级.....
52950,UgyPgAcH7Vq0ibLPRVZ4AaABAg,0,4 years ago,superb,高超
52711,UgyPMPEj4eEJhbUGgKZ4AaABAg,0,4 years ago,i love this video and your all videos super,我喜欢这个视频，您的所有视频超级
52672,UgzoFo5jKodutlFBJVh4AaABAg,0,4 years ago,woww really super i miss this place superr cooking,哇，我真的很想念这个地方烹饪
52523,Ugx-wv_Q1h66LoOK0Fx4AaABAg,0,4 years ago,i really like her super idealistic,我真的很喜欢她的超级理想主义
52499,UgyMhGo4_ljNpoymJOF4AaABAg,0,4 years ago,wao ur videos are superb.how u manage things is amazing.love ur videos❤❤.,您的视频很棒。您如何管理事情真是太神奇了。
52100,UgzpewD1fsI7ByEMfIF4AaABAg,0,4 years ago,giant living supermarket,巨型生活超市
52044,Ugww-mFX_evntkmNz1R4AaABAg.8qlPbo20PqS8qleWyt1mAr,0,4 years ago,"nonsense, where is there no mango selling on the roadside stalls on the fruit store supermarket?",废话，水果店超市路边小摊哪里没有芒果卖，东北那么冷都有的卖
51994,UgzWywyD25clwSgVfwp4AaABAg,0,4 years ago,superr,超级
51896,UgxQlArpSfQpCQfNWVN4AaABAg,0,4 years ago,super active,超级活跃
51853,Ugxo7YxQ8Lfi147EFRR4AaABAg,0,4 years ago,super sis,超级姐姐
51810,UgwGX5pzWidRjaBAsJZ4AaABAg,0,4 years ago,super!,极好的！
51661,UgxseNVjLBaqy81tiJZ4AaABAg,0,4 years ago,supers,超级
51655,UgyabEPj4UzI2ShzGL94AaABAg,0,4 years ago,"the companionship of animals is really happy, sheep and puppy are super cute",有动物的陪伴真的幸福，羊咩咩跟小狗狗超级可爱
51645,UgwQqMqzg_NiTEK092F4AaABAg,0,4 years ago,superb preparation,精湛的准备
1251,UgyF2l5lloYmQsaYfwp4AaABAg,0,9 months ago,super appetizing,超级开胃
51522,UgwwhHk5nNM4mvKBodt4AaABAg,0,4 years ago,super,极好的
51505,Ugy-J8qsL0hOT_n9mXB4AaABAg,0,4 years ago,: super like,:超级赞
51416,UgwoUUQ0x_liRQ3UV1h4AaABAg,0,4 years ago,"super 
omg u r genius","超级
天才"
51331,UgxnnEteni4bF6I1uZR4AaABAg,0,4 years ago,super,极好的
51262,UgyJQRrMMFmpfS8zST54AaABAg,0,4 years ago,really creative like this ... if in indonesia there is a super youtuber like this ... the subcribe may not be that much,真的很有创造力...如果在印度尼西亚有这样的超级YouTuber ...
1262,UgzLBCMWRPAZncTOXON4AaABAg,0,9 months ago,super video,超级视频
49191,UgymBXR8hra1AI9gUdJ4AaABAg,0,4 years ago,she’s superwoman.,她是女超人。
49123,Ugw2cB88oD9v4HdRbiN4AaABAg,0,4 years ago,superb talent,出色的人才
49030,UgxMIZcsa4BrKt5rKXx4AaABAg.8qmFl_9pPXz8qmOArAuFtt,0,4 years ago (edited),"charcoal grilled chestnut! intersection (¯﹃¯)
9:47 ziyi appeared to call her mother -in -law super super cute (๑′ᴗ‵๑)!","炭烤栗子！！(¯﹃¯)
9:47 的子柒冒出叫婆婆超超超可爱ღ(๑′ᴗ‵๑)！"
47013,Ugzov8SwGu9rncXUNkl4AaABAg,0,4 years ago,super!,极好的！
46909,UgzSLETRZx7-s3E4WD94AaABAg,0,4 years ago,superb,超级
46554,Ugx7h56g3V1AYQ_LEf54AaABAg,0,4 years ago,super,超级
46450,Ugz1oPiaMOAnF5I_Dqh4AaABAg,0,4 years ago,super girl.....amazing,超级女孩.....惊人
46435,Ugy879FchFLTpAEQxbp4AaABAg,0,4 years ago,super,极好的
46415,UgyZVL9vCbjFA3_l1yd4AaABAg,0,4 years ago,very interesting. super.,很有意思。极好的。
46392,UgxbkiHulJ4WjYF43mJ4AaABAg,0,4 years ago,wow you're amazing! that's so beautiful besides it looks super tasty,哇，你很棒！除了看起来超级美味，那真是太漂亮了
46313,Ugxvykg8c_5QVlAcKgp4AaABAg,0,4 years ago,that is a super cool popcorn maker! i want to experience that.,那是一个超酷的爆米花制造商！我想体验一下。
46206,UgwjIu_NHWMPQMsRK_N4AaABAg,0,4 years ago,superb,高超
46128,UgwxGfT1UpecKDBgjLl4AaABAg,0,4 years ago,"extraordinary, super, the best, it's like a dream and one wants to live-it, i congratulate her, i have seen it as 3 times.",非凡的，超级，最好的，就像一个梦一样，一个人想活着，我祝贺她，我把它看作3次。
46106,UgyQCLDmdrjJLxjDPtx4AaABAg,0,4 years ago,wahoo super i lov you,wahoo超级我爱你
46094,UgyfTLtMzLj0VrkA40V4AaABAg,0,4 years ago,super,极好的
45954,UgyejltCFg8_CGaNWG94AaABAg,0,4 years ago,super ur videos,超级您的视频
45921,Ugx94fQvdn2p1TPxLq54AaABAg.8qzQeSF7a208r-DsppZSXG,0,4 years ago,"one bumper, the supervision is complete",杠精一枚，监定完毕
2577,Ugy_wOFR_vKiyqueC1p4AaABAg,0,1 year ago,i'm from sri lanka super sister yummy,我来自斯里兰卡的超级姐姐美味
45763,Ugw99ATdOTpfSLjz_BB4AaABAg.8r0DpRagQy88r3iwH2jSeF,0,4 years ago,@supercat1969 semantics.,@supercat1969语义。
45761,Ugw99ATdOTpfSLjz_BB4AaABAg.8r0DpRagQy88r3PeQ1dMXI,0,4 years ago,"@supercat1969 okay, point taken. as i said earlier, i have no control over what another person thinks. that's their prerogative. in any case, if i wanted to do it, youtube probably wouldn't be that platform. all the videos that i have seen have a certain narrative robot, unlike a lot of other channels on youtube that are about similar concepts. maybe it's just her style. i don't have airs about myself that i would added people without being asked about things that i was trying to get more information on. i understand that my comment has sparked a certain loyal sentiment from the fans, but please look beyond that. i wanted information, and i tried to get it from this community because well, they do know a lot about it. and i was right. something, as a non chinese, a person who doesn't use weibo, wouldn't know. i wished there would be a more understanding response, but i was wrong i guess. anyway, my purpose is not to hurt the artist or the fans, as i said earlier. but people only take offense when their information is different from others, instead of just trying to inform. think about it.",@supercat1969好吧，点了。正如我之前说的那样，我无法控制别人的想法。那是他们的特权。无论如何，如果我想这样做，YouTube可能不是那个平台。我看到的所有视频都有某种叙事机器人，与YouTube上许多其他有关类似概念的频道不同。也许只是她的风格。我没有关于自己的播音，我会添加人们，而不会被问到我试图获取更多信息的事情。我知道我的评论引发了粉丝的某种忠诚情绪，但请超越。我想要信息，并且我试图从这个社区获得信息，因为他们确实对此一无所知。我是对的。作为非中国人，不使用微博的人，某些东西不知道。我希望会有更多的理解回答，但是我想我错了。无论如何，我的目的是不伤害艺术家或粉丝，正如我之前说的那样。但是，只有当人们的信息与他人不同时，人们只会冒犯，而不仅仅是试图告知。考虑一下。
45688,UgyyW0_rgtkxoau-b5p4AaABAg,0,4 years ago,super,极好的
45554,UgziIi8DkR9svU5QTI54AaABAg,0,4 years ago,she is awesome she works so hard. she is a super women,她很棒，她很努力。她是一个超级女人
45518,UgyHfXXPMxZW-7i-YXl4AaABAg.8r2z2jAjRlV8x7zTVO9T-3,0,3 years ago,@hongngocle7644 tasted sunflower seeds the bigger variety. they are super sweet. i love pistachio too.,@Hongngocle7644品尝了更大的葵花籽。他们超级甜。我也爱开心果。
45461,UgxgPrqaWeaPtujikht4AaABAg,0,4 years ago,"there is so much work in this light video. it is not a supermarket to go into the supermarket and heat up in the microwave. generate, care, collect, process, and all without modern technology. the hard -working people are hardworking people. ughts.",在这个轻型视频中有太多工作。进入超市并在微波炉中加热不是一家超市。生成，护理，收集，流程以及没有现代技术的所有人。工作艰难的人是勤奋的人。 ughts。
35370,Ugxxx5Bb9PYQkSmPq_h4AaABAg,0,4 years ago,"no words , she's strong super supper talented girl .. god bless you always girl .โค๏ธ",没说，她是坚强的超级晚餐才华。上帝保佑你永远是女孩。
47010,UgxFCMGxV01_k5ddUUx4AaABAg,0,4 years ago,super ya,超级YA
