,cid,votes,time,含kind,含kind中文翻译
33590,UgyLz7tVedeNtKg1frh4AaABAg,1,3 years ago,what kind of long pods?,什么样的长豆荚？
33143,UgxYNO1CVJpX68rwKEd4AaABAg,1,3 years ago,"her: chops down some kind of wood
me: worries she's going to try to eat that or feed it to her mother
her: eats it and feeds it to her mother
me: 
her: finds a bunch of snails
me: oh no!","她：砍下某种木头
我：担心她会尝试吃掉或喂给母亲
她：吃它并将其喂给她的母亲
我：
她：找到一堆蜗牛
我：哦，不！"
31906,UgyLCUs8ulPYN95-i3l4AaABAg.8yV2QCdQB988yVSfRGY8rb,1,3 years ago,a kind of bamboo (bamboo shoots),一种竹子（竹芽）
31889,UgyYQVx_zzdS4-23UIB4AaABAg,1,3 years ago,hi liziqi im from kerala in india here we are affected with a huge flood which caused more than 50 death rate within 2days more than1000 peoples lost thier house please include us in you prayers and those who see this comment tooo kindly pray for our rescue,嗨，利兹奇·伊姆（Hi Liziqi im），来自印度的喀拉拉邦，我们受到了巨大的洪水影响，在2天内造成了50多个死亡率，超过1000人失去了房屋，请在您的祈祷中加入我们，以及那些看到此评论的人也为我们的救援祈祷
31662,UgyXWtnOzIA9wOzVbsB4AaABAg,1,3 years ago,"it's time to eat a dog, otherwise he cooks all kinds of crap",是时候吃狗了，否则他会煮各种废话
30808,Ugwl4Ay93xXqb6h2UOR4AaABAg,1,3 years ago,"ya elah 7:55 7:58 kangkung and krokot. makan krokot jg toh disana. hem... popular enaugh.
that's snail river rice noodle looks yummy. we also had that kind of dish to in indonesia. 
love your channel.","Ya Elah 7:55 7:58 Kangkung和Krokot。 Makan Krokot JG Toh Disana。下摆...流行的恩。
那是蜗牛河稻面看起来很好吃。我们在印度尼西亚也有这样的菜。
爱你的频道。"
30685,UgxPSsxq0IKGefbXq-Z4AaABAg,1,3 years ago (edited),"if everyone starts harvesting and cooking bamboo shoots in the quantity you are doing, there will be no bamboo left.

irresponsible way of harvesting things.

kindly promote living in sync with nature and growing your own food.","如果每个人都开始以您所做的数量收获和烹饪竹芽，那将不剩下竹子。

不负责任的收获方式。

请促进与自然同步的生活并种植自己的食物。"
30559,UgxAudmgR9_jtwHbG0N4AaABAg,1,3 years ago,"hello, we also eat this kind of food...",您好，我们也吃这种食物...
30327,UgxlD7F4LIADR8nw3Xx4AaABAg.8yVezNp8yw394Fg-s9uZcq,1,3 years ago,her grandma is alive cause she is eating the natural food which is of course healthy for our health and not any kinds of chemical fertilizers from the food company,她的祖母还活着，因为她正在吃天然食品，这当然对我们的健康很健康，而不是食品公司的任何化肥
30311,UgxlD7F4LIADR8nw3Xx4AaABAg.8yVezNp8yw392qVMOtiXMD,1,3 years ago,she'll live long with that kind of living like the food she eats are healthy and her environment is just so perfect and not polluted,她会像她所吃的食物那样健康的生活中生活很长一段
26497,Ugy6Wr7UfATh2iZtqe54AaABAg,1,3 years ago,"9:42 lol, grandma is just casually eating stuff she isn't supposed to again. 



i'm not sure if she is not supposed to eat the luoshifen or not but ziqi kinda panicked when grandma took a bite.","9:42大声笑，奶奶只是随便吃她不应该再吃的东西。 



我不确定她是否不应该吃Luoshifen，但是当奶奶咬一口时，Ziqi有点惊慌。"
17804,UgyRROJtFbEXrLujpVd4AaABAg,1,3 years ago,"when a promotional video can be seen, it is that kind of attractive travel",当个宣传片看看得了，就是那种吸引旅游的
23993,Ugyh4EPC6sE1Uziou7R4AaABAg.8zYBJ5loH278zek_JyVCBF,1,3 years ago,she used to use a dagger which was kinda scary and hilarious.,她曾经用匕首有点可怕和有趣。
23945,UgyikCbz13Nshurxr894AaABAg.8zZrNPIOFjv8zlh3TqVJOm,1,3 years ago,"@oriolhrnandezor1kh this is what she deserves after paying, and this kind of subtle cultural output is great.",@OriolHernandezor1kh 这是她付出后应得的，况且这种潜移默化的文化输出觉得很棒。
22478,UgxY-PVENxQ0oqnptmV4AaABAg,1,3 years ago,"this kind of life is really enviable, as if i have seen this young lady on weibo before",这种生活真让人羡慕，好像我以前在微博上就看过这位小姐姐
22001,UgwttpE0B0mYIFAjFoV4AaABAg.9-Jp6PQsckX9-Q3dX1nJaX,1,3 years ago,that was kinda snails who live in water. u still can eat that eventho u r not chinese. there are many types of snails. the one that plays on the ground is no good.,那是住在水中的蜗牛。你仍然可以吃那个事件，而不是中国人。蜗牛有很多类型。在地面上玩的那个是不好的。
21723,UgyIb054OyEzSWVT2T54AaABAg,1,3 years ago,"is very a nice place, a big farm big garden, she has a different kind of vegetables. she cooks fresh from the garden. i like this place is such big space.",是一个非常好的地方，一个大型农场大花园，她有另一种蔬菜。她从花园里煮新鲜。我喜欢这个地方是如此大的空间。
11770,UgzKIQCSGmTWYXHF6Yh4AaABAg.97GWpkzKgei97OhR9LUoJd,1,3 years ago,bordkindle salayut haha,Bordkindle Salayut Haha
20566,UgwL9sX9IfmN3bs4yrN4AaABAg,1,3 years ago,"in fact, i am envious of this kind of life, but i can't do it",其实很羡慕这种生活 但是做不到
19141,UgyrWpj5DpQ7ND6wY0B4AaABAg,1,3 years ago,i like this kind of life so peaceful,我喜欢这种和平的生活
19104,Ugxx0C0wczLWx2DIaoJ4AaABAg.928Ic4g69m392gcQkQVj2H,1,3 years ago,"@chicagodaisyflower china is a beautiful, diverse and vibrant country^ ^ especially the southern part such as shanghai, zhejiang, jiangsu and sichuan. people are very kind and considerate, they are genuinely inclusive and open. if you plan to travel in future i'd strongly recommend starting from shanghai and then go to zhejiang and sichuan--amazing scenery, city vibe and numerous cuisines~",@chicagodaisyflower中国是一个美丽，多元化和充满活力的国家 ^ ^，尤其是南部，例如上海，Zhejiang，Jiangsu和Sichuan。人们非常友善和体贴，他们真正具有包容性和开放性。如果您打算将来旅行，我强烈建议您从上海开始，然后前往Zhejiang和Sichuan - 令人惊奇的风景，城市氛围和许多美食〜
18991,Ugz7egfCWPJBdEuau3Z4AaABAg,1,3 years ago,i really missed this kind of thing when i was young,我小时候也吃这种东西真怀念
18497,UgwI13ufZjbDEFs610x4AaABAg,1,3 years ago,i really want to ask how he posted youtube. isn't it impossible to get on a foreign website? what is the purpose of the shooter? where to live? what kind of life? beautiful china has been lost.,我很想问他的视频怎么发上YouTube的。不是上不了国外网站吗？ 拍摄的人的目的是？住哪里？怎么样的生活？美好的中国已经遗失。
18027,UgzsqkvV7MNbhoE53Al4AaABAg,1,3 years ago (edited),to be fraank....a malayali does not eat this kind of foods....bt i like her way of cooking..i love ziqi,成为弗劳克（Fraank）....马来亚人不吃这种食物。...bt我喜欢她的烹饪方式。
17975,Ugw6czK9Xf25b4E83At4AaABAg.92ddrN0ohs592nZRLl_PUP,1,3 years ago,"that is not real chinese stuff. could be kinda rural, but actually dramatized most of the shots. not even traditional.",那不是真正的中国东西。可能是乡村，但实际上是戏剧化的大多数镜头。甚至不传统。
11924,UgxOPdfkgxROJLP3RcJ4AaABAg.976j6BZrFRh97TPv9cBN6f,1,3 years ago,"shanyao lu is actually for those who have experienced this kind of life, and i am even more envious of the living conditions of your generation.",shanyao lu 其实作为经历过这种生活的人来说，更羡慕你们这一代人的生活状态
35069,UgyDN9RjtryehBL-eil4AaABAg,1,3 years ago,love this kind of life ❤️,爱这种生活❤️
3539,Ugy5eGUZU9RJvMazudF4AaABAg.9NvtqVXNXHX9NxSDXuyX6f,1,2 years ago,"@eocosmos, i have also thought about what you said, but as far as my personal understanding may be related to her personal video positioning. in this fast -paced life, the video is too long, and not many people will spend time watching. if you just teach you how to cook and make handmade products, there are a lot of teaching videos for handicrafts and handicrafts on the internet. and, this kind of video often shows the content of the assembly line, which can be seen in poor appreciation. if you do n’t just want to learn to make a certain dish or a certain handmade product, you may not want to watch this video.
其实看了这么多她的视频，我觉得她视频更多的是展示每个视频主题的内在的文化属性，比如小麦的一生，她不是教你怎么种小麦，也不是教你怎么做菜，而it is the process of displaying wheat sowing, irrigation, growth, mature harvesting, to the use of wheat in the end, etc., showing the entire cultural attributes of wheat. through this video display method, almost all of the people are very friendly, the audience is also wider, it is more helpful for personal video promotion","@eocosmos 你所说的情况我也有想过，但就我个人的理解，或许跟她个人的视频定位有关。在这快节奏的生活里，视频做的太长，没多少人会花时间去看，如果只是单纯的要教大家如何做菜做手工品，网上有大把的做菜做手工品的教学视频，而且，这类视频往往展示的是流水线的内容，可观赏性会比较差，如果你不是刚好想学习做某个菜或某个手工品，可能你都不想看这个视频。
其实看了这么多她的视频，我觉得她视频更多的是展示每个视频主题的内在的文化属性，比如小麦的一生，她不是教你怎么种小麦，也不是教你怎么做菜，而是展示小麦的播种，灌溉，生长，成熟收割，到最后小麦的用途等等过程，展示的是小麦的整个文化属性。通过这种视频展示方式，几乎对所有人群都非常友好，受众也更广，对于个人的视频推广也是更有助益的"
1280,UgzD2nC4dC8Wli0em654AaABAg,1,1 year ago,"but why there is no more woman like that with us. in france, she prefers money has a simple life in harmony with nature. personally, if i find a woman like that in my life, i will make the effort to leave everything to live with her. i will even leave my country for this kind of woman.",但是，为什么不再有这样的女人。在法国，她更喜欢金钱与自然和谐相处。就个人而言，如果我在生活中找到这样的女人，我将努力离开一切与她同住。我什至会离开我的国家做这种女人。
8089,UgxIa2BUK26ZkulsMjx4AaABAg.9C5tUVkt_U99CHyFb9GyGT,1,2 years ago,@raine__dear5914 what would it really feels if we kinda have this behind our houses ๐…๐๐๐,@raine__dear5914如果我们有点在房屋后面有什么感觉
10151,UgxlUMLDCNpE3fbLKcR4AaABAg,1,3 years ago,this is the kind of girl. that every man looking for.,这是那种女孩。每个人都在寻找。
9601,UgzVMURTw2PMOlfV8Bd4AaABAg,1,3 years ago,"i wish i had that kind of life, so simple",我希望我过着如此简单的生活
4617,UgzUMw9XssH9TpzYald4AaABAg,1,2 years ago,i have been watching her videos since from 2020 n i love it soo much n iam just wandering how talent she is ❤️ i mean her cooking style is soo good the way she cock different kind of dishes,自2020年以来，我一直在观看她的视频，我很喜欢它，这么多niam在徘徊，她的才华是多么❤️，我的意思是她的烹饪风格真是太好了，就像她从印度那样狂欢的菜肴的方式
4570,UgydzAorVbtexVZokrp4AaABAg,1,2 years ago,i really like this kind of paradise life,好喜欢这种世外桃源生活
4369,Ugw1hxnun3v1uN3VzTB4AaABAg,1,2 years ago,this is the kind of woman i dream to be,这是我梦dream以求的女人
8886,UgxOBgD3fQC8I59-Qdl4AaABAg.9Ah38njXB5I9BAboSvHq3O,1,2 years ago,"in fact, i think her original intention is not afraid of plagiarism at all. she just spreads a culture. and the production of the show can also be done by a team. like chinese programs on the tip of the tongue. it is another kind of brainwashing show, just to promote the mountains and the countryside.",其实我觉得她的本意根本不怕别人抄袭。她只是传播一种文化。而且节目的制作也可得出是一个团队在做。就像舌尖上的中国一样的节目。是另一种洗脑节目，宣传上山下乡而已。
2792,UgyjokKB5kT-vLggUk54AaABAg.9RPpxXlXsf_9UogKaDHDFL,1,1 year ago (edited),"there is no this kind of lifestyle in real world, what she presents is an artistic way of country life. you will be covered in sweats and dirt just to make a meal like that.",在现实世界中，没有这种生活方式，她提出的是一种艺术的乡村生活方式。您将被汗水和污垢覆盖，只是为了做饭。
2971,Ugy2ainHxB8OXIpkPDd4AaABAg.9QMbOciZTv89QQ6s1rWsgY,1,1 year ago,"hello dear taylor~i am a big fan of liziqi, too. i'm from china. recently, we are preparing a present for ziqi, a fan video from all of the world. would you like to join us and shoot a video for ziqi, she can see your wishes directly in the video. please kindly contact me if you are interested, we will send you the detailed information~here is my email: emilylee1005@163.com",您好，亲爱的泰勒〜我也是Liziqi的忠实拥护者。我来自中国。最近，我们正在为来自世界各地的粉丝视频Ziqi准备礼物。您想加入我们并为Ziqi拍摄视频吗，她可以直接在视频中看到您的愿望。如果您有兴趣，请与我联系，我们将向您发送详细信息〜这是我的电子邮件：emilylee1005@163.com
8939,UgwnX0tWzTRal52BbHJ4AaABAg,1,2 years ago,"i was feeling really sad for grandma, always having to wait til after dark to eat, but now i know that sunset is kind of early in mianyang.",我对奶奶感到非常难过，总是必须等到天黑后才吃饭，但是现在我知道日落在米扬的早期。
9060,Ugx-vzXwvmlLaEGQ8Q94AaABAg.9AVgEqHoFqK9AVpExdfM-k,1,2 years ago (edited),"because in a previous video, she mistranslated chinese pickle as ""kimchi"" which is a kind of korean pickled vegetable that some of korean think it is unique. so some korean users called her ""thief"" and lauched the dislike action.",因为在以前的视频中，她将中国泡菜误认为是“泡菜”，这是一种韩国腌制的蔬菜，其中一些韩国人认为它是独一无二的。因此，一些韩国用户称她为“小偷”，并采取了不喜欢的行动。
9995,UgwbcpWiaZTNmxio3gJ4AaABAg.99Fycu05a3Z99oTj9gY-7Q,1,3 years ago,"we have been exhausted by the real life, so we need this kind of videos that seem not very real.",我们已经被真实的生活弄得疲惫不堪了，所以更需要这种这种似乎不大真实的治愈视频
9990,UgysJBRkFffqB7nmKAB4AaABAg,1,3 years ago,"what nature and what calm, and what a beautiful girl, and what kind of golden hands she has.
just a treasure for men, that is, for the future husband.
i wish her all that is on earth, the best !!!","什么天性，什么平静，一个美丽的女孩，她拥有的金色手。
只是男人的宝藏，即对未来丈夫的宝藏。
我祝她一切顺利，一切最好！！！"
9171,Ugztg3AWD6dCH_KutUp4AaABAg.9AMNSj7YvIf9BAbPGBbg2l,1,2 years ago,"hehe, i think you are ignorant when you see the message. do you know what kind of regime system she lives? you went to the communist party of china to be sent to the xinjiang concentration camp to brainwash.",呵呵看到留言觉得你很无知。你知道她生活在什么政权体制下吗？你去中共国会被送去新疆集中营洗脑。
9186,Ugztg3AWD6dCH_KutUp4AaABAg.9AMNSj7YvIf9BWa6wxlmMu,1,2 years ago,"yong lu, have you inserted the team? then at least 60 years old, the year of ears is still so narrow and pitiful. the cultural revolution is almost half a century. children born during the cultural revolution have begun to be grandparents. you are still living in the cultural revolution. my hometown used to be this kind of train to a car, a car turning a carriage, a carriage into a ox cart, and a place where the ox car wheels are still rolling.",Yong Lu 你插过队？那至少60岁往上了吧，耳顺之年还如此狭隘，可怜呐。文革结束快半个世纪了，文革期间出生的孩子都开始当爷爷奶奶了，你还活在文革呢。我老家以前就是这种火车变汽车，汽车变马车，马车变牛车，牛车轮子还滚不圆的地方，黑土地下雨天都拔不出脚，现在村村通通了得10年了吧
6715,Ugyt7bQjILbSTnEwmTN4AaABAg,1,2 years ago,amazing garden i wonder what kind of climate there is and the type of soil. must be very productive. does she grow peanuts there?,令人惊叹的花园，我想知道有什么样的气候和土壤类型。必须非常有生产力。她在那里种植花生吗？
10100,Ugwck8bTmhrnl1KdrhJ4AaABAg,1,3 years ago,"congratulations for the quality of his films and choosing his music. everything she does, is real sequences. i love to look at her i have tears in the eyes of pleasures by her kindness and sweetness. she is a beautiful and good person! very patient here is her secret?!",恭喜他的电影质量并选择了他的音乐。她所做的一切都是真实的序列。我喜欢看着她，我的仁慈和甜蜜的眼中在愉悦的眼中含着眼泪。她是一个美丽而好人！这是她的秘密吗？
5832,UgwGaO_n5VzM-IuZx4Z4AaABAg,1,2 years ago,"i'm a loving and affectionate woman, looking for a man for serious relationship that will lead to marriage.

about you

honest, kind and loving man. age difference and location is not a problem to me.","我是一个充满爱心和深情的女人，正在寻找一个男人建立认真的关系，这将导致婚姻。

关于你

诚实，善良和充满爱心的人。年龄差异和位置对我来说不是问题。"
5618,UgwX8FtkmwqUl1XK9MV4AaABAg,1,2 years ago,i wanted to know what kind of oils you use when cooking.,我想知道您在烹饪时使用哪种油。
24000,UgzCabpLKGGuA8RZPLJ4AaABAg,0,3 years ago (edited),"what is conveyed is nature, hardworking, beautiful, and kind, please kneel down and reflect on the japanese! intersection intersection",传达的是自然，勤劳，美丽，善良，请日本人跪下反省！！！
26917,Ugz5GDWIe8JcA9hoGAZ4AaABAg,0,3 years ago,"ah, ah, a rough bamboo is eaten. we eat that kind of unsightly grade, or the small one buried under the soil is tender.",阿呀呀，一颗那么粗竹子就吃了。我们那里是吃那种品相难看的，或者是小个的埋在土下面的比较嫩
27084,UgzD-nw4k_w5vwYx0wR4AaABAg.8yieSOMb9DX8yn5ZqtOwTP,0,3 years ago,what kind of ghost,什么鬼
27123,Ugw8QvdImXAN41WK3gN4AaABAg,0,3 years ago,she is making 10 kind of meal by burning fire with woods by the way i am dieing not to make 1 quick meal on oven,她正在用树林燃烧着火的方式来做10种餐点
4255,UgxouJw7ioXEBQarlzJ4AaABAg,0,2 years ago,"my favorite bamboo. what kind of foods in it!
awesome! cinema and cinematography. live for decades.","我最喜欢的竹子。里面有什么样的食物！
惊人的！电影和摄影。活了几十年。"
27670,Ugxl4tkJn6W4UiAhrNV4AaABAg,0,3 years ago (edited),this kind of life has no place for nanfujiao,这种生活已无 南富饶之地啊
5730,UgzvS6JIescty9BNBGt4AaABAg,0,2 years ago,"what kind of bamboo is this, how big bamboo shoots are so big?",这是啥竹子，怎么笋子这样大只啊？
27683,UgxlUUpHqI2V89CgvkZ4AaABAg,0,3 years ago,"this method of cooking snail powder is a kind of humiliation of snail powder. the program is the program, mainly to attract the attention!",这种做螺蛳粉的做法就是对螺蛳粉的一种污辱。节目就是节目，主要就是为了吸引眼球而已！
27722,Ugxu-tULZyWJ4pSYiiF4AaABAg,0,3 years ago,"we call those kind of snails as chengkawl, i can only imagine the numbers of hours you spent cleaning them, in fact i really hate cleaning them",我们将这种蜗牛称为Chengkawl，我只能想象您花了几个小时来清洁它们，实际上我真的很讨厌清洁它们
28037,Ugz52qCzSUP4ko6NOMZ4AaABAg,0,3 years ago,what kind of bamboo shoots are so big?,什么竹笋那么大？
23148,UgyJnDiAP3feptNeY-l4AaABAg,0,3 years ago,"what it is??? i didn’t find out everything, but it looks worried !!! what kind of dish?",这是什么？？？我没有发现一切，但看起来很担心！！！什么样的菜？
28165,UgwZlp9aktTVz9HQKNF4AaABAg,0,3 years ago,what kind of price for her there is no price.,她的价格是什么，没有价格。
23093,UgwAnZ_uWWUx2IDwI8l4AaABAg,0,3 years ago,the kind of life i want,我想要的生活
23552,UgxIs8XN5zhXk2rgUjZ4AaABAg,0,3 years ago,this is my kind of living!!!!! i am quite certain that they have an alkaline diet.,这是我的生活！我很确定他们有碱性饮食。
28224,UgxsFJGgnR3iZcLK6Cx4AaABAg.8yZqICA1QeA8yavZLl4m9d,0,3 years ago,the restaurant may not eat this kind of rural dishes. i have been to the show before.,餐馆可能吃不到这种乡间菜，之前有去过节目，他们连菜的典故跟吃法都不知道XD
28244,Ugzpak2xq2lg9YykXTh4AaABAg,0,3 years ago (edited),we used get those bamboo roots with my aunt and cousins and we cook it pair it up with sardines. it's kinda hard getting those stuff cause we need to cross over the river wherein the current is really strong but it's fun though i really don't like the taste of it,我们用我的姑姑和堂兄弟拿着那些竹根，然后将其与沙丁鱼搭配。有点困难的东西，因为我们需要越过河流，那里的电流真的很强，但是很有趣，尽管我真的不喜欢它的味道
23038,Ugyjqcg4IWS3VMICfIZ4AaABAg.8zryAjA2w8i8zyGHPFyNLe,0,3 years ago (edited),"lzz hzz, my god is so afraid of foreigners? are you unhappy? i can’t get up for a long time. i understand all kinds of foreigners, and be a double standard.",LZZ Hzz 我的天那么怕洋人？你洋大人不高兴了？真是跪久了起不来，对洋人万般理解，做人别双标
23013,UgxNUjNYx0DsfNeY-mp4AaABAg,0,3 years ago,"bamboo shoots have jumped out of the ground so much, and can be called bamboo. they are already very old, and they can still eat ... isn't it usually the kind of bamboo shoots that are eaten from the ground?",竹笋都从地里蹦出来这么多了，都可以叫做竹子了，已经很老了，居然还能吃...不一般都是吃的那种才从地里冒尖尖的竹笋么..
28317,UgzGVdbtlBaxG953dLt4AaABAg,0,3 years ago,i don't understand what kind of translation :))),我不明白什么样的翻译:)））
4087,UgyvUSXUrregJiwPVjt4AaABAg,0,2 years ago,"this time, we first watched it. i like it. it conveyed the way of life of ban pa, very information. we do not hesitate, so hurry to follow because i like this kind of life.",这次，我们第一次看了。我喜欢它。它传达了Ban PA的生活方式，非常信息。我们毫不犹豫，所以赶紧跟随，因为我喜欢这种生活。
28354,UgyszkXLGDG_YhMd8JB4AaABAg,0,3 years ago,"we have that kind of snail in our country too,, it caled ""tutut"",,,,",我们在我们的国家也有这种蜗牛，它平静了“ Tutut”
28358,UgxsePMSzEGaet4r-Z14AaABAg.8yZ5Z4PNxMt8yfhj2awRbx,0,3 years ago,is this her own account? isn't it that kind of stolen video?,这个是她本人的账号吗？不是那种盗视频的吧？
28391,UgyxvS0cgdw6BtxrXmR4AaABAg,0,3 years ago,what dialect of mandarin is she speaking. i can kinda understand a few words but not all.,她说什么普通话。我可以理解几句话，但不是全部。
22992,UgwAgis2NeZ4lMGLAOR4AaABAg,0,3 years ago,you kinda look like obama,你看起来像奥巴马
22798,Ugx5Cj2-txFO750GFa94AaABAg,0,3 years ago,"feel kinda bad for the snails but i would love to see a celebrity chef visit and try her food... 
gordon ramsey??","对蜗牛感到有些不好，但我很乐意看到名人厨师拜访并尝试她的食物...
戈登·拉姆西??"
28437,Ugy9FZTNho70WiwstmJ4AaABAg.8yYTzaRcnLC8yYWY1C-3Di,0,3 years ago,"we're vietnamese eat all kind of snail and also cook that way, lol",我们越南人吃了各种蜗牛，也那样做饭，大声笑
26916,UgzAJyj0p_iM7QlOL6t4AaABAg,0,3 years ago,why do i get a feeling that this i some kind of marriage advert for miss liziqi. shes really fishing for some big fish . hmmmm,为什么我会觉得这是我为利兹奇小姐的某种婚姻广告。她真的为一些大鱼钓鱼。嗯
26804,UgywYqr7u8YrZC2lqWV4AaABAg.8ylMJ7s_nvd8ym0ypf0lEp,0,3 years ago,"sorry, never realize there are english subtitle for this kind of video.",抱歉，永远不要意识到此类视频有英文字幕。
5016,UgyarX0dh4gzSoTbEEt4AaABAg,0,2 years ago,"is it a rural child who came out in the city once, a child who longed for the countryside in an urban man, or the items to use are too fashionable.
and he seems to be a man. various agricultural work is absolutely impossible for two women. rather, is that kind of program? i'm in place. i don't care because it will be healed, but โจโค๏ธ","是一个曾经在城市中出来的乡村孩子，一个渴望城市男子乡村的孩子，还是要使用的物品太时尚。
他似乎是一个男人。对于两名妇女来说，绝对不可能各种农业工作。而是那种程序？我到位。我不在乎，因为它会得到治愈，但是✨❤️"
25046,Ugzjh89YKJU6k3Qu40p4AaABAg,0,3 years ago,this kind of woman should be taken as a mother of sri ruen.,这种女人应该被视为斯里·鲁恩的母亲。
23983,UgzTNolArRmdRk-mA8d4AaABAg,0,3 years ago,i hope god will grant me enough money. ill buy lot in the country side and have this kind of life.,我希望上帝能给我足够的钱。生病在乡下买了很多东西，并拥有这种生活。
24158,UgzVj6bueuKzvaljWdN4AaABAg,0,3 years ago,wow your place is so beautiful and you're so kind to your grandma,哇，你的地方是如此美丽，你对奶奶很友善
24243,UgznN770GR2PXpPMD8V4AaABAg,0,3 years ago,i love this kind of video...,我喜欢这种视频...
24335,Ugys0uBN-NXOjdqx8tB4AaABAg.8zO6Mumd3G78zVP9DEdjc2,0,3 years ago,will that kind of pepper also spicy?,那种辣椒也是会辣的?
24410,UgycoeW63j7r5vKNyD14AaABAg,0,3 years ago,tao yuanming’s taohuayuan is not this kind of life that i want away from fanchen to live a carefree life.,陶渊明的桃花源何尝不是想要的这种生活 远离凡尘 过着无忧无虑的生活 哪像现在的我们
24573,UgwYXIZPEA5aQfQyK1R4AaABAg,0,3 years ago,yum yum bamboo shoot we call it 'miya' in dimasa language and there are different kinds of bamboo shoots i like the other one though some are very bitter in taste,百胜竹芽，我们称其为dimasa语言的“ miya”，我喜欢另一种竹芽
4647,UgwvASkrUS6aHl3t9_x4AaABAg,0,2 years ago,what kind of fruit is that in the last shot?,最后一镜头是什么样的水果？
5297,Ugw8yFTWB1JOROt-JWd4AaABAg,0,2 years ago,"๏ดฟ and i created gin and mankind except to redeem them [al -dhariyat: 56]
and i did not cover
- saheeh international

๏ดฟ what i want of livelihood and what i want to be used is [al -dhariyat: 57]
i do not want from one product, nor do i whats them to feed me.
- saheeh international

๏ดฟ god is the sustenance of the two powerful power ๏ดพ[al -dhariyat: 58]
indeed, it is allh who is the [continual] provider, the firm posssor of strength.
- saheeh international

๏ดฟ for those who wronged sins, such as the sins of their owners, do not hurry ๏ดพ[al -dhariyat: 59]
and indeed, for those who have been worked is a portion [of punishment] like the job
- saheeh international

๏ดฟ woe to those who disbelieved from the day they promise ๏ดพ[al -dhariyat: 60]
and woe to share who have displayed from their day which they are promised.
- saheeh international","我和我创造了杜松子酒和人类，除了赎回它们[al -dhariyat：56]
我没有掩盖
-Saheeh International

）我想要生计和想要使用的是[al -dhariyat：57]
我不想从一种产品中，也不想让它们喂我什么。
-Saheeh International

）上帝是两个强大的力量的维持
的确，是[持续]提供者，是实力的可能者。
-Saheeh International

）对于那些犯了罪的人，例如主人的罪过，不要着急（[al -dhariyat：59]
的确，对于那些工作的人来说，是像工作这样的一部分（惩罚）
-Saheeh International

）对那些自从他们承诺的那一天不相信的人的祸患（[al -dhariyat：60]
和分享他们承诺的那一天的人。
-Saheeh International"
24639,Ugwi8YZVMOL9ObxU5yJ4AaABAg,0,3 years ago,why don't we live this kind of conforte and healthy life just looking at it make it seam as another world,为什么我们不只是看着它的这种圆满和健康的生活，使它成为另一个世界
24765,UgwxPt4fbDJIQTcwP4h4AaABAg,0,3 years ago,her hands don't look like she does this kind of work on a daily basis. still fun to watch none the less.,她的手看起来不像她每天做这种工作。仍然很有趣。
24965,Ugxa0HabcXufMNEqVWZ4AaABAg,0,3 years ago,"china! i won't get this kind of woman, i can't get it all my life.",China!不是我吹 这种女人我一辈子都得不到.
25009,UgyHAyqcKNGxQe2FOI94AaABAg,0,3 years ago (edited),"this mother -in -law is not a person,
jiu tian xuan nu xiachen,
leave some videos to chang the world ~~
there are still beauty, kindness, and 眞!","这个婆娘不是人，
九天玄女下凡尘，
留些视频彰天下~~
人间犹有美、善、眞！"
25134,UgxPehRRU89ZhOLNtLR4AaABAg,0,3 years ago,"wow, the best life. this kind of life would be very happy.",哇，最好的生活。这种生活会非常幸福。
26607,UgzCW2EH0dukGJbhu1N4AaABAg,0,3 years ago,wow. i never knew bamboo looked like that. kind of looks like cabbage and asian radish. very cool! thanks for sharing such wonder full videos~~,哇。我从来不知道竹子看起来像那样。看起来像白菜和亚洲萝卜。很酷！感谢您分享如此奇迹的完整视频~~
23855,UgyBYFNKAI2N5b5Gw_54AaABAg,0,3 years ago,what kind of camera do you use?,您使用哪种相机？
25158,UgzJlCoDJHpzCimg8FB4AaABAg,0,3 years ago (edited),"2 questions.
1 how do eat snails cooked in it's shell?
2 how is the spider crawling on the side of that hot steal and not burned to a crisp? 06:11
edited i have another question. what kind of oil do you use to make your chili oil?
officially the queen of d.i.y. love you videos.","2个问题。
1在外壳上煮蜗牛怎么样？
2蜘蛛如何在那个热偷的一侧爬行而不是被烧成酥脆的？ 06:11
编辑我还有另一个问题。您用哪种油制成辣椒油？
正式是D.I.Y.的女王爱你的视频。"
25478,Ugzsp_RsjpE3FoufmiB4AaABAg,0,3 years ago,"in fact, everyone likes beautiful women and food. people who really live in modern life wait for this kind of village without mobile phone computers who can have been able to pass three days.",其实大家喜欢的是美女和美食，真正过惯现代生活的人待这种乡村没手机电脑谁能挨过三天
25750,UgzFKAYXLsfVtt2mekl4AaABAg,0,3 years ago,absolutely beautiful. came from the game grumps. this is definitely a one of a kind channel.,简直美极了。来自游戏脾气暴躁。这绝对是一个渠道。
23817,UgxVf81sovRdPOGNtcp4AaABAg,0,3 years ago,what climate zone she in? so many diverse plants. i want to grow all kinds of plants.,她在哪个气候区？这么多不同的植物。我想种植各种植物。
25817,UgzS6bUeM3f1arD4IvF4AaABAg,0,3 years ago,"with no men in sight, kinda makes you wonder what's she thinking about..",没有人看到，Kinda让您想知道她在想什么。
