,cid,votes,含Chinese,含Chinese中文翻译
18623,Ugw-4ZcCGQMb7Of6XvF4AaABAg.92QSySm3B1D92gpvlcs_k1,2,"@Alexandernorrie, I am really huh, and it really is more brain -disabled than Bai Zuo. Which country and which nation has no civil war and no internal fighting? According to your statement History, the South American War, during the Cold War, McCarthyism strongly persecuted the elite suspected of the Communist Party, the persecution of the privilege, and so on. Are these people who kill their own people? Who is more noble than whom? Take this kind of stuff to demonstrate how the Chinese are ugly. I think you don't read this history. How deep do you know about industrialization? How much can your parents and ancestors contribute to the country?
I'm really not a nationalist. Foreign friends mentioned that Mao talked about it. The prejudice person like you is full of bias. You have no shame, it is really funny.","@alexandernorrie 我真是呵呵了，果然黄右比白左更脑残。哪个国家哪个民族没有内战没有内部互殴了？按你的说法历史上美国南美战争，冷战期间麦卡锡主义大力迫害有亲共嫌疑的精英，欧洲迫害新教徒等等等等，这些算不算自己人杀自己人啊?谁比谁更高尚啊?拿这种玩意去论证中国人如何丑恶我觉得你这历史不读也罢。你对工业化了解又有多深啊,父辈和祖辈为国家贡献的血汗你又能看到多少?
我还真不是什么民族主义者，外国友人提到毛就说了一下相关而已，像你这种充满偏见的偏激人士还满口you have no shame，真的挺好笑"
26885,UgzQ4OBGGGIyUq7xGMV4AaABAg.8ykJlulry208yqhiYnBhiy,2,john smith Haha，I don’t know you know now in China many mountains or cultivated land or a house in the country can be rent by private person to do what you want (legal things) for 22 years in the first tenancy term.You can plant trees or raise animals or reconstruct the house to live by yourself or as a homestay in the area. Many Chinese people have rent them to create their own beautiful life.,约翰·史密斯·哈哈（John Smith Haha），我不知道您现在在中国知道许多山脉或耕地或该国的房屋可以由私人人士租用，以便在第一个租赁期限内做您想做的22年（合法的事情）。可以种植树木，养育动物，或重建房屋以自己或该地区的寄宿家庭生活。许多中国人有租金来创造自己的美丽生活。
18611,Ugw-4ZcCGQMb7Of6XvF4AaABAg.92QSySm3B1D92cbocOpMqD,2,"Nationalism always finds its place and pride in patriotism, I may love China, but never because of communism or some certain regime, and the so-called great political leaders only exist in highlighted profile on TV or in books with perfect iamges, while in fact most Chinese even don't know who are in charger as their local chief government ofiicers, let alone meeting them face to face, and everything about great leaders are from the elaborated official publicity, since no one is allowed to comment on them in a negative tone in China publicly. Anyway, it's my personal experience, observation and perspectives based on my current decades of life in China. The point is that you can love or be in favor of some politicians or political ideology, but you can't represent all the population or force others to believe in only one political doctrine, for you can only stand for your ownself, while other people should have their rights to have their own sayings and stances at their free will.",民族主义总是找到自己对爱国主义的地位和自豪感，我可能爱中国，但从来没有因为共产主义或某些政权，而所谓的伟大的政治领导人只有在电视上或具有完美iamges的书籍中存在于强调的个人资料中，而实际上大多数中国人甚至都不知道谁是当地的首席政府，更不用说面对面与他们会面，而关于伟大领导人的一切都来自详细的官方宣传公开中国的语气。无论如何，这是我的个人经验，观察和观点，基于我目前在中国的生命。关键是您可以爱或赞成某些政治家或政治意识形态，但是您不能代表所有人口，也不能强迫他人仅相信一种政治学说，因为您只能代表自己，而其他人应该有权自由意志拥有自己的言论和立场。
20648,Ugz0HdTG-Kc9Bd9JOFZ4AaABAg.90frsqbFNBE91R8zLavMc5,2,"Jacky Phantom You do realise that the Zhuang is part of the terminology ""Chinese (中国人）"" right? I'm from Guangxi and despite historical feuds, we live in harmony and don't want none of your ""colonisation"" bullshit.",Jacky Phantom您确实意识到Zhuang是术语“中文（中国人）的一部分？我来自广西，尽管历史上的仇恨，我们还是和谐相处，不希望您的“殖民化”胡说八道。
12092,Ugz6fXksmu9xd9BOs0l4AaABAg,2,"Bamboo shoots with bean beans put into jars contain anything in it also does not sub, naturally calling for Vo Hu, do you know Chinese to sub ???",用豆豆放入罐子中的竹芽也没有任何东西，也不是sub sub，自然要求vo hu，你知道中文的sub吗？？？
9241,UgyiNUY9ElRSNXAR4_x4AaABAg,2,Amazing beautiful Nature living bamboo very famous in Thailand too some of Thai cuisine also the same as Chinese cuisine and we have also china town in Thailand alot of Chinese people live in Thailand i really love your Video and it look so beautiful Nature living god bless you,令人惊叹的美丽大自然活着的竹子在泰国也很有名的泰国美食也与中国美食相同，我们在泰国也有中国小镇，很多中国人都住在泰国
33515,Ugxzr2qQOspcD9LbGiB4AaABAg.8yUafEOIJ_w8yUtt0RUMXh,2,"Osborne u must eat western-Chinese food,that’s not the traditional Chinese food ,we didn’t put the sauce into the cuisine.never",奥斯本你必须吃西方美食，那不是传统的中国食物，我们没有把酱汁放入美食中。
18535,Ugz7vX27tY0R8YBBwyB4AaABAg.92TOl30agtK92_huSFDhvK,2,Hahaha I was thinking about Chinese/Taiwanese RPGs when I was watching it. It fits the dreamy imagination of a different life.,哈哈哈，当我看着它时，我正在考虑中国/台湾RPG。它适合对不同生活的梦幻般的想象。
18525,UgwFsgKBe50sBFkQ9xF4AaABAg.92TZpu48m6092_kl483hi0,2,"How to say, boring or not, the most important thing is your mood.
Behind Li Ziyi's video is definitely a very professional video team. It can have more than 7 million fans on overseas media, which has always been revenge, and most of them are foreigners. I think this is enough, which is worthy of our support. The most lacking in China is more cultural exporters, allowing more foreigners to understand Chinese culture instead of being guided by false negative reports of anti -Chinese media all day. By this point alone, it is worth supporting! Intersection Intersection","怎么说呢，枯燥与否，最重要的是你的心境。
李子柒的视频背后肯定是一个相当专业的视频团队来做的。能在一向仇华的海外媒体上拥有七百多万粉丝，而且大部分是外国人。我觉得这就够了，这就非常值得我们去支持她。当前的中国最缺少的就是更多的文化输出者，让更多的外国人了解中国文化，而不是整天被反华媒体的虚假负面报道所引导。单凭这一点，就值得支持！！！"
9163,Ugztg3AWD6dCH_KutUp4AaABAg.9AMNSj7YvIf9AV6-g2-DFs,2,"Welcome to China, but China is not an immigrant country, it is difficult to stay, and it is easier to stay with the Chinese to stay.",欢迎来中国，只是中国不是移民国家，留下来很难，需要和中国人结婚
8686,UgwyWev60O0SIJzZgpd4AaABAg,2,"I am a Chinese in Malaysia, and my ancestral home was Quanzhou, Fujian. I like the rural environment in this video. I feel very comfortable in my heart.",我是马来西亚华人，祖籍福建泉州，很喜欢这视频中农村的环境，心里觉得很舒服
28791,UgxCpRiDGzrwuzVOfl94AaABAg.8yY6-41Td1g97Vb66VrSY3,2,@franzpeters3824 Do you know thousands of branches of Chinese?,@franzpeters3824您知道成千上万的中文分支吗？
29529,Ugw7pdGvQF_fd0s96zJ4AaABAg.8yWiBLps9B58yby6AHMuRZ,2,@user-wn5tq1ue9p Nepal it's between Chinese and indo-arabic nation,@user-wn5tq1ue9p尼泊尔在中文和印度阿拉伯国家之间
28626,UgxCpRiDGzrwuzVOfl94AaABAg.8yY6-41Td1g90sTrQfbPqf,2,"@franzpeters3824 Same, you can't speak proper Chinese either.",@franzpeters3824相同，您也不能说适当的中文。
28613,UgxCpRiDGzrwuzVOfl94AaABAg.8yY6-41Td1g90G-hQ96Zb-,2,@franzpeters3824 Can you speak proper Chinese?,@franzpeters3824你会说适当的中文吗？
5557,UgyPfQVCmcMRazmFZ414AaABAg,2,"Chinese food culture is great and colorful
Various tools for wooden bowls are","中国饮食文化很棒
各种木碗工具是"
6042,Ugy9VqH5uUoz8nRCtFl4AaABAg,2,This is just the ordinary countryside life in China. And the food she cooked very common as well. Chinese people donโ€t think itโ€s very special actually. But she made these videos so good! And let the rest of the world know how we live. Sheโ€s wonderful! :)) btw Welcome to China! To see what the real life is like here in person.,这只是中国普通的乡村生活。她烹制的食物也很普遍。中国人实际上并不特别。但是她使这些视频很好！并让世界其他地方知道我们的生活。她很棒！ :)）顺便欢迎来到中国！看看现实的现实生活。
10886,Ugx73LE_CE4ZPKonTOl4AaABAg,2,"I'm from North East India and my village looks like this place. Also the food we eat is similar which is why most of the Brown Indian to be exact discriminate us as Chinese. But after watching her, I'm proud that they call me Chinese.",我来自印度东北部，我的村庄看起来像这个地方。同样，我们吃的食物也相似，这就是为什么大多数棕色印度人要确切地将我们歧视为中国人的原因。但是看着她后，我为他们称我为中国人感到自豪。
10673,UgxqSpb3Gk81b3ZvGH54AaABAg.98VupjufjU799_3glC_4LY,2,"@mohammedharoon8453 im not a CCP... But im an overseas chinese...
Thats why i know that it is vids about 5.000 years of Chinese Village Culture... Not about CCP
Actually Liziqi only needs CCP support for security guards
I feel very proud that Chinese has the most advanced culinary& farming culture in the world
A peaceful culture , not a civilization/culture that based on guns bombs / robberies
Ur just jealous. Shame on u","@Mohammedharoon8453我不是CCP ...但是我是海外的中国人...
这就是为什么我知道这是中国乡村文化约5。000年的视频...与CCP
实际上，利兹奇（Liziqi）只需要CCP支持安全警卫
我为中国人拥有世界上最先进的烹饪和农业文化而感到自豪。
一种和平的文化，而不是基于枪支炸弹 /抢劫的文明 /文化
你只是嫉妒。对u"
19873,UgwLVppGe_u_W9HKWp94AaABAg,2,"Five thousand years of cultural precipitation, ordinary Chinese girls are displayed in front of everyone with the most innocent image.
A trick on my hand, clean and uplifiers, skillful skills, the most authentic chai oil and salt.
With modern video interaction, it is widely announced, refueling.
Take your heart and calm down China. This is beautiful everywhere.","五千年的的文化沉淀，普通的中国女孩以最纯真质朴的形象展现在大家面前。
手上的一招一式，干净麻利，技巧的娴熟，最原汁原味的柴米油盐。
有了现代视频交互方式得以广而宣之，加油
放下心，平静下来中国处处是这番美好。"
31194,UgzZqTm1a5PmVQ97EaJ4AaABAg.8yVK7gKNOF78yVz33BbC4d,2,"People always say the Chinese are disgusting because of all the things they eat, like snails. It’s nice to see someone appreciate the food there. I’m Chinese but I live here, in America.",人们总是说中国人因为吃的所有东西，例如蜗牛而感到恶心。很高兴看到有人欣赏那里的食物。我是中国人，但我住在美国。
6498,Ugxqq4Jtj5emLHSf_0d4AaABAg,2,Very beautifully shot. But the conclusion from the watches of the watches- the Chinese have all food.,非常漂亮的射击。但是手表的结论 - 中国人都有所有食物。
4884,UgwBdL8RFnlKoh0KJ0V4AaABAg.9INZ0ibBT3R9IXOJBjDdu3,2,Mmmm........ It's Chinese actually,嗯........实际上是中国人
10627,UgwWlViNwp3rdk9vrtR4AaABAg.98Y8lC__QNK99Uq2W4Iw01,2,"it's common for Chinese village people to own a piece of mountain(maybe 3000㎡） and a field to plant rice( maybe 500㎡, my date is an estimation）",中国乡村人民拥有一座山（也许是3000°）和种植米饭的田地很常见（也许是500㎡，我的约会是一个估计）
4863,UgyFthJ6kfkaAiGWFQt4AaABAg,2,"Kimchi is a traditional Korean food.
Kimchi is the Traditional Food of Korea.
ム 韓 韓 韓 の 伝 伝。。。

The Chinese have long been calling Arirang (Korean traditional music) and Hanbok (Korean traditional clothing) as China.
The Chinese has long inseded that Arirang (Traditional Korean Music) and Hanbok (Traditional Korean Clothes) Belong to China.
「中国 人 ン ン ン ン ン ン ン 韓 韓 韓 韓 韓 韓 韓 ン ン ン ン ン ン ン の の の 中 中 中 の の の の の だ の の の の の の て。。。

Kimchi is already certified in 2001 in the International Standardization Organization (ISO) and is different from recently registered Pao Chai (pickled food in Sichuan).
Kimchi is alredy Certified by the International Organization for Standardization (Iso) in 2001 and Is different from the Recently registered Paochai (Celebrated Food in IN Sichuan).
ム 2001 年 証 証 証 録 録。。。。。","泡菜是传统的韩国食品。
泡菜是韩国的传统食物。
ムム韩韩伝伝伝

长期以来，中国人一直将Arirang（韩国传统音乐）和汉堡（韩国传统服装）称为中国。
长期以来，中国人一直认为阿里兰（传统的韩国音乐）和汉伯克（传统的韩国服装）属于中国。
「ンンンンンン韩韩韩韩韩韩ンンンンンンンンンンンンンののののの中中中中中中の

Kimchi已经在2001年获得国际标准化组织（ISO）的认证，与最近注册的Pao Chai（Sichuan的腌制食物）不同。
Kimchi在2001年获得国际标准化组织（ISO）认证的Alredy认证，与最近注册的Paochai（Sichuan的著名食品）不同。
2001年年年证录录录录"
28612,UgxCpRiDGzrwuzVOfl94AaABAg.8yY6-41Td1g902sLw33jPG,2,"@franzpeters3824 so can u speak proper Chinese?No?oh,you have nothing to do,right? :>",@franzpeters3824那么你会说适当的中文吗？不？哦，你无事可做，对吗？ ：>
23124,Ugx36mmuXyMakzfJm954AaABAg,2,Happy Mid -Autumn Festival ~ People watching your videos overseas are really a kind of enjoyment and want to return to China to eat Chinese food,中秋节快乐呀～人在海外看你的视频真的是种享受 好想回国吃中国美食
23149,Ugxg1-XxyeKBm-aouLJ4AaABAg,2,"Qi Qi is really too hard! Intersection Intersection Intersection At this moment, I was proud of my Chinese characters!",七柒真的超努力的啦！！！！这一刻我为我能打出中国字而骄傲！
30132,UgyWXJ06DKx-LOs2Znt4AaABAg,2,When you’re learning Chinese just so you can understand what conversations Miss Liziqi is having with her grandma,当您学习中文时，您可以了解Liziqi小姐与奶奶的对话
19077,Ugxx0C0wczLWx2DIaoJ4AaABAg.928Ic4g69m392FXY8yAxfz,2,"i am afraid u would not love this.it is too smelly,even to some Chinese...",恐怕你不会喜欢这个。
10994,Ugy0W0BYgxEpnrsE5xl4AaABAg.986SlgwI4K498AfEmM7mUL,2,"MoonCafe's Butler 
what clan? They just live in the Chinese mountains.","Mooncafe的管家
什么氏族？他们只是住在中国山脉。"
4034,Ugw3lPr4ca-ek-0Fmwt4AaABAg.9LNZfg91zko9LuXqctS7Gw,2,@amlesh8638 Chinese love her and adore her like a national treasure. Sure sour ppl are from every where I believe many are really jealous cuz they are not makers but haters,@amlesh8638中国人爱她，像国宝一样崇拜她。当然，我相信许多人真的很嫉妒，因为他们不是制造者，而是仇恨者
31946,Ugz5SQzSVIB9U4-q1np4AaABAg.8yV2HUWJ-2e9-kPonYLHDL,2,"Li Zihuan's name is hit abroad, all English comments, it is not easy to see the Chinese people's comments",李子柒名号打到国外了，都是英语留言，能看到中国人留言都不容易了
7487,UgynzbnQpScGEilYfOd4AaABAg,2,i never knew you also eat that just as we do in the Philippines.. perhaps it was a Chinese influence,我从来不知道你也像我们在菲律宾那样吃东西。也许这是一种中国的影响
11028,UgzxCAS0Jrwg6fsStv54AaABAg.984qUe8j7ci99JFtZLPcrH,2,"I think it should be because he is a virtuous Chinese woman, marry a wife like Li Ziqi, this is the emotion after we watch her vido.",我认为应该是因为他是一位贤惠的中国女人，嫁给了像李齐（Li Ziqi）这样的妻子，这是我们看着她的视频之后的情感。
16665,UgxnJMG-AAjw-x5k5px4AaABAg,2,"in many western countries, bamboos are under control.not allowable largely plant, only reason is european have no idea how to utilize them, however, Chinese and other Eastern Asian make them furniture, foodware, and food. Of course, pandas need them",在许多西方国家，竹子都受到控制。不可允许的植物，唯一的原因是欧洲不知道如何利用它们，但是中国和其他东亚使它们成为家具，食品和食物。当然，熊猫需要他们
23657,UgzuK8p2uyWhMBSKJnd4AaABAg.8zeGo5ApctX9-5hT4SPLdT,2,@nomanmiaji3904 the white veg. in the vedio is bamboo shoots. Panda also likes that. Also it is called one of the four decent flowers in Chinese literature. 花中四君子—竹,@nomanmiaji3904白蔬菜。在吠陀中是竹芽。熊猫也喜欢。它也被称为中国文学中四种体面的花之一。花中四 - 竹
13437,UgxTFgXRxn7MuOxmWCx4AaABAg,2,"

Good news for every Muslim and Muslim

By the grace of God alone, a book was published

The abbreviation of Islamic jurisprudence
Eighteenth edition

This book contains

On more than thirty thousand legal rulings in
Monotheism and faith

Virtues and literature


Family provisions




The book is easy to browse, easy to download, and easy to send



http://hatha-alisam.com/books/list/80

• ❁❁ •• ❁❁ •

Abbreviation of Islamic jurisprudence in Chinese 

Link

https://hatha-alisam.com/books/list/65

• ❁❁ •• ❁❁ •

This is the location of this Islam

http://hatha-alislam.com/

","

每个穆斯林和穆斯林的好消息

仅靠上帝的恩典，一本书出版了

伊斯兰法学的缩写
第十八版

这本书包含

在超过三万的法律裁决中
一神教和信仰

美德和文学


家庭规定




这本书易于浏览，易于下载且易于发送



http://hatha-alisam.com/books/list/80

•❁❁••❁❁•

中国伊斯兰法学的缩写

关联

https://hatha-alisam.com/books/list/65

•❁❁••❁❁•

这是这个伊斯兰教的位置

http://hatha-alislam.com/

"
17916,UgwunEBEht1UwcutFGt4AaABAg.92eJivXhhyf92qC-JphnxK,2,Niem Fpmak - Nied Fpmak after I eat spicy Chinese noodles anal apocalypse commences,NIEM FPMAK-我吃辣的中国面条肛门启示开始后Nied fpmak开始
12646,UgxpBrD1zfYf9xMBHjR4AaABAg,1,"Hi, I am a Chinese, see everyone in the comments to you in English speech, that I can not help but use English to speak to you oh, our family appreciate your attitude to the village life, I hope you can get better and better.❤️",嗨，我是中国人，在英语演讲中对您的评论中看到每个人，我忍不住用英语对你说话哦，我们的家人感谢您对乡村生活的态度，希望您能变得越来越好.❤️
19366,UgxWWLZSky29EJsezpp4AaABAg.91x8OZLdB6P92EhCx2zPsU,1,no，its not ghibli，its Chinese traditional culture,不，它不是吉卜力，它的中国传统文化
27057,UgzfOdQXR-kL9LG-pdt4AaABAg.8yiuN41pbwu8yot7gZfWDJ,1,"It's about nature, traditional ! Plz don't mention the fucking country or policy ! (I'm Chinese)",这是关于自然的，传统的！请不要提及他妈的国家或政策！ （我是中国人）
14142,UgwdCOlW5kz0lHK8v8Z4AaABAg,1,"Oh my God... This Chinese woman is more than the wonder woman cuz this is real. And she is my inspiration for my daily life. Oh God, please bless this amazing and beautiful/pretty Chinese woman....",哦，天哪...这个中国女人不仅仅是神奇女侠，因为这是真实的。她是我日常生活的灵感。哦，天哪，请祝福这个神奇而美丽/漂亮的中国女人。
27381,UgxUKzEbI6f5N7KBy254AaABAg.8yfDXjk7MVx8yheXZjRHKW,1,She is Chinese,她是中国人
27082,Ugx1OXHaLF6Gp5NMJ8J4AaABAg.8yihLixxBk88yingZIFB-S,1,"One China’s important think tank explained publicly that China allows anybody to access to foreign media indirectly through VPN. It’s not a crime by just using foreign media. However the majority Chinese people are not interested in politics and also not interested in using VPN. The government believes this way helps them maintaining the stability. Once the ordinary Chinese people are confident enough and not being impacted negatively by western media, China will fully open to foreign media.",一个中国重要的智囊团公开解释说，中国允许任何人通过VPN间接访问外国媒体。仅使用外国媒体而不是犯罪。但是，大多数中国人对政治不感兴趣，也不对使用VPN感兴趣。政府认为这种方式可以帮助他们保持稳定。一旦普通的中国人民充满信心并且不对西方媒体产生负面影响，中国将向外国媒体完全开放。
13804,UgyoPn12VwwKZHFR_iB4AaABAg.94wDZ_8_q8A94wSJ1Gvcmw,1,"Not most Chinese eat 
There are many people in chinaa 
If 100 eat bat doesn't mean all do!!","不是大多数中国人吃
中国有很多人
如果100吃蝙蝠并不意味着所有人！！"
27110,UgwAkc-5QtbnUdtFMV14AaABAg.8yi9U-P0knl8yiQAUXYWe4,1,"Ziqi: this one is bigger than my head.
Grandma: no, this one is nothing, .........

They speak Chinese Sichuan dialects. I can only understand half of grandma said.","Ziqi：这比我的头大。
奶奶：不，这是什么都没有的，.........

他们说中国四川方言。我只能理解一半的奶奶说。"
26852,UgzhNlrDPJDTK1oBTjB4AaABAg.8ykiyFXigiv8yl1XdOJ9n7,1,"Haha of the sea, I'm sorry, people are patriotic! Intersection Intersection People have a happy life, but to experience the American shooting every day? Intersection Intersection Stupid, don't use Chinese, look at nausea, love your foreign dad, just play English.",海色之月 哈哈，真不好意思，人家很爱国呢！！！人家放着幸福的生活不过，去体验美国的枪击每一天？？？蠢货，别用中文，看着恶心，爱你外国爸爸，就打英文啊。
27137,Ugwmtjh9VsGhhbjO5B14AaABAg.8yhcoZfdDkT8yjO389-DBT,1,Japanese people do not need to have subtitles and understand video content. This is because the source of Japanese culture is Chinese culture.,日本人不需要具有字幕并了解视频内容。这是因为日本文化的来源是中国文化。
27002,Ugx1vd4I7sIVUjYr0wd4AaABAg.8yjTVxq3smA8ynUZuu6TNY,1,She is Chinese， not Japanese,她是中国人，不是日语
14072,UgwMMchXSHiNr6Dp4714AaABAg.94X-OXeU5p895p0bl10x0f,1,"I felt bad for what was mentioned in the video. I’m a Chinese and honestly I love Philippine cuz they got so many delicious tropical fruit and they keep their environment well

But pls don’t be racist to Chinese or Filipino cuz its just a part of the people’s fault but not all 
Thanks","我对视频中提到的内容感到难过。我是中国人，老实说，我爱菲律宾，因为他们得到了很多美味的热带水果，并且保持环境良好

但是请不要对中国人或菲律宾人种族主义者，因为它只是人民错的一部分，但不是全部
谢谢"
27732,Ugw-L63J_o6FbA4lILJ4AaABAg.8yc0dkPxEcm8yktaC_TE3U,1,"@User-Ul8do8uf5z, I didn't understand your Chinese, are you from the mainland?",@user-ul8do8uf5z 你的中文我竟然没看懂，你是大陆的？
27380,UgxUKzEbI6f5N7KBy254AaABAg.8yfDXjk7MVx8yfFPwJkly1,1,"She is Chinese, thanks",她是中国人，谢谢
13384,UgwnLuxTVFStfbkxItJ4AaABAg.95cvePeL5J695tNQPdpRK-,1,Old Chinese gastronomy,古老的中国美食
13557,UgyGAmkXwbEknF7ADKB4AaABAg,1,I love the fact that I don't speak Chinese so I never know what she would do until the end of the video,我喜欢我不会说中文的事实，所以我永远不知道她在视频结束之前会做什么
18812,Ugws-cr34RVZokUlHr14AaABAg.92H4R5iQDP792U5vJRO5pS,1,@summerjgao5489 I think it is delicious as a Chinese.you should have a try,@summerjgao5489我认为这很美味，因为中文
14428,Ugzmc0B8o9ur4Y1QRod4AaABAg.94CWh5dBXqR94TlYOEmxCM,1,"She does speak but in another language, you could say is a type of Chinese. :)",她确实说话，但用另一种语言说，您可以说是一种中文。 :)
21088,UgyoQ-6DXca2Tx4yLmh4AaABAg,1,"Countryside in China looks poetic, like the scenes in Chinese movie",中国的乡村看起来像中国电影中的场景
17672,UgwmK2CE-ut17z9dL7N4AaABAg,1,English would be nice to know what that all is I really enjoy watching channel but I can not read Chinese wish I could ti find out just curious,英语很高兴知道我真的很喜欢看频道，但我不能读中文，希望我能发现好奇
22117,UgyEoB_3u-u2gu5hxwB4AaABAg.9-DULagrwm89-kNd6zSqRF,1,Laoziagainstthemachine Wow! It's Moon represents my heart. Very Famous Chinese Song!,LaoziAgainstTheMachine wow!It's 月亮代表我的心. Very famous Chinese song!
17762,Ugx9Q2tr8-wCzJJinfZ4AaABAg.92gw10MKfvC92lpZ-eBtJq,1,in fact. in China. female always cook with her ownself. so Chinese women much good at cooking. I sincerely hope that you could taste Chinese food by hand-making,实际上。在中国。女总是自己做饭。因此中国女性擅长烹饪。我衷心希望您可以手工品尝中国菜
22025,UgyNznBkcEkdjIm0MHF4AaABAg.9-I7M9BVLBX9-YxKUIuOet,1,"Sharon Thomas After all, all that's left of her family is her grandmother.And take good care of the elderly, is our Chinese from ancient times to develop a habit. We are proud of it.",毕竟，莎朗·托马斯（Sharon Thomas），她的家人剩下的就是她的祖母，而且要照顾老人，这是我们从远古时代开始养成习惯的中国人。我们为此感到自豪。
22001,UgwttpE0B0mYIFAjFoV4AaABAg.9-Jp6PQsckX9-Q3dX1nJaX,1,That was kinda snails who live in water. U still can eat that eventho u r not Chinese. There are many types of snails. The one that plays on the ground is no good.,那是住在水中的蜗牛。你仍然可以吃那个事件，而不是中国人。蜗牛有很多类型。在地面上玩的那个是不好的。
21806,Ugy9dqXp8LnX4nH-tM94AaABAg.9-WHSV2cBSL9-nGF52vY0S,1,@aoshuangyi5403 are you a Chinese ?,@aoshuangyi5403你是中国人吗？
17917,UgwunEBEht1UwcutFGt4AaABAg.92eJivXhhyf92tAKvrhyKN,1,In Chinese cultures there is no apoclypse. Everything will be balanced by Yin and Yang,在中国文化中，没有启示录。一切都会与阳和阳平衡
17936,UgwjnMK5FF3RTD_992V4AaABAg,1,"Chinese culture, vast and profound, especially for thousands of years, have never stopped studying",中国文化，博大精深，特别是在吃的方面几千年来，从未停过钻研
181,UgzPw85DFjB9_11Aqtd4AaABAg,1,"Liqizi when to return, I miss you very much, no one can match Ziqi in making videos even though many Chinese creators make similar videos",Liqizi何时回来，我非常想念您，即使许多中国创作者制作类似的视频，也没有人能匹配Ziqi
21497,Ugxg8ejEllanC9NzZRx4AaABAg,1,"Why is the garden weed, the Chinese take all the weeds, insects, all",为什么花园杂草，中国人拿走所有的杂草，昆虫等
21314,Ugz2DrWr7IGKrK-Id6p4AaABAg.90-H9DeEGEQ9046jQfDUcD,1,But baby bamboo is one of the most famous traditional Chinese food☺,但是竹子是最著名的传统中国食品之一
20761,UgyKOZIN2ILVmhMJ1kJ4AaABAg,1,"Li Ziyi is Chinese, Mianyang, Sichuan, China, Ao Jiao",李子柒是中国人，中国四川绵阳的，傲娇
17646,UgxW81R99cPbf3bu0s54AaABAg.92iL8s-QtKf92sOd8hqr2M,1,"When I met me, I watched a message on a message on a video of a video published by the Chinese website with a German network to watch the US network using the German network.",遇见 我用加拿大的网络看一个用德国网络看一个用美国网络看中国人发布在国外网站的视频的人的留言的留言。
18227,UgzsHZsR0J2sPs3rcJV4AaABAg.92Z2Qf802hp92gE58Xy5cD,1,"Have you ever tried Chinese food? I visited China, actually I can not eat almost their food, excluding dimsum. Too much oil and too spicy. Before i visited there, i had watched every video of this chanel and thought, wow look so delicous. But reality....",你曾经尝试过中国菜吗？我去了中国，实际上我几乎不能吃他们的食物，不包括迪姆斯。油太多，太辣。在我访问那里之前，我已经观看了这个香奈儿的每一个视频，并想到了，哇看起来很美味。但是现实...
18236,UgzsHZsR0J2sPs3rcJV4AaABAg.92Z2Qf802hp92jNYltOSfP,1,Lucy Chan Chinese foods have so many flavors. The ones li ziqi made are mostly spicy. But that only makes up 1/4 of Chinese cuisines,露西陈中国食品有很多口味。李齐（Li Ziqi）制作的大部分是辣。但这仅构成1/4的中国美食
18239,UgzsHZsR0J2sPs3rcJV4AaABAg.92Z2Qf802hp92oCuPjG7gh,1,"@sometimesitdown Hold on a sec, what you called the garbage? We do have good food in the north, do you know the Lu of the four styles of Chinese cook? Have you even tried some real good restaurant in the north? Duck of Beijing, hot pot of north muslim, noodle in variable north style, the four northeastern Simmerings ... not like those shitty recent restaurant you can find everywhere, those real traditional restaurants are always stay where they were, waiting for their regular clients",@SometimesItdown在SEC上保留，您称之为垃圾？我们在北部确实有美味的食物，您知道四种中国厨师的lu吗？您甚至在北部尝试过一些真正的好餐厅吗？北京的鸭子，北穆斯林的火锅，北方风格的面条，东北四个小火……不像那些近乎糟糕的餐厅，您可以在任何地方找到，那些真正的传统餐厅总是留在他们所在的地方，等待他们的常规客户
18305,Ugzyk0WS-2gLnsHROER4AaABAg,1,"If you ever wonder why Chinese people are slim, look how much works they do and how much meat they eat every day... amazing video",如果您想知道为什么中国人为什么苗条，看看他们每天做多少工作以及他们吃多少肉...很棒的视频
18394,Ugz8tuXhjuv5wvdYY714AaABAg,1,This lady originally had these videos made to promote her online store - which is a good thing. But it reminds me why many ancient Chinese scholars and politicians chose to live in the outside world to get away from politics and reality.,这位女士最初制作了这些视频来推广她的在线商店 - 这是一件好事。但这让我想起了为什么许多古代中国学者和政客选择生活在外界，以摆脱政治和现实。
18475,Ugy0-ycIzgf0-Z798_F4AaABAg,1,"Although I have Chinese food around me, I have never eaten snail powder ...",尽管我身边都是中国美食，但我是真没吃过螺蛳粉...
18498,UgyIm-irRyTT2_I_1yJ4AaABAg,1,let me teach you how to spell it in Chinese ：this is ruosifen。my name is leifeng，see you,让我教你如何用中文拼写：这是鲁西芬我的名字是leifeng，见你
18600,Ugw-4ZcCGQMb7Of6XvF4AaABAg.92QSySm3B1D92WP11-2TpC,1,"@Weisong4402 The good poems written by Mao Zedong are all a cultural symbol. The original intention of breaking the old four is good, but there is indeed a disadvantage of a knife. Also, they know the good side of Chinese culture, and the bad side has not been manifested.",@weisong4402 毛泽东写的一手好诗，全是一种文化符号吧。破除四旧的初衷是好的，但确实有一刀切的弊端。还有，他们了解的是中国文化好的一面，坏的一面并没有得到表现。
